	chr16:24856120-24856179	chr16:24856180-24856269	chr16:24856270-24856309	chr16:24856310-24856419	chr16:24856420-24856469	chr16:24856470-24856489	chr16:24856490-24856569	chr16:24856570-24856619	chr16:24856620-24856719	chr16:24856720-24856869	chr16:24856870-24857019	chr16:24857020-24857169	chr16:24857170-24857319	chr16:24857320-24857469	chr16:24857470-24857619	chr16:24857620-24857769	chr16:24857770-24857869	chr16:24857870-24857919	chr16:24857920-24858029	chr16:24858030-24858069	chr16:24858070-24858219	chr16:24858220-24858369	chr16:24858370-24858519	chr16:24858520-24858619	chr16:24858620-24858669	chr16:24858670-24858819	chr16:24858820-24858889	chr16:24858890-24858969	chr16:24858970-24859079	chr16:24859080-24859119	chr16:24859120-24859269	chr16:24859270-24859319	chr16:24859320-24859419	chr16:24859420-24859569	chr16:24859570-24859719	chr16:24859720-24859869	chr16:24859870-24859969	chr16:24859970-24860019	chr16:24860020-24860169	chr16:24860170-24860319	chr16:24860320-24860469	chr16:24860470-24860619	chr16:24860620-24860769	chr16:24860770-24860869	chr16:24860870-24860919	chr16:24860920-24861069	chr16:24861070-24861219	chr16:24861220-24861278	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.391788	0.375439	0.196326	0.0121094	0	0	0	0	0.470579	0.433236	1.07459	1.64042	1.39604	0.91488	1.08277	1.44697	1.76706	1.60905	0.992021	1.23952	0.846693	1.11519	0.733662	0.23745	0.113821	0.649918	0.419762	0.365412	0.398706	0.854393	0.609295	0.0670208	0.278259	0.371898	0.183855	0.338092	0.730983	0.905122	1.18932	0.986826	0.391951	0	0.0848576	0.29231	0.11084	0.552081	0.213452	0.499719	0.432099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.549112	0.0947602	0	0	0	0	0	0	0.640695	0.317131	0.556771	1.10225	0.574503	0.96184	1.92751	1.66267	0.400321	0.348467	0.736782	0.818279	0.819923	1.31808	0.668113	1.05771	0.903311	0.535772	0.459188	0.184171	0.217667	0.522216	0.113531	0	0	0.343559	0.345856	0.173157	0.580027	0.757983	0.414034	0.360763	0.883372	0.246463	1.10619	1.85758	0.555255	0.111073	0.288305	0.507676	0.4
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.521327	0.813871	0.481707	0.222069	0.293404	0.029412	0	0	0	0.168697	0.393108	0.432771	0.378291	0.939744	0.593152	0.980863	0.67876	1.04814	1.4533	1.64839	0.821785	0.401593	0.593904	0.492798	0.212193	0.340385	0	0	0	0.0187595	0.302396	0.35447	0.685932	1.0744	0.93273	0.310829	0.74337	1.70312	0.537957	0.172067	0	0.00465333	0.737553	0.92485	0.349	0.141927	0.6282	0.554582	0.463855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.196775	0	0	0.0861556	0.39488	0.39488	0.39488	0.78976	0.418573	0.210603	0	1.13456	1.70636	0.271736	0.462252	0.43961	0.516525	0.489306	0.672788	0.578204	0.663114	0.618051	0.552085	0.395765	0.844215	0.829237	0.236928	0.093784	0.389181	0.39488	0.160585	0	0	0	0	0	0.442266	0.770952	0.968714	0.413308	0.39488	0.53852	0.60179	0.0868736	0	0.321169	0.547567	0.724232	0.627329
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.0049335	0	0.356383	0.573428	0.49728	0.345224	0.0159844	0	0.262432	0.738304	0.504401	0.286184	1.12125	0.783345	1.30301	2.60746	1.1791	0.854261	0.682264	0.588086	0.74154	0.49046	0	0.3438	0.660614	0.714016	0.0994483	0	0	0	0	0.188771	0.227678	0.0854466	0.0341003	0.202309	0.112244	0.935528	1.1848	0.131306	0	0.197727	0.460994	0.733113	0.600699	0.511287	0.21541	0.50845	0.598901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.057776	0.0982547	0.203563	0.13611	0.126973	0.013341	0	0.0027748	0.325428	0.445683	0.0954165	0.248346	0.503375	0.655689	0.536264	0.747832	0.515845	0.176697	0.257314	0.377949	0.402757	0.429924	0.488976	0.591007	0.558262	0.562807	0.505429	0.349599	0.181152	0.284676	0.305607	0.62418	1.00387	0.455896	0.160598	0.445861	0.444424	0.353839	0.318962	0.163502	0.290209	0.331023	0.194621	0.545073	0.555135	0.22917	0.255077	0.616698	0.450577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.0279933	0.00574222	0.1292	0.20672	0.248064	0.1292	0.10336	0	0	0	0.204997	0.373556	1.23202	0.904952	1.42022	0.558471	0.395395	0.760695	1.16151	0.944828	0.715656	1.15858	0.473206	0.506867	0.682845	0.673815	0.341778	0.308678	0.278626	0.116067	0	0	0.0915475	0.419476	0.59433	0.356599	0.547818	0.583994	0.335925	0.469437	0.26042	0.178296	0.285105	0.718365	1.00003	0.489243	0.385021	0.880469	0.533865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.238346	0.447795	0.677114	0.728648	0.443358	0.431977	0.11111	0	0	0.0876367	0.298747	1.30518	0.904262	0.705973	0.682369	0.369303	0.490997	1.23019	1.61376	1.64208	0.511234	0.0142561	0	0.10399	0.186475	0.109148	0.00835771	0.291336	0.55826	0.466664	0.289625	0.18392	0.0861942	0	0	0.165205	0.364353	0.281718	0.0322129	0.0450687	0.400549	0.291819	0.592424	0.905318	0.999611	0.517229	0.189234	0.00367254	0.668317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.129093	0.107577	0.166189	0.233665	0.432515	0.402532	0.225663	0.252209	0.235692	0.284914	0.758511	1.82631	1.39606	1.45781	0.392553	0.255395	0.43858	1.32358	1.58774	0.764497	0.40017	0.582905	0.558971	0.742047	0.896975	0.558574	0.390613	0.682591	0.400713	0.126752	0.341755	0.253036	0.34194	0.155013	0.013638	0.341526	0.557258	0.68403	0.606474	0.198101	0.248569	0	0.0045592	0.512961	1.02598	0.53418	0.374045	0.689826	0.641286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0	0.230301	0.176745	0.276529	0.349622	0.35441	0.34112	0	0	0.233532	0.965053	0.544756	0.414755	0.576532	1.15795	1.62489	0.460882	0.257497	0.798411	1.50377	0.875544	0.79629	0.686593	0.744121	1.59299	1.06328	0.356806	0.534477	0.417641	0.47123	0.585111	0.667378	0.514385	0.431426	0.504425	0.46851	0.400465	0.283528	0.00472547	0.550439	0.342561	0	0.0852263	0.336455	0.326057	0	0	0	0.699088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.16241	0.12271	0.0203013	0.360264	0.48724	0.48724	0.302495	0.282601	0.419028	0.335656	0.214182	0.242528	0.774183	0.780111	0.817287	0.462128	0.724366	0.886779	0.825357	0.345131	0.173241	0	0	0	0.0142472	0.179282	0.315886	0.467268	0.408553	0.323376	0.0205561	0.213221	0.363866	0.405653	0.456299	0.742928	0.526221	0.701631	0.564119	0.344319	0.334575	0.0790399	0.0400611	0.289098	0.539214	0.671596	0.760097	1.03229	0.516605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.47444	0.35443	0.593772	0.6252	0.893319	0.70901	0.478533	0.333164	0.606186	0.446665	0.833119	0.983632	0.841331	0.402262	1.3296	1.1508	0.708469	0.44564	0.675628	1.04665	0.579143	0.187632	0.588794	0.130711	0.642092	1.42025	0.574539	0	0.0675327	0.263388	0.585077	0.59108	0.724788	0.545395	0.760541	0.955135	0.732123	0.624226	0.975941	0.473919	0.56142	0.300601	1.21014	1.07008	0.055024	0.498309	0.875549	0.765089	0.533019
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	2.03463	1.16935	1.10195	0	0	0	0	0	0	0	0	0	0	0.214531	0.286262	0	0.312609	0.574856	0.740393	0.555596	0.316646	0.347413	0.406012	0.501139	0.370183	0.139069	0	0	1.03794	2.22177	2.89993	2.84019	1.18365	0.0531379	0	0	0	0	0	0.384992	0.961832	0	0	0	0	0.936858	0.460515	0	0.496587
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.412016	0.26917	0.318581	0.402528	0.301603	0.22184	0.0924926	0	0	0.0420663	0.191341	0.504943	0.22545	0.611664	1.47202	1.48539	0.630449	0.485719	0.407794	0.251361	0.218454	0.0159924	0.00225887	0.059644	0.270418	0.325157	0.102192	0.253101	0.413528	0.515072	0.532618	0.488885	0.405161	0.601267	0.578397	0.228888	0.267074	0.545452	0.649996	0.390765	0.120789	0.329149	0.37742	0.301281	0.341579	0.3808	0.15881	0.150405	0.571353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.982b1a46-0bf8-457b-a213-1cec9bf76346.fc.signal	0.218491	0.0792581	0.260256	0.303573	0.119529	0	0.0614486	0.297156	0.446048	0.502254	0.239745	0.574806	0.638919	0.844163	1.57369	0.787068	0.72426	0.94627	0.909909	0.92367	0.36656	0.332715	1.00252	0.66223	0.613073	1.29879	0.516063	0.20841	0	0	0	0.353107	0.366664	0.0828639	0	0.104757	0.356494	0.321957	0.25193	0.293877	0.028421	0.0584783	0.451118	0.158033	0.314713	0.250499	1.291	2.12724	0.729508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.6e93a1e0-8828-4ce5-83f8-36249902bda2.fc.signal	0.41433	0.00460367	0	0	0	0	0	0	0	0.45859	1.24316	0.834318	1.8122	2.48903	2.05581	1.11959	1.40294	0.868264	0.305764	0.254477	1.0868	1.47466	0.729525	0.171792	0.323371	0.828485	0.102638	0	0	0	0	0	0	0	0	0.772786	0.799741	0.182305	0	0.361848	0.363888	0.103778	0.0312661	0.577049	0.664509	0.423914	0.342949	0.243547	0.453968
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001234.5.0e619ad9-ebc8-47ed-93f9-8d329910a69e.fc.signal	1.38383	0.279792	0.144199	0.298285	0.251721	0.077994	0	0	1.26651	0.543145	2.69592	0.756265	1.23329	0.330113	1.3817	0.836026	0.340033	0.456021	0.0145647	0	0.0442877	0.360767	0.494052	0.476867	0.497182	0.785211	1.02108	0.228212	0.251774	0.0276588	0.567943	0.277672	0.601131	0.0537359	0	0.256276	1.17185	2.34371	0.909376	0.160808	1.16876	0	0.274131	0.71353	0.31001	0.363749	0.228355	1.46873	0.314121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.c5ae491c-ef59-4b85-83e8-7c458c9d3645.fc.signal	0.531771	0.444196	0.313099	0.250659	0.009042	0	0	0	0.289462	0.215175	0.530592	0.968744	1.54958	1.08763	1.64986	1.45308	1.18267	0.652265	0.918845	1.21643	0.992032	1.2071	0.423811	1.68711	0.558561	0.321731	0.0906637	0.126998	0.48309	0.505367	0.495237	0	0	0	0.130161	0.289079	0.152094	0.18183	0.0461221	0	0	0.189927	0.298259	0.490335	0.41762	0.137345	0.396224	0.362681	0.417085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e8717b6c-436c-4750-b776-17ab8ac934dd.fc.signal	0.585027	0.0370698	0	0	0	0	0	0	0	0	0.194621	2.57623	0.957892	0.380845	1.35208	0.899626	0.667049	2.26591	2.06389	0.793624	1.24417	0.904131	0.589309	1.52702	0.789978	0	0	0	0.330529	0.739257	0.888468	1.24033	0.545571	0.0070528	0	0	0	0	0	0.189056	0.728421	0	0.750663	0.250221	0.250221	0.83407	1.7018	2.48652	0.559643
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.3fd172f1-2dff-4354-a3a1-c7faa70478b7.fc.signal	0.645978	0.754646	0.583893	1.05731	1.1531	0.539757	0.0149978	0.0513644	0.386891	0.103735	0.463009	1.04726	0.804697	0.38084	0.842903	0.908206	0.278994	0.415112	0.514029	0.79358	0.376849	0.846974	1.33979	2.27913	1.17964	1.04779	0.841926	0.130358	0.591858	0.671059	0.682375	0.957776	0.855424	0.231195	0.0487391	0	0.054993	0.639854	1.29165	0.18368	0.015744	0.456576	0.643602	2.2672	0.501257	0.0263403	0.321108	0.971461	0.393382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.bb047498-09b9-4c13-b396-ee9ca79dcf59.fc.signal	0.391299	0.295072	0	0	0	0	0.15737	0.34026	0.265403	0.696001	0.754915	0.192056	0.482901	1.22638	2.72961	2.36903	0.687278	0.694494	0.344864	0	0	0	0	0.15342	0.35933	0.173675	0	0	0	0	0.233847	0.330492	0.0360498	0.332089	0.0195012	0.177392	0.269349	0.0035932	0.372147	0.19298	0	0.0299433	0.322157	0.524882	0.32502	0.0021668	0.107793	0.335573	0.637931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.bd79aee4-cb3e-4358-b4aa-2b3125cb6682.fc.signal	0.595638	0.300092	0.297417	0.238561	0.004179	0	0	0	0.25219	0.418239	0.840695	1.19786	0.328528	0.408999	0.418895	0.766168	0.1068	0.268981	0.395089	0.27307	0	0	0.297904	0.388426	0.575207	0.182924	0	0.160929	0.193101	0	1.32031	1.08594	0.869332	0.854088	0.00400493	0.0840938	0.212176	0.149122	0.0555432	0	0.090041	0.229654	0.575998	0.252555	0.179101	0.00654613	0.125541	0.81534	0.404737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.a821fd7c-44ed-4d61-9142-fdff92927929.fc.signal	1.85809	0.943327	0.776622	0.628703	0	0	0	0	0	0	0	0	0.16374	2.30123	2.08142	2.83892	1.88562	1.26819	1.31647	1.17246	0.544127	0.657184	1.66238	1.61614	0.782682	0.0436397	0.204536	0.447855	0.488855	0.65788	1.38808	0.931842	0.550465	0.581051	0.497461	0.409211	0	0	0	0	0	0.752951	1.47042	0.225034	0	0.14997	1.35071	0.200458	0.400468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.0397ac10-5d52-43ec-8084-1b153343aa3a.fc.signal	1.19145	0.631144	0.450839	8.44643	6.18237	0	0	0	0	0	1.13948	2.07502	1.48325	3.24476	0.125936	1.42749	1.90249	5.31814	7.36745	0.579632	0	0	0.803034	0.146836	0	0	0	0	0	1.85626	1.21061	0	0	0	0.0159756	1.99323	0	0	0	2.22416	1.27556	0.502363	0	0	0	0	0	0	0.340426
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.a94a6b89-542c-4e29-9116-4cbe6008554d.fc.signal	0.144213	0.398918	0.984966	1.03705	0.48569	0.31936	0.315353	0.145443	0	0.141116	0.409834	0.341409	1.15046	0.890266	0.378263	0.453896	0.785556	0.692933	0.596936	0.57345	0.262234	0.696709	0.509511	0.475888	0.522322	0.413436	0.178352	0.0385331	0.198592	0.47427	1.21949	1.01976	0.710004	0.695941	0.375274	0.131992	0.482813	0.839478	0.485999	0.219114	0.52658	0.322194	0	0.178558	0.48642	0.594291	0.348339	0.374443	0.624625
