	chr19:54506535-54506684	chr19:54506685-54506744	chr19:54506745-54506834	chr19:54506835-54506984	chr19:54506985-54507134	chr19:54507135-54507174	chr19:54507175-54507284	chr19:54507285-54507434	chr19:54507435-54507584	chr19:54507585-54507654	chr19:54507655-54507734	chr19:54507735-54507804	chr19:54507805-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508784	chr19:54508785-54508884	chr19:54508885-54508934	chr19:54508935-54509004	chr19:54509005-54509084	chr19:54509085-54509234	chr19:54509235-54509384	chr19:54509385-54509454	chr19:54509455-54509534	chr19:54509535-54509574	chr19:54509575-54509604	chr19:54509605-54509684	chr19:54509685-54509834	chr19:54509835-54509914	chr19:54509915-54509944	chr19:54509945-54509984	chr19:54509985-54510084	chr19:54510085-54510134	chr19:54510135-54510194	chr19:54510195-54510254	chr19:54510255-54510284	chr19:54510285-54510364	chr19:54510365-54510434	chr19:54510435-54510454	chr19:54510455-54510584	chr19:54510585-54510734	chr19:54510735-54510884	chr19:54510885-54510974	chr19:54510975-54511034	chr19:54511035-54511184	chr19:54511185-54511264	chr19:54511265-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	1.87134	1.10284	0.938668	1.197	0.0941039	0.325314	1.48788	0.896998	2.00577	2.16926	1.26003	3.11634	2.85364	2.23513	1.72488	0.479332	1.08376	1.54111	1.33749	0.197632	0	0	0	0	0	0	0	0	0	0	0.458772	1.54128	0.507266	0.11026	0	0	0	0	0	0	0	0.05513	0.273111	0.69703	0.856311	0.48431	0.288305	0.796768	0.989817	2.2246	3.31672	1.61137	0.564945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	2.94535	1.14227	0.821359	0.134384	0.208584	0.44067	0.596957	0.693401	1.03622	0.862558	0.330503	0	0.716169	1.72942	0.690279	0.0541078	0.758072	0.358468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373101	0.185081	0	0	0	0	0	0.39661	1.76719	0.253425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	1.10466	1.3425	0.649156	0.561524	0.291186	0.0783233	0.933366	0.335434	0.589502	0.939809	0.460252	0.117625	0.35975	0.699399	0.298953	0.401734	0.485945	0.424794	0.41584	0.0718735	0.158489	0.18429	0.0161254	0	0	0	0	0	0.079859	0.368586	0.678211	0.474557	0.178147	0	0	0	0	0.433091	0.841731	0.730345	0.247478	0.18429	0.394103	0.261695	0	0	0	0.0552872	0.979679	1.59591	1.44221	1.18431	0.887324
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	1.86844	1.12625	0.729831	0.442992	0.215437	0.092133	0.2621	0.920183	0.759081	0.828163	0.295315	0.254002	0.318533	0.0659549	0.285895	0.817616	0.663597	0.937411	1.41593	0.277639	0	0	0	0	0	0	0	0	0	0	0.289548	0.573345	0.475225	0.18842	0.143018	0	0	0.702282	1.10419	0.912482	0	0	0	0	0	0	0	0	0.0270954	0.331393	0.748082	1.137	0.626781
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	1.558	2.51758	0.340346	0	0	0	0	0.0377016	1.14702	1.10619	0.183122	0	0	0	0	0.114991	0.625411	0	0	0	0	0	0	0	0	0	0	0	0	0.968218	1.27996	1.82089	0.418564	0	0	0	0	0	0	0	0	0	0	0.223234	0.892937	0	0	0	0	0	0.700184	1.24221	0.778261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000024.3.2302e24e-631b-4ec9-a235-e193b37d434c.fc.signal	0.530406	0.664311	0	0	0	0	0	0	0	0	0	0	0	0.144122	1.10793	0.752135	0.495418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.952243	1.21836	0.524687	0	0	0	0	0.429967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.607624	0.237173	0.0419923	0.341681	0	0	0	0.356283	1.27867	1.21887	0.487264	0.53705	0.294564	0.350136	0.469894	0.487116	0.534961	0.204868	0.284953	0.181792	0	0	0	0	0	0	0	0	0	0.050418	0.49745	0.337167	0.176463	0.157554	0.491566	0	0.033612	0.470559	0.50417	0.126044	0	0	0.244329	0.514256	0.0134448	0	0	0.346199	0.280449	0.682049	1.18097	1.30227	0.5875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.ba7ad3ac-45d8-4d57-96d9-67d86c9899a4.fc.signal	1.81263	1.0805	0.327639	0	0	0	0	0	0.380158	0.377886	0.165325	0.399568	0.43364	0.542054	0.663476	0.0448095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484236	0.799534	0.65047	0.379437	0.021682	0	0	0	0	0	0	0	0.441984	0.773333	0.164783	0.313184	0.21682	0.542056	1.12205	0.923044	0.302106	0.266195	0.663636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0	0	0	0	0.00139813	0.382739	0.316487	0	0	0	0	0	0	0	0	0	0.247931	0.424832	0.325765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0.718269	0.258442	0	0	0.0106643	0.245659	0.444575	0.271177	0.54234	0.391749	0.225664	0.293811	0.655542	0.436359	0.120104	0.0962955	0.214811	0.322978	0.129337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0868376	0.22852	0.28565	0.22852	0.102834	0	0	0	0	0	0	0	0	0	0.215462	0.370204	0.814392	0.782578
