	chr3:56000599-56000678	chr3:56000679-56000748	chr3:56000749-56000898	chr3:56000899-56000948	chr3:56000949-56001048	chr3:56001049-56001198	chr3:56001199-56001298	chr3:56001299-56001348	chr3:56001349-56001498	chr3:56001499-56001648	chr3:56001649-56001798	chr3:56001799-56001948	chr3:56001949-56002098	chr3:56002099-56002248	chr3:56002249-56002398	chr3:56002399-56002548	chr3:56002549-56002698	chr3:56002699-56002848	chr3:56002849-56002998	chr3:56002999-56003148	chr3:56003149-56003298	chr3:56003299-56003448	chr3:56003449-56003518	chr3:56003519-56003598	chr3:56003599-56003748	chr3:56003749-56003898	chr3:56003899-56004048	chr3:56004049-56004198	chr3:56004199-56004348	chr3:56004349-56004458	chr3:56004459-56004498	chr3:56004499-56004648	chr3:56004649-56004698	chr3:56004699-56004798	chr3:56004799-56004948	chr3:56004949-56005008	chr3:56005009-56005098	chr3:56005099-56005248	chr3:56005249-56005308	chr3:56005309-56005398	chr3:56005399-56005458	chr3:56005459-56005548	chr3:56005549-56005634	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0	0	0.230916	0.34379	0.26283	0	0.19188	0.534513	0.849482	0.749985	0.616942	0.939773	0.646345	0.641068	0.165501	0.326253	0.199589	0.165794	0.607906	0.853439	0.728145	0.46007	0.102795	0	0	0.308383	0.252596	0.0810407	0.534007	0.870867	1.0902	1.2924	1.4885	0.849584	0.876723	0.6167	0.28966	0.0479719	0.244997	0.33205	0.471026	0.396098	0.506761	0.450112
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	1.50016	1.58787	0.870162	0.867606	0.634781	0.689615	0.832753	1.1993	1.15356	0.942078	0.681617	0	0.254122	0.123927	0	0	0	0.180647	0.560257	0.760307	0.967755	0.453235	0.521419	0.557102	0.412195	0.152241	0	0.172909	0.506857	0.0640909	0	0.136384	0.390549	0.454074	0.583498	0.331615	0.0101489	0.04433	0.383503	0.573295	0.62885	0.469055	0.57796	0.417083
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.131236	0.429427	0.566699	0.258916	0.0658364	0.407942	0.560991	0.288574	0.0672766	0.0345867	0.245517	0.831044	0.698951	0.620319	0.34325	0.0383413	0.130081	0.11302	0.00998333	0.0602868	0.309709	0.685525	0.741666	0.469225	0.431482	0.202292	0.0153365	0	0.129642	0.238489	0.109255	0	0	0.165372	0.395057	0.364383	0.193382	0.0213407	0.149112	0.416773	0.360271	0.615937	0.841055	0.587719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.a389932f-ae32-47d4-b6e3-f5cd02b280f6.fc.signal	0.371609	0.366457	0.771386	0.99341	0.909096	0.298654	1.12219	1.58715	0.757213	0.384899	0.140365	0.370635	0.545086	1.38877	0.628912	0.012234	0.266986	0.612052	0.523877	0.44367	0.666121	0.455099	0.873869	1.4338	0.762023	0.228259	0.29085	0.956126	0.717565	0.785389	1.06171	1.03622	0.743858	0.194825	0	0	0.0309932	0.515504	0.588811	0.361689	1.19107	1.02994	0.520932	0.362319
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.682128	1.76008	1.95966	1.23205	0.933883	0.980764	1.09985	0.647122	0.18851	0.383482	0.300043	0.134148	0.28129	0.0815071	0.289191	0.184066	0.223948	0.152542	0.509281	0.62558	0.396798	0.508341	0.245152	0	0.352146	0.450064	0.0375053	0.481944	0.360051	0	0	0.191444	0.16251	0.0536283	0	0	0	0.270038	0.28129	0.0656343	0.12658	0.28129	0.325008	0.378287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.529673	0.832932	0.993689	0.896038	0.416931	0.728337	1.37195	0.759214	0.405797	0.234799	0.748625	0.335289	0.200494	0	0	0.296348	0.346501	0.282074	0.31989	0.271359	0.094995	0.281985	0.59818	0.380387	0.311289	0.308411	0.21042	0.370454	0.651492	0.293192	0	0.251382	0.593103	0.390986	0.128769	0.24107	0.105682	0	0.495145	0.599546	0.414385	0	0	0.31509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.43763	1.08232	1.17801	0.480758	0.102072	0	0	0	0	0.212306	0.469599	0.181719	0	0	0	0	0	0	0	0	0	0.320263	0.53977	0.509407	0.0197912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06747	0.26988	0.320092	0.497159
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.687305	0.682141	0.577778	0.372288	0.0019638	0.177076	0.672646	1.12591	1.39985	0.497901	0.523579	0.605136	0.530921	0.245049	0.0692959	0	0.184206	0.348852	0.322668	0.244804	0.013092	0.313751	0.449053	0.365046	0.408691	0.852057	0.307569	0	0.019358	0.301132	0.603349	0.655217	0.511338	0.287707	0	0	0	0.00187913	0.27942	0.443403	0.67168	0.436527	0.322317	0.36388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.0a1684db-dfdc-416a-9b39-88bdc9d8980d.fc.signal	0.415088	0.149648	0	0.157838	0.413122	0.186266	0	0.392911	0.68838	0.443375	0.124123	0	0.0913139	0.254461	0	0.328345	0.3444	0.16797	0.103047	0.3463	1.04666	0.125786	0	0	0.0937489	0.339086	0	0	0.551866	0.572254	0.41732	0.51353	0.81237	0.496314	0.024375	0.040989	0.411456	0.377858	0.374299	0.301942	0	0	0	0.380952
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.254154	0.48244	0.522169	0.275696	0.331276	0.961749	0.713628	0.480125	0.590209	0.161292	0.321087	0.45804	0.275366	0.102708	0.141271	0.303173	0.555457	0.433105	0.546623	0.796374	0.269479	0.0881381	0	0	0	0.0832961	0.295685	0.0399258	0	0.0422035	0.33675	1.05234	0.916705	0.231108	0.0239973	0.425285	0.5241	0.226245	0.431844	0.587521	0.581948	0.32598	0.475818	0.513393
