	chr19:4285743-4285892	chr19:4285893-4286042	chr19:4286043-4286192	chr19:4286193-4286342	chr19:4286343-4286402	chr19:4286403-4286492	chr19:4286493-4286642	chr19:4286643-4286792	chr19:4286793-4286942	chr19:4286943-4287092	chr19:4287093-4287182	chr19:4287183-4287242	chr19:4287243-4287392	chr19:4287393-4287542	chr19:4287543-4287692	chr19:4287693-4287842	chr19:4287843-4287992	chr19:4287993-4288142	chr19:4288143-4288292	chr19:4288293-4288442	chr19:4288443-4288592	chr19:4288593-4288742	chr19:4288743-4288892	chr19:4288893-4289042	chr19:4289043-4289102	chr19:4289103-4289162	chr19:4289163-4289192	chr19:4289193-4289242	chr19:4289243-4289302	chr19:4289303-4289342	chr19:4289343-4289492	chr19:4289493-4289642	chr19:4289643-4289792	chr19:4289793-4289942	chr19:4289943-4290092	chr19:4290093-4290152	chr19:4290153-4290242	chr19:4290243-4290392	chr19:4290393-4290542	chr19:4290543-4290602	chr19:4290603-4290692	chr19:4290693-4290802	chr19:4290803-4290842	chr19:4290843-4290862	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.265467	0.379438	0.244092	0.103552	0.532095	1.07122	0.631398	0.564505	1.41179	0.654072	0.387217	0	0.362495	0.895991	1.29884	1.17276	0.796436	0.655548	0.724925	0.820484	0.530038	0.621621	0.155719	0.662857	0.363612	0	0	0	0	0	0.297478	0.177592	0.253049	0.261862	0.1849	0.040678	0.567635	0.875824	0.972572	0.769151	0.402785	0.599419	0.677414	0.51889	0.920792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.548536	0.755539	0.626658	0.257316	0.389878	0.61221	0.248573	0.0633879	0.436123	0.653082	0.393124	1.1008	0.735634	0.635577	0.637287	0.324645	0.216091	0.0736424	0.30843	0.324275	0.28376	0.564711	0.0651694	0.299665	0.125744	0	0	0	0	0	0.229514	0.246273	0.53026	0.692674	0.388167	0.538315	0.862501	0.898089	0.654113	0.128905	0.276519	0.115038	0.491465	0.677709	0.872881
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001246.1.335d5648-b9ca-4211-8bfb-0a3facdceb71.fc.signal	0	0	0	0	0.793861	0.424637	0	0	0.606221	0	0.193073	0.86603	0.127018	0	0	0	0.606221	0	0	0	0.0749252	0.521267	0.363733	0	0	0	0	0	0	0.324761	0.519618	0	0	0	0.0692824	0.86603	0.317544	0.606221	0.513844	0.230941	0	0	0	0	0.233871
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0	0	0	0	0.669951	0.398516	2.28821	0.55669	0	0	0.369413	0.77319	0.233388	0.243902	0.229716	0.471434	0.1382	0	0.470955	0.50511	0.979119	0.130723	0.268669	0.592779	0	0	0	0	0	0	0	0	0	0	0	0	1.2245	0.822095	0.695522	0.518075	0.348061	0.346478	0	0	0.381213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.033032	0.215844	0.0569377	0.0748943	0.302407	0.293794	0.284395	0.194788	0.0100297	0.394586	0.39964	0.197051	0.321648	0.4973	0.521199	0.626128	0.492831	0.273296	0.370485	0.441005	0.202105	0.0336928	0.0945681	0.427646	0.115043	0	0	0.0920192	0.14378	0.168966	0.46695	0.427649	0.280984	0.0757241	0.300156	0.292483	0.290895	0.736355	0.767998	0.249314	0.25252	0.252374	0.14378	0.14378	0.351907
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.0766587	0.309224	0.130898	0.108825	0.35447	0.26108	0.127202	0.605011	0.333674	0.254128	0.607899	0.559167	0.252706	0.106354	0.574127	0.689192	0.242092	0.191091	0.362658	0.199538	0.13161	0.394901	0.376589	0.0168931	0	0	0	0	0	0	0	0.0404827	0.388469	0.667543	0.603805	0.277783	0.1292	0.132178	0.0456507	0	0	0.0340618	0.1292	0.1292	0.481334
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.424849	0.032578	0	0.0250756	0.283099	0.297543	0.442888	1.01003	0.567612	1.00856	1.20843	0.421761	0.498002	1.00142	0.348782	0.0524308	0	0.0787495	0.38395	0.314493	0.707575	0.105688	0.112903	0.386378	0.152678	0	0	0.0136776	0.353343	0.68403	1.36348	0.569963	0.321424	0.547074	0.504427	0.24107	0.307443	0.344149	0.348754	0.255834	0.730992	0.861212	0.34194	0	0.479042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.3b07c369-960c-43eb-b4e5-3e3773e044bc.fc.signal	0.0382309	0	0	0	0	0	0	0.141218	0.201445	0.061996	0	0	0	0	0	0.181823	0.496832	0.17582	0.312797	0.541666	0.340859	0.304906	0.0516633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516633	0.283093	0.30984	0.30984	0.19186
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.418535	0.20962	0.0192634	0.0544879	0.231688	0.23263	0.0838013	0.323284	0.890846	0.270522	0.0851203	0.229456	0.294039	0.529905	1.40918	1.11151	0.522783	1.25008	0.833549	0.452408	0.63209	0.503381	0.873576	0.741728	0.188603	0.0205027	0	0	0	0.0363865	0.864966	0.893507	0.0215992	0.120282	0.525224	0.491778	0.389895	0.228411	0.614315	0.982055	0.65763	0.268087	0.247431	0.457656	0.343826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.00757913	0	0	0	0	0	0.245786	0.187317	0	0	0	0.151354	0.233264	0.480744	0.0779581	0.240374	0.577115	0.0757927	0.16241	0.337691	0.254619	0.940865	0.540496	0.109358	0	0	0	0	0	0	0	0.0584676	0.265778	0.09096	0.301638	0.186773	0	0	0	0	0	0	0	0	0.320316
