	chr20:36206988-36207137	chr20:36207138-36207287	chr20:36207288-36207437	chr20:36207438-36207587	chr20:36207588-36207737	chr20:36207738-36207887	chr20:36207888-36208037	chr20:36208038-36208187	chr20:36208188-36208337	chr20:36208338-36208487	chr20:36208488-36208637	chr20:36208638-36208787	chr20:36208788-36208937	chr20:36208938-36209087	chr20:36209088-36209237	chr20:36209238-36209387	chr20:36209388-36209537	chr20:36209538-36209687	chr20:36209688-36209837	chr20:36209838-36209987	chr20:36209988-36210137	chr20:36210138-36210287	chr20:36210288-36210437	chr20:36210438-36210587	chr20:36210588-36210737	chr20:36210738-36210887	chr20:36210888-36211037	chr20:36211038-36211187	chr20:36211188-36211337	chr20:36211338-36211487	chr20:36211488-36211637	chr20:36211638-36211787	chr20:36211788-36211937	chr20:36211938-36212087	chr20:36212088-36212237	chr20:36212238-36212387	chr20:36212388-36212398	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.154247	0.171519	0.243974	0.0682295	0	0	0	0.239138	0.341406	0.106625	0	0	0	0	0	0	0	0	0.0644484	0.239519	0	0	0	0	0.316575	0.121809	0.218553	0	0	0	0.0594866	0.0560452	0.209583	0.277855	0.0499845	0.447086	0.18799	0.451531
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0	0.110738	0.362883	0.0866672	1.66194	0.47766	1.17607	0.976206	1.57088	1.72212	0.354044	0.105221	0.423136	0.240558	0.362822	0	0	0.311635	0.266072	0.80252	0.283482	0.270812	0.827712	0.371441	0.700695	1.03116	0.903683	0.162928	0	0	0	0	0	0.0432395	0.800259	0.39879	0	0.431818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0.201796	0.789088	0.860996	0.850507	1.49268	0.92275	0.474664	1.16245	0.706162	0.358362	0.343587	0.433653	0.395442	0.575648	0.86326	1.37625	0.910157	0.94	0.724981	0.900068	0.749359	0.67589	0.790823	0.946451	1.3283	0.347934	0.717618	0.744261	0.349763	0.866764	0.501831	0.130727	0.523365	0.806985	1.15342	0.825541	1.02073	0.285714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.0395978	0.0997642	0.143297	0.0936569	0.20953	0.17565	0	0.206961	0.225787	0.169587	0.133672	0.0563108	0.17246	0.0095992	0.147493	0	0.140282	0.323033	0.088919	0.0653723	0	0	0	0.0287984	0.136806	0.0293702	0.147667	0	0.0551497	0.116802	0	0	0	0	0	0.00556453	0.215447	0.466368
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270493	0.5256	0.244332	0.344608	0	0	0	0	0	0.0301574	0.631542	0.12063	0	0	0	0	0	0	0	0	0	0	0	0.274074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.0473944	0.315271	0.572625	0.237248	0.43484	0.280536	0.434829	0.671641	0.581989	0.665624	0.628372	0.836237	0.306068	0.433106	0.371325	0.229597	0.386892	0.515937	0.690356	0.70689	0.565496	0.258184	0.175972	0.611652	0.152565	0.750794	0.419184	0.467138	0.270519	0.260344	1.30965	0.541817	0.403746	0.0926399	0.449357	0.420534	0.373856	0.288462
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0	0	0.00479173	0.17969	0.124585	0.170107	0	0	0.451529	1.23718	0.22035	0.133456	0.383732	0.591342	0.242522	0.200462	0.258684	0.0035938	0	0.193998	0.285008	0.077847	0.66591	0.392058	0.0338475	0	0.0837991	0.31	0.252477	0.0765031	0.125601	0.149742	0.137755	0.650357	0.259901	0	0.0151573	0.395787
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	1.58757	1.46708	1.79764	0.753187	2.54505	2.933	1.03786	0.46833	0.255174	0.6634	0.914093	1.82669	1.31211	0.920481	0.596984	0.629295	1.40139	1.60981	2.14365	1.41798	1.34549	1.88768	1.06933	0.287635	1.27786	1.29598	0.345581	0	0.816548	1.89402	2.02905	0.499095	1.7632	1.46722	0.448906	0.816909	0.66383	0.33
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.948129	1.23918	0.50253	0.312352	0.545399	0.903603	0.343997	0.918826	1.10303	0.544743	0.986397	0.261983	0.528439	0	0.373261	0.0609898	0.24618	0.372152	0.615568	0.240783	0.703061	1.01219	0.917179	0.626176	0.405184	0.0952741	0.0168734	0.236634	0.150686	0.963677	1.25925	0.84029	0.739147	0.502764	0.248816	0.487071	0	0.247412
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0.618723	0.288721	0.337815	0.445115	0.364193	0.325154	0.30375	0.283639	0.204291	0.3646	1.03438	0.768519	0.0883813	0.104207	0.210957	0.0730275	0.245746	0.310986	0.397127	0.208278	0.149615	0.373596	0.550648	0.509359	0.225077	0.450905	0.581646	0.452349	0.501322	0.529142	0.61767	0.837877	0.432585	0.35915	0.415198	0.129231	0.11138	0.765957
