	chr1:968258-968407	chr1:968408-968557	chr1:968558-968627	chr1:968628-968707	chr1:968708-968727	chr1:968728-968857	chr1:968858-969007	chr1:969008-969157	chr1:969158-969257	chr1:969258-969307	chr1:969308-969457	chr1:969458-969607	chr1:969608-969757	chr1:969758-969907	chr1:969908-969937	chr1:969938-970007	chr1:970008-970057	chr1:970058-970207	chr1:970208-970357	chr1:970358-970507	chr1:970508-970657	chr1:970658-970807	chr1:970808-970957	chr1:970958-971037	chr1:971038-971107	chr1:971108-971257	chr1:971258-971407	chr1:971408-971557	chr1:971558-971707	chr1:971708-971857	chr1:971858-972007	chr1:972008-972157	chr1:972158-972307	chr1:972308-972457	chr1:972458-972497	chr1:972498-972607	chr1:972608-972637	chr1:972638-972757	chr1:972758-972787	chr1:972788-972907	chr1:972908-973057	chr1:973058-973207	chr1:973208-973357	chr1:973358-973379	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.0323429	0	0	0.0192955	0.217955	0.263092	0.0764469	0	0	0	0	0.242379	0.593661	0.42762	0	0	0	0	0	0	0.331607	0.0872251	0.204033	0.071669	0	0	0.158774	0.194058	0	0.224946	0.480839	0.14998	0.554371	0.00147013	0	0.0581371	0.22052	0.270137	0.22052	0.00735067	0	0	0	0	0.382637
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.46213	0.231911	0.188776	0.141062	0	0	0.0747788	0.365422	0.081701	0.35642	0.368911	0	0	0.753579	0.536866	0.128648	0	0.116508	0.212535	0.0565825	0	0.0743059	0.145337	0.042687	0.295431	0.0659093	0	0	0.274024	0	0	0.0454429	0.256848	0.0118124	0.224579	0.112903	0	0	0	0	0	0	0.108459	0.0818114	0.4003
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0	0	0	0	0	0.359307	0.544954	0.101824	0.111377	0.129416	0.43013	0.319433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0963792	0.347279	0.345783	0.17969	0.0329432	0	0	0.228734	0.35925	0.372117
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.129883	0.558508	0.297207	0.118043	0.121685	0.237535	0.360487	0.137177	0.428073	0.593452	0.641094	0.625788	0.572545	0.966108	0.78202	0.164354	0.0739346	0.223398	0.27244	0.76166	0.389499	0.434858	0.463692	0.354624	1.06119	1.09326	0.251553	0.281742	0.522926	0.033832	0.335889	0.932216	0.882734	0.994546	0.920952	0.253718	0.205657	0.272814	0.00488567	0.391792	0.982581	0.849488	0.356926	0.125819	0.314554
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.170344	0.0738226	0.0209616	0.0874444	0.08061	0.00327746	0.0674973	0.0141251	0	0	0	0.140626	0.236837	0.177544	0.112015	0.111787	0.0155428	0.0696878	0.0192496	0.0976963	0.0485959	0.0676947	0.045078	0.0489219	0	0	0	0	0	0	0	0.0546353	0.172825	0.135496	0	0	0	0.0426057	0.091737	0.0284814	0.0674746	0.0569606	0.0204475	0.0893291	0.736842
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0	0	0.103946	0.258633	0.30173	0.39171	0.423137	0.256522	0.0480144	0.258595	0.423688	0.533679	0.386535	0.102357	0	0	0	0	0.00325707	0.12068	0.0738902	0	0	0	0	0	0.103413	0.14599	0.0448443	0.185269	0.100188	0.0977609	0.179508	0.0309715	0.096709	0.154343	0.154586	0.0611271	0	0	0	0.21543	0.524199	0.733996	0.720508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0.236285	0.0461384	0	0	0	0	0.146804	0.510092	0.924663	0.385885	0.331631	0.662434	0.223685	0.364815	0.301338	0.130378	0	0.0433421	0.552263	0.411051	0	0	0	0	0	0	0	0	0.153508	0	0.0997725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.69848b5e-1d71-4ca5-a68d-b2c1db7d8201.fc.signal	1.00307	2.59934	1.04873	0.852682	0.536504	1.348	0.490088	0.920748	0.838824	2.41575	1.42951	3.40198	0.809148	0.9666	1.19799	0.770451	0.662957	0.878288	0.291486	1.6726	0.397254	2.2773	1.19861	0.968005	0.511546	0.152731	1.02088	1.57715	0.655711	0.798071	0.874934	1.6153	0.758914	2.24353	2.32671	1.39863	0.78446	0.268472	0	0	3.97439	2.53185	1.03709	1.20635	0.369688
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.4c655c7c-8a8a-4e2d-a610-f4e47cf57813.fc.signal	0.854429	0.462111	0.69885	0.400553	0.414253	0.377919	0.504005	0.135027	0.143387	0.698113	0.54088	0.453999	0.326067	0	0	0	0	0	0.114746	0.253059	0.276056	0.809301	0.53986	0	0	0.164513	0.349656	0.607685	0	0	0.00934733	0.488064	0.420742	0.470139	0.749408	0.837187	0.56102	0.313173	0	0.306189	0.86385	0.0130863	0	0	0.327465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0.190176	0.100358	0	0	0.182816	0.358601	0.0367463	0.286556	0	0.068556	0.615035	0.306172	0	0	0	0	0	0	0	0	0	0.159964	0.302179	0.206962	0.119145	0.330592	0.0045704	0	0	0.199574	0.114691	0.0307021	0.489757	0.107988	0	0.0731434	0.32261	0.268511	0	0	0	0.120354	0.214809	0	0.184397
