	chr15:57990205-57990354	chr15:57990355-57990504	chr15:57990505-57990654	chr15:57990655-57990804	chr15:57990805-57990954	chr15:57990955-57991104	chr15:57991105-57991254	chr15:57991255-57991404	chr15:57991405-57991444	chr15:57991445-57991554	chr15:57991555-57991704	chr15:57991705-57991854	chr15:57991855-57992004	chr15:57992005-57992154	chr15:57992155-57992304	chr15:57992305-57992454	chr15:57992455-57992604	chr15:57992605-57992754	chr15:57992755-57992904	chr15:57992905-57993054	chr15:57993055-57993204	chr15:57993205-57993354	chr15:57993355-57993504	chr15:57993505-57993654	chr15:57993655-57993804	chr15:57993805-57993954	chr15:57993955-57994104	chr15:57994105-57994124	chr15:57994125-57994254	chr15:57994255-57994314	chr15:57994315-57994384	chr15:57994385-57994404	chr15:57994405-57994554	chr15:57994555-57994704	chr15:57994705-57994854	chr15:57994855-57995004	chr15:57995005-57995154	chr15:57995155-57995304	chr15:57995305-57995318	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0.519822	0.393321	0.424118	0.409618	0.184674	1.79749	0.595399	0	0	0.732007	0.858812	0.151649	0.777375	1.11604	0.807889	0.942058	1.10015	1.11721	0.798746	1.16303	0.414559	0	0.571603	0.897738	0.61156	0.636075	2.18517	0.63894	0.264978	0	0.429003	0.63894	0.968603	0.474686	0.849424	0.161975	0.421287	1.36623	0.8399	0.35514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0.57882	0.758901	0.316988	0	0	0	0	0	0	0.122488	0.247203	0	0	0	0.0840611	0.52093	0.0346803	0	0.151962	0.207184	0	0.651541	0.491486	0.704095	0.72763	0.0958921	0.376129	0.573267	0.289662	0	0	0	0	0	0	0	0.286308	0.44157	0	0.425686
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.476967	0.839927	1.15635	1.6505	0.162867	0	0	0	0.12215	1.04383	0.770883	0.426564	0.411986	0.539715	0.912376	0.714485	1.10372	0.429423	0.273833	0.284933	0	0.365123	0.257873	0	0.47679	0.45454	0.37235	0.250092	0.495571	0.351307	0.602719	0.522589	0.209521	0.802831	0.648181	0.523827	0.53746	0.241973	0.698	0.446927
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0	1.29625	2.66199	0.70848	1.41195	1.83786	1.44965	0.613894	0	0.357485	0.554218	0.682717	0	0.51908	0.412978	0	0.399045	2.36243	0.267558	0	1.43409	0.453407	0.334951	1.13349	0.303833	0	0	0	0.114193	0.743074	1.24673	1.83434	1.6711	0.625005	0	0	0	0	0	0.452174
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.ad6f214b-6bc2-494d-ba70-0c0eed50632c.fc.signal	0	0	0.931104	0	0	0	0.799624	0.130925	0	0	0	0	0.794242	0.0269499	0.0218207	0.344432	0	0	0.452091	0.508304	0.864812	0.765368	0.0548586	0.917209	0.400861	0.460304	0.489161	0.73835	0.587444	0	0	0	0.498237	0.567007	0.398805	0.720378	0.263516	0.742972	1.70984	0.386861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000013.3.153650ef-7ef6-43cd-b5dc-cf062deb8afd.fc.signal	1.02976	0.810132	0	0	0	0	0	0	0	0	1.28942	1.68664	0.0616783	0	0	0.0473237	0.548815	0.598568	0.685979	2.13248	0.885719	0.723245	1.1927	0	0.739503	0.802742	0.338551	0.24135	0.173432	0.259119	0.174981	0	0	0.155537	0.478902	0.456798	0.947911	0.345555	0.710845	0.407635
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.58e5cc13-3837-4676-9815-86ae7a4468bc.fc.signal	0.769178	0.236959	1.36629	2.49073	1.23047	0.231068	0.588176	1.31427	0.765256	0.832629	1.4112	0.885955	0.937584	0.668758	1.24996	1.26935	1.31364	1.21915	1.04671	1.03811	0.943942	0.894896	0.788254	0.524762	0.234958	0.362502	0.605158	0.56587	0.419581	0.351539	0.34912	0.346844	0.271197	0.109826	0.434404	0.847389	0.82141	0.610828	0.701904	0.49806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.a389932f-ae32-47d4-b6e3-f5cd02b280f6.fc.signal	0.683702	0.220277	0	0	0.360157	0.516617	0.298965	0.47695	0.818757	1.61707	1.00593	0.625471	1.05232	0.590517	0.45089	0.489576	0.567609	0.515466	0.383244	0.366172	0.210881	0.147895	0.41478	0.14018	0.574088	1.42865	0.227885	0.18351	0.137894	0	0	0	0.0652507	1.19963	0.788949	0.5602	1.11051	0.417632	0	0.456212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.916f86f3-bba4-4f2a-8dee-7255de7413cf.fc.signal	0.914533	0.229375	0.484076	0.108616	1.15843	0.161699	0	0	0	0.157259	0.386351	0.679274	0.441274	0.466105	0.409185	0.536733	0.722166	0.87964	0.166231	0.577789	0.417341	0.611319	0.411151	0.853571	1.78465	0.242074	0.221906	0.35791	0.479071	0.48464	0.578786	0.687187	0.68047	0.811845	0	0.289247	0.346778	0.478325	0.536865	0.39404
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000059.3.b5d4a5b3-a118-48b7-a386-2e56f2330a88.fc.signal	0.80136	0.546169	0	0.0315467	0.381	0.494114	0.628488	0.234194	0.083055	0.0456799	0.289009	0.17863	0	0.649439	0.516279	0	0.217511	0.792995	0.858416	0.7364	0.0813857	0.618629	1.04568	1.13872	0.90553	1.14811	0.943985	0.49827	0.588756	0.913535	1.16019	1.22427	0.603104	0.0636749	0	0.075636	0.44775	0.582759	0.73458	0.396667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.3e57f4b2-3eea-42bc-9983-8ecec55d5977.fc.signal	0.471877	0	0	0.40761	0.341673	0.741619	0	0	0	1.22358	1.49264	0.935114	0.353662	0.341673	0.734542	1.23543	0.245669	0.903034	0.771661	0.605006	0.155827	0.588396	0.855781	0.643502	0.472123	0.091677	0.806601	2.02677	2.84612	0.961037	0.156594	0	1.05812	1.18696	0.749283	0.347667	1.56734	2.1641	3.59676	0.363636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0.698256	0.50672	1.39789	1.10455	0.494858	0.504401	0.352196	0.265609	0.128516	0.174648	0.559686	0.415705	0.435518	0.0688657	0.128255	0.194961	0.108112	0.478028	0.199419	0.0332042	0.260366	0.333364	0.167867	0	0	0	0	0	0.562193	0.491313	0.273009	0.164771	0.136222	0.0489264	0.100512	0.43895	0.376891	0.44402	0.536341	0.424508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.313549b4-5e36-4d5c-9816-17b9c7f898e3.fc.signal	2.32692	0.67645	0	0	0	0	1.01887	0.944943	0.470947	2.67703	2.16988	0	0	0	0	0	0	0	0.550786	0.517735	0	0	0	0	0	0	1.3861	0	0.609118	1.33914	0.445896	0	0.585761	0.970998	0	0	0	1.08292	1.13717	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.af8f440a-d096-482c-84b1-79bcd318ff11.fc.signal	1.68815	0.775552	1.22936	1.34431	0.293729	0.334469	0	0.0698749	0.208435	0.0828531	0.276323	0.456333	0.0884892	0.358256	1.41565	0.746415	0.222831	0.501949	0.692671	1.53592	0.872467	0.593023	0.0519132	0	0	0	0	0	0.266962	0.358075	0.500158	0.64319	0.703336	1.75282	0.313484	0.753666	0.24113	0	0	0.506173
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.0a1684db-dfdc-416a-9b39-88bdc9d8980d.fc.signal	0	0.11111	0.423447	0.424593	0.12386	0.547978	0.516999	0.0500784	0.099085	0.344313	0.153961	0.266954	0.158064	0.177147	0.359792	0.403355	0.573945	0.455625	0.48181	0.580476	0.332878	0.247995	0.147328	0.335755	0.311651	0.302951	0.395141	0.41967	0.441727	0.42907	0.0919436	0	0	0.30315	1.70119	0.49107	0.280958	0.293488	0.372076	0.409769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.9f6f8a52-1626-4301-ab46-eb5cd8e0bb33.fc.signal	0.211602	0	0	0	0.378126	0.25532	0	0	0	0	0.427689	0.754326	0.550257	1.19599	1.74264	0.653283	0	0.544695	0.141072	0	0	0	0.353849	0.374664	0.154029	0.574485	0	0	0.158512	0.62444	1.25789	2.1857	1.20635	0.0163217	0	0	0	0	0.0249821	0.408655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0.332245	0.840696	0.0205126	1.09246	1.45216	0.99758	0	0	0	0.543141	0.604238	0	0.259326	1.15215	0.0275515	0.0320763	0.498944	0.359554	0.178129	0.786786	0.132771	0	0	0	0.0586314	1.11852	0.860469	0.62051	0.109783	0	0	0	0	0	0.168152	0.425139	0	0	0	0.358754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.92b83b8d-5485-446e-910e-2f148077cb85.fc.signal	0	0	0.229268	0.17004	0	0	0	0	0	0	0	0	0.283868	0.113834	0.136207	0.256296	0	0.926211	0.340419	0.352042	0.244095	0.118651	0	0	0	0.161577	0.0164448	0	0	0	0	0	0.250306	0.101851	0	0	0	0	0	0.566553
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001904.1.1726d2d4-326e-4dc2-912a-cee3015ea75f.fc.signal	0.0732417	0.132551	0	0.523878	0.798241	0.549168	1.05939	0.138709	0	0.0589498	0.543946	0.123575	0.10182	0.160886	0.0254293	0.252963	0.240342	1.22345	1.12809	0.619258	0.461719	1.32149	0.459707	0.909934	0.811603	1.52263	1.43636	0.648292	0.766118	0.36681	0.690108	0.781712	0.409369	0	0.139853	1.47959	0.310955	1.29551	0.926834	0.414054
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.409fce32-3c80-4968-819f-d774f10df209.fc.signal	0.255225	0.904417	0	0	0	0	0	0	0	0	0.0879032	1.35776	0.939623	0.675975	1.6493	1.66809	1.62773	0.703222	0.3423	0.641948	0.434414	0.767284	1.0362	0.292682	0.303432	0.757167	0.179283	0.54936	0.53546	0.170992	0.27699	0.348084	0.588068	1.89714	0.51902	0	0	0.412407	0.9233	0.421782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.04b53f1e-ede2-4352-b282-8fd62b69ea23.fc.signal	0	0.0663901	0.90532	0.38627	0	0	0	0	0	0	0	0.875184	1.62195	0.114674	0	0.27641	1.06213	1.66296	0.537374	0.452906	0.112003	0	0	1.22525	2.43844	1.01115	0.685828	0	0	0	0	0	0	0	0	0.465188	1.67057	0.898383	0.51827	0.343681
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.84110ecf-3acc-4ab9-918a-d46b0401ed1e.fc.signal	0.379972	0	0	0.203063	0.203063	0	0	0	0.152297	0.96293	0.812252	0.406126	0.253292	0.255437	0.323102	1.16578	0.222104	0.0393367	0.138412	0.174729	0.783046	0.478208	0	0.222589	0.183252	0.203063	0.100896	3.04594	0	2.03063	0	3.04594	0.818843	0.203063	0.203063	0.668164	0.543698	0	0	0.604248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.993b7ab3-77ff-48d8-8505-9adcdd467461.fc.signal	0.0879608	0.403768	0.392324	0.344996	0.18303	0.586152	0.210044	0.271598	0.478904	0.527595	0.600424	0.461101	0.542199	1.02637	0.908896	0.164556	0	0	0.216229	0.854928	1.02941	0.720128	1.22568	1.3725	0.804858	0.266043	0.348266	0.72748	1.06745	0.731699	0.421364	0.74869	0.747561	0.439377	0.277199	0.325282	0.255698	0.497559	0.30703	0.434024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.f473421b-0068-43e9-8689-afd1d3e0454e.fc.signal	1.1192	1.34226	1.34009	1.14401	0.189195	0.773639	1.16256	0.709511	0.688181	0.507229	0.411213	0.343396	0.422215	0.189636	0.172314	0.0147185	0.118428	0.134299	0	0.302013	0.155064	0.195371	0.197792	0.117899	0.12279	0.173859	0.21811	0.683708	0.393129	0.126107	0.0903389	0.357188	0.308982	0.996013	0.281051	0.30142	0.0353592	0	0	0.402161
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.531c01db-d7ec-4377-be41-51b3cab349a9.fc.signal	0.123147	0.454955	0.527386	0	0	0.539218	0.547974	0.339138	0	0	0.0201916	0.357029	0.349503	0.42176	0.679796	0.555986	0.221935	0.845652	0.942118	0.200976	0.594257	0.540638	0.724976	0.1181	0.631191	0.682966	0.546145	0	0	0	0.37155	0.41344	0.27984	0	0.0201916	0.365892	0.427333	0.164103	0.24805	0.225225
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.6d2c1eb1-64cd-4b80-95ec-5404bd3906e9.fc.signal	1.02245	1.07273	0.705442	0.423813	0.858159	0.672023	0.437391	0.88422	2.15312	1.92583	0.223579	0.154106	0.341527	0.0328345	0.4695	0.569371	0.336649	0.285489	0	0.167334	0.448144	0.25352	0.562263	0.206699	0.362302	0.22987	0.775819	1.29616	0.647336	0.294631	0.250498	0.35	0.606736	0.809075	0.194033	0	0.126381	0.729455	0.833329	0.433539
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.1d49e429-7d54-40c1-a965-968c057abf12.fc.signal	0.184055	0.497051	0.923392	0	0	0.427814	1.20846	0.35288	0.50744	0.433504	0.209882	1.42972	1.0372	0.728986	0.205569	0.221637	0	0.153822	1.02811	1.5834	1.09604	0	0.0207744	0.520251	0.178769	0.456298	0.0266457	0	0.231039	0.372905	0.189736	0	0	0	0.280824	0.422284	0.435259	0.45082	0	0.419295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001907.1.8f8990bc-bdfc-474d-b52f-20c0591d22d2.fc.signal	0.911847	0.180946	0.770994	0.503048	0.338235	0.444249	0.273457	0	0	0.351645	0.414084	0.369693	0.130356	0.212295	0.35878	0.745846	1.14449	0.837007	0.333168	0.188467	0.660936	0.710703	0.364444	0.918823	0.711206	0.510471	0.710217	0.956585	1.03713	0.488213	0.905999	1.07488	0.349703	0.0285017	0.474995	0.695032	0.811542	0.232371	0	0.311864
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.91e9ef78-52b0-44be-b463-2c4d06233b83.fc.signal	0	0.623843	0.363567	0.252017	0.824218	0.415208	0.4999	0.483376	0.13169	0.300649	0.0929579	0.582529	0.258215	1.34173	0.787014	0.781933	0.617011	0.0904837	0.174321	0.914999	0.84876	0.600041	0.555368	0.470325	0.653026	0.655421	1.78282	2.02569	0.906218	0.66556	0.625657	0.61971	0.642433	0.393297	0.444441	0	0.303935	0.659334	0.949016	0.441983
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000099.3.13cd1a6f-98d2-4646-9ca8-70d7500b92e5.fc.signal	0	0.481128	0.187828	0	0.0188432	0.614216	0.0391688	0	0	0	0.689422	0.0551328	0	0.0429628	0.708783	0.644429	0.0923216	0	0	0	0.101205	0.698825	0	0.0889021	0.799084	0.272576	0	0	0	0	0.249208	0.313997	0.26314	0.398909	0.118882	0.309261	0.333655	0	0	0.517771
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.138484bb-d1db-4537-b285-bd13fe5a9644.fc.signal	0.412922	0.456629	0.316175	0.0977102	0.106099	0.802312	0.444991	0.540042	0.822335	0.599187	0.221089	0.167424	0.6935	0.531014	0.237703	0.630973	0.499377	0.605475	0.953805	0.479029	0.294199	0.141674	0.455929	0.532494	0.596179	0.727729	0.341288	0.461804	0.834376	0.560213	0.309651	0.910583	0.568382	0.38579	0.00161793	0.618584	0.491327	0.0672805	0	0.674484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000161.3.a62efed1-28b1-4005-b980-2a01726331e7.fc.signal	0.199179	0	0.564577	0.42074	0.625205	0.0374346	0.272962	0.486243	0	0	0	0.386541	0.23193	0	0.416831	1.5411	1.27994	0.453673	1.11155	2.36013	0.418579	0	0.13642	0.728804	0.591279	0.926688	0.981158	0.690675	0.0669028	0	0	0	0	0.173943	0.459744	0.23362	0	0.192031	0.65465	0.369565
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.74b350f6-e337-49cb-b533-051914db11db.fc.signal	0.970729	2.1998	1.40101	0.355481	0.694854	0.60653	0.0294653	0.409721	0.05973	0.527089	1.16673	2.97747	0.973001	2.28026	3.1046	0.607194	0.117469	0.635505	1.27569	1.33148	1.16851	0.606297	0.72058	1.2762	0.853658	0.145914	1.0361	0.860856	0.28326	0	0.151008	0.573915	0.563794	0.290526	0.080448	0.0523357	0.535254	0.34742	0	0.270588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.f82ac9b0-d6bf-42cb-bbfe-2f32bc25b0e5.fc.signal	1.05231	1.16772	0	0	0.43175	0.440575	0.717926	1.80948	1.06409	0.152473	0.990442	1.09021	1.26068	1.48378	0.541476	0.742955	0.337904	0	0.172101	0.377397	0	0.346617	0.254254	0.849455	0.582504	0.582633	0.12317	0	0.0523888	0.350846	0.534065	0.42459	0.449838	1.17712	0.659711	0.422556	1.44846	2.17468	1.70474	0.419554
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004604.3.90b22b5d-3f31-4944-a92b-e05b092bb019.fc.signal	0	0	0.196348	0.889802	0.64642	0.0193552	0	0	0	0.929297	0.486793	0	0.845059	0.426437	0.360215	0.189698	2.09344	0.622414	0.667822	0.965095	0.178082	0	0	0	0	0.0183388	0.194235	0.53232	0.49716	0.0857098	0.322589	0.581602	0.834447	0.144087	0	0.457571	0.709202	0.166776	0.537579	0.592677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.a6734a5b-3b03-45c9-8bf9-b4b30b035291.fc.signal	1.29363	1.20169	0.712264	0.175421	0.470087	1.40001	0.493151	0.178862	0.649721	0.630182	0.647407	0.393753	1.7684	0.282277	0.76403	0.622713	1.57854	0.451909	0.524687	0.315774	0.189878	0.845061	1.12245	0.378507	0.512776	0.276871	0.385091	0.86097	0.267062	0.0806683	0.350956	0.712501	0.828571	0.545861	0.499356	0.638288	0.325861	0.246281	0.59632	0.405137
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.4bb6cf38-793d-41e7-af37-1f5641085d37.fc.signal	0.345841	1.2358	0.406017	0.419695	0.195939	0.662098	0.020579	0	0	1.21556	0.534556	0.78882	1.20391	1.54417	2.43546	0.0063206	0.666628	2.27927	1.39834	1.73003	1.14399	1.51099	1.17462	0.594703	1.77906	2.23555	1.49847	0	0.0850855	0.742567	0.524621	1.22391	0.856103	0.21237	1.52981	1.02942	1.02587	0.343633	0.926467	0.287671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.9cc24acd-6188-40e5-bad4-b78f8ccb0b3a.fc.signal	0.226893	0.552878	0.480764	0.379911	1.09677	1.48903	0.677823	0.364335	1.27099	1.4847	1.20173	0.423642	0.785594	1.06458	0.936251	0.914551	0.677276	0.593763	0.583381	0.255089	0.252269	0.190917	1.17874	0.702843	0.720485	0.851528	2.44434	0.689995	0.262776	0.466759	0.52355	0.394644	0.162486	0.393995	0.874844	1.18625	1.00581	0.489223	0	0.504732
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001903.1.7f8e529d-cf30-4d19-82b7-6287d94d8e26.fc.signal	0.200271	0.395424	0	0.390066	1.21428	1.48287	1.50589	0.257591	0	0	0.525105	0.334868	0.2834	0.261271	0.313908	0.380782	0.510129	0.616732	0.338515	1.33312	0.255114	0.037421	0.331851	1.59455	2.0597	0.29871	0.579037	0	0	0	0.0780694	0.41621	0.411464	0.302577	0.550567	1.14479	0.764088	0.0588779	0	0.432877
