	chr1:93267847-93267996	chr1:93267997-93268096	chr1:93268097-93268146	chr1:93268147-93268296	chr1:93268297-93268446	chr1:93268447-93268536	chr1:93268537-93268596	chr1:93268597-93268666	chr1:93268667-93268746	chr1:93268747-93268776	chr1:93268777-93268846	chr1:93268847-93268896	chr1:93268897-93268926	chr1:93268927-93268986	chr1:93268987-93269046	chr1:93269047-93269196	chr1:93269197-93269346	chr1:93269347-93269496	chr1:93269497-93269646	chr1:93269647-93269796	chr1:93269797-93269946	chr1:93269947-93270096	chr1:93270097-93270246	chr1:93270247-93270396	chr1:93270397-93270546	chr1:93270547-93270696	chr1:93270697-93270846	chr1:93270847-93270996	chr1:93270997-93271146	chr1:93271147-93271296	chr1:93271297-93271446	chr1:93271447-93271596	chr1:93271597-93271746	chr1:93271747-93271896	chr1:93271897-93272046	chr1:93272047-93272196	chr1:93272197-93272346	chr1:93272347-93272496	chr1:93272497-93272646	chr1:93272647-93272796	chr1:93272797-93272946	chr1:93272947-93273096	chr1:93273097-93273246	chr1:93273247-93273314	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	2.11604	2.09325	0.82053	0.560224	1.39404	0	0	0	0	0	0	0	0.0147013	0.352832	0.485186	0.729386	0.407282	0.6426	0	0.00501307	0.238685	0	0.151972	0.212363	0.0919381	0.249989	0.313715	0.310672	0.193725	0	0	0.146685	0.151511	0	0	0	0.234654	0.199303	0.103311	0.0441221	1.52097	0.497042	0	0.123232	0.613208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0.15933	0.2724	0.076272	0.299656	0.805047	0.88148	0.102832	0	0	0	0	0	0	0	0	0	0	0	0.384852	0.17333	0.0851962	0.855074	0.151914	0.016344	0.219615	0.230697	0.318039	0.218072	0.194895	0.192104	0.210776	0.227807	0.0538747	0.343314	0.001816	0	0.0910718	0.44067	0.161579	0.423043	0.705125	1.45141	0.0763828	0.0388826	0.428884
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	1.55022	0.576743	0	0.255623	0.898912	0.363278	0	0	0	0	0	0	0	0	0	0.193749	0.154394	0	0	0.0121093	0.372362	1.04147	0.514645	0.296457	0.336364	0.194411	0	0.31484	0.611517	0.466206	0	0.201583	0.683975	1.0874	0.133203	0.348143	0.296688	0.867241	0.0479933	0.326323	1.09295	1.18983	0.175585	0.0868132	0.52093
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0.676391	0.504059	0.64623	0.728087	1.49935	1.75931	0.376967	0	0	0	0	0	0	0	0	0	0.456671	1.10721	0.0301574	0	0	0	0.237279	0.845055	0.33049	0	0.408382	0.319334	0.431739	0.028246	0.426094	0.343712	0.437722	0.275014	0.456641	0.242914	0.30114	0.378893	0.173316	0.87036	1.93761	1.10474	0.941519	0	0.697248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.765014	0.729249	0.389171	0.815933	0.476467	0.0282893	0	0	0.120482	0.18186	0.109116	0.105479	0.260662	0.512229	0.982021	1.23409	0.816979	0.413715	0.187558	0.196557	0.227867	0.559594	0.635875	0.211784	0.546784	0.181858	0.150338	0.167311	0.440777	0.147911	0.404213	0.495127	0.427945	0.28714	0.151187	0.0937815	0.0937645	0.112586	0.144602	0.483444	0.416573	1.27166	0.410997	0.79422	0.584746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.759325	1.01142	0.8982	0.446724	0	0	0.137762	0.17969	0.17969	0.0239587	0	0	0	0	0.0658863	0.265879	0.360469	0.0658863	0.36888	1.01081	0.788062	0.579677	0.123907	0.0189465	0.259458	0.917092	0.683251	0.44273	0.566059	0.589513	0.265168	0.237905	0.179401	0.162186	0.275187	0.403862	0.301612	0.0478688	0.275779	0.631091	0.354943	0.265766	0.0270936	0.112876	0.428571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.955508	0.690089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232558	2.14874	1.1578	0	0.546503	1.76274	0.51086	3.22566	3.32028	0.856577	0.948092	1.57287	0.680431	0.60926	0.831908	1.39078	1.77944	0.640958	1.71003	1.1688	0.457455	2.11783	1.13429	0.568997	1.59308	0.555394	0	0.0545693	0.768559
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	1.76045	1.21819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55518	0.188373	1.54935	1.09772	2.5353	2.09943	2.0448	1.87109	0.89595	0.91278	1.14255	1.56257	0	0.977582	1.08287	1.46877	0.086409	1.06407	1.01898	0.539795	1.26611	0.878714	1.74529	2.15419	1.65885	0.195854	0	0.579646
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0.594022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842067	1.48517	0.814505	1.58118	1.83426	1.07162	1.1869	2.17109	1.05338	0.744289	0.527107	1.1476	0.925537	1.25682	0.578197	0.560434	0.134927	0.0430077	1.83931	2.26965	0.719063	1.03498	1.37858	1.36311	0.822492	0.379791	0.448232	0.588542
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.c3c561b3-1ba8-48ab-9c44-6537af372fb5.fc.signal	0.54973	0.421482	0	0	0.916145	0.305406	0	0	0	0.916217	0	0	0	1.37396	0.458108	1.80368	0.382787	0.623072	1.05057	0.769622	0.814389	0.183243	0.732973	0.573865	0.8765	0.464256	0	0.153406	0.146002	0	0	0	0	0.152607	0	0.0366733	0.0762029	0	0.37455	0.151187	0.13791	0.388952	0	0	0.482759
