	chr9:76639472-76639531	chr9:76639532-76639621	chr9:76639622-76639771	chr9:76639772-76639921	chr9:76639922-76640071	chr9:76640072-76640221	chr9:76640222-76640371	chr9:76640372-76640521	chr9:76640522-76640671	chr9:76640672-76640821	chr9:76640822-76640971	chr9:76640972-76641121	chr9:76641122-76641271	chr9:76641272-76641421	chr9:76641422-76641571	chr9:76641572-76641721	chr9:76641722-76641871	chr9:76641872-76642021	chr9:76642022-76642171	chr9:76642172-76642321	chr9:76642322-76642471	chr9:76642472-76642621	chr9:76642622-76642771	chr9:76642772-76642921	chr9:76642922-76643071	chr9:76643072-76643221	chr9:76643222-76643371	chr9:76643372-76643521	chr9:76643522-76643671	chr9:76643672-76643821	chr9:76643822-76643971	chr9:76643972-76644121	chr9:76644122-76644271	chr9:76644272-76644421	chr9:76644422-76644480	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.428161	0.623913	0.871571	0.196777	0.293651	0.750772	0.620622	0.977312	0.457414	0.133865	0	0	0.732297	0.66392	0.143619	0.156219	0.239589	0.375881	0.358507	1.09986	0.293663	0.376409	1.32983	0	0	0.112784	0.493448	0.545439	0.0659929	0.187686	0.569163	0.335021	0.553101	0.476831	0	0.718458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.49106	0.205627	0.446066	0.398376	0.355432	0.220871	0.273979	0.282343	0.549133	0.357942	0.237794	0.130527	0.274605	0.156513	0.142698	0.282181	0.784879	0.481385	0.354763	1.0326	0.65375	0.488082	0.477162	0.59019	0.953531	0.252049	0.766531	0.893354	0.714669	0.424721	0.393956	0.378995	0.137508	0.458383	0.340872	0.288136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.247141	0.158845	0.292986	0.562005	0.00724087	0.344358	0.294969	0.0785987	0.249195	0.378249	0.261165	0.365138	0.0609831	0.0743219	0.570342	0.452799	0.390451	0.593938	0.504054	0.906664	0.664088	0.786999	0.249185	0.284238	0.189649	0.0493353	0	0.0408831	0.473675	0.547257	0.294116	0.165585	0.221051	0.614249	0.478915	0.0979021
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.647543	2.96787	2.25961	0.823963	0.511853	0.949228	0	0	0	0.355311	1.0798	0.387885	0.583936	1.57002	0.712956	1.54363	1.81197	0.544058	0.517965	2.08743	0.792439	0.645273	0.637126	1.53874	1.56514	0.706837	0.295355	0.630732	0.574304	2.42977	1.62026	1.93313	1.01584	0.368456	0.71809	0.226457
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.273201	0.00638578	0.320998	0.616284	0.507925	0.170256	0.253531	0.724872	0.70234	0.917064	0.265921	0.568441	0.409928	0.364173	0.499278	0.484001	0.470743	0.197071	0.0137029	0.638548	0.85375	0.537513	0.501086	1.31694	1.61698	0.867239	0.0998984	0.380763	1.39694	0.676883	0.592282	0.925141	0.309569	0.53955	0.448741	0.0847458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.298987	0.310632	0.412544	0.822937	0.353051	0	0.0254781	0.317361	0.92147	1.32686	0.934928	0.650905	0.516879	0	0	0	0	0	0.165036	0.347386	0.278339	0.351662	0.382827	0.250648	0.0705865	0.750534	1.12061	0.448388	0.55308	0.315085	0.695462	0.275639	0	0	0	0.419267
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	1.77067	0.837385	0.89964	1.65258	0.773007	0.765324	1.61891	0.905543	0.104724	0	0	0	0.451862	0.676678	1.03246	0	0.376708	1.92261	2.03191	0.109921	0.899428	1.52723	1.46838	0.430938	2.58401	1.14972	1.5406	0.373877	0.506029	0.604516	1.60336	1.25695	0.845932	0	0.921364	0.366947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.b9dd63b5-faa8-49f6-89a1-d994c468eb04.fc.signal	0.69731	0.00774789	0.177802	0.19754	0	0.269415	0.272959	0.24478	1.01366	0.0069738	0.554966	0.0209185	0.00699133	0.333024	0.0263531	0.289313	0	0	0.374599	0.11845	0.322894	0.442051	0	0	0	0	0.546775	0.523423	0.020393	0	0.228497	0.0162722	0.254011	0.31744	0.155513	0.263158
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0	0	0	0.551997	0.00658787	0	0	0	0	0	0	0	0	0.849056	0.0839928	1.16767	2.72529	1.69406	0	0	0.178974	0.887745	0.760831	1.62023	3.31416	0.816122	0.541283	1.0666	0.083989	1.88479	0	0	0	0	0	0.0849057
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.341775	0.300077	0.199417	0.284554	0	0	0.212641	0.414424	0.42388	0.0643664	0	0	0	0	0	0.472032	1.44014	0.791765	0.38315	0.367459	0.460286	0.534807	0.256915	0.139119	0.480908	0.311421	0.0837232	0.357559	0.298853	0	0	0	0	0.0667527	0.266701	0.437686
