	chr17:34624084-34624233	chr17:34624234-34624383	chr17:34624384-34624533	chr17:34624534-34624603	chr17:34624604-34624683	chr17:34624684-34624833	chr17:34624834-34624983	chr17:34624984-34625073	chr17:34625074-34625133	chr17:34625134-34625223	chr17:34625224-34625283	chr17:34625284-34625363	chr17:34625364-34625403	chr17:34625404-34625433	chr17:34625434-34625583	chr17:34625584-34625633	chr17:34625634-34625733	chr17:34625734-34625763	chr17:34625764-34625883	chr17:34625884-34626033	chr17:34626034-34626183	chr17:34626184-34626333	chr17:34626334-34626483	chr17:34626484-34626633	chr17:34626634-34626783	chr17:34626784-34626933	chr17:34626934-34627083	chr17:34627084-34627233	chr17:34627234-34627383	chr17:34627384-34627483	chr17:34627484-34627533	chr17:34627534-34627683	chr17:34627684-34627833	chr17:34627834-34627983	chr17:34627984-34628133	chr17:34628134-34628283	chr17:34628284-34628433	chr17:34628434-34628583	chr17:34628584-34628733	chr17:34628734-34628883	chr17:34628884-34629033	chr17:34629034-34629183	chr17:34629184-34629333	chr17:34629334-34629355	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.896854	0.213235	0.361885	0.346247	0.090173	0	0.0742428	0.245187	0.828633	0.613272	0.614609	0.186694	0	0	0	0	0	0	0	0.139524	0.39488	0.0737109	0.39488	0.494916	0.521242	0.39488	0.0078976	0.0105301	0.39488	0.300109	0	0.0184277	0.563362	0.587055	0.655501	0.597585	0.213235	0.392247	0.558097	0.573108	0.387218	0.647603	0.168482	0	0.609929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.592731	0.40733	0.303914	0.419204	0.722492	0.415244	0.172768	0	0	0	0	0	0	0	0.174069	0.647761	0.498701	0.245805	0.018648	0.544937	0.320051	0	0	0	0	0.0519072	0.647824	0.422198	0.678844	0.0087192	0	0.0523313	0.228573	0.229156	0.461137	0.650403	0.0394297	0.33933	0.483091	0.234482	0.194569	0.3364	0.0660207	0	0.708075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.238421	0.326225	0.333162	0.233482	0.323696	0.262377	0.113966	0.167089	0.465781	0.421186	0.330229	0.24764	0.263324	0.17768	0.154968	0.311748	0.411475	0.456582	0.383484	0.369542	0.160119	0.245483	0.0028756	0	0	0	0.347109	0.277094	0.356668	0.847105	0.793883	0.459563	0.330617	0.20823	0.173782	0.214856	0.526492	0.457163	0.209024	0.391195	0.760329	1.45163	0.613622	0.2877	0.791086
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.38715	0.794382	0.556361	0.227306	0.152527	0.324155	0.710072	0.926251	1.01068	0.883154	0.584153	0.256157	0.142344	0.164136	0.239006	0.227586	0.122603	0	0	0.0893613	0.0707339	0	0.215168	0.993184	0.538174	0.361482	0.275221	0.142885	0.350318	0.632685	0.569509	0.190256	0.251153	0.231665	0.217189	0.0995777	0.140262	0.0487083	0.0907755	0.0633595	0	0.227911	0.543265	0.458798	0.87642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.280391	0.141335	0.193766	0.34194	0.722482	0.681719	0.266713	0.216562	0.34194	0.495539	0.24107	0.186829	0	0	0	0	0	0.114513	0.488447	0.638418	0.526669	0.0136776	0	0	0.166411	0.501582	0.512518	0.889746	0.104045	0.220558	0.156221	0.0289296	0.3764	1.01319	0.253036	0	0	0	0.016272	0.154206	0.0160389	0	0	0	0.508772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.212733	0.291776	0.444484	0.372469	0.716051	0.52457	0.0416421	0.395746	0.58833	0.788969	0.738216	0.755318	0.657204	0.55861	0.659163	0.783115	0.913547	0.819412	0.672761	0.836423	0.991036	0.62153	0.657792	0.850229	0.64281	0.47494	0.917611	0.5892	0.23164	0.367571	0.277566	0.155895	0	0	0	0	0.107119	0.418645	0.245324	0.471881	0.50594	0.262108	0.263551	0.243548	0.708009
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.301543	0.662057	0.622544	0.210714	0.361372	0.530878	0.529508	0.0378957	0.0541367	0.364528	0.63189	0.74039	0.925649	0.91634	0.562081	0.31442	0.276861	0.276964	0.280516	0.609595	0.541382	0.193811	0.30534	0.228364	0	0	0.123364	0.260772	0.0806926	0.322846	0.297155	0.199579	0.639443	0.679034	0.623255	0.332034	0.410494	0.390393	0.386639	0.352699	0.0753555	0.148203	0.270835	0.13964	0.860465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.231886	0.316624	0.283975	0.0353743	0	0.189731	0.136281	0.174251	0.268283	0.995524	1.57244	1.00129	0.305722	0	0	0.242668	0.46741	0.595053	0.189031	0	0.00945147	0.796401	0.470282	0.206929	0.925608	0.236303	0.0141772	0.35443	0.18824	0.64188	0.772806	0.231561	0	0	0	0.236324	0.370579	0.0496085	0	0.455417	0.564215	0.205573	0.70901	0.676775	0.68932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.199161	0.142104	0.121053	0.244715	0.196366	0.122712	0.083244	0.108646	0.192625	0.285259	0.228041	0.233842	0.208893	0.228097	0.267765	0.306441	0.22578	0.10844	0.0129788	0.309038	0.611624	0.530824	0.315083	0.165611	0.138109	0.178238	0.0588626	0.322135	0.41277	0.0324105	0	0.301955	0.392593	0.0830225	0.140367	0.293489	0.181501	0.253817	0.227939	0.24181	0.359714	0.656036	0.593929	0.321448	0.947484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.affdcac3-6070-43fc-99e1-6c9751bbcbf6.fc.signal	0.0122867	0.146928	0.364291	0.389183	0.374653	0.290514	0.180988	0.382041	0.539607	0.50709	0.39369	0.377864	0.389088	0.365333	0.435947	0.52753	0.758387	0.712073	0.463115	0.365279	0.35516	0.363013	0.30206	0.310804	0.272594	0.164561	0.146048	0.196377	0.0646399	0	0	0.0524528	0.0463855	0.0609335	0.16314	0.429712	0.277858	0.259598	0.0853325	0.0914423	0.150156	0.140842	0.145756	0.17636	0.802416
