	chr12:57717599-57717748	chr12:57717749-57717818	chr12:57717819-57717898	chr12:57717899-57718048	chr12:57718049-57718198	chr12:57718199-57718348	chr12:57718349-57718498	chr12:57718499-57718648	chr12:57718649-57718798	chr12:57718799-57718948	chr12:57718949-57719098	chr12:57719099-57719248	chr12:57719249-57719398	chr12:57719399-57719548	chr12:57719549-57719698	chr12:57719699-57719848	chr12:57719849-57719998	chr12:57719999-57720148	chr12:57720149-57720298	chr12:57720299-57720448	chr12:57720449-57720598	chr12:57720599-57720748	chr12:57720749-57720898	chr12:57720899-57721048	chr12:57721049-57721198	chr12:57721199-57721348	chr12:57721349-57721498	chr12:57721499-57721648	chr12:57721649-57721798	chr12:57721799-57721948	chr12:57721949-57722098	chr12:57722099-57722248	chr12:57722249-57722398	chr12:57722399-57722548	chr12:57722549-57722698	chr12:57722699-57722763	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0	0	0.261104	0.170191	0	0	0	0.576447	0.129381	0	0	0.0813603	0.506409	0.094421	0	0	0	0	0	0	0.0758774	0.273369	0.352832	0.232284	0.469614	0	0	0	0	0.167595	0.185237	0.217314	0.283343	0.0944741	0.391517	0	0.487873
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0	0	0.29551	0.630421	0	0	0	0.380642	0.741169	0.434479	0	0	0	0.266902	0.901127	0.371885	0.641216	0.496111	0.445972	0.247994	0	0.242797	1.02253	0.120653	0.315069	1.26933	1.2074	0.415624	0.404662	0	0	0	0.042596	0.63894	0.10649	0	0.621781
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0.326659	0.2692	0.269832	0.637985	0.609562	0.500948	0.254115	0.214408	1.17678	1.17757	0.486466	1.2388	1.90297	0.568458	0.371266	0.650546	1.16076	0.846915	0.179771	1.01198	0.985083	0.692414	1.03616	0.806661	0.922341	0.929208	0.331617	0.251302	0.943659	0.769973	0.62695	0.979044	1.13733	1.33098	0.726085	0.6326	0.566692
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0	0	0.29378	0.220652	0	0	0	0.135139	0.423043	0.098064	0.282874	0	0	0	0	0	0	0.229184	0.88148	0.0058756	0	0	0	0	0	0.317282	0.2409	0.190957	1.11061	0.373156	0	0.508287	0.608188	0.282029	0.44067	0.380465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0	0.170742	0.473876	0.044761	0.407797	1.00796	0.470009	0.371461	1.07613	0.4521	0.265087	0.531317	0.208183	0	0.369165	0	0	0.220266	0.922136	0.452888	0.0737365	0.772627	0.423595	0.550428	0.305882	0.131775	0.191169	0.746564	1.05059	1.47295	0.590427	0.119365	0.41886	0	0	0.535393	0.541886
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0	0	0	0	0.101394	0	0.205761	0.137723	0.0738667	0	0.142736	0	0	0.386904	0.35743	0.48096	0.392126	0.217812	0	0.145954	0.33947	0.108392	0.283604	0.169408	0.101251	0.279347	0.0577479	0.0719394	0	0.0580969	0.117297	0	0.325149	0.129389	0.0564252	0.149528	0.303288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.325544	1.07229	0.753004	0.108484	0.151822	0.42687	0	0	0	0	0	0	0	0	0	0	0	0.122114	0.0926249	0	0.0161664	0.430448	0.102518	0	0	0.546259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.0129961	0	0.171477	0.223257	0.545326	0.575604	0.53719	0.257541	0.684654	1.20646	0.67109	0.280271	0.80832	0.986725	0.439907	0.293465	0.399698	0.485096	0.316797	0.375684	0.661908	0.695426	0.493779	0.288923	0.42177	1.00492	0.221313	0.51677	0.503034	0.122525	0.185653	0.651856	0.910533	0.355051	0.00355173	0.367643	0.489738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0	0	0.17504	0.233989	0.387192	0.0644035	0.0944355	0.15126	0.0640784	0.564058	0.443714	0.553068	0.127346	0.118677	0.0462285	0.0700783	0.120708	0.024248	0.360077	0.553159	0.165198	0.15155	0.167154	0.185053	0.444941	0.658323	0.0921423	0.124137	0.0389125	0.355226	0.304306	0.404933	0.523747	0.343103	0.263086	0.332935	0.506255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.285072	0	0	0	0.0071876	0.350871	0.120953	0.336501	0.142506	0.232349	0.273541	0.300461	0.245767	0.323576	0.26022	0.270654	0.0201084	0	0	0.0527091	0.344885	0.0814543	0	0	0.0956521	0.266049	0.135419	0.268324	0.302185	0.311139	0.157856	0.292259	0.0071876	0.162865	0.316145	0	0.532341
