	chr1:159949762-159949911	chr1:159949912-159950061	chr1:159950062-159950211	chr1:159950212-159950361	chr1:159950362-159950511	chr1:159950512-159950661	chr1:159950662-159950811	chr1:159950812-159950961	chr1:159950962-159951111	chr1:159951112-159951261	chr1:159951262-159951411	chr1:159951412-159951561	chr1:159951562-159951711	chr1:159951712-159951861	chr1:159951862-159952011	chr1:159952012-159952161	chr1:159952162-159952311	chr1:159952312-159952461	chr1:159952462-159952531	chr1:159952532-159952611	chr1:159952612-159952761	chr1:159952762-159952911	chr1:159952912-159952971	chr1:159952972-159953061	chr1:159953062-159953211	chr1:159953212-159953361	chr1:159953362-159953511	chr1:159953512-159953661	chr1:159953662-159953811	chr1:159953812-159953921	chr1:159953922-159953961	chr1:159953962-159954051	chr1:159954052-159954111	chr1:159954112-159954261	chr1:159954262-159954411	chr1:159954412-159954461	chr1:159954462-159954561	chr1:159954562-159954711	chr1:159954712-159954861	chr1:159954862-159954941	chr1:159954942-159955011	chr1:159955012-159955034	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0.455588	0.21253	0	0.0818904	0.850745	0.303787	0	0	0.0804908	0.554476	0.0453976	0	0	0	0.269282	0.201628	0.462724	0.461077	0	0	0	0	0	0	0.192424	0.339426	0.339279	0.311833	0.143884	0.487058	0.881258	1.09615	0.505857	0.218752	0.381557	0.0629926	0	0.188609	0.535799	0	0	0	0.438247
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0.203371	0.695914	0.432111	0	0	0	0	0	0	0.580154	1.64002	0.610138	0.189385	0.486234	0.15377	0.252026	0	0	0	0.113971	0.63552	0.725158	0.082449	0.431884	1.10645	0	0	0	0	0.470792	1.28216	0.784097	0	0	0	0	0	0	0	0.590036	0.560606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.ad6f214b-6bc2-494d-ba70-0c0eed50632c.fc.signal	0.558695	0.545884	0.639802	0	0.335979	0.245874	0.373954	0	0	0	0	0.351194	0.0794876	0	0.333889	1.5782	0.190047	0.175703	0	0	0.0863931	0.953985	0.671028	0.485889	0.246735	0.18989	0.161037	0	0.383144	0.405935	0.423697	0.0621947	0	0	0	0	0	0.53878	0	0.762767	0.294727	0.186874	0.46696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.516576	0.559139	0.158289	0	0	0	0.121441	0.332244	0.36828	0.397573	0.340152	0.0582031	0.22891	0.589182	0.624129	0.257353	0.178532	0.0356431	0.225221	0.27974	0.195581	0.10848	0.314824	0.181507	0.279733	0.396161	0.31794	0.170302	0.18142	0.16915	0.16121	0	0.1222	0.189208	0.121442	0	0	0	0	0	0	0.056073	0.568085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0.302188	0.0921626	0	0	0	0.333162	0.625975	0.580015	0.389529	0	0.192248	0.313469	0.0817989	0	0.194027	0.267583	0.279502	0.233091	0.423196	0.962635	1.26953	0.578055	0.416063	0.879773	0.745787	0.130763	0.176492	0.391653	0.272195	0.0756753	0	0	0	0	0.0186491	0.256566	0.56919	0.960203	0.625409	0.298472	0.146133	0.135653	0.419048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000013.3.153650ef-7ef6-43cd-b5dc-cf062deb8afd.fc.signal	0.358947	0.0788717	0.497067	0	0	0.383531	0.132504	0	0.345132	0.115269	0.57027	0.134566	0	0	0	0.742528	1.45132	0.135175	0	0	0.792994	1.27755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591538	0.47806	0.453939	0.446916
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.916f86f3-bba4-4f2a-8dee-7255de7413cf.fc.signal	0.78171	0	0	0	0.267981	0.324592	0	0.244286	0.375306	0	0	0.268399	1.07281	0.195265	0	0.0124806	0.618291	0.274606	0.60455	0.499428	0.253721	0.290593	0	0	0	0	0	0	0	0	0	0	0	0.108481	1.26965	0.553646	0	0	0	0	0	0	0.419048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000059.3.b5d4a5b3-a118-48b7-a386-2e56f2330a88.fc.signal	0.225276	0.457989	0.498619	0.0432293	0.336095	0.243258	0.187468	0.0424459	0.167038	0.0074748	0	0.148789	0.343727	0.312728	0.640864	1.10051	0.289002	0	0	0	0.0688359	0.842841	0.746264	0.564316	0.196107	0	0.158842	0.124029	0.296507	0.241181	0.3848	0.712499	0.406438	0.141218	0	0	0.129565	0.501156	0.089786	0.044157	0.43445	0.42845	0.392262
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.70ecef92-a4d9-47d7-a9a6-d9def918e2ee.fc.signal	0	0	0	0.0651743	0.781818	0.34212	0	0	0	0	0	0	0	0.235711	0.0991401	0	0.0927977	0.390572	0	0	0	0	0	0	0.277233	0.135914	0.283916	0.0629044	0	0	0	0	0	0	0	0.20512	0.745603	0.906954	0.150397	0	0	0	0.517766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001904.1.1726d2d4-326e-4dc2-912a-cee3015ea75f.fc.signal	0.382602	0.780412	0.365547	0.232603	0.321802	0	0.176945	0.438453	0	0.221277	0.0695721	0.792608	0.0633593	0	0	0.471227	0.37693	0	0	0	0.520746	0.115893	0	0.00627311	0.394929	0.369782	0.0488248	0.596041	0.229558	0	0	0.108257	0.486714	0.722612	0.106089	0.0169374	0.541699	0.0822825	0	0	0	0.3356	0.553642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.409fce32-3c80-4968-819f-d774f10df209.fc.signal	0.0615543	0.566197	0.0662721	0	0	0	0	0.259117	0.0888621	0.17719	0.12241	0.0390656	0.600881	0.589817	0.432875	0.411928	0.267895	0.4448	0	0.560586	0.500773	0	0	0	0	0.500682	0.970658	0.735333	0.486678	0.311416	0	0.261197	0.31392	0.110918	0	0.110796	0.46165	0.166704	0.174859	0.61556	0.369336	0	0.501176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.531c01db-d7ec-4377-be41-51b3cab349a9.fc.signal	0.510429	0.520619	0.36319	0.372634	0.0605755	0	0.094658	0.47329	0.0153745	0	0	0	0	0	0	0.127191	0.313705	0	0	0	0	0.238538	0.343612	0	0.221724	0.225762	0	0	0	0.578047	0.55069	0.304408	0	0	0	0	0	0.0715901	0.458022	0.0532451	0	0	0.435644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.6d2c1eb1-64cd-4b80-95ec-5404bd3906e9.fc.signal	0.487509	1.6335	0.343315	0	0	0	0	0.214077	0.214985	0.417139	0.339819	0.564259	0.345162	0.426638	0.289711	0	0.405687	0.911515	0.520016	0.435019	0.200886	0.233231	0	0.168495	0.464069	0.545079	0.190354	0.308057	0	0.085015	0.228449	0.255766	0.35639	0.253509	0.0044866	0	0.0532711	0.151241	0.215102	0.241077	0	0	0.633136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.1d49e429-7d54-40c1-a965-968c057abf12.fc.signal	0.55521	1.73914	0.965961	0.308091	0	0	0.350391	0.235127	0.832	0.460356	0	0	0.41244	0.429796	1.18617	1.51508	1.68463	0.427682	0.60683	0.591659	0	0.473327	0.60683	0.0539404	0	0	0.128448	0.556971	0	0	0	0	0	0.457145	0.509737	0.409293	0.325902	0	0	0	0	0	0.588235
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001907.1.8f8990bc-bdfc-474d-b52f-20c0591d22d2.fc.signal	0.444988	0.198519	0.308395	0.171066	0.119844	0.114163	0.0921297	0.170112	0.277086	0.227083	0.412498	0.148793	0.0266749	0.201567	0.189699	0.439027	0.178898	0	0	0	0	0	0	0.137229	0.441146	0.385949	0.149998	0	0.091394	0.371838	0.821594	0.793368	0.392374	0.0762917	0	0	0.134918	0.231759	0.137223	0.008798	0.249425	0.476716	0.395197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.91e9ef78-52b0-44be-b463-2c4d06233b83.fc.signal	0.205126	0.342479	0.220208	0.112029	0	0	0.438167	0.359174	0.0781154	0	0	0.490614	0.0307693	0	0.0424949	0.190302	0.243455	0.0365779	0.366469	0.155886	0	0.250448	0.0503332	0	0	0	0.249476	0.0751807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542601
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0.659592	0.35902	0.0208745	0	0	0	0	0.740472	1.35992	1.35224	0	0.338882	0.45016	0.56407	0.644467	0.942436	0.159595	0.0616043	0.164667	0.859488	1.59927	1.40233	0.700371	1.78162	1.76338	0.903367	1.76878	2.06044	1.77622	1.37703	0.983787	0.439461	0.465418	1.3017	0.602806	0.72191	0.541975	0.850293	0.488147	0.0217669	0.826242	0.532293	0.321739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000161.3.a62efed1-28b1-4005-b980-2a01726331e7.fc.signal	0	0.453293	0.154609	0	0.512742	1.37991	0.850368	0.0392211	0.663857	0.3854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409265	0.291048	0	0	0	0	0.625554	0.65465	0.235674	0	0	0	0.449526	0.42334	0	0	0	0.64
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.f82ac9b0-d6bf-42cb-bbfe-2f32bc25b0e5.fc.signal	1.08424	0.762056	0.30233	0.48833	0	0	0	0.364023	0.458978	0.833753	0.402892	0.564437	0.768367	0	0	0	0.276178	0.759873	0.6604	0.884738	1.01339	0.122834	0	0.0110067	0.416311	0.10016	0.357342	0.304052	0	0	0	0	0	0	0	0	0.204724	0.938894	0.250711	0	0	0	0.439655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001903.1.7f8e529d-cf30-4d19-82b7-6287d94d8e26.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0287978	0.391795	0.13056	0	0	0	0	0.203497	0.345271	0.401121	0.0613379	0	0	0	0	0.452941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001936.1.560a707c-11f9-456f-9667-23fa8be1b9b6.fc.signal	0.405099	0.31551	0.101592	0.0500989	0.265697	0.508674	0.655391	0.299691	0.396942	0.685106	0.50004	0.584825	0.20745	0.273231	0.175201	0.27438	0.0824544	0.0694731	0.0576957	0	0	0.0901754	0.0376927	0.631564	0.753153	0.605506	0.420417	0.169654	0.22773	0.0809456	0	0.0613664	0.186803	0.185567	0.0625055	0.0482858	0.282143	0.419843	0.369452	0.0383602	0.404021	0.705587	0.42245
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.859b49cb-ac61-48c4-a1ad-a49ca139de17.fc.signal	0.120136	0.288128	0	0.328208	0.317099	0	0.147341	0.706455	0.870163	0.148741	0.608967	0.325624	0	0	0	0.376112	0.0967867	0	0	0	0	0.219164	0.253238	0	0.232765	0.892186	0.0771068	0.283425	0.375702	0.224349	0.43739	0.56384	0.686046	0.752591	0.316915	0.46044	0.11511	0	0	0.115466	0.51379	0.513644	0.47412
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.1a15235c-2fe4-4569-a5a6-ed62c1765abd.fc.signal	0.249915	0.20525	0.745362	0.589604	0.476969	0.806382	0.232835	0.58232	0.374515	0.255304	0.339725	0.39499	0.114739	0	0.0181376	0.253452	0.267365	0.114008	0.179485	0.179176	0.0261987	0.222741	0	0	0.56764	0.405186	0	0.2931	0.60026	0.133356	0	0.347424	0.427349	0.0710385	0	0	0.370184	0.261987	0.540179	0.477843	0.659174	0.779967	0.414062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.e09563f2-ad32-412b-91d3-8f5c1229dde6.fc.signal	0.40734	0.451257	0.300774	0.860541	0.545306	0.0569722	0.0260197	0.3593	0.136895	0.261184	0.543338	0.376984	0.748618	0.846585	0.810693	0.641993	0.545318	0.449893	0.224422	0.196766	0.637586	0.581269	0.33088	0.41721	0.571828	0.394993	0.450246	0.0460397	0.537676	0.350854	0.0184542	0.145366	0.267301	0.420917	0.320467	0.211744	0.43716	0.392615	0.221586	0.330694	0.677195	0.83165	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000177.3.94ad3781-f8aa-4d56-830a-df16a910858c.fc.signal	0	0	0	0	0	0	0.253306	0.485579	0.584527	0.0625371	0	0	0	0	0	0	0	0	0	0	0	0.113601	0.672845	0.957224	0.288616	0	0	0.108304	0.425525	0.246006	0	0	0	0	0	0	0	0	0.172226	0.364522	0.116663	0	0.430894
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000008.3.b96d5c84-a138-4fe2-8971-713e73270893.fc.signal	0	1.43084	0.435476	0	0	0.74222	0.197925	0	0	0	0.0288564	1.32816	0.286309	0	0	0	0.941501	0.587214	0	0.131924	0.283785	0.0108891	0	0.620369	0.42833	0	0	0.529006	0.351086	0	0	0	0	0	0	0.46277	0.91209	0.376949	0	0	0	0	0.487365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.ab339ba6-8e79-4160-a042-90f773410cae.fc.signal	0.7118	0.816463	0.415086	0.122678	0.350543	0.438675	0.380832	0.226912	0.260092	0.00489973	0.157806	0.157409	0.270121	0.341863	0.500322	0.113318	0.330634	0.252481	0	0.107495	0.170852	0.400154	0.240934	0.0112457	0.178223	0.363001	0.189574	0.643683	0.196074	0.0923875	0.221281	0.188386	0.172303	0.144021	0.0488956	0.199521	0.207073	0.122775	0	0	0.0814344	0.207221	0.471233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000084.3.6615446a-840c-42f3-8de3-7683d60a1480.fc.signal	0	0.355416	0.341619	0.119558	0.323153	0.0254777	0	0.161548	0.675125	0.837672	1.28788	0.539534	0.118253	0	0	0	0	0	0	0	0	0.106332	0.2408	0.234778	0.0237378	0.204493	0.0678224	0	0.380508	0.262368	0	0	0	0	0	0	0	0.0600551	0.395823	0.187551	0.247307	0.42493	0.390244
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000121.3.18840011-517b-4a58-bd65-f86bd389148f.fc.signal	0.35919	0	0	0.190228	0.203737	0.644539	0.334972	0.220615	0.157933	0.437304	0.421217	0.380447	0.227932	0.496368	0.198086	0	0.0323206	0.49324	0.309209	0.105503	0	0	0	0	0	0	0	0.205251	0.369488	0.333324	0.226901	0	0	0.221944	0.402189	0.235737	0	0.293544	0.491965	0.452643	0.667982	0.385519	0.354167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.3d9a6d56-ebb1-415e-8176-bf018adf69bf.fc.signal	0.460916	1.17008	0.949508	1.41269	1.23622	0.168915	0.668952	1.19805	0.501817	0.271684	1.13101	1.03894	0.292793	0.366182	0.613277	0.464695	0.345503	1.07218	0.680317	1.82349	0.486263	0.653947	0	0.511856	0.183415	0	0.851664	0.439343	2.21678	2.6807	0.911029	0.159	0	0.258245	0	0.077168	1.44178	0.70087	0.195241	0.551174	0.928855	1.02136	0.584507
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000129.3.24e1c000-860b-414c-8a5a-cb73e98c0c6a.fc.signal	0.506746	0.081078	0	0	0	0	0	0.104803	0.229574	0.0126552	0.322226	0.112598	0	0	0.087293	0.75266	0.432947	0	0	0.993935	0.813614	0	0	0	0	0.263915	0.379072	0	0	0.467911	0.545002	0.284535	0	0	0	0	0.0573725	0.472387	0.518968	0.531039	0.167045	0	0.535088
