	chr2:15939448-15939597	chr2:15939598-15939747	chr2:15939748-15939897	chr2:15939898-15940047	chr2:15940048-15940197	chr2:15940198-15940347	chr2:15940348-15940497	chr2:15940498-15940647	chr2:15940648-15940797	chr2:15940798-15940947	chr2:15940948-15941097	chr2:15941098-15941247	chr2:15941248-15941397	chr2:15941398-15941547	chr2:15941548-15941697	chr2:15941698-15941747	chr2:15941748-15941847	chr2:15941848-15941997	chr2:15941998-15942147	chr2:15942148-15942297	chr2:15942298-15942447	chr2:15942448-15942597	chr2:15942598-15942677	chr2:15942678-15942747	chr2:15942748-15942897	chr2:15942898-15943047	chr2:15943048-15943197	chr2:15943198-15943347	chr2:15943348-15943497	chr2:15943498-15943647	chr2:15943648-15943797	chr2:15943798-15943947	chr2:15943948-15944097	chr2:15944098-15944247	chr2:15944248-15944397	chr2:15944398-15944547	chr2:15944548-15944667	chr2:15944668-15944697	chr2:15944698-15944847	chr2:15944848-15944997	chr2:15944998-15945147	chr2:15945148-15945297	chr2:15945298-15945354	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0	0	0	0	0	0	0	0	0.0673601	0.26162	0.0765978	0.520403	0.417072	0	0	0	0	0.141133	0.202363	0.144088	0.177327	0	0	0	0	0.0169379	0.284874	0.00626633	0	0.175115	0.139888	0.00222787	0	0	0.0230989	0.274279	0	0	0	0	0	0	0.132469	0.410615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0	0.0713454	0.125272	0.0909554	0	0	0.0596232	0.322892	0.0697446	0.192719	0	0	0	0	0	0	0.124921	0.331589	0.0445979	0	0.120903	0	0	0	0	0	0	0	0	0.0593145	0.209064	0	0.0732447	0.284602	0	0	0	0	0.321927	0.30564	0.223365	0	0	0.284153
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	0	0	0	0	0	0	0	0	0.0577885	0.243169	0	0.23604	0.0846048	0	0.29512	0.348995	0.0510389	0.226577	0	0.179516	1.0684	0	0.126933	0.782743	0.0364523	0	0.258525	0.998904	0.207331	0.223183	0.59273	0	0	0.685189	0.109294	0.382507	0.635384	0.728998	0.303218	0	0	0	0	0.36253
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0.389586	0.124391	0	0	0.0518629	0.204585	0.0151794	0	0.251084	0.361316	0	0	0.144203	0.297632	0	0	0	0.0990905	0.576485	0.279043	0	0	0	0	0	0.287445	0.330696	0.4593	0.125542	0.248021	0.918875	0.375687	0.0231069	0.220464	0.46575	0.4593	0.04593	0	0.0725238	0.420873	0.0556571	0.34533	0.237903	0.410665
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.672722	0.419062	0.39488	0.277236	0.373636	0.271151	0.344862	0	0.194163	0.700254	0.297476	0.877836	1.26087	0.769055	0.442266	0.39488	0.26457	0.39488	0.0526507	0.22903	0.687091	0.294844	0	0.152311	0.392442	0.222265	0.292825	0	0.317518	0.239468	0.48677	0.922387	0.498702	0.143396	0.119822	0.845771	1.26351	1.28983	1.36882	1.39777	1.37318	0.494763	0.0045086	0.458333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.541297	0.386954	0.034353	0	0.276451	0.894165	0.152977	0.276715	1.71865	1.55911	0.219964	1.15849	0.270418	0	0	0	0.169828	0.381905	0.426264	0.155781	0.455107	0.713725	0.452607	0.240789	0.274404	0.577318	0.549241	1.09321	0.0252045	0.0416513	0.467117	0.589707	0.130028	0.737437	0.708894	0.261056	0.543564	0.744057	0.470618	0.592752	0	0.198246	0.278576	0.479508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.0537253	1.30861	0.269598	0.453222	0.997158	0.729235	0.396489	0.808493	0.58599	1.15234	1.13135	0	0.85108	0.265091	0	0	0.17789	2.28799	1.64625	0.368861	0.896836	0	0	0	0.858056	0.359718	0.547934	0	0.506791	0.564011	0	0	0	0	0	0	0.444724	1.04641	0.858056	0.808584	0	0	0	0.817481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.0916105	0.3395	0.401362	0.0671117	0	0.0945824	0.249989	0	0.468095	1.17934	1.20612	0.859105	0.360905	0.74133	1.03772	0.613907	0.190299	0.250409	0.430021	0.161105	0.300954	0.3339	0.462132	0.510483	0.816657	2.11807	0.787688	0.415185	0.440047	1.48854	0.930704	0.365695	0.898863	0.131218	0.369121	0	0.0580441	0.361683	0.996296	0.72909	0.56336	0.734406	0.677337	0.372414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.510571	0.561021	0.166536	0.523307	0.579783	0.419238	0.629252	0	0	0	0	0	0	0.304955	0.549261	0.643396	0.337392	0.0021628	0.134094	0.512508	0.218443	0	0	0	0.032442	0.317188	0.0750028	0.282328	0.146648	0	0.188925	0.377458	0.037957	0	0.262588	0.794043	0.434938	0.25575	0.0991745	0.388986	0.646547	0.212468	0	0.463087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0.0611468	0	0	0	0	0	0	0.158384	0.440693	0.0282216	0	0.631973	0.429665	0.588072	0.232109	0	0	0	0	0	0	0	0.0999515	0.446968	0.465784	0.254006	1.07421	2.21897	0.868772	0.746832	0.834888	0.253022	0.835101	0.636683	0.357501	0.120401	0.0413703	0.47714	0.516396	0.269749	0.023518	0.283493	0.4705	0.800153
