	chr1:118888367-118888516	chr1:118888517-118888666	chr1:118888667-118888816	chr1:118888817-118888966	chr1:118888967-118889116	chr1:118889117-118889266	chr1:118889267-118889416	chr1:118889417-118889566	chr1:118889567-118889716	chr1:118889717-118889816	chr1:118889817-118889866	chr1:118889867-118890016	chr1:118890017-118890166	chr1:118890167-118890316	chr1:118890317-118890466	chr1:118890467-118890616	chr1:118890617-118890766	chr1:118890767-118890916	chr1:118890917-118891066	chr1:118891067-118891106	chr1:118891107-118891216	chr1:118891217-118891366	chr1:118891367-118891516	chr1:118891517-118891666	chr1:118891667-118891816	chr1:118891817-118891966	chr1:118891967-118892036	chr1:118892037-118892046	chr1:118892047-118892116	chr1:118892117-118892266	chr1:118892267-118892416	chr1:118892417-118892566	chr1:118892567-118892716	chr1:118892717-118892866	chr1:118892867-118893016	chr1:118893017-118893166	chr1:118893167-118893256	chr1:118893257-118893316	chr1:118893317-118893465	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.386995	0.211049	0.11906	0.0801976	0.207337	0.253327	0.226269	0.260189	0.321708	0.299307	0.280658	0.624356	0.437461	0.52666	0.144525	0.0773662	0.242453	0.494817	0.141655	0.186469	0.663202	0.470653	0.336513	0.37581	0.294107	0.130489	0.146024	0.057132	0	0.169193	0.405999	0.536836	0.290147	0.455481	0.605782	0.899442	0.273155	0.06873	0.23517	0.780687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0	0.734417	0.176906	0.191296	1.43184	0	0.311722	1.99618	0.543633	0.0216417	0	0.223169	1.09781	2.2625	0.595992	0.466698	0.606197	0.264624	0.665188	0.549951	0.0586908	0.83608	0.626248	1.0075	0.27414	1.20921	0.0424343	0	0.0409903	0.865989	0.169111	0	0.0831611	0.810323	0.935342	0.321999	0	0	0	0.0754805
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	0.645466	0.206894	0.821318	1.06335	1.00956	0.581354	0.844081	1.73566	1.3799	2.03575	3.58111	4.81624	3.75688	1.11925	0.198618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213035	1.71455	2.14433	1.445	0.805807	0.106224	0.135135
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	1.14854	1.15729	1.16717	0.561857	0.351982	0.519015	1.06315	0.958789	0.468197	0.106675	0.174999	0.639469	1.1664	1.30492	0.943418	0.565735	0.490249	0.343393	0.357172	0.637787	0.544825	0.517222	1.06463	0.560598	0.234726	0.171008	0.196798	0.275867	0.219072	0.228374	0.755886	1.21451	0.599383	1.29018	1.36165	1.48095	0.849303	0.383323	0.158299	0.277778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.58e5cc13-3837-4676-9815-86ae7a4468bc.fc.signal	0.263669	0.593926	0.53303	0.461632	1.01555	0.347905	0.0425403	0.21172	0.129361	0.128712	0.26788	0.56705	0.747967	0.690018	0.992942	0.890804	0.393524	0.262198	0.394527	0.275576	0.367066	0.183007	0.0579576	0.286462	0.305778	0.235977	0.191115	0.165736	0.162167	0.165935	0.391777	0.392152	0.135459	0.0644599	0.605784	0.669702	0.537328	0.426545	0.202924	0.144054
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.4878d059-ae9d-4e75-b9f6-57c37838f3e3.fc.signal	0.608514	0.729899	1.12022	1.0086	1.68954	0.591094	0.493891	0.826474	0.440485	0.28356	0.237859	0.401083	0.141416	0.526765	1.19958	0.866471	0.486814	0.464386	0.196014	0.254652	0.777499	1.16486	0.462485	0.246722	0.752099	0.275125	0.678029	0.844291	0.998982	0.606157	0.178763	0	0.325234	0.394175	0.165544	0	0.226038	0.448061	0.287998	0.286364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004655.3.cf40a4a9-4cda-4678-bd80-f40b9fb23433.fc.signal	0.333667	0.361558	0.448562	0.584626	0.862198	0.404935	0.36302	0.51308	0.292927	0.427481	0.644173	0.632639	0.804551	0.697654	0.298864	0.435047	0.573474	0.397679	0.794506	0.811684	0.687707	0.388823	0.695549	0.394312	0.411408	0.792303	0.867611	0.624876	0.677196	0.907853	1.28284	1.67142	1.06458	0.618531	1.04957	0.743742	0.273197	0.251639	0.232463	0.175
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.d8f0d283-97b1-48be-a67c-353c0ecb4b0e.fc.signal	0.59082	0.666939	0.684792	0.336949	0.393353	0.826618	0.616815	0.717945	0.143022	0.545027	1.29357	1.04114	0.243153	0.431981	0.281227	0.34925	0.447183	0.178526	0.180156	0.338905	0.22715	0.355687	0.543518	0.154573	0.252134	0.15625	0.117013	0.164809	0.200449	0.158345	0.00467427	0	0	0.116343	0.101308	0.0782122	0.224965	0.125167	0.051986	0.76834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.3e57f4b2-3eea-42bc-9983-8ecec55d5977.fc.signal	0.20712	0.574376	0.258027	0.0032426	0	0.14582	0.382669	0.470482	0.243552	0	0.102398	1.04688	0.231859	0.385335	0.418932	0.144647	1.19124	1.66845	0.521974	1.40346	1.66044	0.200495	0.172068	0.691947	0.848577	0.668528	0	0	0	0.270657	0.496988	0.565138	0	0.182297	1.00104	0.0783552	0.790618	0.266524	0	0.276481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.47ac92c8-3161-452d-8dd3-b7ed71169f80.fc.signal	0.233445	0.293234	0.592481	0.111063	0.307975	0.44989	0.672083	0.25644	0.473159	0.693293	0.560215	0.375489	0.114391	0.0597658	0.240112	0.646618	0.740084	0.35496	0.158865	0.537828	0.384737	0.131578	0.154095	0.338651	0.464756	0.489501	0.700553	0.918438	0.932581	0.422206	0.785567	0.719871	0.504985	0.291431	0.286159	0.110084	0.297817	0.258029	0.116299	0.667104
