	chr20:287059-287208	chr20:287209-287358	chr20:287359-287508	chr20:287509-287658	chr20:287659-287808	chr20:287809-287958	chr20:287959-288108	chr20:288109-288258	chr20:288259-288408	chr20:288409-288558	chr20:288559-288708	chr20:288709-288858	chr20:288859-289008	chr20:289009-289158	chr20:289159-289308	chr20:289309-289458	chr20:289459-289608	chr20:289609-289668	chr20:289669-289758	chr20:289759-289908	chr20:289909-290058	chr20:290059-290208	chr20:290209-290358	chr20:290359-290508	chr20:290509-290658	chr20:290659-290808	chr20:290809-290958	chr20:290959-291108	chr20:291109-291258	chr20:291259-291408	chr20:291409-291558	chr20:291559-291708	chr20:291709-291858	chr20:291859-292008	chr20:292009-292158	chr20:292159-292176	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.137008	0.581771	0.195436	0.429299	0.057924	0	0	0.327933	0	0.19763	0.413308	0.197994	0.943969	0.826809	0.0109381	0.247848	0.793971	0.684706	0.337586	0.0051246	0.288338	0.0345095	0	0	0	0	0	0.124937	0.227559	0.160278	0.0153603	0	0.0164625	0.20607	0.239996	0.125953	0.576826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0.545651	0.741649	0.2882	0.773014	1.24832	0.602762	0.358198	0.577884	0.586232	0.868525	1.23477	1.19863	1.09444	1.04274	1.08366	0.92009	0.383536	0.158657	0.272981	0.322723	0.486493	0.395651	0.347409	0.416835	0.323113	0.297245	0.497941	0.435215	0.413228	0.38448	0.495424	0.482472	0.499857	0.159284	0.322006	0.370167	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0.246687	0.032688	0	0	0	0	0	0.311957	0.158668	0	0	0	0.0777853	0.766524	1.46619	1.31556	1.12652	1.2705	0.996158	0.144803	0	0.00908	0.245982	0.130005	0	0	0	0.339272	0.078088	0.264571	0.441506	0.195666	0.160685	0	0	0	0.528169
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.0651949	0.0275987	0	0.456401	0.113055	0.0719723	0.441399	0.0328253	0.415813	0.638121	0.197076	0.0589767	0.958947	1.00221	0.499324	1.53248	1.0827	0.820036	0.38568	0.20875	0.18084	0.355208	0.071996	0.235392	0	0.00879967	0.244683	0	0.284879	0.441488	0.035479	0	0.186802	0.317595	0.171382	0.250825	0.400359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.554518	0.908658	0.256742	0.311602	1.0017	0.759843	0.171471	0.109369	0.228723	0.790955	0.80321	0.618015	0.298254	0.636261	1.05605	1.2487	0.0911592	0.215678	0.199771	0.241164	0.393378	0.0956285	0.167946	0.583651	0.063114	0.297294	0.695206	0.577541	0.372155	0	0.138477	0.408133	0.447269	0.120441	0.221008	0.140595	0.569892
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.334982	0.536321	0.0455189	0	0.204788	0.274243	0	0	0	0.0694784	0.352068	0.0719736	0.350703	0.597951	1.64423	1.84292	0.525592	0.30148	0.566085	0.677714	0.542789	0.316185	0.123387	0.17969	0.0910291	0.35925	0.128155	0.311367	0.446737	0.611267	0.0070028	0	0	0.0507564	0.527747	0.53895	0.636419
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.842557	1.70908	0.842484	0.657804	0.315817	0.41787	1.1474	0.633581	1.65533	1.69893	0.809626	0.134325	1.21012	1.86162	1.40002	0.648663	2.30625	2.64619	1.57269	0.334413	0.543831	0.98836	1.11714	0.217941	0.0048678	0.207708	0.692859	0.930376	0.3181	0.290355	0.682251	0.674585	0.435038	0.663061	0.423691	0.66548	0.468566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.800154	1.24715	0.929155	0.450187	0.666418	0.0011818	0	0	0.126765	0.222189	0.6619	0.134214	0.507063	0.413368	0	0.272426	0.589829	0.893833	0.51613	0.596102	0.416283	0.139407	0.0550101	0.388344	0.109501	0	0.328042	0.613495	0.232809	0.367656	0.577585	0.346336	0.650004	0.505543	0.459892	0.102017	0.1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	0.287741	0.819762	0	0	0.516331	0	0.201621	0.665352	0.812199	0.743	0	0	0.247679	2.22101	4.01297	2.83675	0.709264	0.871115	0.0754981	0.489651	0.41731	0.385276	0.0773317	0	0	0	0	0.604718	0.209269	0	0	0	0.24127	0	0	0	0.811321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.322752	0.656761	0.175695	0.357544	0.343333	0.34325	0.0708667	0.0906264	0.990078	0.309658	0	0.0949751	0.765894	0.76746	1.0536	0.938474	0.439957	0.348671	0.431299	0.276478	0	0.163894	0.49652	0.279081	0.265676	0	0	0.0139799	0.500013	0.624491	0.4462	0.137611	0.315174	0.454819	0.0205466	0	0.557471
