	chr3:149473323-149473472	chr3:149473473-149473532	chr3:149473533-149473622	chr3:149473623-149473772	chr3:149473773-149473922	chr3:149473923-149473952	chr3:149473953-149474072	chr3:149474073-149474182	chr3:149474183-149474222	chr3:149474223-149474312	chr3:149474313-149474372	chr3:149474373-149474442	chr3:149474443-149474522	chr3:149474523-149474672	chr3:149474673-149474822	chr3:149474823-149474972	chr3:149474973-149475122	chr3:149475123-149475272	chr3:149475273-149475422	chr3:149475423-149475572	chr3:149475573-149475722	chr3:149475723-149475872	chr3:149475873-149476022	chr3:149476023-149476172	chr3:149476173-149476322	chr3:149476323-149476472	chr3:149476473-149476622	chr3:149476623-149476692	chr3:149476693-149476772	chr3:149476773-149476852	chr3:149476853-149476922	chr3:149476923-149477072	chr3:149477073-149477222	chr3:149477223-149477372	chr3:149477373-149477522	chr3:149477523-149477672	chr3:149477673-149477772	chr3:149477773-149477822	chr3:149477823-149477972	chr3:149477973-149478122	chr3:149478123-149478272	chr3:149478273-149478412	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.221877	0.322789	0.139339	0.137859	0.165045	0.126535	0.184269	0.143347	0.100494	0.016011	0.157902	0.179199	0.17272	0.354817	0.239057	0.18776	0.0876445	0.0977459	0.0951953	0.0949662	0.144699	0.358833	0	0	0	0	0.174834	0.176635	0.074586	0	0	0	0	0	0.0678158	0.0641972	0	0	0.0782184	0.134175	0.561041	0.234482	0.485316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.143118	0.0418547	0.128331	0.0984991	0.446443	0.458255	0.377908	0.23589	0.257711	0.211708	0.312251	0.240844	0.159522	0.310309	0.388803	0.282107	0.420626	0.137585	0.463998	0.606332	0.741529	0.754341	1.28485	0.487063	1.46999	2.272	2.01215	0.897646	0.350955	0.193324	0.683355	0.77254	0.275965	0.0624505	0.418438	0.902994	0.183213	0	0.145152	0.263698	0.232964	0.232658	0.797125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.571439	0.431085	0.435046	0.635788	0.363305	0	0.0213167	0.2558	0.21743	0.2558	0.110847	0	0.191905	0.358249	0.615375	0.498593	0.351129	0.449291	0.561547	0.236216	1.24552	0.881817	1.01189	0.534824	0.939295	1.48675	1.01152	0.745674	0.383827	0	0	0	0.383807	0.07674	0.286599	1.06283	0.048618	0	0	0.0685979	0.728262	0.617167	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.507794	0.218867	0.42586	0.73253	0.480711	0.131611	0.0624237	0.119537	0	0	0.121565	0.192282	0.00992562	0.300573	0.560801	0.434057	0.676441	0.16302	0.498493	0.389802	1.04316	1.49087	0.897643	0.691258	0.690756	0.660911	0.221115	0.183652	0.287966	0.0970469	0.334153	0.229921	0.170798	0.109121	0	0.29842	0.064959	0	0.323328	0.63665	1.20204	1.0507	0.94098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.d8f0d283-97b1-48be-a67c-353c0ecb4b0e.fc.signal	0.271516	0.227628	0.333157	0.185932	0.237428	0.186281	0.129816	0.216319	0.119741	0	0	0	0	0.132054	0.414328	0.166934	0.10806	0	0	0	0	0	0	0.106605	0.129056	0	0.158113	0.203165	0.0742522	0	0	0	0.0729918	0.244107	0.304872	0.266467	0.23302	0.107045	0.00519407	0.173389	0.54263	0.427254	0.46133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.47ac92c8-3161-452d-8dd3-b7ed71169f80.fc.signal	0.307517	0.409518	0.303441	0.367417	0.401661	0.487073	0.211765	0.0962998	0.242427	0.361717	0.130283	0	0.1003	0.195513	0.19037	0.364502	0.51106	0.565672	0.221738	0.34637	0.425859	0.00874437	0.0350311	0.145997	0.0358884	0.132897	0	0	0.115988	0.31339	0.394331	0.292555	0.0906135	0.234568	0.0898814	0.274996	0.903575	0.573701	0.822346	0.559046	0.286008	0.168759	0.432029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000942.6.d7f763be-bfdd-4c86-bf20-202adde8af39.fc.signal	0.329973	0.0528815	0	0	0.0181303	0.4196	0.551318	0	0	0	0	0.0660589	0.549974	1.19209	1.16347	0.972531	0.0846085	0.543512	0.614666	0.422489	0.0971281	0.859691	0.62574	0.686304	0.935887	0.648421	1.62412	1.17446	0.574269	0.436336	0.736476	0.154605	0	0	0	0	0	0	0	0.1815	0.587315	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.97f665f6-6f48-4b26-ac5c-9db0c04ef7bc.fc.signal	0.203738	0.374787	0.248101	0.0702787	0.246702	0.14609	0.162273	0.0633466	0.071484	0.236272	0.009938	0	0.085172	0.169194	0.31674	0.0288499	0	0	0	0.0750983	0.492436	0.0874167	0.324856	0.099829	0.136093	0.167198	0.105724	0.220512	0.161187	0.152032	0.166319	0.0478899	0	0	0	0.024299	0.218691	0	0.0550777	0.115015	0	0.164886	0.660728
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0.64337	0.421954	0.992139	0.29798	0.233954	0.295642	0.176163	0	0	0.352928	0.458783	0.439729	0.362858	0.674121	0.911746	0.863531	0.898112	0.612752	0.572605	0.812769	0.205519	0	0.324992	0.948619	1.07179	1.02957	0.525694	0.783023	1.08089	1.00122	1.00171	0.83481	1.30503	0.913162	0.292957	0	0	0	0	0	0.0223613	0.744541	0.69656
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.01d071c9-f298-47b3-9bd4-0b04699959a8.fc.signal	0.156971	0.189442	0.464874	0.325814	0.300757	0.576653	0.246284	0.384454	0.762449	0.773692	0.589666	0.518101	0.216028	0.227575	0.235459	0.200609	0.0547323	0.345041	0.160542	0.335535	0.405208	0.46309	0.485656	0.474576	0.433273	0.270005	0.379871	0.317275	0.250257	0.24039	0.406394	0.588384	0.710552	0.306627	0.392081	0.421834	0.156352	0.282873	0.55053	0.174128	0.162568	0.311778	0.466134
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.79f94066-2988-40f9-a746-bdd6578c3873.fc.signal	0.0207049	0	0.236707	0.435084	0	0.181188	0.257042	0.430839	0.334963	0.0820918	0.182759	0.392939	0.926441	0.992209	0.392324	0	0	0	0	0	0.125263	0.495014	1.15738	0.0640668	0.527746	0.550625	0.451287	0.14484	0	0.268392	1.23496	0.929722	0.200285	0.129189	0.00846827	0.306764	0.0028234	0.140968	0.656768	0.922831	0.570489	0.531367	0.0472441
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.86c1b69f-56b1-4f10-8993-9f16337e88d8.fc.signal	0	0	0	0	0.303546	0.416627	0.0634654	0	0	0	0	0	0	0	0.193675	0	0.169059	0.0250764	0.133321	0.0189629	0.111593	0.0262912	0.141641	0.167253	0.320286	0	0	0	0	0	0	0.440904	0.826971	0.211661	0.489709	0	0	0	0	0	0.297377	0.240833	0.352649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e8717b6c-436c-4750-b776-17ab8ac934dd.fc.signal	0.642276	0.725196	1.57692	0.514733	0.96422	0.88163	0.425337	0.304554	0.120789	0	0	0	0	0.502256	1.8535	0.612226	0.463575	0.759414	0.235181	0.180013	0.720411	0.832718	0.977178	0.9373	1.4509	1.31041	0.520448	0.297254	0.111079	0	0.02015	0.510605	0.231026	0	0	0	0	0	0	0	0.491329	0.0686524	0.682339
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000938.7.01f9973b-8525-412e-af4b-17a7500beaf0.fc.signal	0.826255	0	0	0	0.792217	1.12891	1.24216	0.0478287	0	0	0	0	1.49409	0.919941	1.15964	1.12226	0.425034	0.024563	1.62299	0.145292	0.670477	1.23437	0.608481	0.280909	3.19377	1.20886	1.39099	0.353714	0	0	0.548257	1.08519	0.0268227	0	0	0	0	0	0	0.116392	1.11591	0	0.367003
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.c8e36202-3364-4044-b761-9decdba45b1b.fc.signal	1.83984	1.02778	0.752152	1.29468	0	0.342378	1.01308	0.850007	0.549821	0.377457	0.775707	0.338193	0	0.176003	0.501353	0	0.309534	0.726458	0.414122	0.491245	0.505315	1.2481	0.986877	0.423694	0.301532	1.09084	0.316712	0	0	0	0	0.331337	0.11858	0.274547	0.110356	0	0.150014	0.659442	1.04028	0.762086	0	0	0.746143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.4f07d906-46cb-4b49-9eca-84ffb88233a3.fc.signal	0.326111	0.172991	0.555818	1.10563	1.20115	1.00961	0.64717	0.368175	0.406994	0.528132	0.540851	0.296188	0	0	0	0.0827562	0.35356	0.423722	0.78961	0.870841	0.674044	0.294395	0.141929	0.185727	0.177785	0.257157	0.341273	0.3605	0.3605	0.234325	0.3605	0.289602	0.277585	0.344394	0.451057	0.508676	0.486665	0.337684	0.322378	0.218027	0.135788	0.576809	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.5c0d3bc3-2483-4334-82c2-b98db24b9499.fc.signal	0.827747	0.354998	1.01034	0.554338	0.520616	0.294877	0.420985	0.454938	0.617246	0.271514	0.346037	0.359223	1.0179	0.427655	0.153762	0.902186	0.686613	0.571826	0.194534	0.734226	1.26547	1.31831	2.00577	1.0578	1.70864	1.26171	0.963021	0.67822	0.428832	0.137677	0.515887	0.293713	0	0.44893	0.134678	0	0	0	0.0276859	0.688883	0.805418	0.469165	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.dae7eca5-76e6-4bd8-b7ed-ed119799b038.fc.signal	0.114761	0.304326	0.23473	0.21514	0.141038	0.098155	0	0.0745484	0.125072	0.0291846	0.204593	0.423767	0.263129	0.200774	0.308949	0.0750221	0.344851	0.523072	0.190251	0.230885	0.374037	0.535499	0.154193	0.0557281	0.162632	0.455727	0.433646	0.17556	0.113976	0.224526	0.394165	0.226718	0.181787	0.332171	0.118754	0.905781	0.832635	1.41708	1.28828	0.906968	0.270159	0.680026	0.652226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.f859dcbd-afbe-4ae5-8435-ea7adf39970c.fc.signal	0.602441	0.112739	0.172733	0.523598	0.875789	0.515392	0.885549	0.977064	0.578342	0.636193	0.336712	0.0871597	0	0	0.0511925	0.704796	0.906511	0.550737	0.0497451	1.50462	1.81624	0.704381	0.363386	0.245099	1.44534	0.672259	0.6327	0.0566264	0.280577	0.426542	0.803004	1.71091	1.70774	1.24276	0.510517	0.338896	0.784216	1.19929	0.764438	0	0	0	0.653101
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.8283360d-85c5-47d8-8e88-2dbecb596c14.fc.signal	0	0	0	0.0235023	0.536928	0.072661	0.0562064	0.0729015	0	0	0	0.072702	0.112833	0.0499434	0.294984	0.0702709	0.00485053	0.17839	0.0122852	0.0902939	0.00947707	0	0	0	0	0	0.27431	0.170608	0	0	0.0387129	0.125532	0.103057	0.072169	0.0434388	0.0027994	0.259721	0.194546	0	0	0.125961	0.221791	0.453914
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003402.2.d3186b4d-954d-4e57-a34d-97e0da3e61a0.fc.signal	1.87387	0.590396	0.349026	0.348306	0.700255	0.445947	0.663048	0.745247	0.459246	0.34758	0.0805867	0.162745	0.491474	0.720244	0.751504	1.27366	0.492073	0.855851	1.20364	1.19898	1.62153	2.4359	2.1186	2.32824	1.85212	0.813194	1.2853	1.254	0.563523	0.279833	0.779585	0.657226	0.624032	1.02456	0.850098	1.16505	1.10822	0	0.003062	0.240084	0.0898161	0	0.205298
