	chr16:3530599-3530748	chr16:3530749-3530898	chr16:3530899-3531048	chr16:3531049-3531198	chr16:3531199-3531348	chr16:3531349-3531498	chr16:3531499-3531648	chr16:3531649-3531798	chr16:3531799-3531948	chr16:3531949-3532098	chr16:3532099-3532248	chr16:3532249-3532398	chr16:3532399-3532548	chr16:3532549-3532698	chr16:3532699-3532848	chr16:3532849-3532998	chr16:3532999-3533148	chr16:3533149-3533298	chr16:3533299-3533448	chr16:3533449-3533598	chr16:3533599-3533748	chr16:3533749-3533898	chr16:3533899-3534048	chr16:3534049-3534198	chr16:3534199-3534348	chr16:3534349-3534498	chr16:3534499-3534648	chr16:3534649-3534798	chr16:3534799-3534948	chr16:3534949-3535098	chr16:3535099-3535248	chr16:3535249-3535398	chr16:3535399-3535548	chr16:3535549-3535655	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0	0	0	0.52644	0.224964	0.307258	0	0	0.510847	0.612834	0.167611	0.268742	0.0837976	0	0	0	0	0.144073	0.200082	0	0.265975	0.0660495	0	0	0.257132	0.0859325	0	0	0.0305123	0.241554	0	0.005679	0.270168	0	0.750933
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0.460078	0.141252	1.02112	0.181552	0	0	1.0453	0.624007	0.726202	0.14304	0.331221	0	0	0.386311	0.0816875	0	0	0.436032	0.00298407	0	0	0	0.647849	0.11041	0	0	0.4052	0	0.127651	1.50704	0.889977	1.50107	0.788463	0.260887	0.203804
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.198665	0.721617	0.37241	0.79032	0.233778	0	0.211773	0.206088	0	0	0	0	0.0751829	0.0888342	0	0	0.0144	0.235586	0.0691244	0.134379	0.0495185	0.221111	0.128682	0.0320089	0	0	0	0	0.123956	0.101867	0.200292	0.169955	0.0323982	0.342929	0.641379
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0.224042	0	0	0.076969	0.473982	0.00352353	0	0.341034	0.43082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623059	0.13741	0.529189	0.179677	0.0830173	0.416654	0.0169476	0	0	0	0	0.629482
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.233928	0.233409	0.200507	0.257218	0.418635	0.0484956	0.17928	0.123665	0.0059664	0.397605	0.221548	0.171465	0	0.102581	0.169859	0	0.0790131	0.0802034	0.315217	0.101842	0	0.0327348	0.471615	0.367492	0.451328	0.0979118	0.153042	0.0603777	0.207253	0.309537	0.11039	0.0667475	0.220751	0.0713664	0.52
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.179445	0.321423	0.240732	0.281937	0	0.14495	0.172502	0.161721	0.0575008	0.470673	0.429937	0	0	0	0.0287504	0.341294	0.108989	0.14495	0.0946367	0.0071876	0.385625	0.316197	0.00958347	0.109012	0.177294	0.156418	0.0089138	0.0598055	0.330183	0.120317	0.104585	0.0737397	0	0.16568	0.435976
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.486046	0.732788	0.739563	0.415015	0.197591	0.768541	0.581394	1.8099	1.61004	1.22851	1.62842	2.04071	0.71284	0	0.256646	1.61792	2.07908	1.77408	0.770355	2.37324	1.28696	1.47477	1.44934	2.70896	1.27907	1.35497	2.65436	5.05074	3.13224	2.25056	0.995057	1.41365	1.15902	0.139582	0.652605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	0	0	0	0.948667	0.451828	0	0	0.111124	0.753233	0.11727	0	0.256732	0.0788841	0	0	0	0	0	0	0	0	0.65155	0	0	0	0.0639241	0.236547	0	0.341177	0.262752	0	0	0.19524	1.17891	0.580645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0.279983	0.719239	1.04743	0.796523	0.070426	0.434804	0.177596	0.375611	0.69455	0.4593	0.055116	0.278642	0.731812	0.915577	2.27518	1.51886	0.933964	0.254146	0.710379	0.472629	0.698142	0.0843316	0	0	0.11432	0.391574	0.0202389	0	0	0.367393	1.46587	0.522556	0.103725	0.625377	0.503704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.526507	0.568627	0.163217	0.39488	0.126362	0	0	0	0	0.331357	0.522149	0.121949	0	0.125067	0.336265	0.0598648	0.264187	0.502675	0.414435	0.246873	0	0	0	0.0947712	0.39488	0.115831	0.255715	0.326434	0.0184277	0.39488	0.192175	0	0.144789	0.78976	0.398042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.c3c561b3-1ba8-48ab-9c44-6537af372fb5.fc.signal	0	0.183243	0.183243	0	0	0	0.183243	0.183243	0	0	0	0	0	0	0	0.183243	0.183243	0.183243	0	0.0936725	0	0.309487	0.183243	0.183243	0.366487	0.366487	0	0.0977445	0.183243	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.08908	0.229844	0.0220575	0.266248	0.337413	0.110617	0.271882	0.0243283	0	0	0	0	0.661946	0.238437	0.0611613	0.58094	0.553383	0.553048	0.280554	0.233967	0.262267	0.266206	0.457868	0.321387	0.573744	0.695976	0.542261	0.232665	0.0616589	0.686906	0.0296606	0.152118	0.683414	0.0375394	0.543237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.888316	1.27499	1.38036	2.37068	1.67414	0.279043	0	0.823784	0.478291	1.08412	1.66666	0.241411	0	0.535301	0.719582	0.648347	1.27906	0.89781	0.662932	1.2667	1.07227	0	0.348115	0.670412	0.576995	0.874339	0.645659	1.30256	1.03234	1.11882	1.04545	0.349642	0.844272	0	0.462039
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.ad6f214b-6bc2-494d-ba70-0c0eed50632c.fc.signal	0.447413	0	0	0.376678	0.315194	0.229232	0.0630388	0.613196	0.359825	0.544426	0.544426	0.668331	0.202977	0	0.479202	0.177655	0.36484	0	0	0	0.544426	0.544426	0	0	0	0.0425589	0.544426	0.475656	0	0	0.135791	0.283919	0	0	0.676
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0.49513	0.470376	0	1.6492	0.485938	0	0	0.300988	0.398956	0	1.43538	0	0	0	0.783903	2.36877	1.79179	1.01822	2.49612	1.3976	0.77929	2.46188	1.05432	1.98165	0	1.50712	2.51018	1.20173	2.09541	5.83473	0.78064	0.432114	1.82044	1.59745	0.166667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	0.039602	0.175177	0.575998	0.426333	0.418481	0.593298	0.438114	0.449046	0.604926	0.140769	0.210711	0.0353289	0	0.141661	0.340741	0.400183	0.120111	0.123974	0.146595	0.275044	0.299944	0.280891	0.347768	0.329357	0.28554	0.215842	0.199776	0.068932	0.0300681	0.210526	0.253033	0.462953	0.428105	0.182572	0.652778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.292806	0.178019	0.387497	1.07596	0.444683	0.574188	0.363536	0.355987	0	0.124071	0.522857	0	0	0.182186	0.341025	0.538454	0.429979	0.579035	0.23955	0.566989	0.634043	0.214013	0.238976	0.581482	0.727479	0.417717	0.320088	0.410398	0.207542	0.726118	0.631195	0.372389	0.184147	0.562726	0.596583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.ba7ad3ac-45d8-4d57-96d9-67d86c9899a4.fc.signal	0.744989	0.627014	1.37397	0.863162	0.316557	0.0173456	0.289897	0.425644	0.47556	0.35703	0	0.14021	0.379937	0.313121	0.196583	0	0	0	0.174903	1.23878	0.855881	0.31187	0.673531	0.0708279	0.365706	0.682268	0.138765	0.419185	0.128647	0.359921	0.244284	0.357669	0.173044	0.356411	0.415584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0	0.00974407	0.174754	0.22035	0.0976864	0	0	0	0.0544213	0.0973769	0.159731	0.0368279	0	0	0	0	0	0	0.0181907	0.0828401	0.0159659	0	0.069721	0	0.0662431	0	0	0.0702017	0.0565065	0.108343	0.10182	0.12154	0.314467	0.106218	0.617978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001246.1.335d5648-b9ca-4211-8bfb-0a3facdceb71.fc.signal	0	0.371094	0.837162	0	0	0	0.486337	0.755454	0	0	0.46502	0	0	0	0	0.140918	0.210779	0	0.621637	0.625882	0.323464	0.168364	0.158743	0.254676	0.195401	0.194924	0.791997	0.410283	0.423626	0	0	0	0.433015	0.242812	0.481132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0.139429	0	0.0346117	0.368868	0.396057	0.0305555	0.183826	0.258899	0.00962333	0	0	0	0	0	0	0	0	0	0	0	0.0352307	0.235013	0.121791	0	0.0615367	0.210144	0.392445	0.177588	0	0.0159653	0.105675	0.0504622	0	0	0.682008
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.34021	0.317489	0.395068	0.601855	0.313583	1.2197	0.529516	0.240689	0	0	0	0	0.397875	0.463908	0	0.228309	0.202608	0	0.0908376	0.280866	0.01364	0.19681	0.57165	0.0951632	0	0.250233	0.0724642	0.102697	0.16964	0.0237908	0.321544	0.0843492	0	0	0.331897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0	0	0.0282235	0.4705	0.128468	0	0.0619587	0.311929	0.132704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.bb5f2209-5784-4d8e-bc4f-dc5a3678ac34.fc.signal	0.623229	0.879626	1.02354	0.884721	0.364859	0.20004	0.55009	0.894428	1.06752	0.815063	0.5298	0.777623	0.444296	0.633906	1.07039	1.18636	0.935567	0.597753	0.824836	0.612404	0.723766	0.739175	0.559685	0.174705	0.635146	0.877106	0.90346	0.340659	0.457922	0.484976	0.866287	0.898397	0.377629	0.313287	0.646226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.e4c527ec-18d1-4382-887e-2c78b7a5a939.fc.signal	0	0	0	0	0	0	0.18709	0.0957859	0	0.212255	0.365065	0.238689	0.119992	0.154391	0	0	0.180523	0.366265	0.0949685	0.244007	0.197204	0.0064434	0	0	0	0	0	0	0	0	0	0	0	0	0.77037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0	0	0	0	0	0	0	0.159387	0.175697	0.234886	0.100666	0	0.134221	0.201331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.426431	0.246741	0.0442563	0.786449	0.466558	0.0917937	0.190007	0	0.240588	0.036072	0	0	0.326102	0.229096	0.669957	1.34422	0.439251	0.158122	0.982715	0.545353	0.757741	0.840642	0.348237	0.794894	1.0152	0.651645	0.388039	0.453994	0.460355	0.667391	0.900302	0.432647	0.0681607	0.408283	0.448756
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.2f01b19c-2e56-45af-86c9-ded8324ddd4a.fc.signal	0.060872	0.514534	0.446968	0.724501	0.15991	0	0	0	0	0	0	0	0.218278	0.545133	0.430362	0.0115381	0	0.267945	0.307844	0.0832746	0.217811	0.139047	0.264097	0.0438964	0.243893	0.0524438	0	0	0.169042	0.695434	0.425234	0.190758	0.0313395	0.350991	0.571429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000013.3.153650ef-7ef6-43cd-b5dc-cf062deb8afd.fc.signal	0.539965	1.02653	0.881503	0	0	0.762244	0.0983323	0	0.670947	0.12477	0	0.5249	0.982432	0.509161	0	0.720761	0.430383	0.611869	0	0.2085	0.312605	0	0	0	0.0241352	0.441138	0.514505	0.266433	0.358731	0	0	0.557787	1.56643	0	0.410494
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.09140551-847e-4455-880b-7ea02a3132da.fc.signal	1.0877	0.59522	0.355966	0.577033	0.594339	0.710812	0.796728	0.380782	0.332492	0.0871084	0	0	0.135384	0.271283	0.759426	1.56689	0.36838	0.164808	0.440158	0.331912	0.522959	0.160496	0.192776	0.176253	0.181252	0.290507	0.113018	0.122436	0.152575	0.0812314	0.145594	0.715235	0.454681	0.301613	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	1.61965	1.8474	0.327323	1.28593	0.412615	0	0.0850212	0.366647	0.0255051	0	0	0.310847	0.0095644	0.262572	1.26176	0.062074	0.49974	0.853683	0.25692	0.274735	0.116374	0.454961	0.039907	0.25536	1.06217	0.529211	0.669618	0.716704	0.470669	0.402639	0.550455	0.787441	0.0318813	0	0.434227
