	chr15:50245745-50245894	chr15:50245895-50246044	chr15:50246045-50246194	chr15:50246195-50246344	chr15:50246345-50246494	chr15:50246495-50246644	chr15:50246645-50246704	chr15:50246705-50246794	chr15:50246795-50246944	chr15:50246945-50247064	chr15:50247065-50247094	chr15:50247095-50247244	chr15:50247245-50247394	chr15:50247395-50247424	chr15:50247425-50247544	chr15:50247545-50247694	chr15:50247695-50247844	chr15:50247845-50247994	chr15:50247995-50248074	chr15:50248075-50248144	chr15:50248145-50248194	chr15:50248195-50248254	chr15:50248255-50248294	chr15:50248295-50248444	chr15:50248445-50248594	chr15:50248595-50248744	chr15:50248745-50248894	chr15:50248895-50248974	chr15:50248975-50249044	chr15:50249045-50249194	chr15:50249195-50249344	chr15:50249345-50249494	chr15:50249495-50249644	chr15:50249645-50249694	chr15:50249695-50249794	chr15:50249795-50249944	chr15:50249945-50250024	chr15:50250025-50250094	chr15:50250095-50250244	chr15:50250245-50250314	chr15:50250315-50250394	chr15:50250395-50250544	chr15:50250545-50250594	chr15:50250595-50250694	chr15:50250695-50250784	chr15:50250785-50250843	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000270.2.78aaba4a-3f88-4f65-82d6-9d5fa5ceabcb.fc.signal	0.827532	0.351824	1.09742	0.509233	0.709582	1.15776	0.0315505	0.399599	0.550259	0.816825	0.71806	0.255594	0.193249	0.310681	0.435395	0.197255	0.163485	0.519745	0	0	0	0	0	0.180867	0.665686	0.0446773	0.586227	0.641093	0.448945	0.227929	0.493082	0.287218	0.407184	0.453975	0.378203	0.181899	0.515179	0.492609	0.0536117	1.37172	1.55239	0.53622	0	0.321991	0.513353	0.876263	0.270968
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.b8e4fc89-a1f2-4c5d-ae40-28beee956889.fc.signal	0.58161	0.317671	0.150002	0.697137	0.0526701	0.371627	0	0.232969	0.308828	0.37358	0.297306	0.186143	0.567771	0.16892	0.674183	0.0923668	0	0	0.196059	0.482856	0.228829	0.537886	0.54382	0.132828	0.42003	0.538994	0.41206	0.189159	0.0505727	0.300134	0.203791	0	0.137545	0.424424	0.452862	0.0741445	0.13019	0.74073	0.599593	0.531764	0.387107	0.155657	0	0.0161434	0.279975	0.137219	0.0911162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000070.3.cefb7c30-c246-45e3-a1c7-f28257f723dd.fc.signal	0	0	0.18597	0.188768	0	0	0	0	0	0	0	0.265837	2.07934	1.3445	0.427033	0.034979	0	0	0	0.634776	0.579994	0.52468	0.157404	0	0	0	0.501069	0.824259	0.756935	0.486953	0.335368	0.669653	0	0	0	0.360543	0.336673	0.32412	0.83924	0.884459	1.06531	1.17046	1.26048	0.0567216	0.328411	1.28354	0.273159
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.3b07c369-960c-43eb-b4e5-3e3773e044bc.fc.signal	0.249987	0.00516633	0.0175655	0.263201	0.584542	0.725991	0.729426	0.380428	0.128322	0.521706	0.666177	0.512601	0.302392	0.661062	0.711391	0.575543	0.226957	0.457929	0.267256	0.0575677	0	0	0.0232485	0.500935	0.488547	0.262468	0.714191	0.591663	0.224344	0.0828468	0.236984	0.69776	0.565081	0.261252	0.217906	0.408307	0.270451	0.151515	0.363222	0.34673	0.274826	0.298642	0.426433	0.597459	0.859505	0.886354	0.4375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.bf2d6a22-ba05-47b2-a70c-a64ea707030d.fc.signal	1.08522	0.354929	0.805847	1.5414	1.07753	0.345979	0.502967	0.0400276	0.006774	0.991982	1.35257	0.96637	1.46015	1.53177	1.35739	0.4096	0	0	0.107337	0.851189	0.84675	0.84675	0.736545	0.23709	0.842563	0.273375	0.84499	0.514372	0.127374	0.579153	0.245128	0.127732	0.97148	2.61281	1.76023	0.644793	0.371105	0.866719	1.05165	1.11046	1.19817	0.608184	0	0.0068586	0.40136	0.65871	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.f3dac2fd-4a27-4e6d-ac7b-9d439b1e4f70.fc.signal	0.161967	0.230248	0	0.31506	0.670214	0.872545	0.728123	0.40536	0.463575	0.902904	0.903883	0.451687	0.205291	0.0445407	0.128056	0.535744	0.821397	0.997123	0.321148	0.036442	0.376585	0.746334	1.27095	1.12616	0.182222	0.0527268	1.26531	1.63755	0.72889	0.325545	0.483998	0.208872	0.0919961	0.24295	0.392708	0.816093	0.620231	0.503249	0.337078	0.890974	1.50764	1.37013	0.303693	0.296406	0.252682	0.37662	0.246575
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.c302d52d-2f68-44d1-89a6-40282d63fa3e.fc.signal	1.51505	1.17343	0.550678	0.300362	0.491624	1.29605	1.33993	0.58681	0.16734	0	0	0	0	0	0	0.131006	0.205415	0.503677	0.450037	0.34003	0.197964	0.267446	0.401762	0.447389	0.422215	0.392879	0.391454	0.173202	0.123699	0.0229939	0	0.172644	0.474119	0.572172	0.187851	0.57988	1.03956	1.9509	2.36477	2.3799	1.32066	0.387611	0	0	0	0	0.663793
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003825.5.1834b585-ddc4-496a-932c-7a9bf9d8b90a.fc.signal	0.334847	0.202927	0.317986	0.371422	0.66067	1.30085	0.945121	0.537787	0.760748	0.865628	0.755641	0.749296	1.09433	0.764712	0.568192	0.358216	0.140898	0.221946	0.395596	0.349449	0.161521	0.529377	0.69516	0.776466	0.145562	0	0.163485	0.278708	0.524054	0.571517	0.252924	0.18909	0.317099	0.367424	0.21026	0	0.0762481	0.151186	0.396662	0.478049	0.262981	0.270016	0.432009	0.368493	0.882387	1.04085	0.257933
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000277.2.fb2124f0-36af-4a76-8ad7-d174d0cea4e6.fc.signal	0.705598	0.268187	0	0	0.262161	0.167883	0.670482	1.49629	0.626966	0	0	0.59209	0.427081	0	0.10064	0.645129	0.240502	0.665162	1.13359	0.735252	0.143103	0	0	0.280279	0.167338	0.0249893	0.355058	0.129812	0	0	0.0944395	0.64164	0.536356	0.795542	0.429804	0.811705	0.548314	0	0.467892	1.06347	0.997591	1.15935	0.892126	0.129254	0	0.296031	0.263415
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001518.1.c0114e44-f35c-4bde-b391-57c1b9685756.fc.signal	0	0.520642	0.130663	0	0	0.774502	0	0.298763	0.15888	0	0.358393	0.514158	0.17858	0	0.228616	0.270448	0.0653313	0.319072	0.743663	1.04259	1.02864	0.599846	0.332491	0.258002	0.748097	0.293494	0.144662	0.247953	0	0.102853	0.220742	0.0813759	0.239695	0	0.320744	0.0511294	0	0	0	0	0	0.577529	1.21145	0.140699	0.289103	0.1744	0.267813
