	chr7:43111657-43111736	chr7:43111737-43111806	chr7:43111807-43111856	chr7:43111857-43111956	chr7:43111957-43112056	chr7:43112057-43112106	chr7:43112107-43112156	chr7:43112157-43112256	chr7:43112257-43112406	chr7:43112407-43112556	chr7:43112557-43112706	chr7:43112707-43112856	chr7:43112857-43113006	chr7:43113007-43113156	chr7:43113157-43113306	chr7:43113307-43113456	chr7:43113457-43113606	chr7:43113607-43113756	chr7:43113757-43113906	chr7:43113907-43114056	chr7:43114057-43114206	chr7:43114207-43114356	chr7:43114357-43114506	chr7:43114507-43114656	chr7:43114657-43114806	chr7:43114807-43114866	chr7:43114867-43114956	chr7:43114957-43115016	chr7:43115017-43115106	chr7:43115107-43115256	chr7:43115257-43115406	chr7:43115407-43115496	chr7:43115497-43115556	chr7:43115557-43115706	chr7:43115707-43115856	chr7:43115857-43116006	chr7:43116007-43116156	chr7:43116157-43116306	chr7:43116307-43116456	chr7:43116457-43116606	chr7:43116607-43116686	chr7:43116687-43116756	chr7:43116757-43116891	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	1.199	1.0302	0.995222	0.209524	0	0	0	0	0.2274	0.824647	0.728684	0.560205	1.00715	0.582194	0.557361	0.823273	0.432195	0.868789	1.00324	0.684224	0.864094	1.02313	0.680147	0.732753	0.626464	0.28008	0.039107	0.346175	0.733829	1.40049	1.41805	0.618649	0.341223	0.0898676	0.218504	0.583193	0.627487	1.13191	1.04796	0.390226	0	0	0.368781	0.469697
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.236931	0.170287	0.0109608	0	0	0.317932	0.32442	0.404751	0.449463	0.498585	0.142745	0	0	0	0	0	0	0	0.605876	0.70444	0.468655	0.377766	0.461893	0.574135	0.0842982	0	0.0424552	0.590069	0.566248	0.5548	0.700448	0.562532	0.61275	0.954944	1.25095	0.70935	0.623176	0.652756	0.947291	1.23073	0.422215	0.542931	0.572066	0.367841
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.671934	0.62937	0.464898	0.372136	0.282723	0.106164	0.0034684	0	0.0239633	0.26947	0.439152	0.53405	0.502413	0.433397	0.334166	0.740169	0.623522	0.325238	0.427619	0.313892	0.0678125	0.0159915	0.400448	0.995914	0.440263	0.218223	0.23378	0.125776	0.319909	0.58253	0.14448	0.429927	0.660829	0.333313	0.119494	0.552099	0.416199	0.410737	1.61097	2.22302	1.9013	1.27729	0.640451	0.54902
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.638889	0.5447	0.529789	0.555221	0.352306	0.211083	0.165158	0.284464	0.281081	0	0.00154627	0.115861	0.047076	0.23936	0.401091	0.416522	0.663928	0.299755	0.203933	0.281923	0.590924	0.927047	1.07734	1.2728	0.567411	0.565715	0.545939	0.512096	0.4359	0.249423	0.135709	0.497219	1.13503	1.26648	0.800188	0.909972	0.913911	0.559777	1.11591	1.35114	1.07807	0.803817	0.672863	0.437956
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.20636	0.08844	0	0	0	0	0	0.0450064	0.250285	0.485196	0.739972	0.238345	0.559995	0.0993891	0.17932	0.825117	0.342823	0.279852	0.0699355	0.675021	0.522165	0.221836	0.351894	0.248528	0.163304	0.418905	0.771049	0.683293	0.600186	1.09781	1.21618	0.657852	0.368346	0.155679	0.380555	1.10891	1.85119	1.35308	0.755475	1.41099	1.37575	0.56096	0.484016	0.713559
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.413366	0.218533	0.224954	0.420191	0.45372	0.106119	0.193604	0.698329	1.50126	0.595916	0.0847141	0.379102	0.371456	0.261315	1.10102	0.448098	0	0.087353	0.427838	0.035198	0.245254	0.615741	1.75885	1.76489	0.992225	0.645368	0.583015	0.166323	0.294025	0.696123	0.876534	0.745496	1.43663	0.95687	0.39757	0.783	1.08064	1.34451	2.47475	1.41985	1.53827	1.28023	1.14237	0.633498
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.213338	0.222534	0.225124	0.283767	0.45418	0.45418	0.35426	0.0499598	0.200151	0.210588	0.269643	0.409069	0.427752	0.414221	0.349962	0.429866	0.598351	0.354739	0.386014	0.535623	0.450615	0.447302	0.31682	0.215284	0.0700488	0	0	0	0.193869	0.44754	0.154259	0	0	0	0	0	0	0	0	0.222338	0.40326	0.399343	0.0255088	0.740977
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.352301	0.259625	0	0	0	0	0	0	0.226233	0.219286	0.335366	0.0619316	0	0	0.183896	0.451241	0.292064	0.455303	0.585994	1.28411	1.40189	0.603513	0.136084	0.106107	0.679458	0.610505	0.227083	0.0378968	0.27785	0.605471	0.133527	0.204202	0.64525	0.961877	1.06483	0.777964	0.580245	0.897224	1.83217	2.97043	2.21029	1.0138	0.674928	0.716374
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.2194	0.150755	0	0	0	0	0	0.136973	0.479843	0.0724701	0	0.215977	0.20942	0.350856	0.536458	0.23828	0.296632	0.205685	0.574688	0.629061	0.33655	0.272941	0.150597	0.251001	0.272002	0.488223	0.33637	0.307151	0.362757	0.337695	0.154388	0.118967	0.110193	0.352464	0.894847	0.191927	0.0756009	0.534364	1.19908	0.483896	0.224124	0.144282	0.299565	0.476667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.04127	0.475269	0.851903	1.59569	1.49841	0.789409	0.882381	0.619131	0.114477	0.325228	0.644997	0.625175	0.330822	0.841312	0.32613	0.169902	0.590817	0.43494	0.328148	1.00435	0.495201	0.214522	1.78862	0.716803	0.951242	0.388	0	0.148112	0.153163	0.430761	0.572623	0.193172	0.43535	0.255057	0.358854	0.379351	0.300522	1.11757	2.03235	2.28758	2.68075	1.33184	0.695863	0.824561
