	chr22:35063962-35064011	chr22:35064012-35064111	chr22:35064112-35064261	chr22:35064262-35064301	chr22:35064302-35064411	chr22:35064412-35064441	chr22:35064442-35064501	chr22:35064502-35064561	chr22:35064562-35064711	chr22:35064712-35064861	chr22:35064862-35065011	chr22:35065012-35065091	chr22:35065092-35065161	chr22:35065162-35065221	chr22:35065222-35065311	chr22:35065312-35065461	chr22:35065462-35065611	chr22:35065612-35065761	chr22:35065762-35065911	chr22:35065912-35066061	chr22:35066062-35066211	chr22:35066212-35066361	chr22:35066362-35066511	chr22:35066512-35066661	chr22:35066662-35066811	chr22:35066812-35066961	chr22:35066962-35067111	chr22:35067112-35067261	chr22:35067262-35067411	chr22:35067412-35067561	chr22:35067562-35067711	chr22:35067712-35067761	chr22:35067762-35067861	chr22:35067862-35068011	chr22:35068012-35068161	chr22:35068162-35068311	chr22:35068312-35068461	chr22:35068462-35068611	chr22:35068612-35068761	chr22:35068762-35068911	chr22:35068912-35069061	chr22:35069062-35069141	chr22:35069142-35069211	chr22:35069212-35069252	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.182707	0.62436	0.799303	0.0120245	0	0	0	0.0465918	0.766397	0.951684	1.00072	1.25262	0.983679	1.34345	1.53158	1.78523	1.70553	0.951376	0.886609	1.20667	0.858047	1.08377	0.611447	0.20203	0.41861	0.527834	0.807652	0.517669	0.47116	0.588075	0.269617	0.829767	1.11847	0.723278	0.269738	0.53642	0.805629	0.57708	1.66845	0.867232	0.576208	0.338203	0.324332	0.111189	0.722992
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.3319	0.422658	0.533171	0.028912	0	0	0.391906	0.563795	0.430594	1.41459	0.264224	0.509283	0.389233	0.582664	0.519973	0.841906	1.42151	1.1972	0.84591	0.320358	0.393661	0.870964	1.49666	1.26783	1.19931	2.08368	1.36079	1.11255	1.43534	1.80142	0.593004	1.09811	3.44986	3.66921	1.71198	1.90241	2.67365	1.41059	0.744261	1.18686	0.768338	0.185721	0.629491	0.809543	0.538363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0	0.493568	0.636304	0.0620448	0.153803	0.099474	0	0.132969	1.12123	0.643426	0.705428	0.881512	0.578365	0.25048	0.489736	0.96318	0.556049	0.802184	1.0504	0.500124	0.286973	0.718555	0.675632	0.751852	0.530803	1.18756	2.18052	1.83401	0.486351	0.517978	0.594175	1.25208	1.04286	0.519321	0.691058	0.653052	0.835203	0.611291	0.877411	1.68765	0.395341	0	0	0.0751171	0.519503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.499421	0.731172	0.536578	0	0.312564	0.980927	0.841682	0.358919	0.798584	0.970165	0.996673	0	0	0	0.29501	1.24906	0.932274	0.819465	0.713572	0.0838398	0	0	0.575078	1.03119	1.02981	0.38215	0.0288221	0.759571	1.03219	0.178112	0.155741	0.194898	0.72945	0.833194	0.469401	0.832409	1.17369	0.0612076	0.771154	1.98263	0.696444	0.0709646	0.191811	0.248618	0.746677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0	0	0	0	0.133825	0.495304	0.664703	1.09926	2.04581	0.77171	0.204146	0.765827	0.867329	0.397911	0.22452	0.694425	1.09541	1.51386	0.983426	0.43225	0.184098	0.252124	0.736607	0.600086	0.363271	0.277281	0.235413	0.260341	0.0311668	0.160586	0.131571	0	0.007332	0.881295	1.35483	0.546427	0.504413	0.173316	0.411848	0.257664	0.503264	0.00231	0	0	0.79096
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.66df243c-6c5c-42f5-bb98-73ebf9a3096e.fc.signal	0.258327	0.345917	0	0	0	0.533518	0.769814	0.800513	0.997813	1.07503	0.648088	0.804131	0.318851	0.199576	0.23107	0.275122	0.733478	0.527521	0.423839	0.200271	0.596774	0.481154	0.563332	1.15158	0.285912	0.287898	0.559053	0.785435	0.561647	0.146852	0.480055	1.10384	0.807547	0.74571	0.255974	0.605218	0.692836	0.468418	0.393104	0.690402	1.15757	0.460153	0.417604	0.0661822	0.729064
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.00528f90-1767-43ef-bb37-a22f6e9f4039.fc.signal	0	0.620169	0.909106	0.366087	0.0970741	0.142375	0.61018	0.701644	0.888722	1.00876	2.76073	0.629908	0.309442	0.340611	0.376518	1.49941	0.904559	0.908407	0.57921	0.165514	0.621261	0.23721	0.70889	1.36996	0.723694	1.0208	0.657324	1.24248	0.710831	0.998542	0.334431	0.846838	0.846521	1.24127	1.58421	0.844842	1.11558	0.394558	0.568343	0.530354	0.214198	0.192944	0	0.324134	0.736527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.f1517182-68cd-4431-ae69-970e870c1c44.fc.signal	0.178032	0.893784	0.524448	0	0	0	0	0.512391	0.90422	0.0361688	0	0	0	1.13034	3.35591	2.11602	0	2.54447	2.16657	1.47048	1.53966	0.0780853	0.507931	0.261388	0.605835	3.28721	2.26889	1.70354	0.436366	0.671362	0.116212	0.90135	1.43787	1.89257	1.82226	3.39581	1.21669	1.36867	1.10626	1.30462	1.88693	0.226055	0.460023	0.90422	0.468918
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.6c91eb19-cf51-4ff7-b713-f8f2fc326b1d.fc.signal	0	0.288831	0.281764	0.175689	0.170571	0.129857	0.122396	0.255449	0.852715	0.629023	0.588185	0.628379	0.41723	0.478105	0.525202	0.403593	0.404532	0.517054	0.212846	0.124411	0.576903	0.133551	0	0.316604	0.47054	0.300516	0.226653	0.290519	0	0	0	0	0.137732	0.473678	0.585379	0.338524	0.30101	0.139676	0.148554	0.260431	0.270418	0.163185	0.0117164	0.138905	0.770648
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0	0	0	0	0	0	0	0	0	0	0.642025	0.652378	0	0	0	0	0	0	0.233188	0.550652	0.299273	0.570205	0.11368	0	0	0.227527	0.699736	0.35072	0.436857	0	0	0.544044	0.712407	0.671471	0.588631	0.420878	0	0	0	0	0	0	0	0	0.768805
