	chr19:40219972-40220061	chr19:40220062-40220121	chr19:40220122-40220271	chr19:40220272-40220421	chr19:40220422-40220571	chr19:40220572-40220721	chr19:40220722-40220811	chr19:40220812-40220871	chr19:40220872-40220911	chr19:40220912-40221021	chr19:40221022-40221171	chr19:40221172-40221321	chr19:40221322-40221401	chr19:40221402-40221471	chr19:40221472-40221621	chr19:40221622-40221771	chr19:40221772-40221851	chr19:40221852-40221921	chr19:40221922-40222071	chr19:40222072-40222221	chr19:40222222-40222291	chr19:40222292-40222371	chr19:40222372-40222441	chr19:40222442-40222521	chr19:40222522-40222671	chr19:40222672-40222821	chr19:40222822-40222891	chr19:40222892-40222971	chr19:40222972-40223121	chr19:40223122-40223191	chr19:40223192-40223271	chr19:40223272-40223421	chr19:40223422-40223571	chr19:40223572-40223621	chr19:40223622-40223721	chr19:40223722-40223831	chr19:40223832-40223871	chr19:40223872-40223941	chr19:40223942-40223981	chr19:40223982-40224021	chr19:40224022-40224171	chr19:40224172-40224321	chr19:40224322-40224471	chr19:40224472-40224621	chr19:40224622-40224771	chr19:40224772-40224921	chr19:40224922-40225071	chr19:40225072-40225221	chr19:40225222-40225371	chr19:40225372-40225521	chr19:40225522-40225652	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.793473	0.0695542	0.111169	0	0.0512077	0.0813183	0.165027	0.255578	0.534686	0.168491	0	0	0	0	0.11468	0.144139	0.0140343	0	0.188546	0.916178	1.66983	4.3428	5.27422	2.77884	1.06418	1.68015	1.484	0.792626	0.790448	1.24969	1.33312	1.93624	2.02452	1.15401	0.617409	0.939943	0.613957	0.552882	0.707111	0.644559	0.265548	0.137824	0.275156	0.446407	0.865941	0.687495	0.857797	0.476764	0.185412	0.414755	1.11574	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	0.0299146	0.192575	0.391105	0.523277	0.361632	0.51398	0.779955	1.05935	0.820533	0.648118	0.531459	0.390566	0.199857	0.115401	0	0	0	0.0659174	0.234508	0.559106	0.65181	0.566678	0.596677	0.415489	0.267579	0.230878	0.386415	0.297912	0.389033	0.432536	0.437237	0.398323	0.200726	0.117913	0.213446	0.233184	0.261403	0.205684	0.373025	0.392219	0.378094	0.592754	0.391463	0.365249	0.349299	0.18865	0	0	0.106034	0.270402	0.215143	0.954827
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.01d071c9-f298-47b3-9bd4-0b04699959a8.fc.signal	0.912034	0.434624	0.603399	0.620508	0.214481	0.518631	0.620969	1.21144	1.01891	0.81023	0.637781	0.576966	0.347012	0.279371	0.123961	0.243086	0.730834	0.564269	0.502096	0.335774	0.722371	1.08354	0.515115	0.650319	0.661259	0.883399	0.751256	0.735398	0.590349	0.777399	0.376627	0.68755	0.468203	0.955137	0.873489	0.498831	0.551378	0.464886	0.408437	0.418732	0.495515	0.118841	0.166835	0.639939	0.930484	0.749923	0.150788	0.820233	0.227469	0.247078	0.274444	0.0165289
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.fb9aae7d-4076-4e4e-92a7-34572e1b705b.fc.signal	0.485242	0.270578	0.501444	0.595637	0.823356	1.05554	0.603271	0.433508	0.36699	0.189967	0.278324	0.484516	0.405862	0.103349	0.0876238	0.181131	0.0978377	0.223493	0.585341	0.761236	0.895952	0.961302	0.840403	0.631207	0.411599	0.44231	0.44088	0.609598	0.619805	0.396755	0.401161	0.528251	0.598324	0.441132	0.324007	0.245487	0.299771	0.229379	0.274753	0.254215	0.23022	0.174438	0.211516	0.366235	0.292911	0.127722	0.247795	0.413268	0.358807	0.477559	0.604967	0.475728
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.b3e823f8-bdfb-415e-8681-ed2acdcbeb38.fc.signal	0.0685994	0.351406	0.6701	0.306548	0.982445	0.500256	0.451211	0.999897	0.857549	0.278998	0.188153	0.426182	0.183812	0.27839	0.310764	0.308242	0.961197	0.665799	0.30179	0.268751	0.299858	1.14964	1.80588	2.84396	1.51675	1.14514	1.51282	0.939983	0.842149	0.460299	0.313007	0.448181	0.693926	0.33159	0.448939	0.141117	0	0.0775124	0.36116	0.361468	0.36076	0.875416	0.606766	0.821994	0.869567	1.1487	0.184342	0.496193	0.867614	0.534668	0.537744	0.136752
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.395d30b6-7fa1-48b7-8904-e4b31b4f88b7.fc.signal	0.338516	0.437601	0.87812	0.498904	0.561074	0.720959	0.673821	0.434156	0.32747	0.236231	0.213722	0.197092	0.171797	0.874307	1.16964	1.01341	1.13631	1.22879	1.07824	1.45996	1.01099	1.68065	1.90062	1.45902	1.37384	1.02997	0.865891	0.727412	0.73754	0.954281	1.53972	1.39108	0.512547	0.0430934	0.226698	0.270625	0.197778	0.262805	0.502595	1.23676	1.31488	1.02066	0.812474	1.88217	1.3425	0.871295	0.629639	0.563006	0.688885	0.406864	1.83458	0.818182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.0a4412db-98d2-49c5-9fe7-7e089d81032b.fc.signal	0.351921	0	0	0.379713	0.109719	0	0	0.647891	0.689479	0	0	0	0.300168	1.20608	0.488942	0	0	1.07758	0.109863	0.248986	0.0557651	1.96554	3.8027	2.14488	3.28078	1.34884	2.7027	1.46553	1.50926	0.531435	0.537401	0.55909	0.153611	2.23264	0.428133	1.40145	0	0	0.703843	0.835683	0.0344032	0.239131	0.147603	0.346546	0.985121	0.262613	0.911781	0.0499013	0.167248	0.866166	1.72731	0.901961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.4f07d906-46cb-4b49-9eca-84ffb88233a3.fc.signal	0.188894	0.294447	0.281344	0.23072	0.45063	0.132183	0	0	0	0.0786545	0.340072	0.106948	0	0	0.356895	0.147805	0	0.197823	0.595744	1.38192	1.69952	1.3947	1.00684	0.592582	0.423981	0.427951	0.309123	0.0906788	0	0	0	0	0	0	0	0	0.103644	0.26265	0.3605	0.3605	0.162225	0	0	0	0	0.00600833	0.693369	0.696974	0.117763	0	0.228408	0.407654
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.5c0d3bc3-2483-4334-82c2-b98db24b9499.fc.signal	0.644647	0.737705	0.912653	0.209007	0.305312	0.402536	0.270759	0.145719	0.206371	0.291073	0.179563	0.441855	0.234565	0.207147	0.497035	0.692063	0.732248	1.23165	1.11311	1.23899	2.56645	4.48753	5.95799	5.87143	4.60975	2.47892	1.77536	0.976923	0.717552	1.16171	1.75902	1.86091	2.15582	1.34447	1.08535	1.31538	0.738616	0.187416	0.469654	1.08089	2.01907	1.5548	1.69365	1.26731	1.11421	1.84213	1.29507	1.00724	0.766482	1.0971	1.33533	0.917832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.1311705e-28de-47d0-83a5-4d4ef302cdd6.fc.signal	0.895968	0.874542	1.59381	1.58584	1.36795	0.965534	0.269678	0.597629	1.04711	0.521831	0.627996	0.480454	0.539163	0.459623	1.15221	0.818113	0.713	1.25541	1.06592	0.788665	2.06695	3.58419	4.63618	4.57553	2.39335	2.09035	1.89409	0.884239	0.769858	1.1984	2.28158	1.64391	1.17807	0.277718	0.452769	1.14319	0.778477	0.165842	0.276587	0.98238	1.17372	0.836907	1.26968	1.90358	1.13388	1.10905	0.700349	0.768736	1.29744	1.32757	1.91762	0.915033
