	chr22:30522850-30522999	chr22:30523000-30523109	chr22:30523110-30523149	chr22:30523150-30523219	chr22:30523220-30523299	chr22:30523300-30523449	chr22:30523450-30523599	chr22:30523600-30523679	chr22:30523680-30523749	chr22:30523750-30523899	chr22:30523900-30523979	chr22:30523980-30524049	chr22:30524050-30524129	chr22:30524130-30524199	chr22:30524200-30524349	chr22:30524350-30524499	chr22:30524500-30524649	chr22:30524650-30524729	chr22:30524730-30524799	chr22:30524800-30524949	chr22:30524950-30524999	chr22:30525000-30525099	chr22:30525100-30525149	chr22:30525150-30525249	chr22:30525250-30525399	chr22:30525400-30525459	chr22:30525460-30525549	chr22:30525550-30525619	chr22:30525620-30525699	chr22:30525700-30525849	chr22:30525850-30525949	chr22:30525950-30525999	chr22:30526000-30526149	chr22:30526150-30526299	chr22:30526300-30526359	chr22:30526360-30526449	chr22:30526450-30526599	chr22:30526600-30526749	chr22:30526750-30526899	chr22:30526900-30526979	chr22:30526980-30527049	chr22:30527050-30527129	chr22:30527130-30527199	chr22:30527200-30527349	chr22:30527350-30527459	chr22:30527460-30527499	chr22:30527500-30527649	chr22:30527650-30527679	chr22:30527680-30527799	chr22:30527800-30527949	chr22:30527950-30528019	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	1.18593	1.38065	1.1065	0.699513	0.5338	0.39525	0.675424	1.20791	0.95219	0.816365	0.750543	0.669299	0.568826	0.81546	0.920873	0.926258	1.0986	0.790968	0.983634	0.928906	0.874474	0.573997	0.49689	0.361888	0.357584	0.815477	0.978332	0.711602	0.050475	0	0.352735	0.53854	0.376696	0.308285	0.426576	0.475795	0.751914	0.751381	0.185209	0.820762	1.07282	0.910567	0.42223	0.770643	0.396502	0	0.204541	0.2692	0.480183	0.874188	0.796212	0.606061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.62553	0.47817	0.228097	0.0704763	0	0	0.0955368	0.589553	0.89964	0.53453	0.397545	0.516112	0.907808	1.23475	0.867259	0.669073	0.426073	0.040134	0	0.0196028	0.154333	0.282362	0.2205	0.19847	0.207081	0.109394	0.00110111	0	0	0	0	0	0.0807883	0.189471	0.300221	0.505266	0.235098	0	0.194104	0.359713	0.413905	0.434226	0.530079	0.543637	0.137255	0.14378	0.0996875	0	0.0191707	0.293733	0.599657	0.458746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.651284	0.269915	0.196808	0.291495	0.554587	0.687805	0.355508	0.466533	0.29579	0.0232577	0.110401	0.241043	0.323615	0.520873	0.477056	0.295119	0.305082	0.104481	0.190084	0.210033	0.0848566	0.0063082	0	0	0	0	0	0	0	0.132104	0.182072	0.115684	0.0207875	0.229924	0.31062	0.43766	0.428678	0.0989192	0.878592	1.00046	0.424961	0.200871	0.16952	0.264629	0.345643	0.175024	0.180098	0.35991	0.276637	0.139849	0.0235336	0.548682
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.768c3dd3-4d38-474a-b6d5-c316c21bc08d.fc.signal	0.106735	0.142335	0.300804	0.342362	0.526974	0.424944	0.366314	0.250106	0.294689	0.161096	0.233345	0.527754	1.04239	1.13128	0.649123	0.408014	0.882756	0.702034	0.793263	0.831989	0.760257	0.48822	0.71319	0.651977	0.77676	0.447465	0.170291	0	0.085668	0.361218	0.871753	1.25342	0.998223	0.370549	0.366165	0.345213	0.367052	0.716801	1.52124	1.50677	0.963406	0.550574	0.160166	0	0	0	0	0	0	0	0.0380971	0.496855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	0.478121	0.377736	0.495864	0.493895	0.457058	0.789906	1.16119	1.36229	1.54691	1.54495	1.48345	1.3382	1.11091	1.03899	0.388353	0.316815	0.560791	0.290242	0.110503	0.26897	0.314928	0.492809	0.349638	0.653507	0.588355	0.56593	0.42622	0.332721	0	0	0	0	0.124859	0.847593	1.2183	0.948404	0.381216	0.211735	0.336078	0.522	0.419732	0.410828	0.0820151	0	0.114287	0.432357	0.598431	0.786229	0.455319	0.306543	0.514195	0.688889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.438677	0.249826	0.43702	0.972699	1.1291	1.33663	1.17891	0.864527	0.639869	0.320855	0.203442	0.220554	0.450289	0.897175	0.762605	0.23105	0.131041	0.160317	0.369247	0.459014	0.314875	0.5829	0.914197	1.15624	1.43735	1.24914	0.613356	0.322284	0.129665	0.449707	0.793033	0.729177	0.755449	0.743964	0.377107	0.141451	0.195733	0.855121	0.923887	0.978005	0.930695	0.638849	0.179008	0.0295583	0.0562264	0.375457	0.891902	1.09744	0.762854	0.209154	0.270143	0.58371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.af8f440a-d096-482c-84b1-79bcd318ff11.fc.signal	0.265899	0.0374333	0.157454	0.535699	0.89212	1.07581	0.911759	0.549327	0.507247	0.885956	0.821941	0.800629	0.507935	0.785988	1.85396	1.56533	0.757591	0.760292	0.230979	0.0445279	0.836776	1.18837	0.625805	0.537896	0.239072	0.7032	0.124974	0.35149	0.246043	0.318684	0.302281	0.267132	0.283535	0.471088	0	0.355476	1.1133	0.711889	0.377315	0.300479	0	0	0	0	0	0	0.344774	0.750064	0.570208	0.58336	0	0.549068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.203585	0.0243131	0	0	0.0579709	0.228058	0.274056	0.415998	0.370787	0.209639	0.35392	0.29833	0.0807429	0.0851821	0.0960007	0	0.0077172	0.305228	0.396394	0.503361	0.361731	0.0524605	0	0.131188	0.101618	0	0.0112801	0.144431	0.143861	0.041373	0	0	0	0	0.0401853	0.114757	0.391413	0.338907	0.32483	0.857654	1.21149	1.10658	0.657971	0.228632	0	0	0	0	0	0	0	0.586047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.0571909	0.241257	0.315271	0.266204	0.245944	0.38703	0.322913	0.254588	0.218189	0.240444	0.76696	0.922128	0.783335	0.89241	0.838217	1.22071	1.15658	0.329874	0.0973666	0.164388	0.0655736	0	0	0.076275	0.18626	0.0816732	0	0	0	0	0	0.0627154	0.220628	0.156511	0.0523832	0.264017	0.212946	0.212838	0.068301	0.299239	0.423775	0.499714	0.248818	0.0274523	0.0908015	0.212646	0.160426	0	0	0	0	0.508929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.fc38d8a2-8f66-4203-ae35-4bfe2174aadb.fc.signal	0.281076	0.298874	0.297435	0.168158	0.399271	0.817288	0.187398	0.266525	0.259123	0.0533388	0	0	0.0855785	0.33495	0.244498	0	0	0	0	0	0	0.172343	0.271601	0.300029	0.337182	0.343305	0.290273	0.452137	0.468878	0.198714	0	0	0	0	0	0	0.0680523	0.26285	0.23027	0.491199	0.462213	0.571712	0.315524	0.167444	0	0	0.111058	0.15116	0.181447	0.117863	0	0.570423
