	chr11:1445298-1445347	chr11:1445348-1445447	chr11:1445448-1445597	chr11:1445598-1445747	chr11:1445748-1445897	chr11:1445898-1446047	chr11:1446048-1446117	chr11:1446118-1446197	chr11:1446198-1446277	chr11:1446278-1446347	chr11:1446348-1446437	chr11:1446438-1446497	chr11:1446498-1446647	chr11:1446648-1446797	chr11:1446798-1446867	chr11:1446868-1446947	chr11:1446948-1447097	chr11:1447098-1447247	chr11:1447248-1447397	chr11:1447398-1447457	chr11:1447458-1447547	chr11:1447548-1447637	chr11:1447638-1447697	chr11:1447698-1447757	chr11:1447758-1447847	chr11:1447848-1447997	chr11:1447998-1448147	chr11:1448148-1448297	chr11:1448298-1448447	chr11:1448448-1448597	chr11:1448598-1448747	chr11:1448748-1448897	chr11:1448898-1448937	chr11:1448938-1449047	chr11:1449048-1449197	chr11:1449198-1449347	chr11:1449348-1449497	chr11:1449498-1449647	chr11:1449648-1449797	chr11:1449798-1449857	chr11:1449858-1449947	chr11:1449948-1449997	chr11:1449998-1450097	chr11:1450098-1450197	chr11:1450198-1450247	chr11:1450248-1450307	chr11:1450308-1450363	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0	0	0.142157	0.39488	0.0684459	0	0	0	0	0.174875	0.39488	0.39488	0.234295	0.689724	0.620526	0.236928	0	0	0	0	0	0	0	0	0	0.0368555	0.937125	0.834465	0.0078976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375136	0.39488	0.637061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0	0	0	0	0	0.259536	0.32442	0.0405525	0.287923	0.32442	0.196126	0.106565	0.274931	0.255197	0.926784	0.836578	0.20474	0	0	0	0	0.273955	0.32442	0.32442	0.0144187	0	0	0	0	0	0	0	0	0	0.0670468	0.32442	0.272513	0.20114	0	0	0	0	0	0	0	0	0	0.558952
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.2877	0.243085	0.0392999	0.250294	0.3941	0.122731	0	0	0	0	0.0623047	0.14378	0.0968119	0.00670973	0.283552	0.50482	0.524976	0.218272	0.0642217	0	0.0686964	0.319651	0.43148	0.285283	0.418425	0.626436	0.284565	0.326018	0.436277	0.876349	0.584863	0.225335	0.424291	0.522983	0.309757	0.00479267	0.122222	0.170193	0.0880684	0	0	0	0	0	0	0	0	0.228146
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0	0.07106	0.253232	0.0803305	0.523581	0.430673	0.21964	0.353692	0.4942	0.305705	0.231255	0.185181	0.0533559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07752	0.127477	0.316481	0.212514	0.172394	0.330799	0.130973	0	0	0	0	0	0	0	0	0	0	0	0.298749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.56258	0.332836	0.0637591	0.0975139	0.328172	0.932008	1.04479	0.552032	0.28129	0.381751	0.465691	0.231756	0.0722267	0.485694	0.773579	0.355754	0.0476696	0.204045	0.372045	0.20636	0.0185724	0.152639	0.151728	0.251344	0.193687	0.481326	0.385828	0.275941	0.0637591	0.0563368	0.368409	0.383849	0.151947	0.016251	0	0	0	0.0785866	0.208957	0.257125	0.127188	0	0	0	0	0	0	0.657767
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.34194	0.660084	0.223407	0	0.0820792	1.15825	1.07976	0.927669	0.538642	0.00976971	0.488255	0.54192	0.199149	0	0	0	0	0	0	0.028495	0.294867	0.337457	0	0	0	0.250756	0.17097	0	0	0.0843452	0.337381	0	0	0	0	0	0.487844	0.243962	0	0.153873	0.28478	0.297557	0.0615492	0	0	0	0.128227	0.764128
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.227888	0.279575	0.473903	0.738019	0.288204	0.0924417	0.20063	0.259934	0.184444	0.235528	0.365861	0.365413	0.665496	0.620994	0.349291	0.296675	0.294937	0.410941	0.465772	0.369604	0.225215	0.193607	0.60325	0.905358	1.09248	0.628826	0.608779	0.689334	0.584944	0.593846	0.674381	0.292058	0.356413	0.398661	0.134872	0.0624205	0.231882	0.623598	0.65937	0.569027	0.546471	0.413002	0.19475	0.0187189	0.123564	0.138992	0.153513	0.397575
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000942.6.d7f763be-bfdd-4c86-bf20-202adde8af39.fc.signal	0.699282	2.01051	1.93266	0.451373	0.996185	1.59362	1.48276	0.127478	0	0.101012	0.577652	0.786032	1.02173	0.380993	1.68114	2.03455	2.3989	0.65131	1.17131	0.577328	0.885222	0.205366	0	0.382309	1.80748	2.65317	0.153505	0	0	1.47213	1.196	0.761321	0.491062	1.70007	2.77143	1.75382	2.27397	0.460966	1.11365	0.247221	0.591433	0.82263	0.224711	0	0	0	0	0.591898
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.35441	0.180749	0	0	0	0	0.126575	0.704306	1.06309	0.693507	0.140173	0.296555	0.231548	0.35441	0.20252	0	0.352047	0.0968721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00945093	0.35441	0.0850584	0.281165	0.366219	0.35441	0.181143	0.035441	0.35441	0.382752	0.35441	0.35441	0.35441	0.654687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.16241	0.103942	0.0822897	0.329161	0.362245	0.63125	0.204178	0	0	0	0	0	0.243621	0.499151	0.610215	0.446637	0.319416	0.147254	0	0	0.133537	0.18948	0.259862	0.16241	0.34107	0.29018	0.0734741	0.146152	0.16241	0.0443921	0.0552195	0.635584	0.4913	0.0605355	0	0	0.00649653	0.32483	0.195978	0.16241	0.0956414	0.113687	0.34919	0.39036	0.201391	0.0622572	0	0.235678
