	chr7:73537382-73537531	chr7:73537532-73537681	chr7:73537682-73537831	chr7:73537832-73537981	chr7:73537982-73538131	chr7:73538132-73538281	chr7:73538282-73538431	chr7:73538432-73538581	chr7:73538582-73538731	chr7:73538732-73538881	chr7:73538882-73539031	chr7:73539032-73539181	chr7:73539182-73539331	chr7:73539332-73539481	chr7:73539482-73539631	chr7:73539632-73539781	chr7:73539782-73539931	chr7:73539932-73540081	chr7:73540082-73540231	chr7:73540232-73540381	chr7:73540382-73540531	chr7:73540532-73540611	chr7:73540612-73540681	chr7:73540682-73540831	chr7:73540832-73540981	chr7:73540982-73541131	chr7:73541132-73541281	chr7:73541282-73541431	chr7:73541432-73541581	chr7:73541582-73541731	chr7:73541732-73541881	chr7:73541882-73542031	chr7:73542032-73542181	chr7:73542182-73542331	chr7:73542332-73542481	chr7:73542482-73542552	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0	0	0.333571	0.923332	0.167079	0.483452	0.158432	0	0	0	0	0	0.113928	0.148789	0	0.11498	0.48618	0.344511	0.0749768	0.0779171	0.268201	0.00376	0.251539	0.19083	0	0	0	0	0	0	0	0.0464823	0.237808	0.0249923	0.176786	0.261188	0.63943
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	1.49395	0.804182	0.0247919	0.0885932	0.432452	0.876773	0.51098	0.362915	0.398483	0.508015	0.285367	0.621079	1.17759	0.883194	0.829298	1.01785	1.20606	0.587305	0.307921	0.743161	0.73598	0.360102	0.53854	0.4703	0.371549	0.440539	0.49749	0.263451	0.260752	0.233358	0.0609803	0.0814447	0.767385	1.0639	0.547797	0.177194	0.578125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0.059832	0.404302	0.0529221	0	0.0166467	0.188259	0.0430003	0	0	0	0	0	0	0	0	0.402479	0.155703	0	0.220647	0.110171	0	0	0	0	0	0	0	0	0	0.323158	0.235024	0.14985	0.704209	0.0526718	0	0.397739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0.693193	1.10031	0	0.593797	0.764062	0.321704	0.601375	0.575462	0.465147	0.254552	0	0	0.0165046	0.588664	0.582511	0.814229	1.67967	0.228421	0.849107	1.94755	0.291581	0	0	0	0	0	0.277023	0.83167	0.390611	0	0	0.110031	0.247709	0.417774	1.56623	1.01654	0.326531
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.117429	0	0.170051	0	0.146576	0.0184667	0	0	0	0.029531	0.198906	0	0.105886	0.12156	0	0.145122	0.380354	0.39192	0.0927233	0.291806	0.0251986	0	0	0	0.255094	0	0	0	0	0	0.0693983	0.0558236	0.204633	0.102981	0.140065	0	0.708353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263699	0.330462	0.158892	0	0	0	0	0	0	0	0	0	0	0	0.350255	0.304034	0	0.748447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.142721	0.0792447	0.380939	0.375989	0.527154	0.632363	0.0458102	0.330831	0.430534	0.111798	0.894105	0.89195	0.51727	0.378583	0.189281	0.89537	1.64744	0.813103	1.09109	1.16808	0.943855	1.13695	0.652161	0.582216	0.361205	0.12082	0.306673	0.600156	0.635427	0.19257	0.737796	1.07094	0.705762	0.262875	0.134011	0.227566	0.762097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.340677	0.206005	0	0.134177	0.0795205	0	0	0	0	0.35924	0.182171	0.155171	0.0916236	0.158515	0.151045	0.193259	0.0734068	0.239512	0.196882	0.0878237	0.0287719	0	0	0	0.264297	0.184284	0.157611	0	0.0759146	0.129582	0.0678944	0.555269	0.354015	0	0	0	0.55192
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.310156	0.180139	1.02627	0.750782	0.166189	0.504221	0.364893	0.277849	0.0347401	0	0.161255	0.295241	0.257998	0.166574	0.536558	0.370091	0.0107814	0.278321	0.395641	0.597228	0.396908	0.318846	0.450912	0.435922	0.270637	0	0	0	0	0.148508	0.449261	0.548533	0.54004	0.213203	0.0706737	0.35925	0.885488
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.276588	0.801865	0.469218	1.08577	1.74332	1.20363	1.64107	1.30174	0.69859	1.50388	1.62461	0.141523	0.480682	0.157091	0.852595	2.91621	4.41942	4.22588	2.01176	2.0495	1.09751	0.754346	0.06066	0	0	0.342585	1.1214	0.850224	0.102719	0.172013	0.325399	0.660772	0.984659	1.46376	1.06001	0.743303	0.716788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.517245	1.07787	0.530091	1.4556	0.474069	0.56861	0.361551	0.286067	0.531103	0.10565	0.267189	0.481308	0.9859	1.00109	0.589346	0.689936	1.22313	0.439705	0.556701	0.59197	0.843506	0.844483	0.394738	0.609815	0.873457	0.48994	0.451859	0.867598	0.373966	0.521747	0.33891	0.609036	0.556867	1.01073	0.518777	0.750941	0.764398
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	0.575977	0.460786	0	0.518454	0	0	0	0	0	0.201621	0.316833	0	0	0	0	0	0.73561	0	0.160293	0.230952	0	0	0	0	0	0.412656	0.225173	0	0	0	0	0	0.324486	0.418224	0.0814508	0	0.25
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.713406	1.05944	0.970373	0.936238	0.850746	0.587353	0.234403	0.799242	0.279727	0.275293	0.427273	1.4547	0.529401	0.218881	0.22658	0.200586	1.22027	0.39754	0.443014	0.619983	0.897474	0.731877	0.048158	0.215365	0.232304	0.0941339	0	0.192889	0.401372	0.509465	1.06989	0.780649	0.743852	0.833264	0.431362	0.331192	0.778549
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0.737936	0.388874	0.480733	1.22457	0.795977	0.830548	0.118062	0	0	0.229375	0.218355	0.113294	0.446871	0.0337321	0	0	0.0786379	0.90332	0.829815	0.021434	0	0	0	0	0	0	0	0	0	0	0.192276	0.697943	0.874416	0.85436	0.175406	0.35836	0.234899
