	chr7:128474582-128474731	chr7:128474732-128474881	chr7:128474882-128475031	chr7:128475032-128475181	chr7:128475182-128475331	chr7:128475332-128475481	chr7:128475482-128475631	chr7:128475632-128475781	chr7:128475782-128475931	chr7:128475932-128475971	chr7:128475972-128476081	chr7:128476082-128476231	chr7:128476232-128476381	chr7:128476382-128476531	chr7:128476532-128476681	chr7:128476682-128476831	chr7:128476832-128476981	chr7:128476982-128477131	chr7:128477132-128477191	chr7:128477192-128477281	chr7:128477282-128477431	chr7:128477432-128477581	chr7:128477582-128477731	chr7:128477732-128477881	chr7:128477882-128477961	chr7:128477962-128478031	chr7:128478032-128478091	chr7:128478092-128478181	chr7:128478182-128478331	chr7:128478332-128478481	chr7:128478482-128478631	chr7:128478632-128478781	chr7:128478782-128478931	chr7:128478932-128479081	chr7:128479082-128479121	chr7:128479122-128479231	chr7:128479232-128479381	chr7:128479382-128479481	chr7:128479482-128479531	chr7:128479532-128479601	chr7:128479602-128479673	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0	0.188183	0.414814	0.0770431	0	0	0.0529248	0.280795	0.371944	0	0	0.31926	0.398543	0.200997	0	0.288804	0.460885	0.133731	0.218212	0.30795	0.196491	0.396664	0.242572	0.499924	0.129556	0	0	0	0	0	0.0837976	0.269034	0	0	0	0	0.281675	0	0	0	0	0.618234
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0.281134	0.570786	0.63894	0.085192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0	0	0.31055	0.549284	0.47029	0.692887	0.206219	0.821842	0.536717	0.309198	0.256267	0.150671	0.257457	0.353665	0.296008	0.259171	0.21505	0	0.00548133	0.181519	0.355841	0.426509	0	0.143609	0.53854	0.53854	0.089752	0	0.100523	0.786213	0.218979	0.707249	0.601232	0.135299	0.2692	0.697607	0.70724	0.1346	0	0	0.108428	0.641509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.262293	0.26217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595349
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0	0	0	0	0.275077	0.330092	0	0	0	0	0	0	0	0	0.275077	0.330092	0	0	0	0	0.264588	0.0773036	0	0	0	0	0	0	0	0	0	0	0.308086	0.297083	0	0.0225063	0.588664	0	0	0	0.424077	0.636364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0	0	0	0	0	0.348143	0	0.293536	0	0	0	0.0999747	0.390706	0.755611	0.260351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269433	0.0787107	0.348143	0	0	0	0	0	0	0	0.685371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245567	0.55145	0	0	0	0	0	0	0	0	0	0	0	0.615809
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.0813864	0	0	0.113898	0.157798	0.270245	0.433618	0.174582	0.170108	0	0	0	0.225835	0.057133	0	0.134874	0.45691	0.298733	0.459486	0.631617	0.4192	0.246882	0.14296	0	0	0	0	0.0616333	0.562314	0.633014	0.454311	0.113898	0.55117	0.519398	0.011094	0.165443	0.299091	0.552479	0.652567	0.225053	0.0246533	0.618644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0	0.299458	0.562544	0.0467029	0.000853867	0.182261	0.0553955	0	0.146699	0.318247	0.104052	0.25226	0.162462	0.179566	0.153487	0.160653	0.182442	0	0	0.149529	0.0618324	0	0	0	0	0	0.024248	0.18186	0.219441	0.267935	0.0836576	0.12274	0.229546	0.113244	0.356097	0.196229	0	0	0	0	0	0.651163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0	0	0.171243	0.295575	0	0	0	0	0	0	0	0	0.223951	0.255086	0	0	0	0	0	0	0.178462	0.329323	0.241937	0.192858	0.0291996	0	0	0	0	0.0299483	0.307776	0.141334	0.0382711	0.458269	0.570396	0.261322	0.356856	0.114986	0	0	0	0.670347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.17189	0.535894	0.166835	0.540949	1.07179	0.546005	0.829118	0.899897	0.192113	0	0	0.0671625	0.434608	0.346366	0	0	0	0	0	0.272871	0.772338	0.722951	0.394337	0.707784	0	0	0	0	0	0	0	0.187057	0.482887	1.11225	2.02869	0.641142	0.495449	1.02376	0.71284	0.108334	2.02237	0.642365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0	0	0.19658	0.0982891	0.192892	0.437874	0.838944	0.323258	0.662247	0.36859	0.325028	0.186751	0.70616	0.576964	0.318922	0.16841	0.487628	0.393523	0.818065	1.01446	0.117279	0.171411	0.231797	0.922826	0.195811	0.286971	0.301013	0.227293	0.62422	1.63292	0.565236	0.036858	0.370315	0.369331	0.248794	0.182615	0.374732	0.270499	0.0958308	0.18429	0.06143	0.619792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518454	0	0	0	0	0.605442
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0	0	0	0	0.525452	0.0243334	0.232029	0.859882	0.13262	0	0	0.01396	0.410396	0.113963	0	0	0	0.256158	0	0.292815	0.177158	0.492041	0.0470222	0.413507	0.213763	0	0	0.127548	1.0643	0.529753	0.543181	0.0648764	0	0	0	0.0888364	0.885586	0.34059	0.341828	0.407408	0.367785	0.568421
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0	0	0	0	0	0	0	0.379688	0.232712	0	0	0.0632467	0.442272	0.71344	0.587899	0	0	0	0	0	0.09186	0.4593	0.06124	0	0	0	0.099515	0.4593	0.36744	0.4593	0.300076	0.394998	0	0	0	0	0	0	0.018372	0.4593	0.4593	0.711538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0.0819536	0.299693	0.5744	0.569577	0.376022	0.561552	0.661148	0.291658	0.177566	0.123533	0.317735	0.368644	0.309932	0.621795	0.784916	0.329143	0.182387	0.326207	0.24104	0.158015	0.177566	0.349508	0.0546357	0.12052	0.072312	0	0	0.0133911	0.271572	0.31978	0.150248	0.12052	0.0409768	0.258716	0.36156	0.149007	0.0490115	0.12052	0.12052	0.137737	0.219279	0.663265
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0	0	0	0	0.13934	0.376617	0.444898	0.20797	0.0658133	0.39488	0.865086	0.935973	0.430809	0.0816631	0.095257	0.534037	0.737109	0.347494	0	0.298354	0.39488	0.344862	0.78976	0.107934	0	0	0	0	0	0.160585	0.39488	0.0500181	0.138775	0.305654	0	0	0	0	0	0	0	0.51831
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.c3c561b3-1ba8-48ab-9c44-6537af372fb5.fc.signal	0	0	0	0	0.126244	0.183243	0	0	0	0	0	0	0.0977445	0	0.183243	0	0	0	0	0.20362	0	0.126244	0	0	0	0	0	0.305406	0	0	0.366487	0.183243	0	0	0	0	0	0	0	0	0.381757	0.310463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0	0	0.189337	0.271225	0	0.219132	0.601574	0	0	0	0	0.257601	0.202564	0.0239099	0.417853	0.170223	0.194531	0.909867	0.639877	0.787515	0.44983	0	0.244071	0.14961	0	0	0.0170533	0.477667	0.429706	0.672373	0.454418	0	0	0.317313	0.5118	0.00930182	0	0	0	0	0.234497	0.717691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.153473	0.962697	0	0	0	0	0.0767367	1.03943	0	0	0	0	0	0	0.790573	0.722568	0	0	0	0	0.721326	0.231564	0	0	0	0	0	0	0	0.350342	0.712508	0	0	0	0	0.513664	2.56004	0.617382	0	0	0	0.747423
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.ad6f214b-6bc2-494d-ba70-0c0eed50632c.fc.signal	0	0	0.544426	0	0	0	0.544426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785185
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735319	0.723647	0	0.175076	1.52491	0.202973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125054	1.75076	0.334661
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	0.151657	0.174852	0.0049736	0	0.12292	0.285759	0.116377	0.0911827	0.418492	0.708488	1.16387	1.2703	1.13855	1.76696	2.16395	0.91099	2.42566	1.58011	0.885502	0.94282	0.573887	0.446238	0.893728	0.753202	0.481666	0.268139	0.12434	0.136761	0.434202	0.690241	0.28591	0.240328	0.789713	0.465694	0.115014	0	0.136694	0.49723	0.415166	0.117174	0	0.649606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0	0.509214	0.230242	0	0	0	0.200135	0.161338	0	0	0	0.0684271	0.235481	0	0.0588205	0.310906	0.151254	0.823619	0.285701	1.15698	0.620203	0.158012	0.30973	0.389431	0	0	0.0462165	0.327714	0.548276	0.773886	0.217297	0	0.0668099	0.585045	0.155628	0	0.184866	0	0.211756	0.34572	0.325613	0.61079
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.ba7ad3ac-45d8-4d57-96d9-67d86c9899a4.fc.signal	0.278975	0	0.818403	0.661575	0.248672	0.215653	0	0	0	0.031654	0.423743	0.523339	0.708341	0.143734	0.113764	0.206042	0.187886	0.371485	0.126478	0	0.231276	1.63773	1.11442	0.433921	0.054205	0	0.162615	0.37823	0.291984	0.346912	0.225493	0	0.769154	0.951834	0.637076	0.317346	0.515901	0.861826	0.866062	1.65291	1.5453	0.565934
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112249	0.116472	0.132109	0.0894645	0.17682	0.0821093	0.312219	0.229148	0.336914	0.105071	0	0.180359	0.38381	0.254546	0	0	0	0	0	0	0	0	0	0	0	0.155702	0.848635
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001246.1.335d5648-b9ca-4211-8bfb-0a3facdceb71.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1876	0.00365513	0	0	0	0	0.513011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650685
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0	0	0	0	0	0	0.0358657	0.514193	0.259777	0	0	0	0	0.0645935	0.292099	0.125218	0.261063	0.663101	0.650927	0.70431	0.499066	0.0736428	0	0.0274829	0.400078	0.444276	0.338555	0.0759864	0	0.165956	0.11012	0	0	0	0	0.0899818	0.493486	0.330211	0	0	0	0.812877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0	0	0	0	0	0.513035	0.331744	0	0	0	0	0	0	0	0.324041	0.10814	0.248722	0.183838	0	0	0	0	0	0.0951632	0.32442	0.32442	0.032442	0	0.0454188	0.297376	0.0618048	0.313606	0.118954	0	0	0	0.0514353	0.264274	0.32442	0.064884	0	0.44523
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.bb5f2209-5784-4d8e-bc4f-dc5a3678ac34.fc.signal	0.354431	0.037145	0.235883	0.404553	0.642561	1.02182	0.778726	0.357045	0.201355	0.163725	0.218595	0.461263	0.625435	0.68734	0.677568	0.463865	0.411096	0.730343	0.770425	0.73404	0.415008	0.476469	0.553779	0.156808	0.19549	0.255536	0.257396	0.199834	0.40397	1.03976	0.441083	0.15053	0.396763	0.545936	0.39085	0.342934	0.930311	0.922235	0.472045	0.995073	1.34691	0.664105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.e4c527ec-18d1-4382-887e-2c78b7a5a939.fc.signal	0.277646	0.114762	0	0.27824	0.926217	0.45352	0.387593	0.967289	0.761257	0.652418	0.540147	0.813133	1.12291	1.17228	0.221082	0.053062	0.405978	0.157952	0	0	0.0236869	0.134395	0	0.235384	0.0713349	0	0.003085	0.366077	0.0876117	0	0	0	0	0	0	0.0824531	0.42445	0.217191	0.126078	0	0	0.725104
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0	0	0	0.00279627	0.377254	0.171745	0.317324	0.218005	0.1788	0.644889	0.735927	0.0977585	0.758304	1.20361	0.601069	0.286337	0.00570767	0	0	0	0	0	0.421026	0.530379	0.300232	0.218708	0.0489347	0.020972	0.20501	0.0722349	0	0	0	0	0	0	0	0	0	0	0.0976572	0.684432
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.423589	0	0	0	0	0.288113	1.6353	0.403293	0	0	0	0.256065	0.167658	0.395285	0.21762	0.517547	0.179909	0.112238	0.042759	0.375454	0.116056	0.351833	0.366203	0.186062	0.141635	0.129492	0.223193	0.429195	0.174669	0.424826	0.194264	0	0.0036848	0.394171	0.096726	0	0	0.530388	0.209957	0	0.230273	0.657746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.2f01b19c-2e56-45af-86c9-ded8324ddd4a.fc.signal	0	0	0	0	0	0.0030436	0.45654	0.462627	0.356101	0	0.0120805	0.298931	0.167398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.655738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000013.3.153650ef-7ef6-43cd-b5dc-cf062deb8afd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.09140551-847e-4455-880b-7ea02a3132da.fc.signal	0	0	0.0812314	0.389578	0.507227	1.06507	0.934435	0.414259	0.5461	0.467824	0.237512	0.367172	0.845031	0.187458	0.0576795	0.35304	0.0600331	0.293082	0.664916	0.511219	0.168053	0.517391	0.352906	0.470784	0.503143	0.17659	0.138329	0	0	0.234205	0.390737	0.195396	0.771231	0.752102	0.414857	0.115586	0.316574	0.340705	0.17659	0.287501	0.193745	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.bb312763-aab5-42d7-8f1f-61e48149dd10.fc.signal	0.627874	0.530597	0.0280652	0	0	0.428546	1.49358	1.10902	0.0288877	0	0	0.030761	0.202137	0.12493	0.0600793	0.118207	0.105683	0.0596136	0.086955	0.103931	0.0345818	0	0	0	0	0.0850406	0.172841	0.372214	0.309895	0.220602	0.177132	0.063921	0	0	0	0	0	0	0	0	0	0.658692
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.103092	0.489687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489838	0.077319	0	0	0	0	0	0.541233	0.0966488	0	0	0.231957	0.453605	0	0	0	0	0.518859	0	0.084348	0.530924	0	0	0	0	0.7603
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.171605	0.182159	0.195616	0.354797	0.280441	0.24752	0.23511	0.0997151	0.236848	0.190554	0.0823467	0.116539	0.521734	0.317578	0.270437	0.183141	0.531175	0.460239	0.443463	0.552903	0.446818	0.67854	0.473047	0.439631	0.484658	0.677972	0.69269	0.63438	0.449694	0.41902	0.13133	0	0	0.232909	0.2877	0.13728	0.2877	0.348088	0.2877	0.332886	0.205746	0.452351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.728f2424-573a-4743-bf7a-a87d17545a80.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.ed370922-25ef-47f2-a418-4e72e927a2c1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.326083	0.645647	0.404648	0	0	0.279615	0.231634	0	0	0	0	0.387133	0.417797	0	0	0	0	0	0	0	0.026831	0.57495	0.203149	0	0	0	0	0	0	0	0.645038
