	chr6:31718453-31718502	chr6:31718503-31718602	chr6:31718603-31718722	chr6:31718723-31718752	chr6:31718753-31718872	chr6:31718873-31718902	chr6:31718903-31718972	chr6:31718973-31719052	chr6:31719053-31719202	chr6:31719203-31719352	chr6:31719353-31719502	chr6:31719503-31719652	chr6:31719653-31719772	chr6:31719773-31719802	chr6:31719803-31719952	chr6:31719953-31720042	chr6:31720043-31720102	chr6:31720103-31720252	chr6:31720253-31720352	chr6:31720353-31720402	chr6:31720403-31720462	chr6:31720463-31720552	chr6:31720553-31720702	chr6:31720703-31720852	chr6:31720853-31721002	chr6:31721003-31721152	chr6:31721153-31721302	chr6:31721303-31721452	chr6:31721453-31721552	chr6:31721553-31721602	chr6:31721603-31721752	chr6:31721753-31721822	chr6:31721823-31721902	chr6:31721903-31722052	chr6:31722053-31722202	chr6:31722203-31722332	chr6:31722333-31722352	chr6:31722353-31722392	chr6:31722393-31722502	chr6:31722503-31722562	chr6:31722563-31722652	chr6:31722653-31722722	chr6:31722723-31722802	chr6:31722803-31722952	chr6:31722953-31723102	chr6:31723103-31723172	chr6:31723173-31723252	chr6:31723253-31723322	chr6:31723323-31723402	chr6:31723403-31723462	chr6:31723463-31723552	chr6:31723553-31723563	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.363983	0.203602	0.229639	0.342544	0.255961	0.335898	0.169325	0.226924	0.864305	0.167424	0.494799	0.188566	0.176314	0	0.198003	0.526627	0.605865	0.704429	0.394134	0.193831	0.0162238	0.118882	0.320984	0.426608	0.389063	0.871735	0.642349	0.207229	0.226108	0.3197	0.249212	0.477212	0.399432	0.268299	0.329629	0.336331	0.407141	0.309703	0.401301	0.079847	0	0.172666	0.343807	0.109621	0.306334	0.259797	0	0.104133	0.437676	0.50919	0.707829	0.484575	0.811475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.473695	0.0226212	0.0160412	0.493264	0.894781	0.791641	1.54577	1.14275	0.427422	0.478542	0.426381	1.13966	0.641349	1.51575	1.24461	1.11799	0.261462	0.889554	0.880244	0.60051	0.671193	0.439294	0	0.623003	0.834775	0.32622	0.622761	1.80078	1.55285	0.755079	1.1114	0.926118	2.02395	0.949679	0.14201	0.609392	0	0.0631125	0.911979	1.50123	0.838979	0.730635	0.819464	0.440234	1.05882	0.275238	0	0	0	0	0.245049	0.385586	0.782031
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.10674	0.204906	0.137257	0	0	0.0118823	0.147874	0.108008	0.101503	0.0181212	0.122952	0.200449	0.25039	0.318522	0.28979	0.158012	0.089072	0.0628539	0.0780123	0.108548	0.12852	0.0465002	0	0	0	0	0	0	0	0.0521972	0.0806544	0.109385	0.247511	0.232155	0.241007	0.0685612	0.0869405	0.0823365	0.0478199	0	0	0	0	0	0.168063	0.163559	0.0419152	0.0828497	0.162991	0.0134883	0.101269	0.136858	0.848101
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159922	0.514395	0.550461	0.079964	0.426252	0.202309	0	0	0	0	0	0	0.0875704	0.165743	0.18416	0.333036	0.232444	0.0757802	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.469681	0.208062	0.270657	0.330022	0.329639	0.794179	0.910062	0.537914	0.57323	0.229191	0.466283	0.596922	0.189886	0	0	0.219014	0.919929	0.880966	0.429495	0.520651	0.297272	0.21681	0.106177	0.28619	0.248782	0.160484	0.232945	0.255007	0.446715	0.27213	0.311052	0.491091	0.842051	0.327682	0.079666	0.165681	0.448809	1.00161	1.58697	0.192644	0	0	0	0.211293	0.498229	0.107039	0.213587	0.36724	0.907003	0.926489	0.84564	0.681311	0.495413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.09140551-847e-4455-880b-7ea02a3132da.fc.signal	0.45312	0.357755	0.355047	0.455195	0.598161	0.670832	0.374203	0.226908	0.482609	0.617882	0.281291	0.336595	0.594324	0.35304	0.205165	0.652366	0.747129	0.18319	0	0.0975502	0.17659	0.175904	0.0258999	0.185952	0.49078	0.849825	0.795876	0.0593631	0.36828	0.803162	0.656924	0.401828	0.321959	0.124306	0.394263	0.696584	0.479769	0.226354	0.409098	0.52963	0.484505	0.388378	0.772345	0.518361	0	0	0	0.131181	0.194235	0.35304	0.192274	0.17659	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.69848b5e-1d71-4ca5-a68d-b2c1db7d8201.fc.signal	0.482766	1.00086	1.01113	1.26254	2.69855	2.12413	0.629127	0.366597	1.58897	0.717233	0.209825	0.36167	0.311645	0.59347	0.170808	0.469254	1.22317	0.969524	0.591678	0.57204	0.771887	0.596806	0.038997	0.724061	0.559438	1.19849	0.675645	0.687264	0.577174	0.599009	0.252633	0.176844	0.764916	0.915654	0.574607	0.700775	0	0	0.241096	0.681788	0.270255	0.25108	0.67793	0.198502	1.14625	0	0	0	0	0	0	0	0.137143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0	0	0	0	0.148538	0.45704	0.265815	0	0	0.33533	0.58824	0.0148456	0.29504	0.137112	0.291946	0.179363	0.22852	0.171939	0.131656	0.333639	0.232329	0.068556	0.0323099	0.506479	0.371726	0.675566	1.34245	0.728651	0.214809	0.580446	0.33364	0.176287	0.334211	0.0746499	0.160291	0.184561	0	0	0.394274	0.443327	0.129526	0.199139	0	0	0.221987	0.22805	0.011426	0	0	0	0	0	0.200916
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.3b07c369-960c-43eb-b4e5-3e3773e044bc.fc.signal	0.0804606	0.0172575	0	0	0.133821	0.212429	0.177676	0.0640522	0	0.142515	0.638326	0.684787	0.22725	0	0.27994	0.924494	0.710112	0.229709	0.269335	0.143816	0.0814813	0	0.0396116	0.294158	0.0504709	0	0	0	0.123992	0.15499	0.225189	0.115135	0	0	0	0.0810717	0.271127	0.30984	0.256346	0.0904108	0	0.143919	0.276934	0.317101	0.60213	0.225799	0	0	0	0	0.0615063	0.183655	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.f1517182-68cd-4431-ae69-970e870c1c44.fc.signal	0	0.121677	0.711042	1.58623	2.94059	2.01531	1.46511	0.410073	0.0989066	0.81016	1.10762	0.147124	0	0	2.26149	3.34586	1.80858	1.66991	0.840193	0.645393	0.488357	0.550168	0.262084	2.08425	1.73622	1.62771	1.09115	0.874135	1.80858	0.632968	0.278195	1.93751	3.52673	1.10921	1.68197	0.772085	0.90422	0.603344	0.473739	0	0	0	0.689515	1.80858	0.11454	0	0	0	0.203449	1.49205	3.50664	3.61717	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.4dfd78e7-f48b-44fa-ae63-a8e81a422336.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0682731	0.425712	0.28941	0.0772961	0.264889	0.0705034	0	0.0148149	0.253445	0.47904	0.347677	0.240392	0.162553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.04b53f1e-ede2-4352-b282-8fd62b69ea23.fc.signal	0	0	0	0	0	0.259135	0.6873	0.682867	0.27496	0	0	0	0	0	0.313717	0.43559	0.687578	0.797776	0.432578	0	0	0	0	0.634792	0.707487	0.570568	0.658333	0.607218	0.449531	0	0	0	0.141664	0.930439	0.792997	0.294531	0.264683	0.398768	0.243248	0	0.108835	0.615175	1.03079	1.49089	0.897679	0.500844	0.2073	0	0	0	0.412466	0.774786	0.411237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.f473421b-0068-43e9-8689-afd1d3e0454e.fc.signal	0.171471	0.127543	0	0	0	0	0	0	0	0.061897	0.269249	0.369363	0.353252	0.482758	0.43415	0.00217333	0.202411	0.0701702	0	0	0	0	0	0	0.164284	0.160516	0.351786	0.134653	0.305975	0.47601	0.40566	0.57169	0.471567	0.163293	0.263688	0.210377	0.247115	0.24217	0.112638	0	0	0	0	0	0	0	0	0	0	0.042231	0.28154	0.28154	0.189744
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.e1dc7d2c-ad1c-431d-b26b-8d6d2c33cf69.fc.signal	0.320726	0.348245	0.43558	0.450098	0.456421	0.421281	0.337574	0.338486	0.268567	0.212034	0.254802	0.329274	0.316258	0.340669	0.320144	0.257829	0.166566	0.353409	0.581196	0.802404	0.646314	0.535324	0.360126	0.103957	0.0103146	0	0.0791494	0.143211	0.225795	0.207436	0.263861	0.241267	0.270133	0.346659	0.29587	0.332563	0.442319	0.483079	0.440811	0.314647	0.280668	0.260699	0.251291	0.288803	0.192218	0.174006	0.112188	0.140342	0.135645	0.109387	0.088422	0.181206	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.e51e6c81-760c-43e7-86ae-cbe3dc54eb4c.fc.signal	2.08299	0.5648	0.409714	0.180772	0.520956	0.317922	0.51268	1.14574	1.92001	0.795981	0.402644	0.626691	0	0	0	1.14109	1.16801	0.240881	0.919646	1.75705	1.5641	0.915187	0.991926	0.448044	0.610204	0.622063	0.414056	1.14036	0.406144	0.336252	0.945698	0.512677	0.20004	1.51713	0.0194008	1.72158	0.729456	0.96992	0.8745	0.555724	0	0.350005	0.707283	0	1.04438	1.2176	0	0.325255	1.89043	0.986692	0.096099	0.455569	0.129568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003847.4.634ae276-c9fe-4e24-9f62-06eb5bf694ac.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187393	0.354237	0.0654697	0	0	0	0.00646686	0.21174	0.168834	0	0	0.119478	0.118525	0.225792	0.161622	0.0413578	0	0	0	0	0	0	0	0	0	0.0381607	0.19099	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.b3e823f8-bdfb-415e-8681-ed2acdcbeb38.fc.signal	0.505114	0.36383	0.565674	0.408711	0.674815	0.541836	0.430683	0.722688	0.803553	1.08521	0.528845	0.231834	0.503368	1.05541	0.489181	0.905599	1.67502	1.648	1.45501	1.56321	1.04387	0.516483	0.439829	0.82421	0.577949	1.02594	1.05657	0.770792	1.58084	0.562441	0.155073	0.306289	1.16999	0.49848	0.362316	1.26032	0.502886	0.741318	1.98991	1.20628	0.881565	0.961766	0.961189	0.0648221	0.870262	0.459168	0.266765	0.461665	1.1951	1.29089	0.458198	0.915924	0.573944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.7a6d8040-3df1-443f-8bf8-8f3e00d9a3bc.fc.signal	0.381829	0.292263	0.215915	0.145124	0.0556654	0.163109	0.254018	0.214652	0.0773138	0.533065	0.5081	0.603302	0.360373	0.587625	0.492478	0.0410868	0.0974852	0.289779	0.264886	0.320005	0.077046	0	0.130813	0.621681	0.283643	0	0	0	0.0498627	0.160128	0.588388	0.407982	0	0	0.0349704	0.457298	0.58283	0.500261	0.183679	0	0.051808	0.19428	0.19428	0.0336752	0	0	0	0	0	0	0.038856	0.300245	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003825.5.1834b585-ddc4-496a-932c-7a9bf9d8b90a.fc.signal	0.576549	0.615246	0.388313	0.209532	0.010434	0	0	0.258786	0.551272	0.305575	0.464668	0.00910267	0.194265	0.504073	0.517272	0.653369	0.780725	0.334214	0.167444	0.190556	0.184005	0.0725238	0.523873	0.678116	0.54786	0.18497	0.560554	0.445187	0.0068448	0	0.058732	0.1597	0.167924	0.16077	0.231152	0.31894	0.45281	0.735381	0.5717	0.250367	0.124925	0.262537	0.216292	0.0960065	0.265897	0.082379	0	0.0717116	0.312435	0.534938	0.549088	0.4106	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.0955c465-0a29-4812-9c6e-d756f9a18b54.fc.signal	0.180961	0.155154	0.21356	0.290278	0.36616	0.226703	0.204339	0.0396326	0	0.0514584	0.0930505	0.188098	0.35406	0.262181	0.203579	0.0448999	0.226177	0.429098	0.20421	0.0441496	0	0	0.0942567	0.258727	0.0226862	0.0179456	0.179856	0.0615874	0.137156	0.272095	0.180986	0	0	0	0	0	0	0	0	0.0562122	0.340791	0.559151	0.398559	0.0882039	0.462413	0.421926	0.14126	0	0	0	0	0	0
