	chr12:80646397-80646546	chr12:80646547-80646696	chr12:80646697-80646806	chr12:80646807-80646846	chr12:80646847-80646996	chr12:80646997-80647146	chr12:80647147-80647246	chr12:80647247-80647296	chr12:80647297-80647376	chr12:80647377-80647446	chr12:80647447-80647506	chr12:80647507-80647596	chr12:80647597-80647746	chr12:80647747-80647816	chr12:80647817-80647896	chr12:80647897-80648046	chr12:80648047-80648196	chr12:80648197-80648346	chr12:80648347-80648496	chr12:80648497-80648566	chr12:80648567-80648646	chr12:80648647-80648796	chr12:80648797-80648876	chr12:80648877-80648946	chr12:80648947-80649096	chr12:80649097-80649246	chr12:80649247-80649396	chr12:80649397-80649546	chr12:80649547-80649646	chr12:80649647-80649696	chr12:80649697-80649846	chr12:80649847-80649916	chr12:80649917-80649996	chr12:80649997-80650146	chr12:80650147-80650296	chr12:80650297-80650446	chr12:80650447-80650596	chr12:80650597-80650746	chr12:80650747-80650816	chr12:80650817-80650896	chr12:80650897-80650966	chr12:80650967-80651046	chr12:80651047-80651156	chr12:80651157-80651196	chr12:80651197-80651346	chr12:80651347-80651423	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0	0.396498	0.459276	0	0	0.981298	0.672926	0	0	0.381042	1.03986	1.22091	0.695522	0.852077	0	0.558085	0.704583	1.50675	1.63835	1.33582	0.745567	0	0.0392404	1.04641	0.759904	1.98104	0.0697607	0	0.728761	0.915173	1.5711	1.02861	0.603816	0	0	0	0	0.676678	0.941769	0	1.03146	1.91507	0.737779	0	1.26697	0.710149	0.39604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.673731	1.46461	0.306002	0	0	0.0331632	0.264665	0.0663264	0.787319	1.67566	1.86005	0.566777	0.257859	0.706414	1.27424	0.427304	0	0.401485	0.0221088	0	0	0	0	0	0.825112	0.445697	0	0.417507	0.580011	0.12417	0.260681	0.918269	0.539439	0	0	0	0	0	0	0	0	0	0	0	0	0.129198	0.710526
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.811653	2.79425	1.1318	0.2729	0.256117	1.59939	1.29305	0.952739	0.773214	1.39469	0.908551	0.135502	0.729763	1.00591	1.18007	0.676151	0.616942	0.314049	0	0.222151	0.47822	0.139722	1.04717	0.396791	0.503034	0.413615	0.21676	0.291646	0.370685	0.350522	0.927746	0.239121	0.276984	0	0.277247	0.111575	0.318817	0.81906	0.784039	0.164827	0.118425	0.729291	0.134183	0	1.61876	0.592338	0.58642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.4878d059-ae9d-4e75-b9f6-57c37838f3e3.fc.signal	0.878217	1.51229	0.681824	0	0.500219	0.465806	0.356624	0.227423	0.245148	0.779208	0.845541	0.974029	0.767527	0.353333	0.479953	0.546459	0.196791	0.488398	0.371225	0	0.21385	0.184125	0	0	0.166475	0.851851	0.591375	0.0521264	0.123628	0.324682	0.318455	0.265374	0.183923	0.324561	0.128298	0	0	0.233168	0.483134	0.303545	0.138844	0.197755	0.154166	0	0.323636	1.5351	0.57037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.d51ed427-007f-40d3-b98a-eaa67c358ae9.fc.signal	0.665168	0.622011	0.269563	0.19315	0.0347657	0.104296	0.19315	0.19315	0.135202	0.18904	0.314751	0.219473	0.40242	0.510543	0.620139	0.943683	0.864148	0.949155	0.685163	0.340844	0.2898	0.222145	0.108643	0	0.13418	0.320256	0.502907	0.571149	0.555377	0.44818	0.391235	0.369277	0.34042	0.393454	0.256939	0.191237	0.218923	0.19315	0.117266	0.0205211	0	0	0	0	0	0	0.497326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	3.13811	3.27445	2.18366	1.03582	0.264879	0	0	0	0	0.113532	0.316932	0.56756	0.42002	0.0121641	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0700034	1.46148	3.01944	3.2843	1.97027	0.407979	0.149484	0	0	0	0	0	0	0	0	0	0	0	0.15113	0.794872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.23ce8c02-fb50-4a0a-991c-771c3456cdf5.fc.signal	1.13667	1.63007	0.42758	0	0	0	0	0.082992	0.194513	0.595344	0.95105	0.93376	0.66864	0.6917	0.6917	0.402335	0	0	0	0	0	0	0	0	0	0	0	0.0507207	0.781608	1.2105	1.63355	1.69957	1.5282	0.702061	0.0610913	0	0	0	0	0	0	0	0	0	0	0.384006	0.374046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.69e2f510-56a8-481d-8e3a-d02fd1396e2d.fc.signal	2.08754	3.29397	1.84104	0.521126	0.107364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378151
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.fb9aae7d-4076-4e4e-92a7-34572e1b705b.fc.signal	2.64143	3.7803	2.36634	0.75593	0.268082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.eca9fb65-4b68-4689-9dc2-ca87771c92ab.fc.signal	0	0.637924	0.89528	0.46563	0.0714076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132728	0.46563	0.712433	1.00446	0.887617	0.336816	0	0	0	0	0	0	0	0	0	0	0	0.0181457	0.575342
