	chr8:22226288-22226437	chr8:22226438-22226587	chr8:22226588-22226737	chr8:22226738-22226887	chr8:22226888-22227037	chr8:22227038-22227087	chr8:22227088-22227187	chr8:22227188-22227337	chr8:22227338-22227487	chr8:22227488-22227637	chr8:22227638-22227747	chr8:22227748-22227787	chr8:22227788-22227937	chr8:22227938-22228087	chr8:22228088-22228237	chr8:22228238-22228387	chr8:22228388-22228537	chr8:22228538-22228687	chr8:22228688-22228837	chr8:22228838-22228987	chr8:22228988-22229097	chr8:22229098-22229137	chr8:22229138-22229227	chr8:22229228-22229287	chr8:22229288-22229437	chr8:22229438-22229587	chr8:22229588-22229647	chr8:22229648-22229737	chr8:22229738-22229887	chr8:22229888-22230037	chr8:22230038-22230187	chr8:22230188-22230287	chr8:22230288-22230337	chr8:22230338-22230487	chr8:22230488-22230637	chr8:22230638-22230787	chr8:22230788-22230937	chr8:22230938-22230997	chr8:22230998-22231087	chr8:22231088-22231237	chr8:22231238-22231317	chr8:22231318-22231387	chr8:22231388-22231409	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0.322371	0.186854	0.356416	0.612375	0.339583	0.263997	0.1437	0.316356	0.337848	0.176586	0.111513	0	0.182251	0.544726	0.628656	0.656891	0.43672	0.592726	0.699715	0.416912	0.503568	0.458953	0.289563	0.350604	0.510171	0.790494	0.756615	0.56932	0.295379	0.404134	0.758895	0.272367	0.24345	0.414589	0.334242	0.257109	0.464902	0.48208	0.362899	0.265947	0.338963	0.581845	0.66274	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.197994	0.256417	0.0114216	0.24348	0.325623	0.157952	0.358312	0.537757	0.40963	0.387566	0.0747578	0.196134	0.716682	0.40541	0	0.61339	0.573892	0.0105301	0.39488	0.200073	0	0	0	0	0	0	0	0.324679	0.318051	0.265553	0.229614	0.0473856	0.39488	0.39488	0.0473856	0	0.246854	0.56292	0.671296	0.279049	0	0	0	0.441509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0	0.766929	1.52942	4.52597	2.6312	3.11059	2.36154	0.350645	0.599094	0.698189	0.631846	3.38139	3.16227	1.59469	1.45691	1.5782	4.60662	3.02833	4.92012	10.6941	3.43684	7.73933	7.26428	2.70529	1.35045	2.57802	4.82106	1.47105	4.93038	0.389611	1.32984	0.924564	2.99581	1.36799	1.39388	0.624577	2.71354	3.93441	0.636657	0	0	0.269964	2.09973	0.985149
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.415212	0.390293	0.32284	0.361173	0.333068	0.32442	0.22385	0.0849657	0.3176	0.0346048	0.32442	0.32442	0.0756032	0.139608	0.159557	0.179911	0.182637	0.194053	0.203303	0	0	0	0	0	0	0	0	0	0.301021	0.109987	0	0	0.0129768	0.482241	0.378448	0	0.317932	0.257169	0	0	0	0	0	0.447245
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.11401	0.167863	0.393193	0.331483	0.591519	0.734473	0.548952	0.120247	0.256415	0.568212	0.519332	0.572901	0.491467	0.171532	0.370175	0.481993	0.488574	0.407678	0.972769	1.04884	0.752888	0.669454	0.419419	0.613135	1.20129	0.694588	0.324456	0.392492	0.240383	0.197963	0.671404	1.03093	1.44299	1.26099	1.0599	0.612459	1.00452	0.685225	0.345545	0.703536	1.05381	0.252216	0.220315	0.764706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	1.00385	0.510294	0.632547	0.65581	0.883054	0.78238	0.625682	0.731669	0.412809	0.484833	0.315972	0.239276	0.0424102	0.146523	0.394957	0.315161	0.0815052	0	0.0343791	0.216415	0.0593227	0.034684	0.269977	0.296002	0.389147	0.371717	0.381157	0.388346	0.389305	0.588687	0.457257	0.814216	0.724881	0.172558	0.224005	0.220087	0.205238	0.317246	0.432463	0.592539	0.457323	0.662343	1.00581	0.377778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.746197	0.833895	0.87778	0.336665	0.463406	0.111668	0.16395	0.286935	0.154953	0.0781833	0.122615	0.178691	0.297789	0.155699	0.351809	0.284873	0.104875	0.151621	0.0700959	0.110718	0.347757	0.363212	0.524432	0.38685	0.311376	0.256493	0.166643	0.237381	0.39955	0.486323	0.716995	0.774579	0.411374	0.254805	0.226379	0.290729	0.190744	0.372258	0.230491	0.170722	0.489243	0.574618	0.496647	0.392111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.781702	0.363596	0.399323	0.774149	0.56831	0	0.34064	0.528689	0.483026	0.268134	0.298594	0.527947	0.539359	0.0811113	0	0	0.203106	0.288747	0.0476701	0	0	0	0	0	0	0	0	0.00302844	0.250184	0.112654	0	0.192593	0.377092	0.520351	0.342922	0.107574	0.472247	0.364737	0.0505587	0	0	0	0	0.455926
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0	0	0.223562	1.21608	0.689638	0.890874	0.413178	0.264434	0.282799	0.382733	0.606261	0.68403	0.426362	0	0.127658	0.294068	0.107141	0.314585	0.312305	0.146385	0.261244	0.376149	0.387552	0.320085	0.126931	0.245193	0	0.229801	0.203937	0.166745	0.364209	0.142231	0	0.0185633	0.216667	0.194214	0.642867	0.663016	0.31537	0.0205164	0.324288	0.207497	0.24107	0.418131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.69848b5e-1d71-4ca5-a68d-b2c1db7d8201.fc.signal	0.365079	1.14003	1.52169	0.58265	0.943171	2.20213	0.975356	0.75639	0.964947	0.165662	0.818429	0.573646	0.99442	2.58538	0.66479	0.795205	1.42271	2.82612	3.57074	1.81172	0.726168	0	0.082156	0.80869	0.472732	1.98616	0.378905	0.493677	0.721812	1.4117	1.42032	0.859815	0.454671	2.24531	2.00943	1.43429	2.17063	2.40009	1.75277	0.801837	0.0992604	0.794236	2.79186	0.355805
