	chr6:10682349-10682498	chr6:10682499-10682648	chr6:10682649-10682798	chr6:10682799-10682948	chr6:10682949-10683098	chr6:10683099-10683248	chr6:10683249-10683398	chr6:10683399-10683548	chr6:10683549-10683698	chr6:10683699-10683848	chr6:10683849-10683998	chr6:10683999-10684148	chr6:10684149-10684298	chr6:10684299-10684448	chr6:10684449-10684598	chr6:10684599-10684748	chr6:10684749-10684898	chr6:10684899-10684968	chr6:10684969-10685048	chr6:10685049-10685198	chr6:10685199-10685348	chr6:10685349-10685498	chr6:10685499-10685648	chr6:10685649-10685798	chr6:10685799-10685948	chr6:10685949-10686098	chr6:10686099-10686248	chr6:10686249-10686398	chr6:10686399-10686488	chr6:10686489-10686548	chr6:10686549-10686618	chr6:10686619-10686698	chr6:10686699-10686848	chr6:10686849-10686998	chr6:10686999-10687148	chr6:10687149-10687298	chr6:10687299-10687423	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.761469	1.09323	0.277715	0.142676	0	0	0	0.0663017	0.189218	0	0	0	0	0	0.0554777	0.558788	0	0.189029	0.262849	0.0862365	0	0.196383	0.0188237	0.158264	0.0697296	0	0.199707	0.111755	0	0	0	0	0	0	0	0	0	0.393939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.5452	1.91359	2.17548	1.39742	0.498937	0.422298	0.248152	0.298127	0.154764	0.501148	0.311677	0.587411	0.490478	0.463571	0.660783	0.904438	0.520629	0.15525	0.683479	0.639511	0.345639	0.0412003	0.246543	0	0.266061	0.0167977	0.301331	0.496883	0.305507	0	0	0	0.651337	0.172155	1.27372	0.0881865	0.742134	0.271845
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	1.18538	0.571411	0.737092	0.61079	0.1541	0.0970772	0.0070648	0.200132	0.274485	0.289495	0.155065	0.0879685	0.206436	0.0574655	0	0	0.155671	0.310224	0.227458	0.248723	0.178699	0.312026	0.986134	0.319135	0.0493361	0.168423	0.131835	0	0.0558292	0.200026	0.304585	0.219367	0.0244635	0.121306	0.719057	0.691783	0.0120034	0.283019
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.732075	0.894131	1.00794	0.592673	0.869078	0.235893	0.357529	0.57577	0.738897	0.816647	1.10991	0.722081	1.05263	0.609944	0.867534	0.866541	1.31798	1.27784	0.452675	0.511045	0.126688	0.229074	0.642635	0.459495	0.312691	0.251664	0.662033	1.05692	0.190784	0	0.0330319	0.288202	0.365573	0.626361	0.836507	0.552851	0.720091	0.684685
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.366366	0.591563	0.603328	0.418306	0.157483	0	0	0.0890718	0.432693	0.77312	0.549608	0.00880547	0.22576	0.276151	0.793021	0.290271	0.321052	0.108674	0	0	0	0	0	0	0	0.327711	0.62467	0.724302	0.235284	0.113441	0.25209	0.075627	0.376451	1.28504	0.678043	0.565452	0.0564682	0.30897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.788511	2.93684	2.0654	1.14823	0.776683	0.0537785	0	0.472333	1.06658	0.604062	0.0152145	0.136388	0.640641	0.590181	1.3255	0.626833	1.06145	0.528793	0.472718	0.129976	0	0	0	0	0	0.850844	0.371557	0.268696	0.17396	0	0	0	0	0.320977	0.879172	0.206398	0.0984038	0.368182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.98393	2.82479	1.18432	0.510066	0.860199	0.113366	0	0.0882049	0.7788	0.789024	0.983218	0.0831744	0	0	0.353884	0.353881	0.322774	0.492238	0.421425	0.0541983	0.180141	0	0.359495	0.387612	0.771947	0.156439	0.894942	0.73457	0.178017	0	0	0	0.429425	0.463676	0.942058	0.168975	0	0.172222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	2.24652	1.02085	1.74757	1.66297	0.936689	1.23167	0.312578	0.677516	0.38845	0.874816	0.34041	0.409786	1.17558	0.403898	0.309129	0.521249	0.46179	0.172419	0.166685	0.179666	0.16186	0.221519	0.16927	0.504505	0.0447729	0.228101	0.676873	0.523809	0.168187	0	0.008216	0.142268	0.322934	0.597723	0.607575	0.434559	0.21034	0.545139
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	0.163446	0	0	0	0	0	0.227583	0.57931	0.362065	0.0103447	0.0951709	1.74612	3.09912	2.47639	3.44252	2.81361	0.477918	0	0	0	0	0	0	0	0.100933	1.14201	1.23546	0.171806	0	0	0	0	0.055862	1.36957	2.36466	0.926845	0	0.481675
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	1.74651	0.802309	0.922502	0.996379	0.885094	0.443945	0.512725	0.525854	0.571144	0.548113	0.451311	0.207899	0.451332	0.264814	0.472884	1.26551	1.01063	0.522162	0.616142	0.447613	0.472771	0.602014	0.177773	0.239682	0.142565	0.592243	0.574749	0.0298332	0.429631	0.782953	0.817375	0.43597	0.542427	0.612018	0.455836	0.392098	0.033539	0.605422
