	chr10:24620233-24620382	chr10:24620383-24620532	chr10:24620533-24620682	chr10:24620683-24620832	chr10:24620833-24620982	chr10:24620983-24621132	chr10:24621133-24621282	chr10:24621283-24621432	chr10:24621433-24621582	chr10:24621583-24621732	chr10:24621733-24621882	chr10:24621883-24622032	chr10:24622033-24622182	chr10:24622183-24622332	chr10:24622333-24622422	chr10:24622423-24622482	chr10:24622483-24622632	chr10:24622633-24622782	chr10:24622783-24622932	chr10:24622933-24623082	chr10:24623083-24623232	chr10:24623233-24623382	chr10:24623383-24623532	chr10:24623533-24623682	chr10:24623683-24623832	chr10:24623833-24623982	chr10:24623983-24624132	chr10:24624133-24624282	chr10:24624283-24624432	chr10:24624433-24624582	chr10:24624583-24624732	chr10:24624733-24624882	chr10:24624883-24625032	chr10:24625033-24625182	chr10:24625183-24625262	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.338652	0.0394111	0	0.340453	0.311743	0	0.024654	0.282745	0.106659	0.0234905	0.164965	0.274325	0.0545055	0.0558025	0.134321	0.0182068	0.14305	0	0	0	0	0.0340283	0.14356	0.0577094	0.103675	0.304579	0.00922	0	0	0.243347	0.0902131	0.00555093	0.592275	0.0373701	0	0.587398
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0	0	0	0	0	0	0	0.398397	0.126986	0	0	0.441425	0.858484	1.06475	1.23744	0.108519	0.661661	0.472169	0	0.230365	0.317925	0	0.173238	0.967957	0.211142	0.414119	0.766535	0.0391953	0	0	0	0	0	0	0	0.517241
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0.382301	0.032304	0.156136	0.202797	0.0129045	0.266724	0.317705	0.656992	0.441836	0.226513	0.197623	0.531867	0.951827	0.523514	0.354353	0.243411	0.00786287	0	0.235786	0.822524	0.745766	0.0898836	0.773546	0.552213	0.273731	0.504308	0.295757	0.366249	0.274614	0.184851	0.236896	0.414644	0.297142	0.2692	0.043745	0.816456
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157065	0.318887	0.032688	0	0	0	0	0	0.0230027	0.13319	0.0126502	0.382958
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0	0	0	0	0	0	0	0.18958	0.0119983	0.160594	0.369335	0.13623	0	0	0	0	0	0.299185	0	0.22705	0.121093	0	0.196779	0	0	0	0	0	0	0	0.00479933	0.850554	0.0968747	0.36328	0.4541	0.420151
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0190656	0.35872	0.0649652	0	0	0	0	0	0	0	0.35251	0.581966	0.264422	0.48754	0	0	0	0	0	0.47167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0	0.0769184	0.254458	0.178983	0.390917	0.551186	0.474792	0.463162	0.477816	0.358106	0.0029584	0	0.0059168	0.358096	0.493296	0.051772	0.0281048	0.432525	0.525041	0.453309	0.317437	0.408441	0.0207088	0.166949	0.240528	0.266336	0.122806	0.710352	0.232257	0.125732	0	0	0	0.0502928	0.22188	0.268344
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0	0.0036372	0.147913	0	0.118815	0.0327348	0.084868	0.644988	0.218162	0.215414	0	0	0	0	0	0	0	0.15155	0.33042	0.453711	0.62025	0.164856	0.0715987	0.111607	0	0	0	0.0547554	0.299456	0.379471	0.174583	0.0957786	0.207316	0	0	0.262987
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0	0	0.104213	0.324535	0.0462761	0	0.0664912	0.306016	0.756326	0.675226	0.328339	0.22637	0	0.276625	0.337299	0	0	0	0	0	0.329054	0.457206	0.287672	0.504421	0.121927	0	0	0	0	0.467672	0.562513	0.623845	0.233531	0.216777	0.350272	0.389457
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0	0.33527	0.943821	0.296955	0.369682	0	0.244523	2.58279	1.87883	1.07357	1.19396	1.80596	0.911879	0.92112	0.300163	0.55132	0.355136	1.59375	1.02768	0.674743	0.863317	2.63119	0.8874	0.750831	0.993261	0.495925	1.1363	0.860122	1.07057	0.397109	0.420246	1.01095	1.72413	1.0755	1.88838	0.159189
