	chr15:88853021-88853170	chr15:88853171-88853320	chr15:88853321-88853410	chr15:88853411-88853470	chr15:88853471-88853620	chr15:88853621-88853770	chr15:88853771-88853860	chr15:88853861-88853920	chr15:88853921-88854070	chr15:88854071-88854220	chr15:88854221-88854370	chr15:88854371-88854520	chr15:88854521-88854670	chr15:88854671-88854820	chr15:88854821-88854970	chr15:88854971-88855120	chr15:88855121-88855270	chr15:88855271-88855420	chr15:88855421-88855490	chr15:88855491-88855570	chr15:88855571-88855590	chr15:88855591-88855650	chr15:88855651-88855720	chr15:88855721-88855870	chr15:88855871-88856020	chr15:88856021-88856170	chr15:88856171-88856320	chr15:88856321-88856470	chr15:88856471-88856620	chr15:88856621-88856700	chr15:88856701-88856720	chr15:88856721-88856770	chr15:88856771-88856790	chr15:88856791-88856850	chr15:88856851-88856920	chr15:88856921-88857070	chr15:88857071-88857110	chr15:88857111-88857220	chr15:88857221-88857370	chr15:88857371-88857520	chr15:88857521-88857670	chr15:88857671-88857820	chr15:88857821-88857970	chr15:88857971-88858079	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.371534	1.58275	2.21243	1.55536	1.08728	0.762318	0.76396	1.80849	3.41276	3.12344	4.17299	2.8189	3.10665	4.58081	4.40701	5.06578	5.3834	4.82944	4.65655	1.36202	0	0	0	0	0	0	0	0	0	0	0	0.308774	0.66179	1.27928	1.90639	3.12034	4.08607	2.9777	2.25718	2.58952	1.41463	1.32344	1.89253	1.86532	0.506782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0.726006	0.319831	0.681388	0.622601	0.774578	0.916717	1.2082	2.03899	1.0133	1.84737	2.07661	1.2975	1.53541	2.16015	2.52783	2.88878	3.60918	3.28582	1.36618	0.581973	0.073402	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281624	0.801819	0.7468	0.527082	0.892418	0.426702	0.325141	0.418308	0.106773	0.092869	0.403446
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	1.73063	0.569143	0	0	0.544143	0.29704	0.320098	0	0.896319	0.606063	0.779712	0.806415	0.755861	0.222282	1.95518	1.27322	0.977145	1.32524	0.865193	0.741025	0.705536	0	0	0	0	0	0	0	0	0	0	0	0.277248	0.697808	0.47325	1.65987	2.82193	0.506915	0.838057	2.48143	1.74348	0.708017	0.309263	0.651294	0.52093
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.576937	0.409316	0.360979	0.356359	0.398012	0.434324	0.758927	1.26137	1.8052	1.61424	3.05008	2.07337	1.15476	1.11165	0.932176	0.551669	0.542648	1.24809	0.751216	0.313316	0	0	0	0	0	0	0	0	0	0.10447	0.128321	0.223681	0.290034	0.568046	1.1056	1.54009	1.44706	1.27185	1.0781	1.01298	0.706162	0.436024	0.310633	0.453045	0.554318
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.4878d059-ae9d-4e75-b9f6-57c37838f3e3.fc.signal	0.536363	0.732632	0	0.403098	0.649599	0.905271	0.548989	0.63531	1.54828	0.844192	0.370556	1.93382	2.26836	1.82307	0.500171	0.706631	0.281672	0.477041	0.800226	0.425721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0775641	0.816094	1.46856	0.915377	0.0592308	0.348802	1.29986	0.891538	0.512001	0.149436	0.439921
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.272208	0.234282	0.388992	0.317546	0.329197	0.12127	0	0.554918	0.872585	0.806668	1.52548	1.14823	1.34248	0.802223	0.849966	0.658318	0.397521	0.252282	0.255221	0.119777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348024	0.449869	0.412454	0.203634	0.175423	0.312789	0.335618	0.604696	0.221998	0.133473	0.606481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.affdcac3-6070-43fc-99e1-6c9751bbcbf6.fc.signal	0.758038	0.662191	0.453993	0.277593	0.233072	0.0540216	0.0643928	0.300086	0.523161	0.282136	0.876743	1.04039	1.31467	0.446544	0.771859	0.599578	0.445436	0.913276	0.797869	0.592756	0.281449	0.13838	0.075559	0.0664827	0.0114574	0	0	0	0	0.0338585	0.066119	0.15365	0.199294	0.432916	0.73764	1.26611	1.33542	1.34982	2.11298	3.04123	2.2327	1.16857	1.08921	0.875645	0.450502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.fc38d8a2-8f66-4203-ae35-4bfe2174aadb.fc.signal	0	0.0647785	0.351691	0.477248	0.330469	0.355028	0.517294	0.365642	0.173056	0.176737	0.710004	0.181678	0.26482	0.296958	0.492831	0.397363	0.543429	0.139492	0.16741	0.144391	0	0	0	0	0	0	0	0	0	0	0	0.157365	0.276311	0.454927	0.50236	0.703394	1.1346	1.34892	1.39337	0.627758	0.434148	0.350275	0.395311	0.357234	0.460208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.f473421b-0068-43e9-8689-afd1d3e0454e.fc.signal	1.58848	1.25591	1.20745	0.975085	0.953562	0.403541	0.75703	1.17323	2.20565	1.62192	1.86961	3.30773	3.54225	2.40491	1.48728	1.83026	2.28884	2.22067	1.44011	0.60883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230863	0.781292	1.19804	1.34041	0.719149	0.409111	0.441002	0.544148	0.354235	0.503742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.c19bd00a-5c6a-4173-86bf-6f467b56a6c8.fc.signal	0.34954	0.708708	0.696956	0.705666	0.755655	0.733282	0.231562	0.510928	0.509641	0.0740225	0.668723	1.20858	1.16153	1.29768	1.09325	0.407836	0.712669	1.17676	0.662401	0.338765	0.123189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240507	0.756059	1.22684	1.02597	0.337863	0.579434	0.525657	0.467383	1.07892	0.5
