	chr3:114707768-114707917	chr3:114707918-114708067	chr3:114708068-114708217	chr3:114708218-114708367	chr3:114708368-114708517	chr3:114708518-114708667	chr3:114708668-114708817	chr3:114708818-114708967	chr3:114708968-114709117	chr3:114709118-114709147	chr3:114709148-114709267	chr3:114709268-114709417	chr3:114709418-114709567	chr3:114709568-114709717	chr3:114709718-114709867	chr3:114709868-114710017	chr3:114710018-114710167	chr3:114710168-114710317	chr3:114710318-114710467	chr3:114710468-114710617	chr3:114710618-114710767	chr3:114710768-114710917	chr3:114710918-114711067	chr3:114711068-114711217	chr3:114711218-114711367	chr3:114711368-114711517	chr3:114711518-114711667	chr3:114711668-114711757	chr3:114711758-114711817	chr3:114711818-114711967	chr3:114711968-114712117	chr3:114712118-114712267	chr3:114712268-114712417	chr3:114712418-114712567	chr3:114712568-114712717	chr3:114712718-114712813	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0.234642	0	0	0	0	0	0.0245784	0.197897	0.0266347	0	0	0.176041	0.0768773	0.128949	0.513617	0.168646	0.712755	0.389386	0.101696	0	0.162349	0.19993	0	0	0	0.400637	0.132126	0.169493	0.344552	0.208029	0	0.366126	0.172912	0.179743	0.470686	0.313876	0.473214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0	0	0	0	0	0	0.311375	0.249349	0.248394	0.389793	0.233689	0.0181225	0	0.0590317	0.304431	0.0709118	0.137052	0.586127	0.366461	0.0484951	0	0.210094	0.465096	0.372118	0.372508	0.465624	0.287484	0	0	0.364363	1.27452	1.23274	0.3991	0	0	0.216857	0.55
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.09140551-847e-4455-880b-7ea02a3132da.fc.signal	0.847976	0.477778	1.03964	0.93772	0.720702	1.00282	0.604022	0.57306	1.28004	0.994395	0.245944	0.419675	0.828745	1.02523	0.481039	0.901796	0.568616	0.78067	0.75415	0.708795	0.840841	0.698807	0.901435	0.665721	0.862924	1.4348	0.674772	0.685205	0.754619	0.752421	0.830279	0.618521	0.774654	0.403255	0.383024	1.14738	0.822222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.58e5cc13-3837-4676-9815-86ae7a4468bc.fc.signal	0.991846	0.580517	0.149923	0.409528	0.708762	0.172492	0	0.150971	0.249451	0.251707	0.34987	0.868614	1.09649	0.76584	0.172577	0.133326	0.502614	0.398033	0.145121	0	0	0.104855	0.114539	0.0237798	0.262315	0.480835	0.36538	0.189156	0.23584	0.185845	0.224566	0.263059	0.51396	0.854073	0.83248	0.444029	0.0322581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.4c655c7c-8a8a-4e2d-a610-f4e47cf57813.fc.signal	0.462026	0.0169962	0	0	0	0	0	0	0.155195	0.56102	0.684868	1.18622	0.455077	0.302272	0.25918	0.333319	0.0933935	0	0	0.689755	1.89534	1.53312	0.633155	0.0341958	0.144643	0.865269	0.373292	0.0277761	0.131707	0.0876265	0.122351	0.169786	0.727342	0.88069	0.613281	0	0.227586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000070.3.cefb7c30-c246-45e3-a1c7-f28257f723dd.fc.signal	0.387408	0.637545	0.0909445	1.40946	0.243804	0	0	0	0	0	0	0.497693	0.876714	0.624907	1.32644	0.271668	0.376604	0.640277	0.481348	0.275736	0.113443	0.592738	0.0186555	0	0.267633	0.762969	0.714873	0	0	0.897695	1.75069	0.104936	0	0	0	0.456807	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.3b07c369-960c-43eb-b4e5-3e3773e044bc.fc.signal	0.811412	0.205756	0	0	0.156427	0.549368	0.522089	0.800513	0.646436	0.451003	0.674519	1.59423	1.59959	1.0035	0.762196	0.181063	0.194172	0.197536	0.781926	0.638721	0.618475	1.26431	1.55432	0.973507	1.17671	0.856457	1.47211	1.00496	0.219732	0.590357	0.556967	0.126905	0.124411	0.0851431	0.418127	0.281705	0.0963855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.b4123c57-2590-4b34-8381-37c68bbe52bf.fc.signal	0.342851	0	0.212257	0.349834	0.175432	0.8319	0.352199	0.307883	0.381598	0.38998	0.0422478	0	0	0	0	0	0.279694	0.268695	0.547477	0.329557	0.194067	0.28703	0.260676	0.617721	0.213313	0.429813	0.355295	0.68133	0.473182	0.177619	0.183263	0.300587	0	0	0.38452	0.274824	0.289308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.313549b4-5e36-4d5c-9816-17b9c7f898e3.fc.signal	0.162523	0.91534	0	0	0	0	0	0	0	0	0	1.10009	0	0.401262	0.703626	0	0.312625	1.09699	0.99087	0.694105	0.762211	0.291209	0.511404	0.523972	0	0	1.99201	2.71195	0.595784	0	0	0	0	0	0.0816343	0.968775	0.135802
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.70ecef92-a4d9-47d7-a9a6-d9def918e2ee.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214257	1.0969	0.595595	0	0	0	0	0	0.291389	0.565638	0.419943	0.64277	0.771574
