	chr11:49146139-49146288	chr11:49146289-49146438	chr11:49146439-49146588	chr11:49146589-49146738	chr11:49146739-49146888	chr11:49146889-49147038	chr11:49147039-49147188	chr11:49147189-49147338	chr11:49147339-49147488	chr11:49147489-49147638	chr11:49147639-49147788	chr11:49147789-49147938	chr11:49147939-49148088	chr11:49148089-49148138	chr11:49148139-49148238	chr11:49148239-49148388	chr11:49148389-49148538	chr11:49148539-49148688	chr11:49148689-49148838	chr11:49148839-49148988	chr11:49148989-49149138	chr11:49149139-49149288	chr11:49149289-49149438	chr11:49149439-49149588	chr11:49149589-49149738	chr11:49149739-49149888	chr11:49149889-49150038	chr11:49150039-49150188	chr11:49150189-49150248	chr11:49150249-49150338	chr11:49150339-49150488	chr11:49150489-49150638	chr11:49150639-49150788	chr11:49150789-49150938	chr11:49150939-49151088	chr11:49151089-49151231	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.196284	0.602951	0.307189	0.331966	0.789262	0.339723	0.0969627	0.300406	0.297007	0.209274	0.762589	0.52496	0.45464	0.180555	0.0254604	0	0.0375844	0.167469	0.17598	0.241944	0.17501	0	0.154027	0.0786239	0.164203	0.128004	0.192226	0.102184	0.12124	0.0161653	0.141851	0	0.0836556	0.134576	0.135788	0.290182	0.535862
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.0605483	0.210726	0.687068	0.78976	0.113199	0	0.18691	0.39488	0.0236928	0.0019864	0.632843	0.690835	0.797771	1.50536	0.717888	0.252765	0	0.102669	0.723444	1.65527	1.28291	1.092	1.54752	0.794189	0.791305	1.61995	1.24368	0.646524	0.78976	0.403655	0.482491	0.221574	0.400145	0.77065	0.391024	0.245764	0.538566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.188164	0.30928	0.12328	0.230714	0.962494	0.943292	0.23072	1.19599	0.650915	0.970303	0.37629	1.04236	0.979117	0.126152	0	0.335002	0.480079	0.398978	0.179875	0.972942	0.680157	0.948595	0.328708	0.464946	0.286257	0.281861	0.101652	0	0	0	0.114628	0.317932	0	0	0.0021628	0.323359	0.489855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.532355	1.39274	0.782657	0.198168	0.438887	0.156335	0.16934	0.153007	0.0660887	0.242517	0.598694	1.33335	1.28353	0.578641	0.330843	0.2877	0.0460171	0.273238	0.832268	0.538519	0.838901	1.15056	2.11608	1.27231	0.520629	0.703576	1.39393	0.957857	0.0647127	0	0	0.169931	0.467823	0.489937	0.565089	0.145004	0.575484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	0.831663	1.60749	0.924785	0.146894	0	0	0	0	0	0.80723	1.57794	1.16614	0.721485	0.362052	0.194447	0	0	0	0.0248272	0.560682	1.59921	1.21232	0.140688	0	0	0	0	0	0	0	0.31448	0.62069	0.244135	0	0	0.468077	0.886179
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.763742	2.1495	1.46021	0.25065	0.343676	0.462546	0.523698	1.37572	1.67109	1.56253	1.1069	0.426335	1.01181	1.09305	0.702858	0.304915	0.379856	0.285105	1.01466	2.06109	1.25757	0.770043	0.819138	0.608159	1.24981	1.02414	1.00347	0.900662	0.449192	0.235431	0.0551253	0.621893	1.00989	0.718364	1.43629	1.78586	0.743067
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.a389932f-ae32-47d4-b6e3-f5cd02b280f6.fc.signal	0	0	0	0.0222277	0.41677	0.116696	0	0.375093	0.89736	0.591244	1.25586	2.31858	0.899488	0.73404	0.679172	0.119474	0.283404	0.762337	1.3247	0.533466	0.413992	0	0.130588	0.45289	0.407527	0.397995	0.540621	0.0970398	0.41677	0.41677	0.111139	0.569586	0.541801	0.0555693	0.41677	0.687815	0.847619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.28129	0.163148	0.28129	0.273789	0.695724	0.386305	0.159398	0.483819	0.729479	1.4796	1.50585	0.877625	0.824371	0.628362	0.307377	0.0105052	0	0.15596	0.0791607	0.191277	0.229538	0	0.42006	0.349199	0.0373512	0.185333	0.191202	0.0552637	0	0	0.0656343	0.28129	0.0750107	0	0.766984	0.523239	0.420945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.310039	0.695428	0.259896	0.136781	0.738742	0.389842	0	0.166236	0.936081	0.371788	0.565056	0.0756998	0.559195	0.512985	0.0718074	0.325983	0.0957432	0.207444	0.453805	0.439714	0.374054	0.932717	1.01725	1.00687	0.466864	0.412644	0.33745	0.797982	0.324843	0	0.212003	0.155253	0	0	0.34194	1.08342	0.679967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.d8f0d283-97b1-48be-a67c-353c0ecb4b0e.fc.signal	0.0225045	0.24112	0.112523	0.206559	0.06028	0	0	0.0538501	0.380179	0.547806	0.471972	0.391961	0.159943	0	0	0	0	0.157532	0.35686	0.128597	0	0.048224	0.495924	0.437915	0.226653	0.285333	0.979899	0.419581	0	0	0	0	0	0	0	0.256295	0.580841
