	chr3:55983477-55983626	chr3:55983627-55983776	chr3:55983777-55983926	chr3:55983927-55984076	chr3:55984077-55984226	chr3:55984227-55984376	chr3:55984377-55984526	chr3:55984527-55984676	chr3:55984677-55984826	chr3:55984827-55984916	chr3:55984917-55984976	chr3:55984977-55985126	chr3:55985127-55985276	chr3:55985277-55985366	chr3:55985367-55985426	chr3:55985427-55985576	chr3:55985577-55985726	chr3:55985727-55985876	chr3:55985877-55986026	chr3:55986027-55986176	chr3:55986177-55986326	chr3:55986327-55986476	chr3:55986477-55986626	chr3:55986627-55986776	chr3:55986777-55986926	chr3:55986927-55987076	chr3:55987077-55987226	chr3:55987227-55987376	chr3:55987377-55987526	chr3:55987527-55987676	chr3:55987677-55987826	chr3:55987827-55987976	chr3:55987977-55988126	chr3:55988127-55988276	chr3:55988277-55988426	chr3:55988427-55988488	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.750054	0.270793	0.578111	0.489284	0.0127924	0.170753	0.937732	0.850048	0.66597	0.952076	1.06845	0.99504	0.341236	0.367019	0.0131627	0.100036	0.689724	0.421205	0.505446	0.642338	0.330583	0.291065	0.11239	0.41149	0.565624	0.30493	0.494877	1.10504	1.41638	0.74926	0.51843	0.0845179	0.0468281	0.688685	0.740282	1.24186	0.549888
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.214562	0	0.0035376	0.343413	0.496949	0.402063	1.14627	0.625696	0.655345	0.735449	0.320778	0.136151	0.408246	0.428443	0.185193	0.570006	0.777032	0.336563	0.684876	0.340559	0.356433	0.300162	0.238183	0.170111	0.299108	0.575286	0.169186	0	0	0	0.374848	0.475894	0.423591	0.221369	0.628466	0.812941	0.582917
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.737471	0.44403	0.472663	0.882093	0.827471	0.712973	0.782904	0.566999	0.446896	0.310924	0.210196	0.164883	0.0869857	0.225117	0.173636	0	0.0923081	0.0958036	0.130004	0.472131	1.11986	0.74594	0.860994	0.295335	0.0881851	0.321877	0.723349	0.624578	0.0378725	0	0.116371	0.0727445	0.278918	0.283472	0.405248	0.346493	0.412281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.a389932f-ae32-47d4-b6e3-f5cd02b280f6.fc.signal	0.0856394	0.517116	0.358051	0.286179	0.343114	0.370927	0.104016	0.405276	1.33112	1.57834	0.900193	0.665531	0.62772	0.202275	0.143343	0.325672	0.151997	0.393417	0.688305	0.555279	0.483302	0.226147	0.0558705	0.402916	0.365346	0.284616	0.24841	0.410649	0.122702	0.156219	1.50592	0.544276	0	0.090816	0.602006	0.816916	0.637681
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.499437	0.238782	0.163283	0.260291	0.312661	0.535912	0.428828	0.218782	0.400107	1.25352	1.14145	0.82505	0.70937	0.175715	0	0	0.172607	0.187046	0.445333	0.78228	0.201871	0.0408081	0.114558	0.383856	0.532032	0.342201	0.397659	0.712935	0.684244	0.0819167	0.212968	0.372626	0.108702	0.186618	0.275465	0.180663	0.621713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	1.30518	0.717081	0.45448	0.432491	0.879911	0.962524	0.483566	1.68353	1.70539	1.1472	0.146046	0.258614	0.773823	0.812606	0.0602675	0.153027	0.604917	0.141428	0.322419	0.330524	0.0433124	0.544919	0.360218	0.393961	0.470681	0.539064	0.476791	0.161701	0.212232	0.263824	0.015332	0.15749	0.184206	0.282267	1.00126	1.2034	0.68491
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.0953576	0.340051	0.336453	0.0917592	0	0	0	0	0	0	0	0	0	0	0	0.336454	0.811448	0.419214	0.160129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435063	0.879453	0.45652	0.502841
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.741513	0.589978	0.405499	0.0272601	0.130128	0.157576	0.333059	0.752087	1.26945	0.632464	0.130271	0.487676	0.402631	0.616521	0.617021	0.0677139	0.40697	0.630974	0.108403	0.213613	0.200648	0	0	0.145308	0.241531	0.556092	0.498376	0.213601	0.381506	0.282477	0.796042	0.75801	1.23816	0.96964	0.450425	0.685609	0.63612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.0a1684db-dfdc-416a-9b39-88bdc9d8980d.fc.signal	0.328954	0	0.321965	0.931138	0.622166	0.406384	0.507517	1.28564	0.369962	0.401664	0.0731867	0.303046	0.15873	0	0	0	0	0	0	0	0.115219	0.132409	0.0887047	0.236411	0	0.336349	0.614415	0.167582	0	0	0.230184	0.678354	0.214825	0	0	0	0.619048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.830535	0.827013	0.327244	0.12461	0.0428325	0.0729985	0.325286	0.246036	0.370327	0.531295	0.294013	0.109051	0.293993	0.756215	0.747899	0.368136	0.0236792	0.250044	0.267764	0.208955	0.438255	0.213075	0.555267	0.40347	0.955659	0.775594	0.598213	0.680669	0.425793	0.29706	0.399717	0.102813	0.108757	0.386026	0.523652	0.435853	0.486607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.875709	0.4118	0.98115	0.638954	0.581143	0.315815	0.419194	0.376954	0.212865	0.134265	0.260048	0.462969	0.6743	0.530098	0.554565	0.319922	0.446834	0.483158	0.468751	0.0665823	0.253445	0.141102	0.723261	0.223157	0.509321	1.07416	1.04818	0.15173	0.670405	0.187666	0.24013	0.156305	0.326383	0.278264	0.350242	0.278234	0.677775
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.883704	0.261419	0.276818	0.31533	0.252356	0.118085	0.16939	0.473668	0.407933	0.427658	0.228528	0.15498	0.267174	0.329298	0.283618	0.311731	0.0745127	0.216751	0.487359	0.122244	0.462147	0.65794	0.81553	0.303811	0.256584	0.404142	0.684557	0.496655	0.326204	0.233162	0.538232	0.397994	0.303023	0.472404	0.202959	0.206879	0.432692
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.affdcac3-6070-43fc-99e1-6c9751bbcbf6.fc.signal	0	0	0.293453	0.158013	0.552989	0.800085	0.933267	0.449169	0.831736	1.16239	0.490923	0.0530473	0	0	0	0	0	0	0	0	0	0	0.446901	0.455931	0	0	0.523641	0.830589	0	0	0.224605	0.618395	0.0632053	0.938946	0.834002	0.0709968	0.574803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.982b1a46-0bf8-457b-a213-1cec9bf76346.fc.signal	0.430905	0.38704	0.428324	0.541856	1.242	1.22972	0.997333	0.273255	0.687449	0.9719	0.748277	0.446386	0.353497	0.624802	0.457852	0.224751	0.505732	0.544436	0.585721	0.343146	0.163227	0.509353	1.75663	0.573147	0	0.302031	1.25156	0.405498	0.120733	0.160575	0.289819	0.256114	0.353038	0.23522	0.172609	0.471107	0.594152
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000231.3.24a1fcd8-2a4a-4091-be70-d4c06c7ee2cc.fc.signal	0.287483	0.21507	0	0	0	0.0064844	0.305877	0.491842	0.909017	1.03768	0.54315	0.149143	0	0	0	0	0	0	0	0	0	0.0248571	0.796605	0.782559	0.0172917	0	0.0345835	0.258301	0.235604	0.0118881	0	0	0.0742549	0.649702	0.579404	0.142674	0.616822
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.fc38d8a2-8f66-4203-ae35-4bfe2174aadb.fc.signal	0.849149	0.697527	0.212087	0.606224	0.604029	0.612031	0.3532	0.256074	0.332825	0.243115	0.0608158	0.0462674	0.594898	0.805936	0.288683	0.165903	0.415416	1.11627	0.784448	0.29662	0.0508553	0.101054	0.513701	0.659181	1.06288	0.542126	0.410476	0.404519	0.469189	0.145649	0.181366	0.389346	0.131328	0.291886	0.267154	0	0.492308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.6e93a1e0-8828-4ce5-83f8-36249902bda2.fc.signal	0.361827	0	0.166055	0.34002	0.78124	0.66997	0.232867	1.41531	2.25325	2.8783	1.80937	1.16033	0.764702	1.13141	0.385914	0.669286	0.932169	0.576601	0.458342	0.372568	0.619405	0.294268	0.118669	0.10524	0.490872	0.465328	0.0897863	0.342275	0.0023038	0	0	0	0	0	0	0.299468	0.590046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f19b01fb-285f-4aa3-a654-49a7198b9c00.fc.signal	0.526979	0.216438	0	0.220202	0.557092	0.523215	1.17629	2.39399	2.70453	1.85697	1.12924	0.38206	0	0	0	0.0978675	0.353829	0.707657	0.959854	0.39147	0.0865751	0	0.530743	0.988085	0.210907	0.223966	1.17817	1.21582	0.615436	0.229612	0	0.242787	0.877043	1.2911	0.912802	0.828716	0.465649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000099.3.13cd1a6f-98d2-4646-9ca8-70d7500b92e5.fc.signal	0.486063	0.558406	0.680217	0	0	0	0	0.0984544	0.690389	0.660847	0.313252	0.338208	0.12405	0	0	0	0	0	0	0	0	0.217434	0.110998	0	0	0	0	0.498979	0.61955	0.262606	0	0	0.324575	0.497712	0.319913	0.820245	0.721212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.c19bd00a-5c6a-4173-86bf-6f467b56a6c8.fc.signal	0.331453	0.261093	0	0	0	0	0	0.168357	0.388536	0.286586	0.168288	0.137739	0.527289	0.760771	0.491321	0.0762756	0.0382747	0.500799	0.240218	0	0	0.16567	0.239713	0.240517	0.320871	0.156434	0.249782	0.0963195	0.0175755	0.305368	0.179859	0.27565	0.441065	0.260378	0.138093	0.120657	0.527027
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.bb047498-09b9-4c13-b396-ee9ca79dcf59.fc.signal	0.571403	0.596438	0.31697	0.308738	0.291193	0.446983	0.85461	0.885169	0.583382	0.738074	0.309015	1.26136	0.776198	0.158366	0.122762	0	0.141647	0.360342	0.0139367	0	0.363177	0.956821	0.908635	0.379496	0.409755	0.20388	0.244324	0.45531	0.567902	0.267337	0.745435	0.870676	0.130056	0.233971	0.477784	0.301055	0.643463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.1c43239d-dfc1-4ee8-9404-c3dda7976cff.fc.signal	0.846904	0.941589	0.621241	0.288979	0.428299	0.461104	0.0755621	0.637593	0.149896	0	0.345918	1.27492	0.647919	0.213893	0.17306	0.458356	0.771424	0.415947	0	0.119844	0.320642	0.324827	0.528331	0	0.00533	0.475828	0.10858	0	0.24902	0.249755	0.459624	0.103602	0.116144	0.142089	0.0653411	0.0442116	0.696552
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.094d6c13-19dd-418c-9d41-38155e730b71.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.360421	0.613954	0.390966	0.132232	0	0.186432	0.105696	0	0	0	0.387969	0.0689273	0	0	0.235824	0.344357	0.329752	0.104467	0.279606	0	0	0.0858013	0.535587	0.152563	0.0953649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.424bbc61-947c-4459-9db6-6a124654e2c1.fc.signal	0.740324	0.55786	0.853544	0.409003	0.256047	0.153244	0.102006	0.382665	0.210012	0.26585	0.384526	0.524074	0.50963	0.0383009	0	0	0.267167	0.260588	0	0.0278347	0.295451	0.208961	0.155861	0.575941	0.565335	0.963236	0.86866	0.537433	0.720514	0.564156	1.11173	0.769121	0.46588	0.252959	0.720195	0.530172	0.479705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.a94a6b89-542c-4e29-9116-4cbe6008554d.fc.signal	0.374083	0.0972743	0.74528	1.84891	1.7693	1.28563	0.750349	0.91203	1.01707	0.767095	0.323603	0.348243	0.735505	0.865414	0.592542	0.155943	0.258544	0.306957	0.166557	0.725333	0.863029	0.331548	0.559425	0.933277	0.0638117	0.354649	0.759863	0.112687	0.279768	0.324354	0.399508	0.0639092	0.458838	1.11016	0.814936	0.563495	0.653516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.c608e076-b4cb-49e5-bf4c-ab19d04cc659.fc.signal	1.18044	0.51506	0.134972	0.513365	1.23584	1.19817	0.732432	0.295144	1.43857	0.774147	1.03444	0.636172	0.625382	0.483656	0.0766367	0.0773568	0.719992	0.268316	0.452696	0.280921	0.612716	0.0449264	0.840679	0.209757	0.167945	0.0685333	0.813368	1.06777	0.891469	0.0147787	0.120005	0.590364	0.738204	0.404356	1.33634	0.702599	0.651786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.5efb4e46-177f-4d3d-96a6-19f7c95acfd8.fc.signal	1.26503	0.995903	0.0811423	0.784807	0.516105	0.320681	0.458301	0.908643	0.415234	0.53134	0.372747	0.515253	0.317493	0.250146	0	0.114255	0.580112	0.698878	0.610402	0.163851	1.05498	0.0785036	0.572511	0.306964	0.277111	0.590007	1.27446	0.465236	0.26269	0.0808651	0.0134503	0.797648	0.512332	0.653974	1.2669	0.598136	0.633803
