	chr3:21439186-21439335	chr3:21439336-21439485	chr3:21439486-21439635	chr3:21439636-21439785	chr3:21439786-21439865	chr3:21439866-21439935	chr3:21439936-21440085	chr3:21440086-21440235	chr3:21440236-21440385	chr3:21440386-21440535	chr3:21440536-21440685	chr3:21440686-21440835	chr3:21440836-21440915	chr3:21440916-21440985	chr3:21440986-21441035	chr3:21441036-21441135	chr3:21441136-21441285	chr3:21441286-21441435	chr3:21441436-21441585	chr3:21441586-21441735	chr3:21441736-21441885	chr3:21441886-21442035	chr3:21442036-21442185	chr3:21442186-21442335	chr3:21442336-21442425	chr3:21442426-21442485	chr3:21442486-21442635	chr3:21442636-21442735	chr3:21442736-21442785	chr3:21442786-21442935	chr3:21442936-21443005	chr3:21443006-21443085	chr3:21443086-21443145	chr3:21443146-21443235	chr3:21443236-21443385	chr3:21443386-21443535	chr3:21443536-21443685	chr3:21443686-21443835	chr3:21443836-21443985	chr3:21443986-21444135	chr3:21444136-21444242	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.162238	0.650144	0.75649	0.472997	0.211372	0.053944	0	0.367594	0.732508	0.665617	0.123243	0.959364	1.66624	1.27689	0.95043	0.828913	0.401026	1.18526	0.511464	0.299609	0.0355765	0.265236	0.532147	0.977404	0.832568	0.868145	0.0773341	0.341541	0.346748	0.244175	0.668121	1.04242	1.00582	0.439795	0.110103	0.366404	0.235736	0.412414	0.380397	0.116498	0.173091	0.174468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.503637	0.545211	0.391283	0.792416	0.298516	0.302223	0.451288	0.345783	0.236983	0.470345	0.0935583	0	0.13448	0.253321	0.25639	0.299243	0.359081	0.0851518	0.0274005	0.688854	0.682216	0.332276	0.26538	0.259027	0.0123556	0	0.0808922	0.581963	0.592057	0.404048	0.448212	0.553623	0.569568	0.564694	1.10992	0.821203	0.29308	0.42145	0.05456	0.129338	0.583557	0.34058
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.0976472	0.364741	0.384916	0.0018424	0.379905	0.410475	0.027636	0.103149	1.22289	0.368393	0.0810656	0.318698	0.0449085	0.173712	0.326062	0.334345	0.22293	0.593064	0.273425	1.07242	0.49175	1.04054	0.567244	0.401533	0.067544	0.60775	0.922723	0.732083	0	0.177701	0.784041	1.34546	0.791009	0.55177	0.756448	1.13081	0.0073696	0	0	0.0239512	0.475063	0.614679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.363153	1.46379	0.684989	1.18501	0.770482	0.0464114	0.0860796	0.545173	0.573832	0.84646	0.459831	0	0	0	0	0.334431	0.363488	0.0531381	0.323456	0.349874	0.463418	0.185566	0	0.592779	0.428362	0.278962	0	0	0	0	0.232278	0.688309	0.0128352	0.441022	1.56128	0.788534	0.835253	0.440974	0.484623	0.396904	0.274591	0.564815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.941308	1.0757	0.994176	1.75928	1.47044	0.638167	0.255408	0.436831	0.258766	0.457059	0.696399	0.234772	0.649117	0.989581	0.989245	0.498707	0.11415	0.305891	0.353954	0.491945	0.385916	0.722054	0.245956	0.162079	0.371874	0.466739	0.730766	0.913953	0.640842	0.272805	0	0	0.0702383	0.36085	1.02511	1.11171	1.03568	0.823086	0.874931	0.682024	0.750881	0.301887
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.196903	0	0	0	0.0243765	0.170558	0.334433	0.268001	0.205299	0.439211	0.349715	0.0424699	0.130822	0.341857	0.46772	0.830088	0.464788	0.623781	0.941384	0.947139	0.667595	0.292542	0.28129	0.13877	0.28129	0.28129	0.00937633	0	0	0	0.130398	0.28574	0.369431	0.587554	0.380048	0.425174	0.353239	0.0576211	0	0.0898416	0.213586	0.184
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.518424	0.541922	1.15939	1.10389	0.34194	0.131891	0	0.165693	0.659382	0.697238	0.180117	0.633857	0.645545	1.02109	1.02598	0.437754	0.0145463	0.299953	0.37364	0.980567	0.95375	0.141115	0	0.156344	0.262366	0.0576412	0.203699	0.512025	0.180854	0.220004	0.709325	1.1115	1.24835	0.974575	0.868907	1.00092	0.374755	0	0.139335	0.540842	0.366168	0.154386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.4c655c7c-8a8a-4e2d-a610-f4e47cf57813.fc.signal	0	0	0	0	0	0	0	0.24677	0.0336504	0.10469	0.17573	0	0	0	0	0	0.0299241	0.734284	0.550435	0.0459373	0.379619	0.254197	0	0	0	0	0.140165	0.267738	0.706833	1.03212	1.04574	0.563432	0.473402	1.0155	1.57248	0.25242	0	0	0.422606	0.401989	0.775914	0.35
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.3e57f4b2-3eea-42bc-9983-8ecec55d5977.fc.signal	1.19293	1.74453	1.04933	2.76565	0.618203	0	0	0	1.71132	1.89442	0.0239771	0	0.786748	1.5032	0.748162	0.0833856	0	1.07245	0.670783	0	1.30621	0.43249	0.821959	0	0.749283	0.749283	0.701329	0.440579	0.874	0.636266	0.0231631	0.442398	2.31222	2.01121	0.819029	0.310262	0	0.647381	0.101903	0.443576	0.428562	0.538462
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.1a9690ca-63a1-4ea3-8dc4-24421ed40248.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0824786	0.843847	2.09482	2.59817	1.82685	0.084398	0	0	0	0.359325	0.760751	0.474227
