	chr4:86750509-86750658	chr4:86750659-86750808	chr4:86750809-86750958	chr4:86750959-86751108	chr4:86751109-86751258	chr4:86751259-86751408	chr4:86751409-86751558	chr4:86751559-86751708	chr4:86751709-86751858	chr4:86751859-86752008	chr4:86752009-86752158	chr4:86752159-86752308	chr4:86752309-86752458	chr4:86752459-86752608	chr4:86752609-86752758	chr4:86752759-86752908	chr4:86752909-86753058	chr4:86753059-86753208	chr4:86753209-86753358	chr4:86753359-86753508	chr4:86753509-86753658	chr4:86753659-86753808	chr4:86753809-86753958	chr4:86753959-86754108	chr4:86754109-86754258	chr4:86754259-86754408	chr4:86754409-86754558	chr4:86754559-86754708	chr4:86754709-86754858	chr4:86754859-86755008	chr4:86755009-86755158	chr4:86755159-86755308	chr4:86755309-86755458	chr4:86755459-86755565	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0.374597	0.946354	0.789729	0.554679	0.934577	0.965764	1.05469	0.398349	1.12315	1.51746	1.14282	1.19382	0.668526	0.32847	0.224376	0.486468	0.484369	0.875153	1.21753	0.801981	0.548539	1.29931	0.622901	0.936222	1.14238	0.616481	0.235528	0.185767	0.65395	0.456139	0.736457	0.425133	0.163315	0.351141	0.484211
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.474952	0.129435	0.227379	0.475219	0.501055	0.262226	0.563007	0.0479973	0.129026	0.007199	0.552256	0	0	0.127148	0.220995	0.172566	1.22016	0.15742	1.3322	0.659979	1.25346	0.0787107	0.081738	0.451073	0.596382	0.493454	0.460155	0.30576	0.452786	0.400637	0.81042	0.0567807	0	0	0.790476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.127892	0.21296	0.471705	0.47354	0.346988	0.355988	0.954013	0.673764	0.117085	0.507097	1.2462	0.562576	0.173514	0.284165	0.222896	0.500908	0.250112	0.675226	0.750925	0.642295	0.407469	0.257458	0.0263419	0.0986889	0.335024	0.194063	0.240297	0	0.346478	0.445269	0.124561	0.301984	0.0621517	0.1859	0.544135
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0.509275	0.235889	0.616608	0.538327	0.638967	0.86409	0.912754	0.834282	0.501284	0.330328	0.418014	0.571161	0.423682	0.253484	0.258152	0.494675	0.355392	0.409912	0.572975	0.630952	0.844897	1.02806	0.778697	0.499208	0.691353	0.597167	0.791144	0.535707	0.300763	0.474274	0.43634	0.375837	0.125898	0.292011	0.547826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.291471	0	0.269751	0.554377	0.274897	0.378044	0.640226	0.255577	0.211759	0	0.101784	0.201071	0	0.422668	1.10811	0.950981	0.457507	0	0	0.0177883	0.548755	0.370119	0.901424	0.952261	0.146763	0.309383	0.443469	0.494944	0.493339	0.220002	0.487373	0.447247	0.807711	0.286983	0.365414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	1.14126	0.639881	0.912873	0.48515	0.295074	0.399889	0.826798	0.939151	0.93721	0.378722	0.718188	0.2444	0.184197	0.276321	0	0.143264	0.323617	0.297338	0.0911665	0.407693	0.030696	0	0	0	0	0	0	0	0.225104	0.640623	0.0375253	0	0.015348	0.401744	0.71677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	1.52765	2.83912	2.2337	0.210187	1.77255	1.8544	0.584351	0.0544236	1.02871	0.0124013	0.520782	1.247	0	0.837128	0.279043	0	0.795228	1.43697	0.878984	0.230954	0	0.351676	0.737488	0.802248	0.865032	0.559522	0	1.01153	1.75368	0.16588	0.501842	0.512978	1.49699	2.80656	0.347305
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.ba7ad3ac-45d8-4d57-96d9-67d86c9899a4.fc.signal	0.772659	0.272134	0.429953	1.1625	1.10932	1.11766	0.455928	1.01967	1.15076	0.0230223	0.460457	0.449797	1.19333	1.38183	0.836558	0.44356	0.776031	0.998976	1.51692	1.44081	0.709009	0.573375	0.752138	0.895377	0.786849	0.595804	1.01841	2.09963	1.43896	0.269689	0.363782	0.221468	0.740128	1.01689	0.717514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0	0	0.0836019	0.352582	0.497977	0.541595	0.643371	0.425279	0.751858	0.0981414	0	0	0	0	0	0	0	0	0	0	0	0.159934	0.439819	1.14498	0	0	0	0	0.414375	0.457993	0.167204	0.26898	0.294424	0.198729	0.276619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0.22697	0.74828	0.197039	0	0	0.163384	0.620192	0.0894806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0872853	0.483845	0.498813	0.102249	0	0	0	0.26087
