	chr9:136419476-136419625	chr9:136419626-136419775	chr9:136419776-136419925	chr9:136419926-136420075	chr9:136420076-136420225	chr9:136420226-136420375	chr9:136420376-136420525	chr9:136420526-136420675	chr9:136420676-136420825	chr9:136420826-136420975	chr9:136420976-136421125	chr9:136421126-136421275	chr9:136421276-136421425	chr9:136421426-136421575	chr9:136421576-136421725	chr9:136421726-136421875	chr9:136421876-136422025	chr9:136422026-136422175	chr9:136422176-136422325	chr9:136422326-136422475	chr9:136422476-136422625	chr9:136422626-136422775	chr9:136422776-136422925	chr9:136422926-136423075	chr9:136423076-136423225	chr9:136423226-136423375	chr9:136423376-136423525	chr9:136423526-136423675	chr9:136423676-136423825	chr9:136423826-136423975	chr9:136423976-136424125	chr9:136424126-136424275	chr9:136424276-136424425	chr9:136424426-136424575	chr9:136424576-136424725	chr9:136424726-136424875	chr9:136424876-136425025	chr9:136425026-136425175	chr9:136425176-136425325	chr9:136425326-136425475	chr9:136425476-136425595	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.194058	0.158774	0	0.236753	0.469065	0	0	0.140775	0.542896	0	0	0	0	0	0	0	0	0	0	0	0.265676	0.0867379	0	0	0.663942	0.399516	0.499933	0.185237	0.0160414	0.307437	0	0	0	0	0.204349	0.147761	0	0	0	0	0	0.721854
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0.149828	0.381431	0	0	0	0	0	0	0.364339	0.75219	0.174941	0.171831	0.0029378	0.553788	0.319639	0.0793206	0.44067	0.101665	0.313627	0.224993	0.345086	0.0447058	0.396603	0.728652	1.15763	0.508263	0	0	0.758047	1.39854	0.605225	0.46418	0.572913	0.238067	0.179784	0	0.317301	0.740421	0.058756	0	0.602395
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0.517146	0.693196	0.431816	0.333174	0	0	0	0.605169	0.571249	0.3521	1.20523	0.225107	0.50064	0.104529	0.0385107	1.17183	0	0.258572	0.346597	0.418876	0	0.107426	0.35518	0.825255	0.54416	0.0605169	0.50064	0.104529	0	0	0.548385	0.242067	0.363101	0.417907	0.781218	1.70548	1.01228	1.56244	0.451126	0.594166	0.0137538	0.540107
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0	0	0	0	0	0	0	0	0	0.0354094	0.190557	0.0581025	0	0	0.0557704	0.247325	0	0.160375	0.225953	0.0072744	0	0.185941	0.101842	0	0.0084868	0.13587	0	0.0448588	0.0991397	0.005917	0.304836	0.0535413	0	0.116388	0.337831	0.147913	0.227929	0.378262	0.258235	0.206106	0.167888	0.186014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.65391	0.900521	0.563151	0.421555	0.0886193	0.122187	0.300594	0.0561301	0	0	0.0119793	0.292214	0.174864	0	0	0.124585	0.263485	0.0910429	0	0	0.220351	0.258671	0.203608	0.265989	0.0035938	0	0.0706781	0.227573	0.254509	0.49754	0.327781	0.0814595	0.180961	0.17969	0.233558	0.17037	0.161441	0.287323	0.14494	0.373684	0.681205	0.852861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.780338	0.739272	0.025278	0.682506	0	0.262891	1.04546	0.34957	1.3474	0.588413	2.68074	1.73991	0.313447	0.394337	0	0.123898	1.65458	0.531609	1.48365	0.410072	0.986034	1.43472	2.35102	2.80287	0.52963	1.48136	1.77462	1.86109	3.08916	1.81	2.63417	0.449952	0.808378	0.421868	0.376444	2.00341	0.459714	1.2539	0.882487	0.229514	2.00132	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.674298	0.633422	0.47703	0.0601917	0.0559822	0.331884	0.396875	0.318602	0.106693	0.0366267	0.795207	0.392372	0.3678	0.280765	0.497336	1.04739	1.69395	1.24726	1.0098	0.822469	0.84357	0.257571	0.606484	1.25085	1.13968	0.35234	0.724404	1.06822	0.42609	0.518669	1.05057	0.469942	0.670473	1.3469	0.618938	0.897921	1.18436	0.778723	0.997786	0.82604	0.643716	0.0522876
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	0	0	0.0979302	0.420524	0	0	0	0.322594	0.19586	0.299192	0.160221	0	0	0	0	0	0	0	0.58353	0.425864	0	0.176777	0.275289	0.188896	0	0	0	0	0	0	0	0	0	0.361686	0	0.201059	0	0	0	0	0	0.398305
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.0365706	0.251197	0.693383	0.371259	0.141502	0.673226	0.119538	0.0476826	0.174286	0.198975	0.202613	0.264829	0.264244	0.210817	0.632347	0.767756	0.826822	0.946462	0.448801	0.247942	0.266653	0.299337	0.361003	0.343955	0.618311	0.458175	0.105248	0.338302	0.626642	0.60855	0.111844	0.741027	0.127965	0	0.0094742	0.321347	0.324434	0.684349	0.4204	0.425509	0.0737572	0.180556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0.251301	0.454668	0.387462	0.0354181	0	0	0	0	0.209137	0.242466	0	0.052054	0.4593	0.101046	0	0	0	0.223195	0.236138	0	0	0	0	0	0	0.73181	0.492977	0	0	0	0.186782	0.425618	0	0	0.180658	0.796142	1.53855	0.401419	0.456107	0.162286	0.788458	0.536082
