	chr2:134859469-134859578	chr2:134859579-134859618	chr2:134859619-134859648	chr2:134859649-134859738	chr2:134859739-134859768	chr2:134859769-134859918	chr2:134859919-134859978	chr2:134859979-134860068	chr2:134860069-134860218	chr2:134860219-134860368	chr2:134860369-134860448	chr2:134860449-134860518	chr2:134860519-134860668	chr2:134860669-134860748	chr2:134860749-134860818	chr2:134860819-134860968	chr2:134860969-134861118	chr2:134861119-134861268	chr2:134861269-134861418	chr2:134861419-134861568	chr2:134861569-134861658	chr2:134861659-134861718	chr2:134861719-134861868	chr2:134861869-134861978	chr2:134861979-134862018	chr2:134862019-134862118	chr2:134862119-134862168	chr2:134862169-134862318	chr2:134862319-134862378	chr2:134862379-134862468	chr2:134862469-134862618	chr2:134862619-134862668	chr2:134862669-134862768	chr2:134862769-134862888	chr2:134862889-134862918	chr2:134862919-134863068	chr2:134863069-134863148	chr2:134863149-134863218	chr2:134863219-134863268	chr2:134863269-134863368	chr2:134863369-134863518	chr2:134863519-134863668	chr2:134863669-134863788	chr2:134863789-134863818	chr2:134863819-134863908	chr2:134863909-134863968	chr2:134863969-134864118	chr2:134864119-134864168	chr2:134864169-134864268	chr2:134864269-134864418	chr2:134864419-134864518	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.51001	0.237063	0.259138	0.139718	0.00467933	0.141474	0.322332	0.252274	0.394412	0.203586	0	0.0700391	0.241392	0.0329194	0	0	0	0.189543	0.13735	0.254595	0.326456	0.449703	0.447725	0.542103	0.20016	0.507176	0.836157	0.539365	0.428521	0.144726	0.170607	0.162576	0.302932	0.164073	0.320601	0.63371	0.409602	0.007794	0	0.0352845	0.310368	0.425542	0.36451	0.400971	0.411851	0.462514	0.309155	0.258237	0.307337	0.304306	0.081837	0.36854
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.d8f0d283-97b1-48be-a67c-353c0ecb4b0e.fc.signal	0.22958	0.262744	0.38057	0.427133	0.582999	0.374771	0	0.0455429	0.466958	0.617651	0.15311	0	0	0	0	0	0.0595689	0.411543	0.277463	0.640998	0.739497	0.678843	0.531809	0.29673	0.344511	0.446462	0.421781	0.544946	0.61495	0.252022	0.278546	0.374356	0.420504	0.481096	0.363209	0.544525	0.547694	0.48485	0.493137	0.563369	0.720126	0.284894	0.179106	0.199839	0.149761	0.191998	0.315335	0.28472	0.114652	0	0	0.533377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.47ac92c8-3161-452d-8dd3-b7ed71169f80.fc.signal	0.487079	0.460175	0.523956	0.407278	0.343956	0.473303	0.52876	0.224384	0.666828	0.629185	0.208898	0.47636	0.403603	0.0950068	0.196066	0.0831689	0.418606	0.27822	0.105939	0.242248	0.562094	0.432368	0.704484	0.549964	0.399031	0.327257	0.694989	0.583817	0.0632157	0.449211	0.478052	0.633656	0.359055	0.124965	0.0631197	0.236597	0.318621	0.24668	0.127071	0.296509	0.382063	0.383686	0.556988	0.220866	0.165157	0.265609	0.122982	0.102421	0.211515	0.255864	0.30976	0.528967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.af8f440a-d096-482c-84b1-79bcd318ff11.fc.signal	0.208951	0.265	0.059943	0	0	0.34276	0.611216	1.05392	1.0135	0.362926	0.0984517	0.642943	0.161673	0.273344	0.380659	0.282817	0.740659	0.133376	0.0232349	0.479505	0	0.192571	0.390213	0.532753	0.874871	0.528176	0.546051	0.390172	0	0	0	0	0.216402	0.293081	0.470142	0.818654	0.154237	0.699074	0.984245	0.467147	0.121225	0	0.490422	0.569026	0.401757	0.538438	0.215634	0.311104	1.65195	0.422989	0	0.308892
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.97f665f6-6f48-4b26-ac5c-9db0c04ef7bc.fc.signal	0.0942642	0.220891	0.221854	0.081489	0	0.249674	0.423467	0.562162	0.416353	0.428768	0.505089	0.102431	0.351935	0.996325	0.0862021	0.204355	0.236361	0	0	0.106236	0.234169	0.0150727	0.0326411	0.140489	0.140753	0.592615	0.63723	0.44997	0.0966028	0.27044	0.371735	0.228953	0.506196	0.316881	0.321748	0.563374	0.46502	0.644101	0.378141	0.187152	0.226578	0.408671	0.353896	0.165176	0.0953781	0.18756	0.33723	0.913059	0.979672	0.589856	0.43841	0.491739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.01d071c9-f298-47b3-9bd4-0b04699959a8.fc.signal	0.902303	1.30831	0.661594	0.480676	0.358769	0.615293	0.951673	0.276081	0.926138	0.38211	0.827622	0.754258	0.90353	0.657297	0.561081	0.457054	0.327571	0.530714	0.158371	0.299892	0.508608	0.58267	0.416931	0.420876	0.363501	0.573391	0.319843	0.330371	0.205912	0.29168	0.231271	0.015565	0.375863	0.536629	0.275026	0.449959	0.322651	0.276564	0.599344	0.550411	0.334916	0.149419	0.138457	0.335178	0.134444	0.0920523	0.445721	0.374131	0.480698	0.84195	0.503226	0.620949
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0	0	0	0	0	0	0	0.416072	0.859489	0.268867	0.87277	0.0434543	0.610534	0.546581	0.918328	0.766642	0	0.630625	0.791373	0	0	0	0.960777	2.92468	1.37725	1.28804	0.876849	0.277041	0	0.194337	0.673199	0.63364	0.169624	0.216189	0.112266	0.206107	0.291859	0	0.168615	0.139929	0.171781	0.262153	0.600056	0.399793	0.0590636	0	0.16599	0.0586688	0.2837	0.147899	0.711832	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.86c1b69f-56b1-4f10-8993-9f16337e88d8.fc.signal	0	0	0	0.268443	0.302795	0.0240794	0.128866	0.306587	0.51645	0	0	0.0206617	0.272776	0.358367	0.119729	0	0.0573957	0.414869	0.164003	0.848971	1.10524	0.99346	0.75427	0.82146	0.37967	0.242988	0.746646	0.852019	0.548935	0.392305	0.264997	0.75933	0.315017	0.282944	0	0.19996	0.168586	0	0.0270456	0.295689	0.195589	0.826422	0.44175	0.511484	0.194473	0.421422	0.304468	0.349296	0.489771	0.139212	0	0.504845
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.c8287f3a-ec01-4e9b-9790-466f356c7045.fc.signal	0.0828749	0	0	0	0	0	0	0	0	0.209313	0.60288	0.447717	0.0832187	0	0	0	0.0287145	0.481874	0.529233	0.459539	0.628303	0.511748	0.388614	0.756939	0.780022	0.403928	0.255544	0.548359	0.614789	0.396565	0.23634	0.359524	0.659266	0.55705	0.410303	0.253365	0.066127	0.180241	0.463024	0.539382	0.595007	0.127335	0	0	0	0	0.240136	0.753971	0.856313	0.26382	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.c8e36202-3364-4044-b761-9decdba45b1b.fc.signal	1.42341	0.03738	0.143554	0.394467	0.363372	0.306198	1.65942	0.81811	0.722902	0.849886	0.455637	0.753362	0.825341	0.759392	0	0	0.23758	0.493173	0.422558	1.41958	0.39027	0.174505	0.437053	0.784852	0.754336	0.490643	1.0771	0.91619	0.449725	0	0.0752859	0.72401	0.558587	0.983078	1.80807	4.27376	1.74102	0.461411	0.336459	1.89493	1.24641	0.52037	0.93895	0.624741	1.19463	1.17912	0.0570489	0.964646	2.08076	0.162608	0.0237501	0.493878
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.dae7eca5-76e6-4bd8-b7ed-ed119799b038.fc.signal	0.482549	0.63207	0.615881	0.357322	0.3536	0.362431	0.630595	0.791681	0.786431	0.267468	0.477381	0.904368	0.312017	0.48847	0.193139	0.458212	0.0384883	0.340747	0.0501485	0.160301	0.718997	0.53041	0.19745	0.358423	0.25636	0.210394	1.16689	0.688007	0.36244	0.54416	0.671843	0.50763	0.246494	0.275284	0.252825	0.45826	0.287182	0.241476	0.316044	0.744673	0.295373	0.475006	0.411067	0.447901	0.109959	0.36786	0.573175	0.420783	0.630747	0.239158	0.339566	0.59604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.8283360d-85c5-47d8-8e88-2dbecb596c14.fc.signal	0.156243	0.0910493	0.0492123	0.0551866	0.111557	0.0399655	0	0.0711026	0.072204	0	0	0	0	0.0207225	0.242765	0.115087	0	0.144431	0.0189514	0.137271	0.288936	0.660424	0.863009	0.582001	0.574941	0.401325	0.0691076	0	0	0.0449989	0.170641	0.0844984	0.621916	0.431503	0.096755	0.147306	0.115875	0.0131966	0	0	0.359225	0.340079	0.150675	0.336981	0.27503	0.092468	0.0917881	0	0	0.476516	0.207106	0.414034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.fe6c656d-0fea-4a9a-b4bd-a49f16ef7992.fc.signal	0.157128	0.147971	0.300913	0.494165	0.39467	0.392444	0.226937	0.226579	0.338536	0.168128	0.229139	0.52398	0.467327	0.217421	0.166593	0.197621	0.379877	0.479253	0.204507	0.164052	0.453329	0.374784	0.322898	0.443995	0.892873	0.546234	0.347141	0.318008	0.142349	0.130291	0.265114	0.302432	0.540747	0.730782	1.20864	0.767134	0.30245	0.121001	0.126025	0.168147	0.346843	0.769299	0.723455	0.284986	0.0974878	0	0.0591995	0.4061	0.399819	0.397105	0.851667	0.490018
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003804.1.6ec1eb56-dc70-4c75-a01e-fb5bc58e0bff.fc.signal	0.32214	0.274758	0.213073	0.12494	0.213108	0.313821	0.477351	0.770108	0.790159	0.40728	0.43545	0.504487	0.772443	0.744189	0.520917	0.503498	0.330816	0.0483935	0.0643692	0.00773286	0.171982	0.320095	0.504136	0.67167	0.628205	0.51781	0.546274	0.575409	0.295363	0.138163	0.173208	0.14181	0.0848066	0.170646	0.220565	0.410993	0.347235	0.153663	0.143619	0.202403	0.217345	0.407639	0.475832	0.428239	0.276908	0.31265	0.426221	0.359793	0.403927	0.510425	0.399846	0.492943
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001878.2.b354eb4d-cb73-4537-9821-0c6583037536.fc.signal	0.773809	0.102471	0	0	0	0	0	1.1041	1.23466	1.13475	1.15348	0.373889	0.494858	0.930187	0.744696	0	0	1.36507	0.845397	0.178376	0.00929033	0.858221	0.338156	0.721108	0.773404	1.54717	0.943815	0	0.882636	0.801358	1.02467	1.67939	0.637624	0.763404	1.75481	1.62951	0.654386	0.735725	0.284997	0.384629	0.16298	0.284066	1.13518	2.20171	2.32862	0.346068	0	0	0	0	0	0.449383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.a821fd7c-44ed-4d61-9142-fdff92927929.fc.signal	0	0.157512	0.531916	0.950268	1.60957	1.32582	0	0	0.321916	0.933009	0.606335	0.172143	0.568023	0.0492044	0	0.0461697	0.762595	1.45077	0.525473	0.603501	1.23496	0.967868	0.122624	0.352526	0.817378	0.605255	1.39935	2.35268	1.89877	0.148505	1.45339	0.74559	2.00621	0.778993	0	0	0	0	0	0.582514	0.38152	0	0	0	0	0	0	0	0	0.610671	0.705793	0.490304
