	chr19:35140271-35140420	chr19:35140421-35140570	chr19:35140571-35140720	chr19:35140721-35140870	chr19:35140871-35141020	chr19:35141021-35141170	chr19:35141171-35141320	chr19:35141321-35141380	chr19:35141381-35141430	chr19:35141431-35141470	chr19:35141471-35141530	chr19:35141531-35141620	chr19:35141621-35141770	chr19:35141771-35141920	chr19:35141921-35142070	chr19:35142071-35142220	chr19:35142221-35142370	chr19:35142371-35142520	chr19:35142521-35142670	chr19:35142671-35142820	chr19:35142821-35142970	chr19:35142971-35143120	chr19:35143121-35143270	chr19:35143271-35143420	chr19:35143421-35143570	chr19:35143571-35143650	chr19:35143651-35143720	chr19:35143721-35143870	chr19:35143871-35144020	chr19:35144021-35144090	chr19:35144091-35144170	chr19:35144171-35144220	chr19:35144221-35144320	chr19:35144321-35144470	chr19:35144471-35144620	chr19:35144621-35144670	chr19:35144671-35144690	chr19:35144691-35144770	chr19:35144771-35144920	chr19:35144921-35145070	chr19:35145071-35145220	chr19:35145221-35145370	chr19:35145371-35145417	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.107904	0.11896	0.0526643	0	0.173372	0.128567	0	0	0	0	0	0.0202067	0.328857	0.170171	0.0324188	0	0	0	0	0	0	0	0	0	0.204893	0.18186	0.002598	0	0.018186	0.18186	0.09093	0	0.110935	0.0775936	0	0.1564	0.18186	0.222776	0.178162	0.183688	0.400229	0.18449	0.220487	0.134214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0	0	0	0	0.0579157	0.404601	0.755537	0.908191	0.8924	0.78976	0.401461	0.644971	1.13457	1.03715	0.265886	0.354081	0	0	0.0658133	0.39488	0.144789	0.355392	0.958211	2.12698	1.40306	0	0	0	0	0.236928	0.39488	0.39488	0.22903	0.157614	0.370153	0.0868736	0.059232	0.39488	0.357031	0.531772	0.619424	0.26326	0.747519	0.811715
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.697757	0.32681	0.0373693	0.582322	0.414343	0.956335	1.09588	0.0394465	0	0	0	0.526384	0.50915	0	0	0	0.088796	0.693518	0	0.547631	0.257698	0	0	0	0.568816	0.430744	0	0	0.488388	0.589723	0.978148	0.829671	1.50819	1.72783	0.375037	0	0	0.44919	1.56599	0.741496	0.990124	0.722877	1.04329	0.572289
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.307608	0.103814	0	0	0.0086512	0.309247	0.0984776	0	0	0	0	0	0.23142	0.181534	0	0.238586	0.183789	0	0	0.190326	0.242234	0	0	0	0	0	0	0.0777409	0.193662	0	0	0	0.275757	0.648755	0.787161	0.32442	0.016221	0	0.13264	0.304544	0.403775	0.524466	0.476147	0.967517
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0	0	0	0	0.0517608	0.211902	0.119817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0521202	0.14378	0.0968119	0.13351	0.142438	0.215717	0.196308	0.109532	0.281781	0.452244	0.0057512	0	0.0664982	0.199429	0.298244	0.430522	0.279027	0.348862	0.78607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.176815	0.175428	0.147728	0.412569	0.521264	0.172927	0	0	0	0.10013	0.387609	0.661801	0.64533	0.813994	0.870261	0.231129	0.341904	0.40742	0.292857	0.408281	0.0706293	0	0	0.0111973	0.213611	0.260017	0.345155	0.330656	0.344006	0.610941	0.656074	0.295344	0.139626	0	0	0	0	0	0.0056478	0.214272	0.37641	0.322721	0.279	0.891869
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.58e5cc13-3837-4676-9815-86ae7a4468bc.fc.signal	0	0	0.118862	0.575869	0.125005	0	0	0	0	0	0	0	0	0.0963114	0.25476	0.347517	0.354526	0.0358511	0.0491787	0.30741	0.0532775	0	0	0.305358	0.602518	0.38618	0.248114	0	0	0.100207	0.215945	0.30741	0.19362	0.419081	0.38936	0	0	0	0	0	0	0	0	0.96978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0	0.266288	0.155647	0	0	0.425686	0.410862	0.179608	0.279998	0.239294	0.288644	0.637591	0.513823	0.151451	0.341227	0.385003	0.112096	0	0	0	0.0656343	0.28129	0.277539	0.322722	0.14012	0	0.345175	0.485593	0.0775225	0.0116079	0.223679	0.225344	0.166844	0	0	0	0	0	0	0.0055558	0.88772	0.692808	0.124476	0.859504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0	0	0	0	0	0.0752268	0.34194	0.262154	0.34194	0.34194	0.285351	0.405745	0.420877	0.19234	0.124631	0.692101	0.349607	0.0735294	0	0.0410328	0.34194	0.0387532	0	0	0	0	0	0.144455	0.255186	0	0	0	0	0	0.53026	1.29337	1.31677	0.736766	0.155979	0.168586	0.28668	0.327372	0.363776	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.69848b5e-1d71-4ca5-a68d-b2c1db7d8201.fc.signal	0.0407914	0.284005	0.466387	0.156097	0.550886	1.93616	2.08817	0	0	0	0.0586342	1.92623	1.39577	0.558051	0.799554	0.61408	1.48557	1.19244	1.01303	1.39607	1.4886	0.166291	0.00818907	2.34188	1.38734	1.51391	0.309294	0.917507	0.361822	1.01225	2.00269	2.66244	1.0664	0.927845	2.82133	1.28168	1.87461	1.68457	0.958541	0.809644	0.604163	1.75993	0.362994	0.463768
