	chr1:203046418-203046567	chr1:203046568-203046657	chr1:203046658-203046717	chr1:203046718-203046797	chr1:203046798-203046867	chr1:203046868-203046917	chr1:203046918-203047017	chr1:203047018-203047167	chr1:203047168-203047317	chr1:203047318-203047467	chr1:203047468-203047617	chr1:203047618-203047767	chr1:203047768-203047917	chr1:203047918-203048067	chr1:203048068-203048217	chr1:203048218-203048367	chr1:203048368-203048517	chr1:203048518-203048667	chr1:203048668-203048817	chr1:203048818-203048907	chr1:203048908-203048967	chr1:203048968-203049117	chr1:203049118-203049267	chr1:203049268-203049377	chr1:203049378-203049417	chr1:203049418-203049567	chr1:203049568-203049717	chr1:203049718-203049867	chr1:203049868-203050017	chr1:203050018-203050097	chr1:203050098-203050167	chr1:203050168-203050317	chr1:203050318-203050467	chr1:203050468-203050617	chr1:203050618-203050687	chr1:203050688-203050767	chr1:203050768-203050917	chr1:203050918-203050987	chr1:203050988-203051067	chr1:203051068-203051217	chr1:203051218-203051367	chr1:203051368-203051480	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.0526507	0	0	0	0	0	0.201303	0.378163	0.334635	0.382336	0.555337	0.234374	0	0.356604	0.549429	0.371616	0.179012	0	0.0552832	0.39488	0.39488	0.278711	0.768668	0.374081	0.051398	0.37908	0.902076	0.334332	0.376452	0.429432	0.434368	0.39488	0.142157	1.12663	0.958947	0.543401	0.346123	0.0391589	0	0.25257	0.665311	0.325248	0.365798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.503227	0	0	0.293923	0.647219	0.64871	0.239564	0.0704731	0.321355	0.0215648	0.142086	0.205956	0.573067	0.703077	0.381182	0.499515	0.127605	0.304955	0	0.259536	0.32442	0.14707	0.105977	0.32442	0.32442	0.0021628	0	0	0.242833	0.320365	0.16221	0.224257	0.0233019	0.311029	0.871187	0.619089	0.208829	0.0803786	0.25575	0.467383	0.574872	0.746314	0.392747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.505711	0.407707	0.319549	0.125543	0.330411	0.0226842	0.241965	0.356167	0.189201	0	0.27015	0.70089	0.663627	0.710215	0.397362	0.813267	1.10057	1.05383	0.154572	0.482191	0.518047	0.750645	0.866233	2.68146	1.04192	0.541994	0.0678022	0.263023	0.52874	0.38008	1.55108	0.809228	0.873983	0.0239121	0.133564	0.429734	1.38451	1.34511	0.802846	0.319448	0.834907	1.37741	0.46875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.373922	0.508168	0.234899	0.408107	0.43148	0.408475	0.0186984	0.103542	0.350594	0.259482	0.28441	0.50721	0.337226	0.813078	0.681322	0.596079	0.371092	0.26943	0.06902	0.327639	0.393139	0.152448	0.0459513	0.189632	0.155335	0.0395291	0	0.0807697	0.105815	0.0749254	0.293311	0.426296	0.505754	0.620437	0.498149	0.718452	0.380081	0.31152	0.45658	0.594003	0.268296	0.239052	0.514768
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.962773	0.520386	0.1615	0.363384	0.642319	0.69769	0.377272	0.169359	0.177239	0.197353	0.500543	0.197754	0	0	0.0301364	0.240921	0.0579227	0	0.00818467	0.122304	0.199931	0.155726	0.146743	0.248686	0.012412	0	0.0140363	0.280604	0.619069	0.129698	0.0246707	0.116953	0.16789	0.130217	0.0811416	0.142464	0.318973	0.298394	0.386568	0.414671	0.207826	0.0695375	0.539749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.58e5cc13-3837-4676-9815-86ae7a4468bc.fc.signal	0.436483	0.259009	0.0909177	0	0	0	0	0.212109	0.211079	0.501783	0.266223	0	0	0.108592	0.273581	0.0276552	0.224405	0.185466	0	0	0	0.172123	0.237704	0	0	0	0.0829795	0.292033	0.046092	0.170939	0.30741	0.163916	0.212079	0.197733	0	0	0.348228	0.61482	0.322764	0	0	0	0.331858
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.509534	0.380386	0.227564	0.630005	0.987139	0.635254	0.471483	0.614777	0.348125	0.0699886	0.219057	0	0	0.0736712	0.266271	0.0450064	0	0	0	0	0.253161	0.731354	0.866373	0.388556	0.21668	0.0317797	0	0.390055	0.844559	0.264072	0.151677	0.0799408	0.283015	0.33702	0.20704	0.0793621	0.494383	0.659259	0.159799	0	0	0	0.302897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.136202	0.160207	0.220614	0.105468	0	0	0.0774438	0.29679	0.0122176	0.153112	0.124958	0	0	0	0.0992217	0.25812	0.0429536	0.454882	0.406734	0.311212	0.099929	0	0	0	0	0.12568	0.168191	0	0.202128	0.937377	0.921652	0.0999213	0	0.0067992	0.340724	0.34194	0.0729472	0	0.314208	0.440412	0	0	0.254078
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.3e57f4b2-3eea-42bc-9983-8ecec55d5977.fc.signal	0.540353	0.113661	0.476381	0.796554	0.828065	0.311081	0.15483	0.38347	0.167559	0.172771	0.0524622	0	0	0	0	0	0	0	0	0	0	0.00418833	0.441967	0.313662	0.242322	0	0.119006	0.14919	0	0	0.0334746	0.906617	0.524265	0.427411	0.134971	0.0197368	0.31766	0.200368	0.628218	0.241172	0.230564	0.087289	0.496443
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.313549b4-5e36-4d5c-9816-17b9c7f898e3.fc.signal	0	0	0	0.34916	1.73496	1.99173	0.546512	0	0	0	0	0	0.680124	0.366118	0	0	0	0	0	0	0	0	0	0.783885	2.42894	0.80155	0	0	0	0.944384	1.77261	0.189327	0	0	0	0	0	0	0	0	0	0	0.333333
