	chr1:171265043-171265192	chr1:171265193-171265202	chr1:171265203-171265342	chr1:171265343-171265492	chr1:171265493-171265642	chr1:171265643-171265752	chr1:171265753-171265792	chr1:171265793-171265942	chr1:171265943-171265972	chr1:171265973-171266062	chr1:171266063-171266092	chr1:171266093-171266182	chr1:171266183-171266242	chr1:171266243-171266392	chr1:171266393-171266542	chr1:171266543-171266692	chr1:171266693-171266792	chr1:171266793-171266842	chr1:171266843-171266922	chr1:171266923-171266992	chr1:171266993-171267032	chr1:171267033-171267142	chr1:171267143-171267292	chr1:171267293-171267442	chr1:171267443-171267482	chr1:171267483-171267492	chr1:171267493-171267592	chr1:171267593-171267742	chr1:171267743-171267892	chr1:171267893-171267962	chr1:171267963-171268042	chr1:171268043-171268192	chr1:171268193-171268342	chr1:171268343-171268492	chr1:171268493-171268552	chr1:171268553-171268642	chr1:171268643-171268792	chr1:171268793-171268942	chr1:171268943-171269092	chr1:171269093-171269242	chr1:171269243-171269392	chr1:171269393-171269542	chr1:171269543-171269612	chr1:171269613-171269622	chr1:171269623-171269692	chr1:171269693-171269842	chr1:171269843-171269992	chr1:171269993-171270072	chr1:171270073-171270142	chr1:171270143-171270192	chr1:171270193-171270231	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.759916	0.55288	0.937425	0.341572	0.550423	0.361884	0.18429	0.0810876	0	0.0662057	0.140782	0.168355	0.397178	0.440955	0.347423	0.286269	0.121634	0.228522	0.548273	0.410712	0.115181	1.03965	0.428965	0.802543	1.08597	1.19814	0.68192	0.329013	0.365517	0.019436	0.228869	0.19721	0.82128	1.07542	0.0173707	0.252168	0.460829	1.20289	1.07043	1.4431	0.699397	0.643826	0.858426	0.774097	0.384385	0.394389	0.919171	0.290263	0.0263271	0.246952	0.36859	0.546634
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	0.356025	0.12434	0.27856	0.460824	0.493487	0.339172	0.351275	0.433857	0.49627	0.554365	0.469381	0.423707	0.171114	0.31602	0.758417	0.599929	0.510877	0.379074	0.350376	0.297714	0.397115	0.267052	0.550978	1.35784	1.10848	0.813672	0.566329	0.658187	2.05016	2.0072	0.92681	0.633468	0.64775	0.542121	0.366157	0.571659	1.15324	0.817088	0.606063	0.375171	0.343424	0.274653	0.356134	0.40291	0.514101	0.447632	0.533655	0.514258	0.243227	0.295804	0.37289	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.bb312763-aab5-42d7-8f1f-61e48149dd10.fc.signal	0.213231	0.29822	0.341446	0.0978957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18902	0.677149	0.8724	0.95961	0.571901	0.168664	0	0	0	0	0.273352	0.589909	0.767947	1.62667	2.32062	0.878888	0	0	0.160909	0.500176	0.362531	0.023264	0	0	0	0	0	0	0	0	0	0	0	0.188312
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	1.49619	1.29556	1.59939	1.41763	0.380137	0	0	0	0	0	0	0	0	0	0	0	0	0.391034	0.632324	1.52059	1.86197	1.59959	0.690987	0	0	0	0	0	0.069485	0.510535	0.908468	1.02279	0.925642	0.351079	0.0731402	0	0.185733	1.68123	2.09988	0.55032	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000246.3.450afe27-076b-4841-9c2a-cbdeff10853b.fc.signal	0.418991	0.64409	0.904728	0.611487	0.0077438	0	0	0	0	0	0	0	0	0	0	0	0.057114	0.1503	0.296726	0.388513	0.307995	0.282731	0.199359	0.04509	0	0	0	0	0	0.341702	1.24778	2.95042	4.58553	2.30429	0.55102	0.228875	0.395634	1.54613	1.72705	0.2144	0	0	0	0	0	0	0	0	0	0	0	0.330189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.d51ed427-007f-40d3-b98a-eaa67c358ae9.fc.signal	0.334854	0.38637	0.270465	0.163532	0.199597	0.358277	0.38637	0.224077	0.160957	0.04292	0	0.01073	0.09657	0.0997893	0.172546	0.09657	0.0318681	0	0.0965741	0.21248	0.391201	0.468334	0.555319	0.499241	0.448653	0.45877	0.359502	0.313184	0.291025	0.402275	0.493979	0.50867	0.352472	0.296482	0.390945	0.55388	0.713928	0.493003	0.563732	0.775198	0.928261	0.972974	0.79205	0.77275	0.695422	0.466207	0.332289	0.418969	0.477431	0.442388	0.48295	0.845361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	1.37069	0.804095	0.450372	0.28383	0.0510894	0	0	0	0	0	0	0	0	0	0	0	0.0312213	0.28383	0.652712	0.85139	0.950692	1.70074	1.84082	1.03488	0.85139	0.964878	1.31108	0.658381	0.385531	0.553241	0.410914	0.645092	1.04796	1.26536	0.258981	0.0802829	0.921638	2.26081	2.17756	1.41273	1.247	0.313949	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.af8f440a-d096-482c-84b1-79bcd318ff11.fc.signal	0.154661	0	0	0.200342	0.649869	0	0.120595	0.35783	0.325219	0.0229467	0	0	0	0	0.217829	0.336155	0.576747	0.435708	0.00867875	0	0	0	0.297408	0.521326	0.460631	0.778646	0.708774	0.507022	0	0.095462	0.560025	0.702198	0.473338	0.506413	0.589753	0.830374	0.568815	0.34791	0.45578	0.90918	0.51536	0.311295	0.534476	0.694797	1.11569	0.263326	0.029941	0.435022	0.462968	0.157223	0	0.975199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.23ce8c02-fb50-4a0a-991c-771c3456cdf5.fc.signal	0.598392	0.46517	0.537404	0.461674	0.146208	0	0	0	0	0	0	0	0	0	0	0	0	0.165984	0.364508	0.515856	0.817611	1.12633	0.934657	1.03746	1.7292	1.7292	1.5684	0.44267	0.195953	0.52127	1.18579	1.23217	1.40264	0.881438	0.387287	0.114441	0.747263	1.03739	0.679825	1.39864	1.51712	0.667481	0.06669	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.69e2f510-56a8-481d-8e3a-d02fd1396e2d.fc.signal	0.151225	0.35045	0.419759	0.494885	0.358697	0.122413	0	0	0	0	0	0	0	0	0	0	0.101837	0.364772	0.763898	1.46178	2.06662	2.27816	1.60434	0.519519	0.47376	0.47376	0.47376	0.202106	0	0.216552	0.821131	1.64719	1.19141	0.572041	0.288165	0.121046	0.0584221	1.8949	2.93709	1.20642	0.200525	0	0	0	0	0	0	0	0	0	0	0.140351
