	chr11:60933516-60933665	chr11:60933666-60933815	chr11:60933816-60933965	chr11:60933966-60934115	chr11:60934116-60934265	chr11:60934266-60934415	chr11:60934416-60934565	chr11:60934566-60934675	chr11:60934676-60934715	chr11:60934716-60934865	chr11:60934866-60935015	chr11:60935016-60935165	chr11:60935166-60935315	chr11:60935316-60935465	chr11:60935466-60935615	chr11:60935616-60935765	chr11:60935766-60935915	chr11:60935916-60936065	chr11:60936066-60936215	chr11:60936216-60936365	chr11:60936366-60936515	chr11:60936516-60936665	chr11:60936666-60936815	chr11:60936816-60936965	chr11:60936966-60937115	chr11:60937116-60937265	chr11:60937266-60937415	chr11:60937416-60937565	chr11:60937566-60937715	chr11:60937716-60937805	chr11:60937806-60937865	chr11:60937866-60938015	chr11:60938016-60938165	chr11:60938166-60938315	chr11:60938316-60938465	chr11:60938466-60938615	chr11:60938616-60938765	chr11:60938766-60938915	chr11:60938916-60939065	chr11:60939066-60939215	chr11:60939216-60939247	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.196895	0	0	0.1165	0.117908	0.102909	0	0	0	0.0911483	0.495495	0.119081	0	0.0852677	0.393996	0.569584	0.357356	0	0.00948833	0.337431	0.304665	0.0323429	0	0	0	0.066156	0.135157	0.122785	0	0	0	0	0	0	0	0	0	0	0.0346327	0.280368	0.335768	0.400177
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0	0	0	0.0405975	0.113795	0.27581	0	0	0	0	0.193542	0.0192324	0.1779	0.265486	0.0875951	0.146517	0	0.163397	0.0952431	0.0574634	0.189587	0.0323984	0	0.0627654	0.326134	0.146496	0.195896	0.0721085	0.112419	0.147739	0.152991	0	0	0	0	0	0	0.143986	0.0103303	0.0819793	0.203363	0.463896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.0431256	0.42371	0.372377	0.292214	0.0658863	0.194002	0.285012	0.192732	1.23509	1.34495	0.100603	0	0	0	0.229953	0.249113	0	0.0527091	0.17969	0.0071876	0.221577	0.277849	0.183281	0.035938	0	0	0.00598967	0.305082	0.539422	0.252859	0.182651	0.171304	0.143752	0.622788	0.810814	0.476666	0.101824	0	0.318539	0.160469	0	0.642335
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.313271	0	0	0.0131627	0.39488	0.56073	0.242193	0	0.217184	0.39488	0.152687	0	0	0	0	0	0	0.313271	0.292211	0	0.373011	0.57126	0.743088	0.0639593	0	0.348745	0.228529	0	0	0	0	0	0	0	0.37382	0.600218	0.40541	0.39488	0.0421205	0	0	0.552406
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.728831	0.740353	0.392628	1.22661	0.250021	0.390519	0.477285	0.535134	0.312285	0.154787	0.343698	0.0710749	0.336989	0.456954	0.626537	0.501408	0.883116	0.419178	0.195499	0.0434457	0.100511	0.266429	0.151328	0.154857	0.207111	0.946738	0.417509	0.161067	0	0	0.112118	0.17417	0.365739	0.499865	0.497213	0.304748	0.46735	0.116799	0.126594	0.261867	0.218241	0.645749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.994401	0.506296	0.321409	0.372844	0.764148	2.04065	0.871537	0.129717	0	0	0.125618	0.484221	0.424957	1.33006	0.283364	0.278581	0.463769	0.781068	0.591243	0.094255	0.760282	1.09538	0.811326	0.530932	0.379891	0.57848	1.08794	0.96657	0	0	0.773997	1.8553	0.622187	0.438285	0	1.22284	1.93163	1.2577	0.189539	0.551761	0.711116	0.6326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0.2543	0.439791	0.531916	3.17797	0.466611	1.28858	1.2113	0.791331	4.27581	3.31458	0.346613	0.643176	1.93351	2.53217	0.00917953	3.04807	1.73571	0.618765	0.373285	0.818377	0.848677	3.59578	2.63753	0.694888	1.34147	1.62201	2.44107	1.78919	0	0	2.50849	2.02385	2.21382	0.869638	0.163313	0.702471	0.965715	0.58632	0.220659	2.26684	0.0656163	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.979599	1.00038	0.353318	0.430905	0.140531	0.608573	1.42429	0.945428	0.807816	0.150763	0.422809	0.696979	0.281845	0.149725	0.184271	0.408972	0.458487	1.16556	0.466458	0.693349	0.728065	0.269968	0.572923	0.28127	0.443088	0.259607	0.170318	0	0.431548	0.659542	0.368391	0.0731065	0.320564	0.687894	0.180904	0.138278	0.397631	0.484306	0.312415	0.68619	0.180154	0.500915
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.0532977	0	0	0	0.0607255	0.0826176	0	0	0	0	0	0.0513386	0.0484069	0.0236846	0	0	0	0	0	0	0	0	0	0.0390961	0.0207034	0.0363984	0.0156756	0	0	0.00448267	0.084297	0.0303333	0.0475639	0.0111297	0.0487331	0.0594216	0.0526019	0.0555512	0.123313	0.0533944	0.119427	0.511602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0.0090962	0.210616	0.213282	0.193549	0.146018	0	0.158527	0.173424	0.05691	0	0	0	0.0518812	0.142708	0.17468	0.137247	0.191996	0.219137	0.0525589	0	0	0.0284711	0.148498	0.175289	0.293023	0.0261761	0.094634	0.143988	0.214487	0.323939	0.4542	0.561828	0.430205	0.0597516	0.0821723	0.155228	0.0552195	0.0241765	0.173558	0.0731481	0	0.586387
