	chr3:3102968-3103117	chr3:3103118-3103267	chr3:3103268-3103417	chr3:3103418-3103567	chr3:3103568-3103677	chr3:3103678-3103717	chr3:3103718-3103867	chr3:3103868-3104017	chr3:3104018-3104167	chr3:3104168-3104317	chr3:3104318-3104467	chr3:3104468-3104617	chr3:3104618-3104767	chr3:3104768-3104917	chr3:3104918-3105067	chr3:3105068-3105217	chr3:3105218-3105367	chr3:3105368-3105487	chr3:3105488-3105517	chr3:3105518-3105667	chr3:3105668-3105737	chr3:3105738-3105817	chr3:3105818-3105967	chr3:3105968-3106117	chr3:3106118-3106267	chr3:3106268-3106327	chr3:3106328-3106417	chr3:3106418-3106567	chr3:3106568-3106717	chr3:3106718-3106867	chr3:3106868-3106917	chr3:3106918-3107017	chr3:3107018-3107167	chr3:3107168-3107317	chr3:3107318-3107467	chr3:3107468-3107617	chr3:3107618-3107767	chr3:3107768-3107917	chr3:3107918-3108036	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0.34637	0	0.705349	0.247682	1.7861	1.05486	0.0452082	0.238825	0.282193	0	0.82215	0.745591	0.315573	0.972146	1.2418	0.518456	1.19624	0.461599	0.912214	0.5267	0.79127	0.240769	0.574202	0.545482	0.629076	0.696723	0.350331	1.03529	0.880631	1.5865	0.420756	0.0962384	0.244201	0.0108504	0.479503	0.623448	0	0.237404	1.93642	0.405063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.226982	0.40653	0.200862	0.153571	0.544295	0.45517	0.0615013	0	0.438828	1.06898	1.23972	0.94725	0.390031	0.241659	0.236907	0.994664	1.30183	0.908945	0.245989	0.038752	0.426287	0.767195	0.580038	0.536419	0.452825	0.697423	0.411226	0.0981789	0.507845	1.05519	0.826332	0.353445	0	0.0897023	0.71177	0.814114	0.863699	1.07562	0.919594	0.660714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0.572737	0.18294	0.186829	0.225874	0.169798	0	0.793873	1.7136	0.550492	0.0297895	0	0.113598	0.399852	0.0360609	0	0.275517	0.765952	0.92149	1.00363	1.0648	0.732563	0.973268	1.65602	1.90993	1.50421	0.795837	0.235192	0.0501717	0.344996	0.231158	0	0	0	0.497104	1.40039	0.454369	0.155219	0	0	0.581281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.3b2af9eb-fdf7-488c-8635-f562c6894205.fc.signal	0.89307	0.328958	0.518007	0	0.190228	0.87188	2.01559	0.53454	0	0	0.169662	0.523798	0	0	1.07999	0.616319	1.39883	0.352227	0	0.408581	1.41524	0.553445	0.587923	0.905596	0.341548	0.656552	0.186082	0.208906	0.790773	0.389963	0.0919464	0.330022	0.664418	1.26448	0.354162	1.04651	1.54861	0.615324	1.49773	0.353982
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000070.3.cefb7c30-c246-45e3-a1c7-f28257f723dd.fc.signal	0.282095	0	0	0	0	0	0	0	0.658833	0.199891	0	0	0.521819	0.234357	0	0	0.403446	0.155157	0	0.253068	0.452423	0.183162	0.161601	0.1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.bf2d6a22-ba05-47b2-a70c-a64ea707030d.fc.signal	1.41854	0.275313	0.869503	0.451146	0.677546	1.37175	0.802831	0.104508	0.243867	1.06933	0.31591	0.992665	0.297525	0.288975	2.65714	2.72028	0.389029	0.89776	0.89776	0.490775	1.05207	1.79563	0.873836	0	0	0	0.12574	0.806917	2.5391	1.07414	0	0	0	0.849879	0.496761	0.227433	0.89776	0.221447	0	0.578431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0	0	0	0	0	0	0	0	1.90912	2.68553	1.4528	0	0	0	0	0.594873	0.200597	0	0.449614	0.705548	0	0	0.445565	1.28609	0.603668	0.909855	0.507256	0	0	0	0	0	0	0	0	0	0	0	0	0.756458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.7a6d8040-3df1-443f-8bf8-8f3e00d9a3bc.fc.signal	0.0822481	0.265905	0.499388	0.363832	0.312782	0.465139	0.444852	0.281019	0.809973	0.404648	0.213617	0.210311	0.0805595	0.396852	1.09383	1.13562	0.426223	0.0450918	0.156432	0.219864	0.169486	0.641991	1.36035	1.02824	0.543653	0.555048	0.732243	1.04146	0.867089	0.947605	0.755156	0.791971	0.707529	1.64854	1.09183	1.7386	1.47482	0.760885	0.603792	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.33f29835-e25b-4253-aaf6-b5aa600df80f.fc.signal	0.840622	0.604579	0.703227	1.24926	0.697585	0.535175	0.404009	0.665308	0.809695	0.267676	0.330928	0.0744588	0.188898	0.464903	0.371935	0.358697	0.20449	0.141241	0.160789	0.244934	0.424974	0.508226	0.646081	0.849224	0.185902	0.0958077	0.0959253	0.0153822	0.076262	0.313478	0.255261	0.227537	0.145317	0.0200785	0.0929059	0.178894	0.307151	0.248192	0.245493	0.251483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.c302d52d-2f68-44d1-89a6-40282d63fa3e.fc.signal	1.24574	0.932339	0.115506	0	0	0	0	0.103003	0.950172	1.11773	0.453518	0.834869	0.658037	0.0338213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292727
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001518.1.c0114e44-f35c-4bde-b391-57c1b9685756.fc.signal	0.280037	0	0	0.048998	0.891601	0.0743723	0.600212	0.654122	0.212587	0.470965	0.327483	0.95439	0.478202	0.227097	0.460546	0.18617	0.359503	0.387131	0.083996	0.549798	0.374632	0.386896	0.559271	0.0663661	0.23144	0.556035	0.567783	0.102986	0	0.410228	0.683233	0.612118	0.825294	1.65949	1.19331	1.91116	0.48536	0.987383	0.409739	0.384488
