	chr11:15239067-15239136	chr11:15239137-15239216	chr11:15239217-15239366	chr11:15239367-15239396	chr11:15239397-15239486	chr11:15239487-15239516	chr11:15239517-15239606	chr11:15239607-15239666	chr11:15239667-15239816	chr11:15239817-15239886	chr11:15239887-15239966	chr11:15239967-15240116	chr11:15240117-15240176	chr11:15240177-15240266	chr11:15240267-15240416	chr11:15240417-15240566	chr11:15240567-15240676	chr11:15240677-15240716	chr11:15240717-15240806	chr11:15240807-15240866	chr11:15240867-15241016	chr11:15241017-15241076	chr11:15241077-15241166	chr11:15241167-15241316	chr11:15241317-15241466	chr11:15241467-15241616	chr11:15241617-15241766	chr11:15241767-15241846	chr11:15241847-15241886	chr11:15241887-15241916	chr11:15241917-15242066	chr11:15242067-15242166	chr11:15242167-15242216	chr11:15242217-15242366	chr11:15242367-15242516	chr11:15242517-15242666	chr11:15242667-15242696	chr11:15242697-15242816	chr11:15242817-15242966	chr11:15242967-15243116	chr11:15243117-15243266	chr11:15243267-15243416	chr11:15243417-15243566	chr11:15243567-15243716	chr11:15243717-15243756	chr11:15243757-15243866	chr11:15243867-15243936	chr11:15243937-15244016	chr11:15244017-15244036	chr11:15244037-15244076	chr11:15244077-15244145	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.432226	0.328587	0	0	0.107953	0.377883	0.333768	0.0383448	0.971459	0.647956	0.418092	0.186071	0	0.006243	0.476833	0.253288	0	0	0	0	0	0	0	0.0204084	0.292581	0.818429	0.123363	0	0	0	0.110954	0.455472	0.652593	0.361442	0.526569	1.02848	0.610641	0.104666	0	0.473924	1.11682	0.8271	0.377497	0.405129	0.0423865	0.145567	0.0526553	0.260579	0.5819	0.790957	1.11704	0.448922
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.0397729	0.0668699	0.031137	0	0	0	0	0	0	0	0	0	0	0	0	0.0395962	0.235414	0.0553192	0.242128	0.288632	1.23528	0.766919	0.933298	0.254948	0.895739	0.415744	0.0878083	0	0	0	0	0.391544	0.762391	0.518021	0.449861	0.484686	0.265097	0.319148	0.432262	0.51638	0.223423	0	0.481183	0.748031	0.54523	0.123916	0	0	0.109046	1.02231	1.09046	0.373832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.f1517182-68cd-4431-ae69-970e870c1c44.fc.signal	1.61479	1.45814	0.285036	0	0.21961	1.46422	1.26508	0.908767	1.00853	1.83411	0.660682	0.934365	1.34133	2.04971	1.06705	0	0.509651	0.926829	1.78848	0.90422	1.92914	1.49206	0	0	0.204	1.19362	1.38655	0.859009	0	0	0.958489	1.33831	0.90422	0.138647	0.663095	1.25391	0.890692	0.211764	0.696159	1.21847	0.0563759	1.25901	0.360624	0	0.347719	0.837808	0.710459	0	0	0	0	0.145161
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	0.990772	0.993443	0.675567	0.536305	0.155576	0.0950827	0.364635	0.53021	0.81817	0.939368	0.993906	0.692281	0.516026	1.05585	1.86645	2.20654	1.32661	1.54733	1.86034	2.36833	2.08933	1.55746	1.28881	1.51717	1.88689	1.10496	0.247115	0	0	0	0	0.0436884	0.208449	0.647699	0.586925	0.443211	0.686003	0.775492	0.861355	0.82128	1.0475	0.735463	0.652655	1.06726	1.23041	0.160893	0	0	0	0.123912	0.433914	0.621359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	4.56754	0.76648	0	0	0	0.713227	0.892499	0.895023	0.035714	0	0.139363	0.673982	0.167544	0	0	0	0	0.055848	0.955049	1.88499	1.48249	0.897168	0.137892	0	0	0	0	0	0	0	0.106888	0.947314	1.82334	1.46001	0.632072	0	0	0	0	0	0.515683	0.597867	0	0.479303	1.43348	1.73954	1.21969	1.00814	0.82735	0.876173	1.36156	0.406852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000001.4.a034ee31-90a4-46ec-8ae3-50525e7d309a.fc.signal	0.0956444	0.541927	0.849591	0.437555	0.0758831	0	0	0	0	0	0	0	0	0	1.18275	2.05119	0.894672	0.118904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439195	1.70408	1.61038	0.578273	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.c19bd00a-5c6a-4173-86bf-6f467b56a6c8.fc.signal	0.459929	0.538686	0.419409	0.319011	0.310727	0.28773	0.355104	0.384737	0.142201	0.118529	0.329974	0.39201	0.228714	0.573877	0.675365	0.330232	0.224166	0.322048	0.300168	0.349629	0.131286	0.103575	0.300846	0.500602	0.22544	0.186139	0.127832	0.297196	0.472746	0.570418	0.523463	0.443408	0.411188	0.343975	0.223459	0.383346	0.243256	0.0952705	0.0696408	0.29938	0.712427	0.727989	0.472643	0.471525	0.387387	0.236362	0.158302	0.219955	0.217391	0.241601	0.243938	0.380952
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e8717b6c-436c-4750-b776-17ab8ac934dd.fc.signal	1.07358	0.817523	0.471847	0.486102	0.504017	0.45423	0.111274	0.448937	0.622814	0.0580086	0	0	0	0	0.585241	1.19447	0.307576	0	0.46862	0.275833	0.208638	0.404369	0.575677	0.532947	0.836899	0.749175	0.513571	0	0	0	0	0	0	0.502608	0.885577	0	0.23508	0.746635	3.27486	2.46854	2.15964	1.70716	0.369202	1.61036	1.87946	0.388596	0	0	0	0	0.539594	0.273649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.f859dcbd-afbe-4ae5-8435-ea7adf39970c.fc.signal	1.41578	0.962037	0.534034	0.514723	0.348942	0.272344	0.0725867	0.25799	1.31371	1.23906	1.14385	0.836487	0.721962	1.43614	1.72276	1.92047	0.816176	0.69546	1.22639	1.2132	2.82385	2.86467	1.45499	0.661535	0.956696	1.5013	0.408001	0.031055	0.314437	0.57961	0.714294	0.661254	0.435762	0.657185	0.537288	0.595204	0.79977	1.25822	1.2221	1.4083	0.90312	0.240862	0.820429	0.527222	0	0	0.0508803	0.549042	0.667132	0.679334	0.556693	0.682316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.aa91ddbb-920b-4389-adfc-bc95d87573a2.fc.signal	1.51476	1.5602	2.85057	1.77537	0.366193	0.299451	0.586966	0.580609	0.116085	0.471853	0.53674	0.0913997	0	0	0	0	0.0560241	0.6875	0.870864	1.59569	1.76789	0.524579	0.201806	0.335409	0.871677	1.12419	0.496813	0.622787	0	0.390412	0.654052	0.691175	0.65051	0.753411	1.41993	0.663508	0.900297	1.33999	0.593219	0.4374	0.262622	0.625055	0.570332	0.411282	0.0898733	0	0.588161	0.589619	0.49854	0.367693	0.884168	0.497561
