	chr1:7753138-7753287	chr1:7753288-7753437	chr1:7753438-7753587	chr1:7753588-7753677	chr1:7753678-7753737	chr1:7753738-7753887	chr1:7753888-7754037	chr1:7754038-7754187	chr1:7754188-7754337	chr1:7754338-7754487	chr1:7754488-7754637	chr1:7754638-7754787	chr1:7754788-7754937	chr1:7754938-7755087	chr1:7755088-7755237	chr1:7755238-7755387	chr1:7755388-7755437	chr1:7755438-7755447	chr1:7755448-7755537	chr1:7755538-7755687	chr1:7755688-7755837	chr1:7755838-7755987	chr1:7755988-7756137	chr1:7756138-7756287	chr1:7756288-7756347	chr1:7756348-7756437	chr1:7756438-7756527	chr1:7756528-7756587	chr1:7756588-7756737	chr1:7756738-7756887	chr1:7756888-7757037	chr1:7757038-7757117	chr1:7757118-7757187	chr1:7757188-7757337	chr1:7757338-7757487	chr1:7757488-7757637	chr1:7757638-7757757	chr1:7757758-7757787	chr1:7757788-7757807	chr1:7757808-7757937	chr1:7757938-7758087	chr1:7758088-7758168	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	1.36273	0.425026	0.534619	0.143262	1.08326	0.674628	0	0.74982	0.177571	0.672107	1.23478	1.12461	0.530732	0.0770215	0	0.220061	0.674182	0.82523	0.797726	0.786724	0.358362	0.065108	0.270024	0.26099	0.81385	0.16277	0.270231	0.315375	0.338371	0.56932	0.0775857	0	0.466215	0.276709	0	0	0.0522212	0.89522	0.74603	0.553122	0.274773	0.16076	0.213256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.662337	0.481357	0.210316	0.00399311	0.225615	0.543314	0.292218	0.587876	0.413456	0.180521	0.1545	0.30627	0.0100034	0	0	0	0	0	0.00798622	0.547337	0.676672	0.718588	0.359478	0	0	0	0	0.112633	0.575734	0.651867	0.237683	0.357015	0.560181	0.578842	0.125901	0	0	0	0	0.417342	0.758021	0.522473	0.677494
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0.20305	0.0587983	0.272361	0.610003	0.437902	0.394912	0.608051	0.496426	0.530022	0.200783	0.19944	0.181927	0.215389	0.241369	0.263216	0.404915	0.23353	0.09652	0.137295	0.0947562	0.06013	0.351791	0.287042	0.275186	0.315035	0.202058	0.150833	0.424387	0.580362	0.153712	0.120524	0.147784	0.160094	0.469021	0.490947	0.241884	0.414194	0.434579	0.42803	0.379071	0.435867	0.605405	0.29703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.625827	0	0	0	0	0	0.0678775	0.252747	0.122848	0.31862	0.10689	0	0.332722	0.131087	0.179985	0.707594	0.600487	0	0	0.108519	0.318087	0.0753808	0	0	0	0	0	0	0	0	0	0	0	0.0658133	0.334019	0.562329	0.712121	0.68758	0.696198	0.411423	0.225107	0.362881	0.494993
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.169695	0	0	0	0.109311	0.227557	0.300868	0.404306	0.795239	0.868763	0.246508	0	0	0.310475	0.150111	0	0	0	0.227382	1.30847	0.843865	0	0.0486963	0.333774	0	0.0509833	0.348827	0.878517	0.962327	0.642215	0.112687	0	0	0	0	0	0	0	0	0	0.0136427	0.508639	0.66548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0.159822	0	0	0.0466604	2.27881	4.17526	1.06756	0.589117	1.78519	0.789459	0.196282	0	0	0.86953	0.439606	0	0	0	0	0	0	0	0	0.696419	0.104986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.126857	0.0421726	0.447026	0.690317	0.349364	0.6574	0.364405	0.359652	0.443883	0.281718	0.181505	0.188227	0	0.131086	0.605585	0.373089	0.726009	0.655424	0.574195	0.297464	0.174546	0.131442	0.485606	0.229948	0.242672	0.350227	0.0738018	0.793149	0.803866	0.583357	0.0537792	0	0	0	0	0.198124	0.213585	0	0	0.0290873	0.173102	0.743828	0.801471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.ba7ad3ac-45d8-4d57-96d9-67d86c9899a4.fc.signal	0.612507	0	0	0.058741	0.297657	0.49628	0.326108	0.4891	0.461828	0.468944	1.57768	0.749283	0.826816	0.852835	0.804927	0.866686	0.650465	0.628787	0.727562	0.695279	1.36058	2.65989	1.18737	0.529515	0.187204	0.0231411	0.275412	0.382079	0.146626	0.0394346	0.741656	1.04435	1.15325	1.60691	0.93667	0.796712	0.973997	0.628787	0.43364	0.38735	0	0.192729	0.335664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.567039	0.239901	0.207187	0	0	0	0	0	0	0	0	0	0.0139715	0.117528	0.103172	0.319952	0	0.25589	0.289649	0.24102	0.0919257	0.0334595	0.1645	0.205842	0.55986	0.49237	0.0634346	0	0	0	0	0	0	0.264042	0.213278	0	0.0903676	0.36421	0.380621	0.35354	0.0826587	0	0.965909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0	0	0	0	0.483673	0.707274	0.651734	0.597259	0	0	0	0	0	0	0.12159	0.364244	0.152796	0	0	0.43803	0.449457	0.342931	0.179877	0.00569893	0	0	0	0	0	0	0	0	0	0	0.0876321	0.219052	0.0479703	0	0	0	0	0.163304	0.904762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0	0.192236	0.168475	0.379913	0.961975	0.654906	0.235206	0.154021	0.157511	0.139139	0.311468	0.0735352	0	0	0	0	0	0	0	0.116791	0.557909	0.190326	0.166663	0.239122	0.323077	0.318024	0.151396	0	0.0063936	0.322208	0.101652	0	0	0	0.0718289	0.315593	0.0408609	0	0	0	0	0.166519	0.615927
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.697995	0	0	0	0.055272	1.07487	0.157793	0.72811	1.0089	1.14568	0.132653	0	0	0.389273	0.725052	0.0181173	0	0	0	0	0.296089	0.346954	0.244268	1.04737	0	0	0	0.92645	1.50194	1.11566	0	0	0	0.17312	0.434235	1.39631	0.80074	0	0	0.0446428	0.175028	0.27636	0.66055
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.295867	0.292493	0.0977919	0	0.00239633	0.238874	0.389024	0.488039	0.214749	0.419019	0.0920341	0	0	0	0	0	0	0	0	0	0.0667359	0.147316	0.152696	0.685178	0.867763	0.495393	0.150176	0.0670973	0.18024	0.170645	0.0115024	0	0	0	0.210941	0.476433	0.439868	0.2877	0.2877	0.0176982	0	0	0.622449
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	1.4349	0.994493	0.0931155	0	0	0	0	0	0	0	0	0	0.0291136	0.250997	0.673064	0.552205	0.0646666	0	0	0	0.0143187	1.21317	1.72635	0.416989	0.0959093	0.534871	1.66012	1.65061	1.30683	0.925736	0.735869	0.161301	0	0.0127528	0.305979	0.188215	0	0	0	0	0	0	0.569343
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.135564	0.196844	0.140384	0.287961	0.287952	0.163673	0.0403622	0	0.0478706	0.130695	0.101509	0	0	0.272657	0.241588	0.165623	0.348367	0.371961	0.253615	0.0545945	0.0202624	0.146123	0.0818618	0.349131	0.326616	0.190773	0.241441	0.166858	0.301311	0.348389	0	0	0.0931051	0.319372	0.267151	0.399638	0.463175	0.351285	0.180093	0.170371	0.168672	0.0148715	0.595434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0	0.0534479	0.12842	0.199789	0.156551	0.191462	0.128458	0.203924	0.206253	0.0984782	0	0	0	0	0	0.0240747	0.209352	0.21668	0.21461	0.2057	0.123789	0	0	0.228807	0.222637	0.184177	0.146982	0.100542	0	0	0	0	0	0.0725303	0.46571	0.215652	0	0	0	0	0	0	0.495564
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.0797305	0.261785	0	0	0	0	0	0	0	0	0	0	0	0.389871	0.715923	0.159572	0	0	0	0.44461	0.269304	0.187622	0.175529	0.34194	0.102582	0	0.0987827	0.34194	0.22568	0.107141	0.283704	0	0	0	0	0.0759006	0.320502	0.219013	0	0	0	0	0.494194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.4c655c7c-8a8a-4e2d-a610-f4e47cf57813.fc.signal	0.467619	0.354628	0.0236693	0	0.28516	1.34325	1.14976	0.697436	0	0	0	0	0.297298	0.624564	0.200089	0	0	0	0	0.229968	0.328244	0.386647	0.0914662	0.500076	0.40542	0.22078	0.516282	0.656452	0.641538	0.265547	0	0	0	0	0.329074	0.792781	0	0	0	0	0	0	0.487427
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.1a9690ca-63a1-4ea3-8dc4-24421ed40248.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0889259	0.245713	0.24014	0.0307681	0	0	0.289225	0.433787	0.46164	0.0590417	0	0	0	0	0.125835	0.248006	0.356862	0.38531	0.449951	0.17423	0	0	0.435248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.3b07c369-960c-43eb-b4e5-3e3773e044bc.fc.signal	0.143219	0.0242329	0.157245	0.270626	0.239628	0.220173	0.134478	0.284674	0.362558	0.433811	0.111593	0.45251	0.76122	0.635245	0.0340978	0	0	0	0	0	0.02411	0.227995	0.134301	0	0	0	0.26854	0.312129	0.325003	0.349581	0.173834	0.051029	0.074999	0.251102	0.117115	0.142815	0.25122	0.124764	0	0	0.0260835	0.426679	0.214953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.313549b4-5e36-4d5c-9816-17b9c7f898e3.fc.signal	0	0	0	1.00583	4.26627	1.58341	1.256	1.11334	0.908866	0	0	0	0	0	0.199731	1.75857	2.09464	2.30074	1.40081	0.0166238	0	1.35879	0.56215	0	0	1.14415	1.99389	0	0	0	0	0	0	0	0	0	0	0	1.2551	2.02158	0	0	0.328947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.d51ed427-007f-40d3-b98a-eaa67c358ae9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0785443	0.274336	0.2898	0.2898	0.291604	0.129137	0.0535562	0	0	0	0	0	0	0	0.045066	0.149367	0.19315	0.148727	0.057013	0	0	0	0	0	0	0	0	0.79646
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	1.05801	0.450965	0.334079	0.562831	0.541465	0.420242	0	0	0.461377	0.902987	0.287175	0	0	0.0247383	0.412936	0.90864	0.887712	0.75554	0.497254	0.463229	0.270273	0	0.175922	0.360702	0.209017	0	0.0857106	0.0965615	0.303924	0.534721	0.252996	0	0.0868586	0.800583	1.46997	1.10028	0.802715	0.419727	0.267601	0.175327	0.193004	0.525526	0.672619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.33646	0.534192	0.0539762	0	0	0	0	0	0	0	0	0	0	0	0.211183	0.399895	0.184182	0.14382	0.147505	0.0075778	0.143714	0.449996	0.301923	0.234017	0.274778	0.238241	0.418033	0.463866	0.38385	0.433119	0.199711	0	0	0	0.489391	0.388634	0.415715	0.53977	0.53977	0.375761	0	0	0.527321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.af8f440a-d096-482c-84b1-79bcd318ff11.fc.signal	0.228185	1.05601	0.238408	0	0	0.11497	0.192403	0.0186312	0.202279	0.0731335	0.12897	0.591471	0.37173	0.433804	0.0548717	0.763338	0.328818	0.30248	0.0470524	0	0	0.819961	0.621452	0.216806	0.366866	0.569573	1.33765	1.02535	0.402679	0.509389	0.10575	0.297836	0.323957	0.982958	0.704164	0.423299	0.111281	0	0	0	0.448121	0.982592	0.372197
