	chr19:50510161-50510310	chr19:50510311-50510460	chr19:50510461-50510610	chr19:50510611-50510760	chr19:50510761-50510910	chr19:50510911-50510960	chr19:50510961-50511060	chr19:50511061-50511140	chr19:50511141-50511210	chr19:50511211-50511360	chr19:50511361-50511510	chr19:50511511-50511660	chr19:50511661-50511730	chr19:50511731-50511810	chr19:50511811-50511960	chr19:50511961-50512110	chr19:50512111-50512190	chr19:50512191-50512260	chr19:50512261-50512410	chr19:50512411-50512480	chr19:50512481-50512560	chr19:50512561-50512710	chr19:50512711-50512860	chr19:50512861-50513010	chr19:50513011-50513160	chr19:50513161-50513310	chr19:50513311-50513460	chr19:50513461-50513610	chr19:50513611-50513690	chr19:50513691-50513760	chr19:50513761-50513910	chr19:50513911-50513970	chr19:50513971-50514060	chr19:50514061-50514210	chr19:50514211-50514360	chr19:50514361-50514510	chr19:50514511-50514660	chr19:50514661-50514730	chr19:50514731-50514810	chr19:50514811-50514960	chr19:50514961-50515110	chr19:50515111-50515260	chr19:50515261-50515310	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0	0.0155109	0.26327	0.154533	0.15155	0	0	0	0	0.191557	0.381436	0.110117	0.165366	0.274786	0.136999	0.249749	0.100023	0	0.147913	0.166272	0.145488	0.0436464	0.107904	0	0	0.128514	0.162462	0.011399	0	0.085734	0.109946	0	0.226555	0.229046	0.192935	0	0.14866	0.164633	0.0792165	0.123116	0.0412216	0.533448	0.574668	0.821196
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.0769075	0.382028	0.47323	0.306559	0.110267	0.0126342	0.314679	0.296367	0.445515	0.341015	0.224716	0.639474	0.684948	0.57601	0.504627	0.420502	0.21516	0.270811	0.747016	0.6292	0.507646	0.164368	0.4115	0.303235	0.286368	0.577796	0.972554	1.49374	0.650069	0.274584	0.600885	1.24214	1.31085	0.853524	1.24651	1.2793	0.904825	0.596007	0.493812	0.638816	0.967733	0.511965	0.566928	0.812321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0	0.206311	0.386982	0.242193	0.36329	0	0	0	0	0	0.36329	0.483075	0.34264	0.274112	0	0.334332	0.819368	1.18453	0.481742	0.0225646	0	0	0	0	0	0	0.0263253	0.800277	1.30593	0.753778	0.625665	1.18453	1.18453	0.644446	1.1819	0.402778	0.39488	0.39488	0.029616	0	0.0078976	0.413308	0.78976	0.126712
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0	0	0	0	0.157884	0.32442	0.249803	0	0	0.144908	0.287652	0	0.249297	0.924627	0.68335	0	0	0	0	0	0	0.253048	0.179512	0	0	0	0	0.110303	0.32442	0.319785	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19917
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.0191707	0.14378	0.0325901	0	0.258922	0.371092	0.186948	0.127605	0	0.134195	0.057512	0.385466	0.511594	0.212142	0.0297145	0.164918	0.2877	0.149948	0.249321	0.367806	0.17976	0.171605	0.0738071	0.161094	0.22247	0	0	0	0	0	0.10448	0.266107	0.463298	0.274729	0	0	0.0153365	0.14378	0.264313	0.158024	0	0	0	0.216216
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0	0	0.205862	0.416033	0.067184	0	0	0	0.09044	0.434119	0.24376	0.244143	0.11919	0	0	0.198343	0.219093	0.0116866	0.033592	0.2584	0.2584	0.0525413	0	0	0	0	0.0799564	0.21868	0.085595	0	0.101637	0.198107	0.368946	0.330108	0.418829	0.335216	0.128487	0.129201	0.499045	0.602082	0.104187	0	0	0.119048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.143588	0.115852	0.186168	0.324679	0.0725007	0	0	0.0866692	0.341244	0.241937	0.231484	0.356953	0.236654	0.405741	0.266131	0.0274461	0.288594	0.794281	0.590567	0.21668	0.0839635	0.0160507	0.288644	0.459679	0.803866	0.642667	0.319796	0.155595	0	0	0	0	0.135421	0.183001	0.245042	0.147199	0.172023	0.108031	0.0065005	0.211329	0.280731	0.238135	0	0.121528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.247622	0	0.0739285	0.238404	0	0.273552	0.34194	0.192341	0.190509	0.469633	0.68403	0.0187622	0	0.11572	0.234888	0.28269	0.465872	0.391635	0.349853	0.255592	0.26802	0.0586175	0.297644	0.210608	0	0	0	0	0	0	0	0	0	0	0.238399	0.307431	0.306299	0	0	0	0.145894	0.275832	0	0.13555
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.d8f0d283-97b1-48be-a67c-353c0ecb4b0e.fc.signal	0.108332	0.0374954	0	0	0	0	0	0	0.0531423	0.475676	0.362046	0.454469	0.268677	0.221529	0.100467	0.0160747	0.451365	0.786204	0.555058	0.243478	0.135924	0.222057	0.0652815	0	0.0283395	0.178441	0.103336	0.16561	0.185731	0.526192	0.583968	0.226355	0.0874056	0.0241465	0.260816	0.359748	0.469461	0.582117	0.481366	0.102835	0.423972	0.868819	0.651897	0.830687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.47ac92c8-3161-452d-8dd3-b7ed71169f80.fc.signal	0.460118	0.17131	0.0515096	0.118933	0.22066	0.196911	0.114067	0.0685586	0	0.0604123	0.265923	0.115899	0	0.0515154	0.104105	0.468089	0.443243	0.396823	0.162969	0	0	0.183168	0.363644	0.354777	0.422698	0.170255	0.241065	0.210519	0.376967	0.200798	0.324971	0.376877	0.285965	0.286971	0.311172	0.31919	0.418885	0.644275	0.288558	0.0594856	0.216862	0.312802	0.0155136	0.814895
