	chr1:240331618-240331767	chr1:240331768-240331917	chr1:240331918-240332067	chr1:240332068-240332217	chr1:240332218-240332267	chr1:240332268-240332277	chr1:240332278-240332367	chr1:240332368-240332517	chr1:240332518-240332667	chr1:240332668-240332817	chr1:240332818-240332967	chr1:240332968-240333117	chr1:240333118-240333267	chr1:240333268-240333417	chr1:240333418-240333567	chr1:240333568-240333717	chr1:240333718-240333867	chr1:240333868-240334017	chr1:240334018-240334167	chr1:240334168-240334317	chr1:240334318-240334467	chr1:240334468-240334617	chr1:240334618-240334767	chr1:240334768-240334917	chr1:240334918-240335067	chr1:240335068-240335217	chr1:240335218-240335287	chr1:240335288-240335367	chr1:240335368-240335517	chr1:240335518-240335667	chr1:240335668-240335797	chr1:240335798-240335817	chr1:240335818-240335967	chr1:240335968-240335987	chr1:240335988-240336117	chr1:240336118-240336267	chr1:240336268-240336417	chr1:240336418-240336537	chr1:240336538-240336567	chr1:240336568-240336621	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.676737	1.42282	0.695098	0.227059	0.215728	0.643802	0.384697	0.956427	0.975316	0.745969	0.941165	0.56076	0.362516	0.542856	0.311232	0.851711	0.810796	0.697446	1.10135	0.81191	1.71737	1.59057	2.61887	0.391653	1.43544	3.09633	2.55203	1.51794	0.325571	0.658256	0.892723	0	0.59902	0.203205	0.0957293	0.90896	1.81573	0.537286	0	0.49167	0.645756
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.743108	0.463828	0	0	0	0	0	0	0	0	0	0	0	0.30712	0.34202	0.465333	0.141927	0	0	0	0.221033	0.51652	0.518847	0.3141	1.12843	0.981853	1.27136	0.8027	0.898462	0.842092	0.425973	0.539836	1.32653	1.16227	0.723797	0.275487	0.145295	0	0.3141	0.349	0.516129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.321681	0.690205	0.36223	0.935912	1.31491	1.02787	0.983332	0.729212	0.38726	0.374497	0.24829	0	0	0	0	0	0.0191538	0.189762	0.251101	0.36024	0.540422	0.144647	0.0739093	0.848281	0.657082	0.33516	0.345163	0.169937	0.256999	0.0767557	0.254111	0.25699	0.448548	0.4966	0.437941	0.142788	0.393752	0.348081	0.223161	0.188972	0.634304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.835648	0.907807	0.425029	0.0491124	0	0	0.15029	0.441933	0.525737	0.631031	0.117204	0	0	0	0.015345	0.176266	0.0379851	0.203195	0.824118	0.351036	0	0	0	0.18611	0.14926	0.134361	0.177462	0.237682	0.691757	0.257838	0.0349375	0.32442	0.693035	1.18737	1.41673	0.623805	0.1503	0.819203	0.64871	0.846967	0.721944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.bb5f2209-5784-4d8e-bc4f-dc5a3678ac34.fc.signal	1.15611	0.907145	0.899599	1.40677	1.73886	1.67104	1.29775	1.22024	0.388302	0.765774	1.87495	1.12577	0.409795	0.848925	0.699699	0.601972	1.02544	0.781125	1.44435	1.47628	1.42157	0.888627	0.394309	0.914735	0.906501	0.580628	0.516901	0.751091	1.14252	1.09014	0.893787	0.708504	0.718309	1.11891	1.4388	1.1523	1.09057	0.545643	0.169429	0.146621	0.753846
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.199036	0.324519	0.737451	0	0.695438	1.54637	0.959111	0	0.166378	0.917517	0.0721644	0.843288	1.02059	0.445026	0.44845	0.68411	1.35398	1.15084	0.706152	0.715924	1.10823	0.505148	0.58098	0.463528	0.696943	1.26171	1.41402	1.96125	1.74734	0.984521	1.82581	1.27576	0.371131	0	0	0.288658	0.302155	0.29639	0.77319	1.07387	0.418782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.282574	0.290699	0.55775	0.113665	0.13521	0.294086	0.370006	0.548077	0.713271	0.722827	1.24633	0.522531	0.366288	0.851434	0.768004	1.21375	0.683647	0.587559	0.582964	0.761155	0.544449	0.582309	0.115988	0.504494	0.321128	0.246515	0.278759	0.20178	0.0194931	0.181011	0.159538	0.152521	0.413043	0.52044	0.387535	0.468705	0.57932	0.0544443	0.14	0.373972	0.452381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.879515	1.13567	1.08594	0.55026	0.341512	0.320366	0.29033	0.142556	0	0.21191	0.310644	0.439894	0.555567	0.101638	0.563322	0.650317	0.10853	0.0146427	0.468572	0.615002	0.592607	1.04654	0.558153	0.307987	0.288417	0.536469	0.577059	0.608097	0.701204	0.605385	0.999613	1.22998	1.09549	1.33724	1.16978	0.373822	0.195729	0.0445128	0.125756	0.227296	0.338804
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.110908	0.226176	0.128983	0.248451	0.663777	0.535282	0.595265	0.709641	0.552523	0.0966615	0.227347	0.0961732	0	0	0.438855	0.984057	0.585452	0.42928	0.470399	0.777512	0.302531	0	0.373925	1.01096	0.877134	0.308319	0.233954	0.222316	0.118586	0	0.116844	0.28129	0.28129	0.0140645	0.0173102	0.525075	0.286952	0.187158	0.16251	0.109545	0.493865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.335144	1.11323	0.628738	0	0	0	0	0.241002	0.067502	0.0505463	0.235493	0.230194	0.120168	0.3297	0.267454	0.176257	0	0.0803595	0.1707	0	0.0173749	0.577518	0.997275	0.358808	0.0265932	0.214533	0.163246	0	0.456653	0.354347	0.504648	0.482225	0.473335	0.755918	0.415897	0.349839	0.340937	0	0	0	0.475598
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.4878d059-ae9d-4e75-b9f6-57c37838f3e3.fc.signal	1.0883	0.146861	0	0.358098	0.36707	0.220242	0.519198	0.819236	0.912999	0.63289	0	0.188429	0.292348	0.441979	0.77316	1.44841	0.887878	0.849233	1.29837	0.145229	0.0624013	0.307462	0.98088	0.813746	0.252688	0.46333	0.496066	0.357893	0.033036	0.356039	1.18923	1.03504	0.572727	0.4268	0.066076	0	0	0	0	0	0.16646
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.f1517182-68cd-4431-ae69-970e870c1c44.fc.signal	0.200115	0.904526	0.251187	0.989151	0.516581	0.667638	0.849003	0.742567	0	0.485782	0.773987	0.351124	0.794591	0.5862	0.365964	1.23143	1.66192	0.336657	1.3771	0.858539	0.011127	1.10469	1.21334	1.31614	2.19633	2.11375	0.824525	0.594966	0.514319	0.852475	0.377315	0.55635	0.044508	0	0	0.584193	1.29627	0	0	0	0.343511
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	0	0	0	0.1192	0.56756	0.56756	0.56756	0.259198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156286	0.213914	0.283819	0.447748	0.614949	0.831644	0.170043	0	0	0	0.218519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.340054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140636	0.460412	1.07942	0.912456	1.5454	0.937223	0.893547	0.415621	0	0	0	0.504121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.193986	0.50709	0.593227	0.252688	0.412362	0.58906	0.746531	0.403006	0	0.159224	1.04139	0.505084	0.196905	0.103104	0.291183	0.825839	0.425722	0.296949	0.0333835	0	0.177077	0.1155	0	0.123427	0.15105	0	0	0	0	0.0548461	0.313838	0.31803	0.432046	0.637401	0.742311	0.840705	0.716969	1.00665	0.312517	0.222113	0.512121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	1.12143	0.921313	0.575637	0.013382	0.0259856	0.16241	0.16241	0.0996115	0.0151583	0.321723	0.381567	0.583607	0.638829	0.573865	0.800873	0.66877	0.477193	0.420111	0.511064	0.675644	0.959324	1.09359	0.267442	0	0.0870146	0.272802	0.337767	0.277895	0.30199	0.307348	0.372215	0.536839	0.836244	1.08753	0.717057	0.324701	0.219782	0	0	0.197465	0.514872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.340681	0.551299	0.103057	0	0	0	0	0	0.2252	0.490426	0.3042	0.32169	0.475729	0.215358	0.0463451	0	0	0	0.110057	0.49614	0.049524	0.162061	0.148751	0.154905	0.0731064	0	0.101171	0.175914	0.26795	0.327558	0.489285	0.299644	0.163262	0.307238	0.219347	0.18749	0.288299	0.293668	0.04127	0	0.481244
