	chr17:76930792-76930851	chr17:76930852-76930941	chr17:76930942-76931091	chr17:76931092-76931241	chr17:76931242-76931391	chr17:76931392-76931441	chr17:76931442-76931541	chr17:76931542-76931691	chr17:76931692-76931771	chr17:76931772-76931841	chr17:76931842-76931991	chr17:76931992-76932071	chr17:76932072-76932141	chr17:76932142-76932291	chr17:76932292-76932371	chr17:76932372-76932441	chr17:76932442-76932591	chr17:76932592-76932741	chr17:76932742-76932891	chr17:76932892-76933041	chr17:76933042-76933111	chr17:76933112-76933191	chr17:76933192-76933341	chr17:76933342-76933491	chr17:76933492-76933641	chr17:76933642-76933791	chr17:76933792-76933891	chr17:76933892-76933941	chr17:76933942-76934091	chr17:76934092-76934241	chr17:76934242-76934391	chr17:76934392-76934541	chr17:76934542-76934691	chr17:76934692-76934841	chr17:76934842-76934991	chr17:76934992-76935141	chr17:76935142-76935291	chr17:76935292-76935321	chr17:76935322-76935441	chr17:76935442-76935591	chr17:76935592-76935651	chr17:76935652-76935741	chr17:76935742-76935797	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.39488	0.380369	0.0456853	0	0	0	0	0.191325	0.262339	0.167833	0.236556	1.10558	1.0943	0.447531	0.39488	0.39488	0.18691	0	0	0	0	0	0	0	0	0	0	0.308006	0.39488	0.107934	0.0741791	0.292808	0.0782347	0	0.124998	0.34409	0.04966	0	0	0	0	0	0	0.882535
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.64871	0.493771	0.498703	0.246769	0.491339	0.594484	0.607677	0.743883	0.238582	0.441382	0.672652	0.575745	0.92215	0.490897	0	0	0	0	0	0	0	0	0	0.358507	0.538451	0.461841	0.410257	0.210989	0.066495	0.707747	0.659553	0.486565	0.160047	0	0.250534	0.538177	0.525495	0.331806	0.2712	0.23636	0.321971	0.324051	0.231729	0.932253
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0	0	0	0.0462261	0.272168	0.0430496	0	0	0	0	0	0	0	0	0.036701	0.245672	0.19871	0	0	0.150998	0.0754384	0.203596	0.0349533	0	0	0	0	0	0	0	0	0.1496	0.185952	0	0.138691	0.208322	0.146799	0.190112	0.129327	0	0	0	0	0.150396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.0987085	0.196068	0.152158	0.345209	0.27586	0.308351	0.509938	1.13588	0.568063	0.392529	0.113469	0	0	0	0	0	0	0.0711577	0.534762	0.203374	0.126261	0.201051	0.308692	0.448927	0.252795	0.0667121	0.244463	0.397146	0.474798	0.378862	0.537894	0.247977	0.221094	0.336623	0.419218	0.264413	0.267361	0.0506697	0	0.00921267	0.138143	0.248537	0.236565	0.482866
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	1.05955	0.972007	0.383044	0.323625	0.656617	0.293239	0.124422	0.116005	0.137614	0.238031	0.351213	0.265557	0.219993	0.193718	0.076262	0	0.0256987	0.223416	0.427478	0.86005	0.898466	0.659899	0.804168	0.745972	0.241938	0.124246	0.10094	0.0912438	0.226795	0.343872	0.27591	0.0885427	0.0184431	0.193658	0.200906	0.188092	0.235197	0.109353	0.00289633	0.0020996	0.146951	0.209665	0.19274	0.32948
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.900128	1.25956	0.962626	1.00774	0.848368	0.365173	0.123291	0.192144	0.231843	0	0.303284	0.40648	0.598231	0.854404	0.388356	0.135426	0.276226	0.300043	0.0543827	1.36145	1.50041	0.408975	0.0548923	0	0	0	0	0	0.0337811	0.232439	0.109884	0.440688	0.371303	0	0	0	0	0	0	0	0	0	0	0.874016
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0.530817	0.393309	0.379464	0.622675	0.378402	0.309247	0.147654	0.393523	0.196657	0	0	0	0	0.214307	0.709676	0.85989	0.20842	0.235141	0.166411	0.433186	0.542531	0.717928	0.241683	0.165488	0.204376	0.158231	0.587004	0.676271	0.392245	0	0	0.246016	0.278514	0.313938	0.792901	0.499964	0.562555	0.68403	0.359082	0	0.125378	0.34194	0.341728	0.963706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0.022852	0	0	0.526482	0.0946156	0.249379	0.495066	0.124371	0.151395	0.600687	0.309265	0	0.0522331	0.262036	0.091408	0.195874	0.243755	0	0.509275	0.465214	0.300632	0.265915	0.23695	0.358345	0.285891	0.243865	0	0.0174144	0.336828	0.302979	0	0	0.41018	0.563564	0	0	0	0	0	0	0	0	0	0.181208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.38156	0.375567	0.192101	0.293657	0.259351	0.453135	0.602154	0.669023	0.501786	0.367385	0.372924	0.209663	0.180888	0.22718	0.432759	0.398034	0.365617	0.362748	0.355337	0.244621	0.274906	0.328148	0.164155	0.0941866	0.371789	0.182343	0.151778	0.350507	0.465336	0.309777	0.450724	0.548841	0.59354	0.313847	0.853012	0.615873	0.698372	0.661823	0.291424	0	0	0	0	0.786171
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.702775	0.602399	0.240999	0.476738	0.159468	0	0.111792	0.720299	0.264555	0.102258	0.481462	0.4313	0.125897	0	0.292322	0.703578	0.684287	0.382752	0.163029	0	0	0.172775	0.689786	0.434711	0.1893	0.247541	0.333299	0.35441	0.144127	0.347322	0	0	0.0165391	0.382708	0.642424	0.151575	0	0	0	0	0	0	0	0.975275
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0.0866543	0.151313	0.0562653	0.123395	0.113376	0.0629892	0.0624985	0	0	0	0	0	0	0	0	0	0	0	0	0.00681273	0.242066	0.310277	0.272703	0.218922	0.286905	0.292985	0.141753	0	0.220783	0.0842341	0	0	0	0.00491653	0.262383	0.391461	0.30649	0.150555	0.138521	0	0	0	0	0.298947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.43936	0.489809	0.660737	0.317315	0.237486	0.35443	0.116962	0.354437	0.518423	0.491197	0.408799	0.0132911	0	0.104	0.329063	0.430411	0.569518	1.04691	0.396988	0	0	0.0177215	0.361522	0.621547	0.913316	0.713698	0.0379708	0	0	0	0	0.0328321	0.820119	0.794025	0.137046	0.145108	0	0	0	0	0	0	0	0.853516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001851.4.05b73e87-893b-4343-ab37-69c778c437f8.fc.signal	0.515511	0.0574599	1.10863	0.158619	0.0793093	0.59482	0.327151	0	0	0	0.737574	1.27885	0.144456	0	0	0	0	0	0.142757	1.57428	2.2858	0.356889	0.289479	0.475856	0.554175	1.15041	0.0480244	0.938586	0.775573	1.05987	1.43405	1.95478	0.646253	0.675816	1.41863	1.92365	0.446485	0.22581	0.375945	0.393391	0	0	0	0.300546
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.235765	0.0544316	0.137881	0.319249	0.215978	0.114219	0.18957	0.306599	0.342342	0.324832	0.117185	0.013823	0	0	0	0	0.0858551	0.268743	0.225982	0.130072	0.108627	0.163074	0.388985	0.257433	0.0624893	0.0380909	0.13955	0.0979226	0.0380373	0.189867	0.171202	0.109477	0.300724	0.227772	0.400418	0.337245	0.226759	0.155112	0.3967	0.389485	0.16449	0.153476	0.207269	0.549645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.affdcac3-6070-43fc-99e1-6c9751bbcbf6.fc.signal	0.350011	0.377626	0.270878	0.245325	0.200795	0.243014	0.387176	0.394899	0.0958526	0.116431	0.189101	0.188702	0.200744	0.216491	0.0988427	0.045134	0.109914	0.239232	0.216404	0.0927982	0.0601351	0.0837041	0.137496	0.111852	0.119343	0.118972	0.178674	0.266688	0.383617	0.48236	0.269254	0.329368	0.329137	0.123137	0.186866	0.278271	0.393857	0.339116	0.129256	0	0	0	0	0.525253
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.982b1a46-0bf8-457b-a213-1cec9bf76346.fc.signal	1.05791	1.10897	0.391344	0.3099	0.303313	1.02642	0.698541	0.229644	0.77408	0.77408	0.4194	0.595794	0.318087	0.287861	0.039203	0.121454	0.131421	0.0884351	0.279493	0.496443	0.695025	0.512828	0.172878	0.562498	0.28899	0.232224	0.367688	0	0.717314	0.461868	0.348336	0.447633	0.327084	0.258328	0.459287	0.495411	0.113532	0.38704	0.358012	0	0	0	0	0.929878
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.fc38d8a2-8f66-4203-ae35-4bfe2174aadb.fc.signal	0.10239	0.199367	0.158817	0.229371	0.179369	0.207242	0.365785	0.318583	0.385638	0.390103	0.0838718	0	0	0.116271	0.259063	0.254868	0.166023	0.0655241	0.0626254	0.338615	0.254984	0.17296	0.245634	0.0990722	0.199888	0.342787	0.430304	0.358435	0.175856	0.196541	0.21506	0.305218	0.350117	0.384997	0.644318	0.468049	0.314338	0.341185	0.0808635	0	0	0	0	0.327172
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.6e93a1e0-8828-4ce5-83f8-36249902bda2.fc.signal	0.372897	0.943901	0.618876	0.554191	0.682183	1.24317	0.712749	0.754283	0.731011	0.586983	0.666159	0	0	0.139034	0.118871	0.225635	0.42262	0.352188	0.0469574	0.408806	0	0	0	0	0.587033	0.189276	0.621737	0.40318	0.417093	0.276697	0.693427	0.859193	0.516573	0.0441952	0.135348	0.312751	0.156708	0.372174	0.118911	0	0	0	0	0.927731
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.f473421b-0068-43e9-8689-afd1d3e0454e.fc.signal	0	0	0.198902	0.163211	0.0290469	0	0.005216	0.199911	0.124274	0.229294	0.0781425	0.250896	0.143629	0.0680559	0.447598	0.176243	0	0	0	0	0	0	0.187143	0.170986	0	0	0	0	0	0.0823233	0.165337	0.233582	0.263232	0.0512233	0	0	0	0	0	0	0	0	0	0.207488
