	chr1:52057335-52057484	chr1:52057485-52057634	chr1:52057635-52057784	chr1:52057785-52057934	chr1:52057935-52058084	chr1:52058085-52058234	chr1:52058235-52058384	chr1:52058385-52058534	chr1:52058535-52058684	chr1:52058685-52058834	chr1:52058835-52058984	chr1:52058985-52059134	chr1:52059135-52059284	chr1:52059285-52059434	chr1:52059435-52059584	chr1:52059585-52059734	chr1:52059735-52059884	chr1:52059885-52060034	chr1:52060035-52060184	chr1:52060185-52060334	chr1:52060335-52060484	chr1:52060485-52060634	chr1:52060635-52060784	chr1:52060785-52060934	chr1:52060935-52061084	chr1:52061085-52061234	chr1:52061235-52061384	chr1:52061385-52061534	chr1:52061535-52061684	chr1:52061685-52061834	chr1:52061835-52061984	chr1:52061985-52062134	chr1:52062135-52062284	chr1:52062285-52062401	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.280985	0.277311	0	0	0	0	0	0.0673981	0.513683	0.11173	0	0	0	0	0	0	0.251995	0.0274177	0.0733171	0.14354	0	0	0	0.0408433	0.199026	0.0661614	0	0	0	0.0088208	0.337282	0	0.176416	0.529729	0.539471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0	0	0.262103	0.366464	0.113494	0.568865	0.019401	0	0	0	0	0	0.485364	0.819314	0.202532	0.161221	0.664321	0.239577	0	0	0	0.0681049	0.550994	0.424577	0.37989	0.174514	0	0	0.511017	0.254084	0	0	0	0	0.585938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0	0	0	0	0.0895893	0.431881	0.716792	0.00273093	0	0	0	0	0.024516	0.125728	0.201079	0.106235	0	0	0	0	0.276386	0.168803	0	0.0228388	0.38758	0.0816512	0	0	0	0	0	0	0	0.627602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0.258625	0.0307323	0.787073	0.258345	0.136988	0.316844	0.437179	0.517057	0.544652	0.0767939	1.1115	1.16176	0.110031	0	0.0616727	0.427731	0.613478	0.691794	0.0954901	0.17536	1.56244	1.08931	0.747864	1.15441	1.21239	0.380314	0	0	0	0.0440123	0.561156	0	0	0	0.717573
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0	0	0.0799945	0.187133	0.140001	0.350074	0.107079	0	0	0.23714	0.661964	1.01317	0.569786	0.109291	0.0760853	0.319132	0.069357	0.113417	0.150484	0	0	0.142132	0.427287	0	0	0.279862	0.00245493	0	0	0.0911873	0.198548	0.525594	0.666682	0.0315099	0.543868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0.305882	0.483175	0	0	0	0.514099	0.214841	0	0	0	0	0	0	0.241259	1.30545	1.23041	0.389815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593081
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.163148	0.194913	0.367639	0.527334	0.690363	0.163647	0.218727	0.220583	0.243515	0.290035	0.18481	0.128858	0	0	0	0.135305	0.152657	0.0518985	0.548744	0.609513	0.393788	0.439106	0.528953	0.654397	0.448678	0.93805	1.47457	0.281386	0.136391	1.2164	0.322018	0.465361	0.146611	0.452455	0.582598
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0	0.0347737	0.311289	0.148676	0.0639031	0.213944	0.230251	0.0329181	0.0596937	0.172161	0.149125	0.30839	0.255813	0.0945672	0.192766	0.277709	0.234045	0.116861	0.0551185	0.168259	0.300622	0.389272	0.0912833	0.0541089	0.0835234	0	0.0594076	0.172161	0.0715316	0.100629	0.164504	0.075168	0.4898	0.337596	0.774903
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0	0	0	0	0.0215628	0.17969	0.250317	0.405972	0.100621	0	0	0	0	0.135563	0.435833	0.0732603	0	0	0.18564	0.950775	0.477123	0.179959	0	0	0.0582447	0.234626	0.0685617	0	0.00119793	0.17969	0.156324	0.139455	0	0	0.351828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	1.19689	1.866	1.43564	2.03961	0.796877	0.830959	0.553279	0.228496	0.608581	0.267432	0.45736	1.29552	1.99602	1.29646	0.829168	0.456552	0.721342	0.683004	0.720771	0.520939	0.749202	1.77988	1.17729	1.8929	1.77236	1.34872	0.813049	1.90515	1.0888	0.0614619	0.557716	0	0	0	0.589783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.1f07a69f-5385-434d-9868-2041e2fec782.fc.signal	0.800154	0.209638	0.254329	0.204814	0.285178	0.263171	0	0.0764907	0.617818	0.21657	0.15797	0.229727	0.59235	0.085096	0	0.202955	0.785343	0.457801	0.210701	0.5686	0.588864	0.222267	0.348916	0.242147	0.878538	0.757178	0.890407	0.147016	0.226022	0.582369	1.08907	0.374555	0.202627	0.403837	0.668565
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.b7155ae3-84c0-47e8-9535-8c807cc3903c.fc.signal	0.240664	0	0	0.233712	0.0778997	0	0	0	0	0	0.131956	0.233478	0.370257	0	0	0	0	0	0.0185596	0.345243	0.481244	0	0	0	0.425097	0	0	0	0.478444	0.305312	0.213142	0.927374	0.764855	0	0.656958
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0	0	0.296929	0.30255	0.00930667	0	0	0	0.451373	0.176827	0.0372267	0.679387	1.00745	0.349	0.500233	0.73988	0.141927	0.312958	0.283853	0.0302467	0.190488	0.0769861	0.571148	0	0.331331	0.355375	0.149518	0	0	0	0	0	0	0.286359	0.573127
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0.587901	0.272518	0.817577	0.461769	0.311171	0.726822	0.646078	0.578715	0	0	0	0	0.277767	1.231	0.327631	0.439611	0.232712	0.859135	0.608883	0.575982	0.0936055	0.534851	0.542647	0	0.296622	0.252987	0.118904	0.420857	0.0643109	0.360928	0.0708363	0	0	0	0.741627
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0.301909	0.492106	0.532616	0.771017	0.582056	0.349889	0.283296	0.321112	0.165654	0.118117	0.323364	0.248406	0.242543	0.106615	0.309571	0.476945	0.1551	0.234563	0.619626	0.65346	0.32325	0.54994	0.561998	0.253709	0.422826	0.443956	0.298303	0.10842	0.00363213	0.114319	0.0649387	0.170469	0.155566	0.327146	0.556863
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.175875	0.0179886	0.140703	0.521512	0.143053	0	0	0	0	0.00456853	0.32432	0.38028	0.687091	0.447531	0.331664	0.0753808	0	0	0.19744	0.39488	0.0131627	0.417691	0.739742	0.0256982	0	0.210603	0.39488	0	0.358025	0.247458	0	0	0	0	0.415802
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.c3c561b3-1ba8-48ab-9c44-6537af372fb5.fc.signal	0	0.317153	0.130593	0.289649	0.166176	0	0	0.183243	0	0.183243	0	0.0977445	0.517158	0.173846	0	0	0.162366	0.512301	0.473345	0.43093	0.0860836	0.225974	0.0807128	0.148035	0	0.166176	0.366487	0	0	0	0	0	0	0	0.275797
