	chr4:8030148-8030297	chr4:8030298-8030447	chr4:8030448-8030597	chr4:8030598-8030747	chr4:8030748-8030897	chr4:8030898-8031047	chr4:8031048-8031197	chr4:8031198-8031347	chr4:8031348-8031497	chr4:8031498-8031647	chr4:8031648-8031797	chr4:8031798-8031947	chr4:8031948-8032097	chr4:8032098-8032247	chr4:8032248-8032397	chr4:8032398-8032547	chr4:8032548-8032697	chr4:8032698-8032807	chr4:8032808-8032847	chr4:8032848-8032927	chr4:8032928-8032997	chr4:8032998-8033147	chr4:8033148-8033297	chr4:8033298-8033447	chr4:8033448-8033507	chr4:8033508-8033597	chr4:8033598-8033747	chr4:8033748-8033897	chr4:8033898-8034047	chr4:8034048-8034197	chr4:8034198-8034347	chr4:8034348-8034497	chr4:8034498-8034647	chr4:8034648-8034797	chr4:8034798-8034947	chr4:8034948-8035047	chr4:8035048-8035097	chr4:8035098-8035180	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.00695567	0	0.186073	0.192118	0.180225	0.145505	0.127087	0.357827	0.298427	0.0395973	0	0	0.0164307	0.548336	0.557867	0.302533	0.0772789	0.336697	0.67159	0.404249	0.223254	0.116531	0.117381	0.628883	0.0334973	0	0.0890127	0.21949	0.189247	0.221481	0	0.179978	0	0.0297899	0.150637	0	0	0.110153	0.481132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	3.23543	2.70202	2.56839	1.71991	1.12237	1.95253	0.952645	2.81967	1.57977	1.10905	0.943081	0.389281	0.0859452	0.711867	3.06937	2.84777	2.02743	0.322847	0.389972	0.580781	0.680547	1.4424	1.33755	1.53812	0.200979	0.671414	2.08754	0.527654	1.3651	0.817667	1.31877	0.623918	0.0303336	0.67745	0	0.674923	0.75834	0.694415	0.857143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0.872445	0.733599	0.548158	0.379847	0.126144	0.44992	0.637861	0.339866	0.222389	0.846743	0.792902	0.891728	0.650712	0.330225	0.559168	0.696507	0.540552	0.355151	0.319978	0.221213	0.241267	0.124397	0.054328	0.341473	0.405751	0.354864	0.211312	0.163907	0.36156	0.196849	0.233809	0.108468	0.0899883	0.0996299	0.358346	0.620572	0.829058	0.563095	0.592396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.264811	0.716049	0.354429	0.360402	0.0483179	0	0	0	0.0877179	0.506668	0.156934	0.0742989	0.373181	0.157952	0.325542	0.177689	0.113199	0.635398	1.00688	0.894938	0.331875	0.0794948	0	0	0	0	0	0	0	0	0	0.0842411	0.39488	0.126362	0	0	0	0	0.720572
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.406989	0.779334	0.906139	0.289998	0.266616	0.544733	0.795026	0.627089	0.176891	0.664311	0.717816	0.386189	0.926025	0.566663	0.852817	0.253405	0.648444	1.07004	0.517189	0.242056	0.305481	0.903382	0.526486	0.646292	0.411448	0.594086	0.673906	0.586721	0.452369	0.467186	0.377994	1.11271	0.304971	0.355323	0.186281	0.343259	0.728081	0.343028	0.292308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	1.2366	3.12611	2.72221	2.20041	1.55977	1.61344	0.904062	1.61916	1.98076	0.697571	0.212088	0	1.02741	0.912204	0.22884	1.83911	3.1805	3.96584	0.396051	0	1.42593	0.782186	2.1207	4.35211	0.373294	4.79419	2.17107	1.54748	0.683603	0.724909	0.321958	1.6567	0.128832	0	0	0	0	0	0.553459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.455259	0.362011	0.203169	0.0764439	0	0.51432	0.386614	1.1002	0.260795	0	0.0359701	0.261729	0.383305	0.856599	1.44689	0.966291	0.489643	0.146837	0	0.03357	0.223247	0.122804	0.573184	0.660963	0.135533	0.632966	0.696236	0.439632	0.619964	0.241494	0.254125	0.0188453	0	0.165	0.00955267	0.0556308	0.825525	1.44498	0.4
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.0443687	0.103309	0.0722354	0.0645649	0.0918261	0.106892	0.169038	0.229965	0.155031	0.0490881	0.0405449	0	0	0.0245563	0.0573551	0.200501	0.201326	0.229572	0.198591	0.130091	0.0926881	0.0294117	0.155682	0.0834872	0.0596873	0.0718679	0.107167	0.0387369	0.0500802	0.172925	0.219865	0.0538799	0	0	0	0	0	0	0.391304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.324361	0.540598	0	0.19177	0.772719	0.25622	0.33523	0.707153	0.538446	0	0	0.064884	0.858538	0.895312	0.529622	0.167935	0	0	0.121658	0.313793	0.322118	0.204171	0.28088	0	0	0	0	0.0852518	0.433615	0.454779	0.222596	0.067504	0	0	0	0	0	0	0.752308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.680865	0.514387	0.500401	0.384632	0.540079	0.629647	0.192404	0.0367553	0.492685	0.293386	0.373478	0.705419	0.370889	0.279241	0.669034	0.290007	0.690546	0.751067	0.227379	0.0186865	0.17035	0.66781	0.609429	0.559685	0.493627	0.620979	0.947034	0.305138	0.33226	0.406633	0.38368	0.522347	0.622227	0.376723	0.489942	0.335553	0.163968	0	0.714724
