	chr7:100554094-100554243	chr7:100554244-100554393	chr7:100554394-100554543	chr7:100554544-100554693	chr7:100554694-100554843	chr7:100554844-100554993	chr7:100554994-100555143	chr7:100555144-100555293	chr7:100555294-100555443	chr7:100555444-100555593	chr7:100555594-100555743	chr7:100555744-100555893	chr7:100555894-100556043	chr7:100556044-100556193	chr7:100556194-100556343	chr7:100556344-100556493	chr7:100556494-100556643	chr7:100556644-100556793	chr7:100556794-100556943	chr7:100556944-100557093	chr7:100557094-100557243	chr7:100557244-100557393	chr7:100557394-100557543	chr7:100557544-100557693	chr7:100557694-100557843	chr7:100557844-100557993	chr7:100557994-100558143	chr7:100558144-100558293	chr7:100558294-100558443	chr7:100558444-100558593	chr7:100558594-100558743	chr7:100558744-100558893	chr7:100558894-100559043	chr7:100559044-100559126	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.125002	0.415254	0.303371	0.282875	0.647889	0.586726	0.421575	0.175931	0.0235221	0.301389	0.596551	0.129372	0	0	0	0	0	0	0	0.0565321	0.51428	0	0	0	0	0	0	0.657295	0.304318	0.248453	0.201408	0.0470443	0.263154	0.0770492	0.417021
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0.608221	1.65317	0.363772	0.779046	0.670941	0.639725	0.880371	0.277984	0.291874	0.622455	0.468429	0.454448	0.289967	0.120158	0	0.203326	0.601411	0.452732	0.0722303	0.125491	0.478712	0.207036	0.898238	0.665608	0.576888	0.325501	0.718776	0.792189	0.283832	0.166226	0.46955	0.457172	0.522393	0.786507	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0.273215	0.575852	0.26734	0	0	0	0	0	0.00191153	0.325084	0.0905333	0	0	0.125304	0.185232	0.387242	0.778565	0.0983667	0.185837	0	0	0.437732	0.12045	0	0.29378	0.699279	0.148291	0.374149	0.264833	0.0880829	0.393395	0	0	0.395785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0.660187	0.80109	0.980677	0.32675	0	0.0566973	0.225709	0.376591	0	0	0.569389	1.58728	0.363666	0	0.423618	0.181551	0.520351	0.605169	0	0	0.203557	0.401612	0.484135	0.121034	0.605169	0.605169	0	0.11143	1.18834	0.50064	0	0	0	0	0.164179
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.0510725	0.219484	0.00979973	0.409037	0.184798	0	0.362349	0.417032	0	0	0	0.349012	0.0248907	0	0.197309	0.0208692	0	0	0.099636	0.0856175	0	0.125982	0.0907058	0	0	0	0.0864835	0.0327973	0	0	0	0	0	0	0.593423
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0	0	0	0	0	0	0	0.433467	0.352748	0	0	0.401239	0.135581	0.784095	1.01236	0.590197	0	0	0	0	0	0	0	0	0	0.366197	0.43082	0.235859	0.256613	0	0	0	0	0	0.506083
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.991045	0.470692	0.402586	0.325201	0.600782	0.628466	0.586189	0.253935	0	0.556778	0.399714	0.292264	0.098947	0.303834	0.584317	0.453381	0.315032	0.389181	0.531149	0.614705	0.486677	0.360784	0.463955	0.645334	0.327031	0.204984	0.969934	1.0166	1.02892	0.0572148	0.297489	0.456611	0.131437	0.489165	0.403131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.252697	0.0156005	0.118201	0.173681	0	0	0.238838	0.0642572	0	0	0	0.036372	0.271327	0.0971335	0.0504298	0.0795652	0	0.211152	0.168387	0.130687	0.0581952	0.196945	0.0321661	0	0	0	0.158309	0.10977	0	0.145278	0.0688963	0.239005	0.140264	0.103752	0.467572
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.170307	0.177294	0.0956948	0.292327	0.172452	0.0562855	0.331333	0.0630385	0	0.143749	0.429932	0.524573	0.543104	0.191997	0.151844	0.0831367	0.148519	0.305382	0.0251566	0.17969	0.334151	0.442367	0.00119793	0.148426	0.165288	0	0.240699	0.238304	0	0	0	0.148828	0.238642	0.151546	0.408759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	1.60552	1.36754	1.32319	2.9136	0.282774	1.23125	1.70521	1.87832	1.24225	1.05101	2.70967	1.02225	1.92997	2.87674	0.709024	1.97276	2.591	1.21986	1.71343	0.107469	0.0921919	1.55475	0.609487	1.02579	0.968316	1.60412	0.453078	0.660939	1.02563	1.05935	0.434572	2.39969	1.44128	0.359743	0.304239
