	chr9:133664266-133664415	chr9:133664416-133664565	chr9:133664566-133664715	chr9:133664716-133664865	chr9:133664866-133665015	chr9:133665016-133665165	chr9:133665166-133665315	chr9:133665316-133665465	chr9:133665466-133665615	chr9:133665616-133665765	chr9:133665766-133665915	chr9:133665916-133666065	chr9:133666066-133666215	chr9:133666216-133666365	chr9:133666366-133666515	chr9:133666516-133666665	chr9:133666666-133666815	chr9:133666816-133666965	chr9:133666966-133667115	chr9:133667116-133667265	chr9:133667266-133667415	chr9:133667416-133667565	chr9:133667566-133667715	chr9:133667716-133667865	chr9:133667866-133668015	chr9:133668016-133668165	chr9:133668166-133668265	chr9:133668266-133668315	chr9:133668316-133668465	chr9:133668466-133668535	chr9:133668536-133668615	chr9:133668616-133668655	chr9:133668656-133668765	chr9:133668766-133668835	chr9:133668836-133668915	chr9:133668916-133669065	chr9:133669066-133669145	chr9:133669146-133669215	chr9:133669216-133669268	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0.159002	0.508304	0	0	0	0	0	0	1.51734	1.29156	0.192593	0	0	0.362066	0.42596	0.28101	0.45015	0.63894	0.293912	0.523931	0.506892	0.281134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.150756	0.0541639	0.192476	0.240592	0.0656174	0.618634	0.0406709	0	0	0	0	0	0	0	0	0	0	0	0.0138762	0.237192	0.0497084	0	0.0315224	0.238813	0.0850049	0.150319	0.0891114	0	0	0	0	0	0	0	0	0	0	0	0	0.634717
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0	0	0	0.22965	0.688945	0.318448	0.545039	1.60461	1.1789	0.333757	0.333758	0.278642	0.346005	0.780803	0.373564	0.286267	0	0	0	0	0	0	0.155165	0.814781	0.764346	2.88458	2.41605	0.91859	0.0796118	0	0	0	0	0	0	0	0	0	0	0.617647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.c3c561b3-1ba8-48ab-9c44-6537af372fb5.fc.signal	0	0.329838	0.403135	0.126244	0.329838	0.0366487	0.309487	0.154744	0	0.183243	0.183243	0.52123	0.366487	0.183243	0.366487	0	0.183243	0.0692449	0	0	0.183243	0.183243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	0	0	0.199833	0.112897	0.0240031	0.11136	0.119731	0.0338939	0.0232508	0.25112	0.24597	0	0.0024868	0.12434	0.0389599	0.190849	0.314483	0.185639	0.352996	0.0837006	0.090313	0.302431	0.205926	0.0536025	0	0	0	0	0.0754329	0.12434	0.0606157	0.0093255	0.12434	0.12434	0.0264222	0	0	0	0	0.341667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0.161492	0.363905	0.0659588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279135	0.348142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126409	0.459518	0.188156	0	0	0.940351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.401346	0.740645	0.497664	0.0522015	0	0.260887	0.592525	0.575717	0.193475	0.534059	0.380901	0.455413	0.0259737	0.167196	0.247583	1.10103	0.307684	0.881386	0.790465	0	0.157105	0.0372401	0.04467	0.673686	0.534446	1.17306	0.751195	0.285959	0.325359	0.495104	0.17146	0	0.0653711	0.653206	0.637428	0.955306	0.1619	0.206376	0.318085	0.721116
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.2f01b19c-2e56-45af-86c9-ded8324ddd4a.fc.signal	0.230096	0.386537	1.00744	0.523505	0.318897	0.248052	0.045654	1.02871	1.42438	0.517417	0.818737	0	0	0	0	0.163006	0.713684	0.832983	0.130401	0	0	0.444855	0.836829	0.269287	0	0.701823	1.01981	0.45654	0.0273924	0	0	0	0	0	0	0	0	0	0	0.74269
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.09140551-847e-4455-880b-7ea02a3132da.fc.signal	0.338924	0.201273	0.327075	0.424119	0.0675402	0.0278395	0.278329	0.0777913	0.17659	0.140095	0.290694	0.088295	0	0	0.088295	0.263639	0.118904	0.0835859	0.216585	0.170704	0.281281	0.409605	0.440959	0.113256	0	0.12829	0.35304	0.264815	0.0188363	0	0	0	0	0	0	0	0	0	0	0.858182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.50305	1.20503	0.618834	0.380144	0.519162	0.264093	0	0.280696	0.273881	0.663998	0.983539	0.092416	0	0.465136	0.12371	0	1.05945	0.974425	0.0302879	0	0	0	0.216493	0.84714	0.355487	0.836561	0.682151	0.172159	0	0	0	0	0	0	0	0	0	0	0	0.511663
