	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.487988	0.077498	0.129527	0.158862	0.0128109	0.230871	0	0.370722	0.161306	0	0.111902	0.192212	0	0.009778	0.514629	0.144841	0.0343495	0.441738	0.177746	0	0	0	0	0	0	0	0	0	0.0382235	0.305844	0	0	0.147931	0.216595	0.144073	0.174528	0	0.275241	0	0	0	0	0	0.06589	0.286562	0	0.35044
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.9c54dc88-50cd-4207-80de-15a482501404.fc.signal	0	0	0	0	0	0	0	0.222887	0.455134	0.470344	0.179387	0	0	0.355569	0.550736	0.422985	0.351779	1.13841	0.0629928	0	0	0.148382	0.50725	0.560938	0.183913	0	0	0	0	0	0	0.547132	0.215578	0.0383364	0.51376	0.0727913	0.0475943	0.437924	0.953836	0.608648	0	0.0383364	0.635524	0.109367	0.231044	0.382513	0.249211
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.642afba0-6390-4d20-9062-25a6e2cb3e9d.fc.signal	0.727127	0.206533	0.0347587	0.131877	0.144898	0.251429	0.511579	0.337577	0.318318	0.337414	0.671035	0.477093	0.483745	0.437297	0.558217	0.791169	0.726557	0.661615	0.392224	0.295763	0.540754	0.507017	0.220031	1.09047	0.962724	0.604996	0.769522	0.760694	0.719606	0.42531	0.504414	0.441318	0.299345	0.293145	0.682282	0.91874	0.757205	0.234886	0.320731	0.430955	0.136618	0.00115213	0.16912	0.0573911	0.111757	0.147418	0.330544
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.44e2eb71-a355-4ddb-907d-128d4b46c83d.fc.signal	0	0	0.240711	0.246033	0.169155	0	0	0	0.0722183	0.321308	0.0128872	0	0.241841	0.469682	0.105953	0.174033	0.101696	0	0	0.0163184	0.345116	0.0751014	0	0	0	0	0	0	0	0	0	0	0.0947401	0.303206	0	0	0.123081	0.07264	0	0	0.0148685	0.396078	0.0914254	0	0	0	0.716592
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.cb67fdb1-74f3-48c8-aeff-9cfba1ceca46.fc.signal	0	0.335412	0.700906	0	0.861656	1.26872	1.30512	0.333849	0.330889	0.602741	0.154043	0.428027	0	0.599667	0.00550153	1.17733	0.674671	0.770217	0.555657	0.698695	0.774436	1.02092	0.445516	0.476154	0.507859	1.13399	0.777779	0.720701	0	0.247569	1.10581	1.09481	0.863473	0.593172	0.53915	0.401612	0	0.0330093	1.17734	0	0	0.584293	0.601848	0.605169	1.24885	0.82523	0.685832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.221841	0.201254	0.130345	0.352913	0	0	0.0833376	0.109122	0.211045	0.277997	0.138311	0.203366	0.115579	0.146621	0.083995	0.0319991	0	0.159392	0.127571	0.326103	0.0785055	0.0999634	0.143295	0.228605	0	0	0.177211	0.17261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0780729	0.0163991	0	0.144061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.37e46e69-fcc7-4b78-84e3-84d20f000766.fc.signal	0.405599	0.17667	0.0981526	0.388791	0	0.0176177	0.519194	0.050844	0.288015	0.447982	0	0.0839725	0.717484	1.51276	0.232377	0.571688	0.85569	0.564731	0.323983	0.159599	0	0	0	0	0	0.0028246	0.589685	0.301574	0.641922	0.352491	0.436425	0.0129246	0.796634	0.40816	0	0	0	0	0	0	0	0	0	0	0.930008	1.29247	0.269653
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.373316	0.102048	0	0	0	0	0.188125	0.203661	0.197311	0.112077	0	0	0.103684	0.147195	0	0.00889587	0.130683	0.140505	0.13629	0.0762871	0.070923	0	0.006062	0.12077	0.0691068	0.0824432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114562	0.4472	0.332321	0	0.231884
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.158127	0.311367	0.249103	0.132583	0.999492	0.272097	0.129377	0.283835	0.0658863	0	0	0	0.428769	0.529382	0	0	0	0	0	0	0.0814482	0.353265	0.0730739	0.266149	0.151663	0	0	0	0	0	0.113792	0.322141	0.0431256	0	0	0.0371333	0.803603	0.520192	0.241234	0.194054	0.591658	0.27837	0.221994	0.210814	0.301835	0.509697	0.258578
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.55441	2.90683	1.42756	1.37245	1.2171	0.926742	0.991261	2.23405	0.970315	2.69974	0.651809	0	0.337394	0.738599	1.04659	1.38067	3.12609	0.583856	0.758325	0.929612	0.416897	1.52128	1.43471	0.878892	1.95123	1.15416	2.0505	3.70684	0.961966	2.83286	0.644277	1.78679	1.06414	0.814343	0.458112	0.233706	0.543244	0.977699	0.716291	1.09651	0.897281	0.621264	1.15655	0.872648	0.982217	0.716724	0.537313
