	chr6:30151271-30151420	chr6:30151421-30151570	chr6:30151571-30151720	chr6:30151721-30151870	chr6:30151871-30152020	chr6:30152021-30152170	chr6:30152171-30152320	chr6:30152321-30152470	chr6:30152471-30152620	chr6:30152621-30152770	chr6:30152771-30152920	chr6:30152921-30153070	chr6:30153071-30153220	chr6:30153221-30153370	chr6:30153371-30153460	chr6:30153461-30153520	chr6:30153521-30153670	chr6:30153671-30153820	chr6:30153821-30153970	chr6:30153971-30154120	chr6:30154121-30154270	chr6:30154271-30154420	chr6:30154421-30154490	chr6:30154491-30154570	chr6:30154571-30154660	chr6:30154661-30154720	chr6:30154721-30154870	chr6:30154871-30155020	chr6:30155021-30155120	chr6:30155121-30155170	chr6:30155171-30155320	chr6:30155321-30155470	chr6:30155471-30155620	chr6:30155621-30155770	chr6:30155771-30155920	chr6:30155921-30156070	chr6:30156071-30156180	chr6:30156181-30156220	chr6:30156221-30156300	chr6:30156301-30156370	chr6:30156371-30156520	chr6:30156521-30156670	chr6:30156671-30156720	chr6:30156721-30156811	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.35d5a8b6-1eb5-4bfe-b35b-6d956f6f9ff2.fc.signal	0.587486	0.15107	0.191404	0.363237	0.112322	0.177071	0.324163	0.435602	1.22534	0.460392	1.08304	1.3096	1.06821	0.487276	0.260981	0	0.107422	0.398519	0.486148	0.30624	0.786233	0.410812	0.317094	0.118238	0.260515	1.03433	0.516858	0.357934	0.329557	0.186787	0.511035	0.615342	0.566528	0.241134	0.115494	0.531288	0.27234	0.182372	0.0378169	0.00502143	0.2037	0.0173857	0	0.244061	0.528736
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.0570345	0.247628	0.16549	0.285095	0.565121	0	0.134568	0.287448	0	0	0.0321809	0.1477	0.131635	0.348671	0.38754	0.107518	0.12009	0.309893	0.186769	0.310054	0.324548	0.677582	0.375804	0	0.102929	0.344734	0.346897	0.263382	0.611337	0.422922	0.517965	0.372635	0.388138	0.543033	0.729215	0.781307	0.596663	0.323316	0.0451219	0.0636717	0.424618	0.0946366	0.303438	0.48777	0.740458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.792975	2.2537	0.751246	0.279538	1.22595	0.757602	1.26693	0.777218	0.62917	0.44076	1.4662	1.72722	1.53519	0.837611	0.384753	0.558077	1.18887	1.09176	0.8574	0.797181	0.688638	2.0121	2.0612	1.30397	0.964774	0.302396	1.03645	0.799643	0.588649	1.21255	1.03667	0.996073	0.512369	0.883611	1.2316	0.607021	0.595539	1.15261	1.21921	0.772817	0.352873	0.287326	0.066936	0.566648	0.893031
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.111389	0.0935471	0.191586	0	0	0.12041	0.100129	0.201236	0.512602	0.752176	0.280112	0.700458	0.612626	0.107325	0.3428	0.0414765	0.48541	0.544822	0.121498	1.32159	0.737139	0.911382	1.24395	0.387434	0.12538	0.414946	1.24928	0.849806	0.301202	0.25108	0.0366473	0.364131	0.234548	0.465512	0.0648104	0.864728	0.141835	0	0	0.141564	0.720726	0.58951	0	0.259204	0.592391
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003834.5.ca744cfd-5705-49d5-b1b1-09f84c87b85c.fc.signal	0.41892	0.279913	0	0.175059	0.217	0	0	0.0779557	0.189142	0.335102	0.0846699	0	0	0	0	0	0.340881	0.434262	0.498784	0.307111	0	0	0	0	0	0	0.071219	0.106057	0.115473	0.0879264	0.0666659	0.215322	0.156322	0	0	0	0.155586	0.559046	0.989726	0.710502	0.0407727	0	0	0.0989705	0.557642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.f1517182-68cd-4431-ae69-970e870c1c44.fc.signal	1.71537	1.69416	1.77762	1.47388	0	0.175555	0.365534	0.797741	1.77491	1.74605	1.40264	0.776457	0	0.531401	0.611253	0	0.45403	0.276127	1.05383	0.701316	1.46339	1.35017	1.06262	0.979327	0.0803617	0.608393	1.14629	0.798704	1.5294	1.20479	0.387912	0	0	0.81072	0.884302	1.11202	0.381532	0.329969	0.376993	0.61573	0.922396	0.332117	0	0	0.571901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.6c91eb19-cf51-4ff7-b713-f8f2fc326b1d.fc.signal	0.159188	0.128896	0.313735	0.602618	0.144058	0	0	0	0	0.325901	0.292582	0.713863	0.420215	0.143448	0.172798	0	0	0.00568587	0.148621	0.213868	0.20011	0.38873	0.176599	0.286947	0.315444	0.320894	0.398221	0.174063	0.0695381	0.194788	0.345485	0.166296	0.258603	0.0446113	0.0995304	0.247038	0.321873	0.133497	0.0261727	0.366824	0.442145	0.0505497	0	0.240592	0.712644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.af8f440a-d096-482c-84b1-79bcd318ff11.fc.signal	0.338198	0.426148	0.484106	0	0	0.272415	0.17848	0.0678663	0.085423	0.290367	0.611681	0.76787	0.714356	0.147229	0.38425	0.711899	0.51848	0.379918	0.240305	0	0	0.158713	0.460388	0.872021	0.741921	0.096831	0.829852	0.717569	0.12619	0.417054	0.124913	0	0.569909	0.809247	0.729751	0.686302	0.142337	0.0824912	0.580267	0.317664	0.572443	0.805811	0.104181	0.377981	0.885496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.97f665f6-6f48-4b26-ac5c-9db0c04ef7bc.fc.signal	0	0.588966	0.209142	0.740782	0	0.0421183	0.489226	0.429558	0.22359	0.267436	0.244334	0.254316	0.0804127	0.443538	0.280867	0.227013	0.0307787	0	0.158753	0.337585	0.177778	0.538762	0.584829	0.376735	0.0782968	0	0	0	0	0	0	0	0.141251	0.336419	0.895243	0.620443	0.331354	0.633645	0.512892	0.187768	0.0753514	0.486154	0.34019	0.613062	0.668919
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0	0.489857	0.0863767	0	0	0	0	0.417561	0.142565	0	0	0	0.454988	1.14664	0.761701	0	0.0393602	0.456356	0.0468444	0.595602	2.48046	1.3063	0.250942	0	0	0	0.108716	0.407714	0.10632	0.491902	0.315555	0	0	0.140865	0.62879	0.786745	0.963908	0	0	0	0.342245	0.94145	0.272587	0.0848314	0.808853
