	chr19:54925105-54925154	chr19:54925155-54925214	chr19:54925215-54925254	chr19:54925255-54925404	chr19:54925405-54925554	chr19:54925555-54925704	chr19:54925705-54925774	chr19:54925775-54925824	chr19:54925825-54925854	chr19:54925855-54925914	chr19:54925915-54926004	chr19:54926005-54926084	chr19:54926085-54926154	chr19:54926155-54926214	chr19:54926215-54926304	chr19:54926305-54926454	chr19:54926455-54926564	chr19:54926565-54926604	chr19:54926605-54926754	chr19:54926755-54926864	chr19:54926865-54926904	chr19:54926905-54926974	chr19:54926975-54927054	chr19:54927055-54927204	chr19:54927205-54927354	chr19:54927355-54927434	chr19:54927435-54927504	chr19:54927505-54927654	chr19:54927655-54927804	chr19:54927805-54927954	chr19:54927955-54928104	chr19:54928105-54928254	chr19:54928255-54928334	chr19:54928335-54928404	chr19:54928405-54928554	chr19:54928555-54928704	chr19:54928705-54928854	chr19:54928855-54929004	chr19:54929005-54929154	chr19:54929155-54929304	chr19:54929305-54929374	chr19:54929375-54929454	chr19:54929455-54929604	chr19:54929605-54929754	chr19:54929755-54929794	chr19:54929795-54929904	chr19:54929905-54930054	chr19:54930055-54930204	chr19:54930205-54930275	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	1.12092	0.420849	0.362488	0.355167	0.513274	0.807486	1.87149	0.189127	0	0	0.811639	2.26353	1.42372	1.20592	0.961233	0.51188	0.978757	0.489995	0.336062	0.340846	0.109203	0.231306	0.819565	2.94785	1.13571	1.49894	2.87518	2.56074	1.46832	2.62515	1.20046	1.79661	2.78059	1.90614	1.85653	3.51132	2.48947	1.31139	1.45618	0.937833	0.563073	1.42804	1.68208	2.32861	1.17902	0.962732	0.147982	1.07335	0.933001	0.478088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	1.04829	0.695222	0.940507	0.842383	0.63722	0.329805	0.426179	0.616472	0.430894	0.468167	0.84387	0.930677	0.701395	0.884577	1.34928	1.61928	1.34264	1.21812	1.6546	1.72996	1.32373	1.39745	2.09592	2.3881	2.93169	3.65117	4.16211	4.12435	4.36944	6.63823	8.76797	9.03614	10.2078	9.99689	7.69387	9.4746	8.90865	9.29076	7.63875	5.57613	4.65614	3.14542	2.32284	2.53878	2.03906	1.35732	1.09099	0.337794	0.156758	0.730159
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.bb5f2209-5784-4d8e-bc4f-dc5a3678ac34.fc.signal	1.2899	1.34409	1.03201	0.655899	0.632148	1.03093	1.1238	1.0808	0.641728	0.625434	0.420172	0.494701	0.513726	0.832329	0.917531	1.10754	2.13478	1.92761	1.01438	0.665422	0.759836	0.721785	1.21543	1.55901	1.37205	0.803819	0.698048	1.72906	2.99257	2.64254	2.24308	2.87241	2.8865	3.44264	3.66703	3.70239	4.17672	3.77865	3.06976	2.436	1.44797	1.25057	1.59868	1.4669	1.19222	0.647642	0.160301	0.583755	1.40047	0.557803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.e4c527ec-18d1-4382-887e-2c78b7a5a939.fc.signal	1.65826	1.39418	1.4204	1.56815	0.790558	1.68119	1.20027	1.09189	0.43806	0.397956	0.783492	1.41578	1.46027	2.18314	2.81367	2.09256	3.36759	1.54842	2.79002	3.77216	2.59101	1.63658	2.7252	2.53924	4.04077	3.51408	7.24171	5.95199	7.94214	7.36349	7.92289	7.13748	5.99276	5.8632	7.21088	8.66169	10.2162	7.73773	6.50371	3.76692	8.22207	4.15173	6.02172	5.47106	3.74771	2.60956	2.96366	1.96547	5.29681	0.637255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0.243275	0	0	0.258655	0.25446	0.829094	0.527296	0.41944	0.461384	0.380991	0.384487	0.568865	1.24335	0.850954	0.995923	2.20512	1.08059	1.33173	1.64448	1.3384	1.6201	1.60886	1.02239	1.61765	1.61858	1.86834	2.10027	1.77366	4.73293	4.02687	3.62979	2.37417	4.01114	5.49791	5.09784	4.61828	4.44506	3.03532	1.78052	1.84367	1.90249	1.32386	1.64893	1.29048	1.26109	1.42801	0.206924	0.208889	0.0693089	0.373057
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.f473421b-0068-43e9-8689-afd1d3e0454e.fc.signal	1.07975	1.00429	0.816503	1.36219	1.98783	0.656953	0.546992	0.332217	0.28154	0.00938467	0.356617	1.22841	2.81166	3.27097	2.04869	2.19066	1.24046	1.13285	1.38368	1.24159	1.02778	1.21488	1.13335	1.207	3.03533	2.34371	2.99749	2.38203	3.41663	4.64733	4.08078	4.74705	5.07538	3.72082	2.42036	3.86733	4.15314	4.05306	4.41579	2.08982	1.81417	1.65426	2.8833	3.17516	2.39097	1.42496	0.135139	0.255291	1.20968	0.453608
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.79f94066-2988-40f9-a746-bdd6578c3873.fc.signal	0.290518	0	0.257405	1.52852	1.57178	1.33061	2.57605	1.85632	0.850207	0.862042	1.18717	1.13096	1.47849	1.1358	0.931813	1.72673	1.17207	0.35429	0.53144	1.63281	3.41862	4.27139	5.81185	5.35381	5.64387	4.4	5.51445	4.61329	6.61753	8.65578	9.16426	7.9941	8.43528	4.78817	3.06801	5.23644	5.57176	6.44113	4.49311	2.72782	3.18836	3.87473	2.16933	2.10216	2.32035	3.82582	2.27908	3.43042	2.8449	0.228188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000332.2.2d8d5533-830a-43b4-b551-587064ddf941.fc.signal	0.748166	1.20607	0.854519	0.710487	0.788027	1.15225	1.26477	0.905947	0.754411	0.391533	0.474294	1.2069	1.8623	1.76204	1.35932	1.51301	1.23521	1.14594	0.870931	0.739653	0.293652	1.20333	2.27055	3.71957	2.78793	2.50332	3.83496	5.02141	5.40397	5.42795	4.95504	6.15649	12.3651	9.82962	6.37118	7.95889	8.35933	6.08097	5.68852	2.75041	2.58671	4.11128	7.2523	5.83699	3.5096	1.94305	0.739149	0.897297	1.53175	0.529412
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.3ed58a0f-af1e-4c53-b5bc-87b47881334c.fc.signal	3.16533	1.29017	1.79432	1.04418	1.90874	1.2062	2.66239	1.13055	0	0.325184	1.94787	0.735708	0.329082	1.19678	0.588486	0	0.515954	0.0804188	0	0	0	0	1.6727	2.85466	0.34312	0.675518	1.2867	0.779464	3.9294	3.81628	2.47667	1.59907	4.98705	2.69062	0.696493	1.07591	1.05577	3.87232	2.8381	0.70372	1.17194	1.23948	1.40473	2.2867	1.64386	2.14746	0.04289	0.458717	1.60044	0.250907
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.53bb9a01-f358-4483-9142-27b2e32f31f6.fc.signal	4.06835	2.83569	1.00342	0.541795	1.33172	2.06083	1.84932	0.968986	0.461466	0.931419	1.68614	1.9849	3.21251	1.53301	1.57033	2.47633	2.19496	4.62845	5.73363	4.12016	3.89	2.92606	4.7841	4.83815	5.63795	3.78705	6.73463	7.02241	5.00939	6.56029	6.60269	4.33224	5.80306	4.53735	3.91086	7.0194	4.75775	6.49288	4.5779	2.90003	2.51247	1.19135	3.91122	3.89303	3.00573	0.974128	0.96558	2.77278	3.62618	0.52381
