	chr11:70153411-70153560	chr11:70153561-70153600	chr11:70153601-70153710	chr11:70153711-70153860	chr11:70153861-70154010	chr11:70154011-70154160	chr11:70154161-70154310	chr11:70154311-70154460	chr11:70154461-70154610	chr11:70154611-70154700	chr11:70154701-70154760	chr11:70154761-70154910	chr11:70154911-70155060	chr11:70155061-70155150	chr11:70155151-70155210	chr11:70155211-70155360	chr11:70155361-70155510	chr11:70155511-70155660	chr11:70155661-70155810	chr11:70155811-70155960	chr11:70155961-70156110	chr11:70156111-70156260	chr11:70156261-70156410	chr11:70156411-70156560	chr11:70156561-70156710	chr11:70156711-70156860	chr11:70156861-70157010	chr11:70157011-70157160	chr11:70157161-70157310	chr11:70157311-70157460	chr11:70157461-70157610	chr11:70157611-70157760	chr11:70157761-70157910	chr11:70157911-70158060	chr11:70158061-70158210	chr11:70158211-70158360	chr11:70158361-70158488	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0.857326	0.730389	0.371169	0.478488	0.246689	0.304566	0.0392756	0.239632	0.33225	0.521982	0.351407	0.234119	0.469048	0.0563551	0	0.308728	0.371944	0.788162	2.14458	2.54568	1.36579	0.658171	0.980905	0.978078	0.668383	1.04661	1.53423	1.81639	1.14627	1.10731	0.76463	1.00874	0.0617456	0.608805	0.473474	0.24805	0.158701	0.385604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0	0	0.189257	0.412226	0.222738	0.0820342	0.336678	0	0	0	0.0627943	0.195872	0	0.208937	0.188264	0.377515	0.410814	0.468315	0.104611	0.284735	0.239453	0.244306	0.362982	0.265431	0.245362	0.381417	0.143535	0.084882	0	0	0.0529762	0.103783	0	0.0794001	0.211185	0.0229592	0	0.512658
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.306731	0.36371	0.317226	0.0246952	0	0.135945	0.197188	0.078806	0.149125	0.426353	0.463733	0.278846	0.0400092	0.0443847	0.164812	0.0377233	0.225984	0.0321047	0	0	0.150338	0.06062	0.0804779	0	0	0.230075	0.0316673	0.214906	0.252712	0.313262	0.0082108	0	0	0	0.113966	0.429059	0.149797	0.50519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0.64939	0.487236	0.380969	0.119723	0	0	0	0	0	0	0	0	0	0.0978067	0.35925	0.522177	0.56171	0.150893	0.103008	0.336506	0.0395318	0	0	0	0	0.0395231	0.35925	0.0802381	0	0	0	0.250301	0.337703	0.341294	0.0287504	0.135366	0.169863	0.598394
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	0.261071	0	0.894652	1.27405	0	0	0	0	0	0	0	0.059742	0.323036	0.269191	0.66374	0.23295	0.503301	0	0.529038	0.131446	0	0.595671	0.111223	0	0.374786	0.313447	0.597932	1.01134	0.227502	1.23359	1.5774	0.58645	0	0.0973485	1.3412	1.19196	2.17085	0.547425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	1.41336	1.63192	0.566963	0.273406	0.383442	0.693609	0.470608	0	0.0682561	0.436293	0.358636	0.122519	0	0	0.138323	0.296251	0.818248	0.496491	0.0896529	0.599807	0.335647	0.854343	0.309434	0.0601551	0.48236	0.200653	0.115743	0.140476	0	0.131841	0.122602	0.006908	0.414634	0.362203	0.144359	0.512571	0.720079	0.588115
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.746922	0	0	0	0	0.604624	1.53873	1.07082	0.660894	0	0.270144	0.608533	0	0	0	1.00372	0.681422	0.00535493	2.51647	1.83297	0.797066	0	0.70966	0.106299	0.724077	0.0714766	0	0.311151	0.316649	0.905403	0.32133	0.870339	1.04712	0.0306323	0.604465	0.556182	1.11765	0.503333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.403383	0.389544	0.294109	0.314732	0.379019	0.0388563	0.150023	0	0	0.020503	0.327495	0.334266	0.769562	0.816824	0.550853	0.613808	0.638614	0.956115	1.02734	0.660806	0.142678	0.58047	1.22663	0.428198	0.422192	0.251612	0.300046	0.481657	0.196592	0.183057	0.4184	0.267133	0.750123	0.512849	0.117898	0.212471	0.830268	0.603442
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.187883	0.400071	0.186829	0.197978	0.205376	0.157547	0.124502	0.0988275	0	0	0	0.0447013	0.242524	0.153666	0.0725645	0.0471613	0.0940971	0.147019	0.110232	0.102345	0.122096	0.0705748	0.0911092	0.137163	0.320302	0.225086	0.169618	0.0536337	0	0	0	0.0655567	0.0332743	0.163206	0.0694148	0.0138344	0	0.363636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0.220191	0.233491	0.234892	0.0558713	0.0145636	0.196317	0.167223	0	0	0	0	0.227883	0.350222	0.0894423	0.0573597	0.0901162	0.13691	0.0718094	0.280051	0.284595	0.34318	0.361401	0.38689	0.348132	0.14675	0.189988	0.177062	0.199223	0.142134	0.194169	0.0161467	0.0174492	0.216984	0.104383	0	0.0846305	0.193424	0.276786
