	chr3:62528154-62528303	chr3:62528304-62528453	chr3:62528454-62528603	chr3:62528604-62528753	chr3:62528754-62528903	chr3:62528904-62529053	chr3:62529054-62529203	chr3:62529204-62529353	chr3:62529354-62529503	chr3:62529504-62529653	chr3:62529654-62529803	chr3:62529804-62529953	chr3:62529954-62530103	chr3:62530104-62530253	chr3:62530254-62530403	chr3:62530404-62530553	chr3:62530554-62530703	chr3:62530704-62530803	chr3:62530804-62530853	chr3:62530854-62531003	chr3:62531004-62531153	chr3:62531154-62531303	chr3:62531304-62531453	chr3:62531454-62531583	chr3:62531584-62531603	chr3:62531604-62531713	chr3:62531714-62531753	chr3:62531754-62531833	chr3:62531834-62531903	chr3:62531904-62531953	chr3:62531954-62532053	chr3:62532054-62532203	chr3:62532204-62532353	chr3:62532354-62532503	chr3:62532504-62532653	chr3:62532654-62532803	chr3:62532804-62532953	chr3:62532954-62533103	chr3:62533104-62533253	chr3:62533254-62533312	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.767479	0.293632	0.239179	0.0730589	0.47294	0.956135	0.623983	0.202503	0.856844	0.544815	0.0477871	0.114217	0.497945	0.944244	0.601513	0.51239	0.709838	0.526378	0.26289	0.194026	0.0135153	0.363164	0.353886	0.508675	0.52144	0.513193	0.336346	0.247344	0.15533	0.179939	0.25822	0.899978	0.680448	0.743125	0.42935	0.602684	0.67648	0.693305	0.290787	0	0.119671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.291119	0	0.10142	0.323966	0.409338	0.941255	0.421594	0.341238	0.246038	0.451308	0.0324189	0.224873	0.18466	0	0	0	0.287843	0.944481	0.998782	0.566971	0.325773	0.121079	0.701113	0.210605	0	0	0	0	0	0	0.0663996	0.535601	0.184434	0.377487	0.184128	0.387767	0.592363	0.208685	0.348948	0.331305	0.501053
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	0.701057	0.771012	0.221656	0.0144318	0.158524	0.182479	0.122486	0.173804	0.238641	0.271238	0.202622	0.225362	0.800577	0.781814	0.829417	0.444484	0.13143	0.0362368	0.221555	0.299359	0.443341	0.731946	0.976801	0.409347	0.329905	0.342339	0.437592	0.436381	0.339255	0.425333	0.766219	0.80571	0.781237	0.667081	0.581462	0.902885	0.645824	0.459084	0.316713	0.145162	0.675378
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.276779	0.267801	0.330135	0.41499	0.331783	0.598724	0.603483	0.878481	1.00028	1.03805	0.639788	0.512477	0.567458	0.635494	0.939697	1.29811	1.04149	0.428381	0.861172	0.879937	0.362428	0.365074	0.0742899	0	0.029877	0.944292	1.37828	1.5942	0.807655	0.948359	0.72297	0.525944	1.09734	0.754933	0.745131	1.09578	1.57611	1.04982	1.22392	0.714328	0.168882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.bb5f2209-5784-4d8e-bc4f-dc5a3678ac34.fc.signal	0.951597	0.68569	0.372326	0.819741	0.48398	0.752081	0.60996	0.316604	0.11343	0.248238	0.691746	0.803062	1.17119	1.22647	0.908219	0.717587	0.849825	0.616015	0.64916	0.408715	0.523564	1.16928	0.824129	0.621744	0.846755	0.783679	0.727103	0.847812	0.952876	1.0561	0.784841	1.11312	1.08141	0.397539	0.388682	0.145625	0.254064	0.608283	0.450724	0.450944	0.661145
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.e4c527ec-18d1-4382-887e-2c78b7a5a939.fc.signal	0.342492	0.252845	0.123267	0.431401	0.521002	0.24205	0.262498	0	0.271323	0.14713	0.240613	0.27652	0	0	0.0531857	0.693984	0.0905155	0	0.068548	0.381115	0.292428	0.22697	0.544912	0	0	0.348913	0.425491	0.0713391	0	0.0701402	0.134652	0.00767787	0.0756055	0.192028	0.229079	0.422791	0.377729	0.293647	0.760421	0.345465	0.650754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.388632	0.0493084	0.0650217	0.427849	0.434638	0.520951	0.919763	0.531856	0.410137	0.125591	0.206867	0.433427	0.529656	0.582937	0.722737	0.182066	0.214435	0.853971	1.11072	0.693655	0.42501	0.400229	0.765694	0.893724	0.526141	0.465497	0.506737	0.719031	0.672541	0.600951	0.510057	0.445689	0.653567	0.4402	1.2549	1.68556	1.21383	1.02018	0.379721	0.936067	0.63357
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.956083	0.273672	0.528582	0.545232	0.364199	0.43725	0.591302	0.111669	0.226348	0.435977	0.809569	0.647839	0.897506	0.67251	0.79404	0.608478	0.249194	0.290563	0.573335	0.675688	0.639287	0.424448	0.771305	0.425543	0.421805	0.461974	0.45723	0.410271	0.39615	0.26274	0.323504	1.12129	1.63353	0.755931	0.651474	0.192779	0.25174	0.195557	0.310487	0.395895	0.614929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0.0629649	0.210839	0.0524711	0.0868897	0.188351	0.16695	0.0364025	0.0439753	0.183365	0.300359	0.244698	0	0	0	0.234225	0.187467	0.414434	0.896528	0.959873	0.489324	0.0837811	0.215663	0.363279	0.169944	0.43335	0.382137	0.256178	0.298803	0.528848	0.989026	1.08401	0.813516	0.873545	1.30151	1.23734	1.1854	1.72913	0.599012	0.126512	0.453713	0.0807346
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	1.00006	0.916556	0.421786	0.755196	0.530121	0.174513	0	0.32221	0.539361	0.659519	0.203828	0	0	0	0.083322	0.226487	0.34194	0.0884886	0	0.054242	0.802365	0.860497	0.116548	0.221803	0.24107	0.0683795	0	0.163798	0.283101	0.372551	0.942974	0.695018	0.284208	0.463177	0.985806	1.86257	1.21382	1.43396	1.1286	0.267451	0.0826428
