	chr18:49572869-49573018	chr18:49573019-49573168	chr18:49573169-49573318	chr18:49573319-49573468	chr18:49573469-49573618	chr18:49573619-49573768	chr18:49573769-49573918	chr18:49573919-49573958	chr18:49573959-49574068	chr18:49574069-49574218	chr18:49574219-49574368	chr18:49574369-49574518	chr18:49574519-49574668	chr18:49574669-49574818	chr18:49574819-49574968	chr18:49574969-49575118	chr18:49575119-49575268	chr18:49575269-49575418	chr18:49575419-49575568	chr18:49575569-49575718	chr18:49575719-49575868	chr18:49575869-49576018	chr18:49576019-49576168	chr18:49576169-49576318	chr18:49576319-49576468	chr18:49576469-49576618	chr18:49576619-49576718	chr18:49576719-49576768	chr18:49576769-49576918	chr18:49576919-49576998	chr18:49576999-49577068	chr18:49577069-49577078	chr18:49577079-49577138	chr18:49577139-49577158	chr18:49577159-49577218	chr18:49577219-49577368	chr18:49577369-49577518	chr18:49577519-49577648	chr18:49577649-49577668	chr18:49577669-49577818	chr18:49577819-49577968	chr18:49577969-49578090	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.d45c4556-52ef-4ca9-a134-983b6abd1f9a.fc.signal	0	0.504005	0.442643	0.367533	0.0102909	0	0.160245	0.718964	0.840759	0.0773471	0	0.0146745	0.295422	0.00395787	0.305126	0	0.656923	0.604916	0.169444	0	0	0.0264624	0.28693	0.441348	0.209141	0.0289689	0.734541	0.802924	0.745666	0.893858	0.223716	0	0	0	0	0	0	0	0	0	0	0	0.479868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.f19e0b8f-152f-42de-82db-a8afb7688356.fc.signal	0.0550188	0.299159	0.0742936	0.0379977	0	0.117782	0.575359	0.389193	0.0905222	0.240713	0.203973	0.215799	0.524241	0.3675	0.236408	0.409178	0.480903	1.51159	0.389883	0.829034	0.415165	0.110132	0.199535	0.221596	0.506017	0.111179	0.171619	0.37044	1.2513	0.224969	0.709964	0.367817	0.196395	0	0	0	0	0	0	0	0	0	0.47835
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.299049e5-7348-4021-acb8-2d0e75f38cdf.fc.signal	0.159209	0.377103	0.267807	0.159161	0.164884	0.430392	0.214592	0.322794	0.224841	0.2481	0.407027	0.451221	0.140638	0.301882	0.390541	0.168308	0.408569	0.179775	0.687717	0.629119	0.599038	0.933499	0.5545	0.644541	0.146987	0.144276	0.214593	0.229141	0.859568	0.697878	0.288375	0.18186	0.021217	0	0	0	0	0	0.09093	0.67045	0.800159	0.0402467	0.587811
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e64b57f4-2bfc-4a28-ae9d-fc80cb038d7e.fc.signal	0	0	0	0	0	0.423066	0.383113	0	0	0.145964	0.307106	0.404444	0.567124	0.398331	0.585134	0.664757	0.0817337	0	0.394736	0.451275	0.101819	0.0622925	0.35034	0.148544	0.2982	0.158127	0.585656	0.954704	1.53999	0.916213	0.0949549	0	0	0	0	0	0	0	0	0	0	0	0.648
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.24f592c8-8c69-4c91-ba18-ad0c533ddaf8.fc.signal	2.19642	0.769259	2.24684	1.38527	0.571283	2.24246	2.71266	1.72583	1.64365	1.14167	1.3273	1.47632	0.821587	0.588572	1.98478	2.73899	0.938147	0.398247	0.523993	0.795129	0.367744	0	1.48136	1.00606	2.21451	1.13245	1.20576	0.75834	0.714837	0.500111	0.314169	0	0	0	0	0	0	0	0	0	0	0	0.454049
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0.117031	0.306132	0.452008	0.332129	0.0804413	0.360232	0.978383	0.455852	0.988688	0.518847	0.276873	0.176827	0.09074	0.53746	0.0232667	1.5007	1.35819	1.14432	1.25862	1.66891	0.29981	0.814333	1.37836	1.15611	0.02792	0	0.562945	2.52898	3.25282	1.14728	0.214386	0	0	0	0	0	0	0.0349	0.6282	0.514193	0	0	0.66129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0.969098	0.620279	0.490406	0.326481	0.100135	0.535349	0.359472	0.652398	0.422693	0.719814	0.554401	0.27007	0.736407	0.755675	1.19058	3.58231	1.28521	1.072	3.16602	2.03377	1.84808	2.47876	2.18191	1.52248	0.0920907	1.2709	1.60714	2.11563	2.7968	1.07471	0.0913571	0	0	0	0	0	0	0	0	0	0.297208	0.193514	0.651934
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.318451	0.640283	0	0.453444	0.662726	1.43154	0.656688	0	0	0.531906	0.73343	0.425183	0.82854	2.30106	0.553095	0.931482	0.697099	0.992425	0.492937	1.60741	0.601471	0	0.627783	1.43003	0.0837128	1.89733	0.60688	1.04641	0.656059	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501362
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.199401	0.802868	1.22533	0.151254	0.596643	0.973185	1.26549	0.42272	0.544312	0.984832	0.152933	0.240324	0.684529	0.429559	0.271837	0.364578	0.384058	0.680175	0.284107	0.520188	0.273378	1.22029	0.238644	0.131087	0.0537792	0.489128	1.237	1.20937	0.68912	0.286751	0.0432154	0	0	0	0	0	0	0	0	0	0	0	0.556738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0.156677	0.096139	0.0799014	0.156592	0.12675	0	0	0	0.134611	0.616778	0.842742	0.379882	0.114477	0.138962	0	0.104228	0.172288	0.212476	0.188473	0.271941	0.0165252	0	0	0	0	0	0.302377	0.220911	0.265868	0	0	0	0	0	0	0	0	0	0	0	0	0	0.580989
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0.0665529	0.0221548	0.0904844	0.147627	0	0	0	0	0	0	0	0	0.006812	0.381169	0.265388	0	0	0	0	0	0	0.103076	0.441431	0.154913	0	0	0	0.25744	0.495822	0.371748	0	0	0	0	0	0	0	0	0	0	0	0	0.527255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0.131076	0	0	0	0	0.0828335	0.160484	0.178704	0.252295	0.0121496	0	0.0086698	0.0712629	0.250023	0.226704	0.195669	0.110673	0.194698	0.162314	0.212595	0	0	0	0	0	0	0	0	0.369107	0.498085	0.077896	0	0	0	0	0	0	0	0	0	0	0	0.447199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.289274	0.905796	1.22997	0.317514	0.135646	0.478093	0.637919	0.332144	0.553421	0.976137	0.531701	0.477956	1.14596	0.715832	0.666838	0.485367	0.517098	2.692	0.892117	1.41336	0.969985	1.31961	0.387757	0.117642	0	0.770413	1.83026	2.20004	1.06446	0.497477	0	0	0	0	0	0	0	0	0	0	0.692854	0	0.55049
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.512395	0.399716	0.260833	0.106397	0.249276	1.21287	0.780214	0.658198	0.623431	0.269862	0	0.192138	0.28129	0.576594	0.447636	0.601825	0.580034	0.481834	0.328917	0.435317	0.186039	0.191607	0.947515	1.26706	0.263645	0.339034	0.481966	0.646354	1.36726	1.02829	0.299992	0.14378	0.0383413	0	0	0	0	0	0	0	0	0	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	0.511365	0.272036	0.49067	0.423775	0.238216	0.587494	0.74892	1.28038	1.33634	1.33213	0.598041	0.175199	0.543638	0.946838	0.572104	0.325848	0.39394	0.66084	0.984757	0.660477	0.362177	2.06542	2.67437	0.951172	0.393967	0.982428	1.36939	1.26951	0.708851	0.332512	0.121134	0	0	0	0	0	0	0	0	0	0	0	0.500264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.926906	1.10937	0.349346	0.238576	0.191017	0.178672	0.534523	0.972387	0.930456	1.01343	0.697643	0.717906	0.664959	0.797982	0.738489	0.625225	0.33006	0.790583	0.807422	1.20739	0.83809	0.424644	0.948343	0.793515	0.117158	0.32021	1.14189	1.86504	2.87296	1.41476	0.463283	0.16796	0.1292	0.1292	0.1292	0.00689067	0	0.00795077	0.1292	0.199829	0.120587	0	0.570388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.a389932f-ae32-47d4-b6e3-f5cd02b280f6.fc.signal	0.10244	0.157562	0	0.161151	0.405656	0.41677	0.127809	0	0	0	0.0200196	0.477358	0.381155	0	0	0.447333	1.47258	1.20585	0.372315	0.810323	0.100319	0	0.150951	0.364279	0	0.0555693	0.41677	0.41677	0.187753	0.36702	0.376434	0	0	0	0	0	0	0	0	0	0	0	0.48688
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.66df243c-6c5c-42f5-bb98-73ebf9a3096e.fc.signal	0.359067	0.653648	0.980276	0.926779	0.0975695	0.420611	0.66972	0.983853	0.394517	0.148662	0.152552	0.147356	0.2951	0.216132	0.427642	0.729311	0.665633	0.756214	0.879052	0.574758	0.165711	0.402428	0.990014	0.310442	0.146096	0.609956	0.964244	1.15599	2.0054	1.42793	0.0313063	0	0	0	0	0	0	0	0	0	0	0	0.548295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.4c655c7c-8a8a-4e2d-a610-f4e47cf57813.fc.signal	0.475789	0.736193	0.322946	0.705423	0.438792	0.318226	0.164014	0.225478	0.65536	0.877617	0.296881	0.421127	0.491321	0	0.105023	0.566649	0.185284	0.963888	1.2299	0.538729	0.183498	0.878438	0.674676	0.37958	0	0.144697	0.556599	0.547327	1.45645	1.07627	0.072108	0	0	0	0	0	0	0	0	0	0	0	0.656685
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.d8f0d283-97b1-48be-a67c-353c0ecb4b0e.fc.signal	0.301358	0.203568	0.684623	0.712999	0.364043	0.666568	0.476628	0.756637	0.781593	0.445306	0.299793	0.356505	0.268447	0.314153	0.150545	0.393901	0.73419	1.00301	0.978987	0.758608	1.38625	1.05143	0.581699	0.300038	0.0377755	0.233096	1.43241	1.83749	1.26523	0.280324	0	0	0	0	0	0	0	0	0	0	0	0	0.515331
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.3e57f4b2-3eea-42bc-9983-8ecec55d5977.fc.signal	0.237361	0.10066	0.208576	0.38255	0.0177884	0.335423	0	0.473793	1.00126	0	0	0	1.09566	2.06219	0.977276	0.205483	0	0.288726	0.256788	0	0.575825	0.550864	1.1112	1.47995	0.342303	0.624881	1.64689	2.86953	2.4348	0.122444	0	0	0	0	0	0	0	0	0	0	0	0	0.608
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.47ac92c8-3161-452d-8dd3-b7ed71169f80.fc.signal	0.180173	0.257267	0.100048	0.280275	0.239682	0.336967	0.101554	0.106311	0.0777111	0.192865	0.180491	0.261603	0.471252	0.114131	0.145368	0.428481	0.62699	0.839269	0.954509	0.581487	0.123248	0.126702	0.744574	0.610776	0.14647	0.516669	0.156521	0.130933	1.19458	0.870065	0.127302	0	0	0	0	0	0	0	0	0	0	0	0.462543
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0	0	0	0.309264	0.0258989	0	0	0.382771	0.741664	0.493655	0.101487	0	0	0	0	0.398766	0.113392	0.311058	0.190169	0.109084	0.173421	0.348424	0.354476	0.27954	0	0.0898845	0.486728	1.08752	0.563604	0	0	0	0	0	0	0	0	0	0	0	0.335163	0	0.469066
