	chr1:230772054-230772203	chr1:230772204-230772283	chr1:230772284-230772353	chr1:230772354-230772503	chr1:230772504-230772653	chr1:230772654-230772733	chr1:230772734-230772803	chr1:230772804-230772863	chr1:230772864-230772953	chr1:230772954-230773103	chr1:230773104-230773253	chr1:230773254-230773403	chr1:230773404-230773553	chr1:230773554-230773703	chr1:230773704-230773853	chr1:230773854-230774003	chr1:230774004-230774153	chr1:230774154-230774243	chr1:230774244-230774303	chr1:230774304-230774393	chr1:230774394-230774453	chr1:230774454-230774553	chr1:230774554-230774603	chr1:230774604-230774703	chr1:230774704-230774753	chr1:230774754-230774813	chr1:230774814-230774903	chr1:230774904-230775053	chr1:230775054-230775203	chr1:230775204-230775353	chr1:230775354-230775423	chr1:230775424-230775503	chr1:230775504-230775653	chr1:230775654-230775803	chr1:230775804-230775953	chr1:230775954-230776103	chr1:230776104-230776253	chr1:230776254-230776403	chr1:230776404-230776553	chr1:230776554-230776703	chr1:230776704-230776853	chr1:230776854-230777003	chr1:230777004-230777131	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0	0.334015	0.762856	0.128699	0.512181	0.595923	0.656728	0.878266	2.88803	1.86325	0.538072	1.50285	1.27574	0.35073	0.821365	0.321603	0	0	0.382848	0.832446	0.835086	0.529176	0.59068	0.70319	0.246117	0	0.454195	0.488096	1.05218	0.70319	0.492233	0	0	0.552506	0.342276	0.464105	0	0	0.492233	0.234397	0.239085	0.953405	0.58209
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	1.0234	0.641285	0.630482	1.51632	0.976595	0.745886	0.107906	0.0371833	0.60455	1.20723	2.20627	1.8211	1.58285	1.09908	0.979708	0.906633	0.616562	0.692765	0.39276	0.376078	0.453746	0.435734	0.87463	0.647406	0.0623522	0.187643	0.587898	0.346592	0.37494	0.689637	0.645314	0.0362447	0.240261	0.613078	0.214871	0.443181	0.304448	0.927403	1.03289	0.530438	0.676642	0.981572	0.700293	0.428251
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	0.918878	0.708406	0.254921	0.679927	1.52727	1.03723	0.666043	1.029	1.71304	1.73031	3.61457	2.78957	2.18667	1.07873	0.773334	0.433734	0.620147	0.614682	0.509997	0.598134	0.501915	0.316874	0.523043	0.494478	0.263504	0.447801	0.606306	0.324833	0.444089	1.04431	1.14937	0.231139	0.912344	1.13738	0.611308	0.398645	0.628776	0.436691	0.568183	0.301738	0.288386	0.572037	0.232755	0.680887
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.77bd98ba-d8dd-4231-a3ba-bd69ef2d4205.fc.signal	0.605284	0.541905	0.437052	0.30072	0.539223	0.602658	0.111621	0.324891	0.602332	0.790256	1.20046	1.70226	1.24242	0.87575	0.573305	0.614353	0.39293	0.157574	0.0883117	0.22305	0.309254	0.181258	0.300665	0.319214	0.173214	0.414758	0.732829	0.402718	0.331932	0.724152	0.720392	0.324222	0.565929	0.453531	0.259486	0.139414	0.321152	0.166574	0.745131	0.263421	0.227521	0.239741	0.245422	0.130081
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0.639841	0.388399	0.715668	1.3812	2.4802	0.955109	0.878846	1.40892	1.59827	1.15569	1.57462	1.54677	1.94492	1.05944	0.623106	0.360635	0.446105	0	0	0.488672	0.948186	0.757263	0.330479	0.365094	0.341783	0	0	0.457716	0.483439	0.211574	0.561423	0.0938615	0.519626	0.770956	0	0.597526	0.0667055	0.4962	1.38124	0.114261	0.293692	0.447593	0.585014	0.59292
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.f30cfd28-f0bb-4e61-a8ad-120bd3fb3681.fc.signal	0.784749	0.57055	0.577504	0.826984	1.32548	1.24669	0.712694	0.659475	1.16678	1.57126	2.16844	2.48698	2.66743	1.95567	0.816194	0.384035	0.340722	0.422274	0.339359	0.35023	0.554027	0.715373	0.919164	0.634418	0.197272	0.176964	0.47867	0.76372	0.945336	0.703101	0.847932	0.629955	0.4498	0.647742	0.37728	0.212024	0.409915	0.51327	0.45535	0.315621	0.249199	0.176071	0.336016	0.341085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0.471841	0.938277	1.07496	1.28476	0.92127	0.342221	0.332532	0.356201	0.940466	1.84495	2.44322	2.04998	3.11599	2.04952	0.943213	0.328434	0.352212	0.54498	0.425525	0.399972	0.27148	0.383641	0.521491	0.376575	0.236761	0.271881	0.687077	0.82359	0.412677	0.71685	0.734334	0.714934	0.720929	0.657814	0.234699	0.123143	0.223071	0.433704	0.440407	0.257182	0.338678	0.458667	0.167135	0.530504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.fc2ea977-cbc8-4d3a-ab74-ef1a08c9be39.fc.signal	0.550105	0.384531	0.492175	1.05867	1.64849	0.866823	0.208908	0.659032	1.05159	1.49653	1.83463	1.39683	2.23964	1.84816	0.889612	0.718608	0.702955	0.621291	0.610303	0.480082	0.587135	0.539506	0.890632	0.620978	0.0760756	0.612287	1.26741	0.248448	0.118704	1.18024	0.804664	0.806402	0.359279	0.842885	0.471073	0.160589	0.611494	0.0872659	0.286168	0.742875	0.346698	0.463073	0.567327	0.285088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	0.439277	0.388682	1.48886	0.177357	0.384647	0.273886	1.33688	0.564737	0.654451	0.534195	1.1264	0.655253	0.967741	0.371882	1.1188	0.761769	0.198311	0.0960718	0.447092	0.147798	0	0	0	0	0	0.105562	1.04822	0.0279333	0.671752	1.64014	0.86803	0.535338	1.29776	0	0	2.2595	1.11701	0.625643	1.13554	0.311398	0.259213	1.76066	1.03368	0.600497
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.3cb80d46-685f-499c-92a6-1e52fde53ed9.fc.signal	0.84942	0.63043	0.673093	0.873942	1.10787	0.639533	0.0506076	1.1179	2.71773	4.11798	5.92339	3.30064	3.83109	2.49844	2.14098	1.40082	1.84128	1.43842	1.17157	1.07783	0.69545	1.45576	0.890664	0.0994896	0	0.23666	1.88857	1.59929	0.609183	0.791345	1.59161	1.3881	0.931516	1.2477	0.703051	0.578854	0.218769	0.658018	0.510863	1.07142	0.709683	0.869006	1.00154	0.472868
