	chr9:1049161-1049310	chr9:1049311-1049460	chr9:1049461-1049500	chr9:1049501-1049610	chr9:1049611-1049760	chr9:1049761-1049910	chr9:1049911-1050060	chr9:1050061-1050130	chr9:1050131-1050210	chr9:1050211-1050360	chr9:1050361-1050510	chr9:1050511-1050570	chr9:1050571-1050660	chr9:1050661-1050810	chr9:1050811-1050960	chr9:1050961-1051110	chr9:1051111-1051260	chr9:1051261-1051410	chr9:1051411-1051480	chr9:1051481-1051560	chr9:1051561-1051710	chr9:1051711-1051860	chr9:1051861-1052010	chr9:1052011-1052100	chr9:1052101-1052160	chr9:1052161-1052310	chr9:1052311-1052460	chr9:1052461-1052610	chr9:1052611-1052760	chr9:1052761-1052850	chr9:1052851-1052910	chr9:1052911-1053060	chr9:1053061-1053210	chr9:1053211-1053360	chr9:1053361-1053510	chr9:1053511-1053660	chr9:1053661-1053810	chr9:1053811-1053960	chr9:1053961-1054110	chr9:1054111-1054260	chr9:1054261-1054410	chr9:1054411-1054560	chr9:1054561-1054630	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.280085	0.089085	0	0.0193215	0.627657	1.13207	0.4744	0.172495	0.110656	0.138974	0.256089	0.297685	0.384933	0.580089	0.634735	0.717017	0.73635	0.271576	0.377312	0.249726	0.319416	0.479424	0.53962	0.596004	0.442913	0.35202	0.173808	0.605853	0.557435	0.355464	0.412816	0.461499	0.388529	0.356676	0.531565	0.390733	0.298596	0.216714	0.453095	0.764581	0.542093	0.202553	0.306711	0.542105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	0.866854	1.11245	0.75852	1.76984	1.04135	2.14962	0.667836	0.678577	0.598595	0.543287	0.213657	0.620751	1.68726	1.42002	0.892111	0.201793	0.489481	0.419169	0	2.97323	1.3998	0	0.403889	0.798703	1.16681	0.463062	3.6097	0.74684	3.55545	0.882093	2.70842	0.378709	0.786476	0.196572	0	0.505455	0.513492	0.810796	0.858943	0.470436	1.19443	0.926024	0	0.46063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.fd911a3b-cde9-464c-a982-9bde09bc6ccb.fc.signal	3.08698	2.49105	2.33868	1.54515	0.609286	1.16925	1.20332	0.490681	0.324203	0.674148	1.79287	0.222221	0.268587	1.24535	0.730878	1.19865	1.16276	0.709075	1.15003	1.30962	0.647931	0.76608	0.110496	0.277095	1.38131	1.12297	1.07386	0.762889	1.18788	1.89295	1.22785	3.04916	2.00027	0.855325	1.21779	1.21462	1.63291	1.66075	0.238291	1.51414	0.717421	1.09098	2.93171	0.155229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.b5568014-372c-40aa-9405-3d27c34b9363.fc.signal	0.607471	1.47066	0	0.0917853	1.80279	0.733303	1.15803	1.23496	0.131437	0.482728	1.05643	2.01485	1.16072	0.778154	0.170054	1.11279	2.83114	0.325148	0.787826	0	1.93721	0.466686	0.365484	0.382086	1.03396	1.46736	1.1431	1.58245	1.32557	2.73586	4.4736	2.28505	0.672908	1.95022	1.44615	0	0.0280417	0.90018	1.5184	0.107961	0.483233	0.608155	0	0.516129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.df24c052-2a81-4f1a-b170-2f4fdc228ffe.fc.signal	1.73742	1.17785	1.58029	3.06671	2.60909	2.61607	3.67409	1.03763	0.814267	0.676833	1.62259	1.08109	1.54753	2.12683	1.95968	2.67795	2.27284	3.38155	2.26611	1.61658	0.818589	0.480615	0.815858	0.646599	0.258875	0.527045	1.40003	0.994796	2.14683	2.36366	1.25147	1.07194	1.06705	1.86691	1.32278	0.980279	0.955922	1.66644	2.61772	2.66447	2.08597	0.979468	1.53803	0.892857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.2b4cac07-82e4-4fde-addf-f528201b15bb.fc.signal	1.10051	1.1459	1.37389	1.88048	2.91919	3.82221	5.7337	4.14358	2.27602	0.856212	0.90453	2.57326	3.29551	2.81316	3.04948	2.29217	3.12992	3.7216	1.65309	1.05206	0.86164	0.28764	0.474674	0.948062	0.935163	0.630751	1.54539	1.51157	2.96703	2.78831	0.908908	1.11454	0.706873	0.919703	1.57393	1.59958	1.54686	1.5609	0.904068	0.794132	0.779316	0.21412	1.43191	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.1fd4d0f1-41c8-41b4-882d-bbcd98fbef74.fc.signal	0.317817	0.0114021	0.622057	1.13216	0.478985	0.92107	0.561387	0.109233	0.237503	0.710156	0.696509	0.26175	0.406218	1.39771	1.85431	1.12046	0.946003	1.50306	0.931226	0.822164	0.833093	0.0798966	0.00578573	0.583398	1.3018	1.42095	0.648811	1.5004	1.25275	0.738506	0.44387	1.20504	1.96588	1.04968	0.377618	1.71963	1.03593	0	0.0922559	0.964932	1.2653	0.697011	0.339536	0.769912
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.665ec701-8746-423d-9e1f-6b813507441b.fc.signal	1.21789	0.973646	1.75632	2.0683	3.03264	1.05114	0.229177	0	0.586598	0.624007	0.248408	1.54266	2.15102	2.22702	2.07599	0.544081	0.659345	2.15331	1.66948	2.01912	2.13405	0.0315413	0	0.657416	1.05368	2.18246	1.3699	1.37172	2.08008	1.70519	0.946005	0.478816	0	0	0.230322	1.62229	1.30025	1.30254	2.37765	0.739684	0.994892	0.241819	0.140773	0.567347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.022f496a-4698-412d-9a82-a0a4b2e56c57.fc.signal	5.1069	2.35493	1.15797	1.55986	3.20635	4.45875	4.30018	3.01492	2.0918	1.23614	1.79711	1.44828	1.33013	1.47799	2.04693	2.63746	3.67473	2.37909	3.31009	4.3065	4.76156	5.40327	3.10314	2.5616	1.60037	1.12269	0.929817	1.66825	1.42407	1.80889	1.58974	1.38541	1.14749	0.663866	1.03261	1.07187	1.00416	0.503129	0.358781	0.3267	0.612127	0.759744	0.645402	0.592233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.54e2d258-2a9b-4416-87fd-8933cfcab4dd.fc.signal	2.57063	1.16342	0.807363	1.02325	5.06744	8.596	5.49211	2.66062	1.43947	0.4267	1.37778	3.73908	6.01573	5.89252	4.93594	4.11004	2.06666	4.098	3.43452	1.92848	0.177838	0	0	0	0	1.13564	4.81235	5.6666	3.83024	5.37853	5.04079	2.16179	3.31256	4.32716	1.95749	0.590477	1.40761	0.732075	0.82109	1.46808	1.13567	1.76026	1.03284	0.524752
