	chr6:96560625-96560774	chr6:96560775-96560924	chr6:96560925-96561074	chr6:96561075-96561224	chr6:96561225-96561274	chr6:96561275-96561374	chr6:96561375-96561464	chr6:96561465-96561524	chr6:96561525-96561674	chr6:96561675-96561824	chr6:96561825-96561974	chr6:96561975-96562124	chr6:96562125-96562274	chr6:96562275-96562424	chr6:96562425-96562494	chr6:96562495-96562574	chr6:96562575-96562724	chr6:96562725-96562874	chr6:96562875-96563024	chr6:96563025-96563174	chr6:96563175-96563254	chr6:96563255-96563324	chr6:96563325-96563474	chr6:96563475-96563624	chr6:96563625-96563774	chr6:96563775-96563924	chr6:96563925-96564074	chr6:96564075-96564224	chr6:96564225-96564374	chr6:96564375-96564524	chr6:96564525-96564674	chr6:96564675-96564824	chr6:96564825-96564944	chr6:96564945-96564974	chr6:96564975-96565064	chr6:96565065-96565124	chr6:96565125-96565274	chr6:96565275-96565424	chr6:96565425-96565574	chr6:96565575-96565724	chr6:96565725-96565855	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.00246707	0	0	0.509438	1.15826	0.951032	0.921018	0.33613	0.223267	0.379921	0.747502	0.133218	0	0.141853	1.37976	2.31744	2.03528	0.768472	0.558776	1.79723	5.01668	2.80717	0.166524	0.138156	0	0	0	0	0	0	0	0.164058	2.26503	3.51548	2.34571	0.644505	0.0962147	0	0	0	0	0.696203
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.196228	0.0809847	0.111576	0.127135	0.216387	0.361806	0.107715	0.139198	0.111466	0.245306	0.337511	0.231395	0.186165	0.320984	0.335664	0.49576	0.781203	2.11887	2.74697	2.47931	2.82387	2.30125	1.01739	1.16641	1.10345	0.580249	0.340047	0.466484	0.37189	0.481839	0.405806	0.23563	0.167738	0.125491	0.262407	0.190872	0.19206	0.385581	0.657305	0.545762	0.605761	0.478528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.0888037	0.57527	0.813458	0.60655	0.775864	0.468256	0.293821	0.251045	0.208138	0.822029	0.47563	0.570713	0.565449	0.197756	0.389625	0.84936	0.470908	1.09091	2.06004	3.29598	4.29179	3.10773	2.15071	2.08234	0.904153	0.469278	0.754935	1.21718	0.516215	0.781331	0.761529	1.60199	0.788654	0.822379	1.24785	0.948628	1.04343	0.501564	0.910374	0.516706	0.199901	0.285714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.45100e0d-f7b5-4c54-a935-54545fef7dd3.fc.signal	0.334383	0.60377	0.271902	0.367751	0.525691	0.514703	0.292012	0.194765	0.365072	0.460941	0.529799	0.511516	0.566212	0.93248	1.24469	0.71027	0.81293	1.52131	1.14659	1.24181	1.57678	1.47888	1.55415	1.43654	1.38777	0.903797	0.684102	1.23373	0.872272	0.587016	1.14816	0.988283	0.821536	0.834892	1.09659	1.0082	0.506325	0.519357	0.41265	0.351927	0.432977	0.47561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0	0	0	0.0303595	1.13848	1.59387	2.22767	1.77962	1.78281	1.41775	1.37628	0.763384	1.08963	1.36194	1.18295	1.68123	1.56629	1.8181	0.580379	1.06632	3.92623	0.927045	0.0758986	2.63362	1.54074	0	0	0	0	0	0	0.443168	1.58422	1.70042	1.87885	0.934301	0.939935	0.0834885	0	0	0	0.731092
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.119757	0.0295495	0.112602	0.426784	0.389493	0.176893	0.24567	0.382634	0.367426	0.222332	0.193493	0.178917	0.249794	0.158232	0.440317	0.867876	0.845624	1.34121	3.31853	4.01993	4.41805	3.88795	2.59742	3.11881	1.78228	0.687234	1.34877	1.92322	1.65693	1.70261	1.20311	1.43447	1.29971	1.47677	1.16747	0.892835	1.0778	1.4224	1.53875	2.05016	1.29175	0.248705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562528	1.08718	1.96931	2.37121	1.48644	0.110377	0	0	0	0	0	0	0	0	0	0	0	0	0.0746603	0.755199	1.06811	0.745775	0.648741	0.0527509	0	0	0	0	0.631016
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0	0.172579	0.114487	0.0792387	0.23165	0.755672	0.694932	0.480235	0.277607	0.404794	0.276847	0.109522	0.858678	0.786124	0.268056	0.23165	0.837101	1.10631	0.915833	3.79121	2.84832	1.78996	0.623535	0.315557	0.972781	0.401253	0.104379	0	0	0	0.515815	0.387633	0.102312	0.23165	0.23165	0.0849383	0	0.0880286	0.46331	0.180688	0.401414	0.551471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0	0	0.00176507	0.341214	0.204823	0.133874	0.00947622	0.0429425	0.377702	0.401433	0.29615	0.50529	0.105063	0	0	0	0.334545	2.76208	5.03685	4.36262	3.896	2.7429	2.56646	2.6395	1.26058	0.429341	0.332437	0.608906	1.11792	0.533158	0.677859	0.947675	0.814076	0.478921	0.363772	0.185952	0.331948	0.331469	0.20835	0.234656	0.36752	0.547009
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.e5c74e2f-fdd7-452c-ab9b-6ee0ab9d0cdc.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26864	0.618418	1.33404	1.78239	0.724205	0	0	0	0	0	0	0	0	0	0	0	0	0.186959	0.317287	0.594188	0.733048	0.667585	0.465073	0.0871381	0	0	0.259568	0.54455	0.671533
