	chr19:30281572-30281721	chr19:30281722-30281771	chr19:30281772-30281871	chr19:30281872-30281941	chr19:30281942-30282021	chr19:30282022-30282171	chr19:30282172-30282321	chr19:30282322-30282421	chr19:30282422-30282471	chr19:30282472-30282541	chr19:30282542-30282621	chr19:30282622-30282771	chr19:30282772-30282921	chr19:30282922-30283071	chr19:30283072-30283221	chr19:30283222-30283301	chr19:30283302-30283371	chr19:30283372-30283521	chr19:30283522-30283581	chr19:30283582-30283671	chr19:30283672-30283821	chr19:30283822-30283971	chr19:30283972-30284061	chr19:30284062-30284121	chr19:30284122-30284201	chr19:30284202-30284271	chr19:30284272-30284421	chr19:30284422-30284491	chr19:30284492-30284571	chr19:30284572-30284721	chr19:30284722-30284871	chr19:30284872-30285021	chr19:30285022-30285171	chr19:30285172-30285241	chr19:30285242-30285321	chr19:30285322-30285471	chr19:30285472-30285521	chr19:30285522-30285621	chr19:30285622-30285771	chr19:30285772-30285921	chr19:30285922-30286071	chr19:30286072-30286221	chr19:30286222-30286371	chr19:30286372-30286481	chr19:30286482-30286521	chr19:30286522-30286641	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	3.71811	2.40949	4.853	6.65255	5.90884	5.80705	3.15037	4.60249	3.0094	4.12825	5.43205	5.66128	4.68812	4.15747	4.99551	6.07628	5.32522	3.70042	1.72911	2.02321	3.42428	4.71296	3.25134	1.09674	1.8887	2.43893	2.45433	1.62612	1.43614	1.99201	2.36702	2.53648	2.6062	2.22894	2.97067	3.46886	4.51549	4.2147	4.22738	4.42511	4.1874	2.58957	2.55699	3.5883	2.88048	1.44181	0.724868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	1.81986	1.32157	0.928454	1.26892	1.23461	2.17705	1.77297	2.09578	1.69369	1.82035	2.12957	2.52058	2.03803	1.97764	1.52586	1.12693	2.29961	1.99599	2.39305	1.80021	1.44568	1.00602	1.00125	1.77622	2.18584	1.88618	1.04678	1.03443	1.53738	1.24888	1.5874	0.708338	1.71722	1.44029	1.40501	1.49082	1.08626	1.85329	1.61728	1.56937	1.82126	1.20741	1.83695	1.29539	1.26925	1.36312	0.188811
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.fa7392b1-17c1-4691-ba8f-d211a0f93db5.fc.signal	2.74817	2.40537	4.41201	4.69103	5.08353	5.43668	5.36672	5.05281	4.86971	3.14144	2.27383	2.38517	1.35029	1.17545	1.2107	1.4037	1.98709	2.98952	1.89046	1.55223	2.19238	1.28722	1.52384	1.50754	1.53134	2.04383	1.74664	1.34281	1.32804	2.07476	2.63681	1.3874	1.39347	1.01517	0.978017	1.3566	2.14904	3.60134	2.80171	3.6857	3.36983	2.05568	0.852321	1.03784	2.03911	1.89164	0.286713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.9b5b0cc0-4302-439e-a9d9-d779f62c822e.fc.signal	5.91176	4.81052	5.84784	6.28281	2.97166	5.15201	3.48782	2.797	2.41353	4.10576	4.47829	6.20563	3.27336	1.40935	1.52653	1.11883	2.77607	1.04958	0.811716	2.31986	0.950183	1.64764	1.79849	2.01108	1.49794	2.72231	2.1025	2.03932	1.38239	2.10685	2.51408	1.67384	1.23366	0.984101	0.810554	0.463542	1.23711	2.10112	0.579336	1.69093	2.43799	0.998863	1.60907	2.67066	2.38866	2.1711	0.611111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.baa2a3ca-0f47-4bf7-901e-dd73f7a290b4.fc.signal	6.32264	4.28075	4.97285	5.43955	6.17879	5.86408	2.98986	2.67008	2.2748	2.50204	4.24499	3.90496	3.76881	3.73415	2.67621	3.40712	3.37453	3.06742	3.17439	2.06407	2.01339	2.04061	1.71186	1.67082	1.81935	2.22994	3.26984	3.73097	4.76899	5.65292	4.9053	4.56982	4.33313	2.61792	2.94465	2.34333	1.61864	2.65816	3.43854	2.5831	2.26508	3.60918	4.49644	3.71202	3.04456	3.39135	0.664671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.03cd26f6-8245-4dba-a43d-b085dc5fbdba.fc.signal	4.54484	5.80471	5.82569	5.67111	4.36745	5.79092	6.48413	5.03228	3.09532	3.09527	2.91809	2.27566	2.41329	2.32513	3.37489	2.02892	2.42958	3.57624	4.07881	3.31575	3.26445	2.80649	1.36675	1.41556	1.95062	2.60633	1.98654	2.7762	4.16268	3.41683	1.88737	1.69165	2.5813	2.25717	2.98551	4.21369	3.63364	3.83012	4.48999	3.75587	4.51279	4.0844	2.89607	3.18767	2.74024	1.73184	0.591241
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.469e2b5a-9cc0-4ba2-a1af-32ae688b6e56.fc.signal	2.09954	2.91667	3.47527	4.48796	4.88191	5.45028	5.85685	4.58847	4.22325	3.51195	2.94902	2.10027	2.90684	2.99685	2.74883	1.46818	2.0704	1.92682	1.37464	1.22979	1.37147	1.42718	0.957498	0.841152	1.03094	2.2162	3.13035	3.25086	3.59846	2.94792	2.2114	3.5714	3.80322	2.48404	3.13208	3.7613	2.22491	2.28677	5.27456	4.78193	3.21226	1.97622	2.07103	2.45826	2.56407	2.23213	0.45625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f14540c7-18af-47fc-8cad-c0291db319dc.fc.signal	3.08327	1.65606	4.01485	6.30769	3.68307	3.7852	4.42982	3.71265	1.83618	0.885069	1.22442	2.52912	0.938674	0.829644	1.69301	3.11228	4.32448	2.05753	2.09056	1.80294	1.88306	1.67336	1.41588	0.678629	1.16273	2.0514	1.0791	4.03403	3.39513	0.617001	1.50276	0.414596	1.31655	1.4572	0.658178	3.266	1.99792	2.51435	2.29598	2.23051	1.53873	2.30311	1.73258	2.56158	3.64037	1.97852	0.412844
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.272975fa-d097-445a-8194-d8db0cc814ad.fc.signal	0.629514	1.04653	0.82129	0.556819	0.455496	0.484464	0.476886	0.994569	1.10892	0.732687	0.547947	0.461772	0.495844	0.734256	0.81759	0.593442	0.883621	0.913682	0.490915	0.290688	0.738117	0.920636	0.379746	0.514516	0.71494	0.791992	0.415987	0.175242	0.270047	0.288369	0.223001	0.0545195	0.322241	0.7009	0.861565	0.638634	0.263366	0.190632	0.959893	1.26142	0.84325	0.777388	0.899818	0.242594	0.116984	0.261961	0.348958
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.e7d5be35-9222-4141-b673-2ac53d316b10.fc.signal	5.84555	3.27112	3.57963	6.29156	5.80812	4.66002	4.41612	2.98537	3.47931	3.84493	2.37276	1.68961	2.95704	4.44996	4.17315	2.6974	5.70453	5.26546	3.45613	3.13122	3.47152	2.33279	0.604481	0.758617	1.64459	4.0039	5.5527	5.56622	5.3889	2.59891	3.99947	2.9558	2.1416	3.19665	4.04715	2.41623	3.28088	6.13929	4.14751	2.62723	3.44287	4.42127	4.83796	4.53368	3.60053	3.32956	0.392
