	chr11:62796075-62796224	chr11:62796225-62796374	chr11:62796375-62796524	chr11:62796525-62796674	chr11:62796675-62796824	chr11:62796825-62796974	chr11:62796975-62797124	chr11:62797125-62797274	chr11:62797275-62797424	chr11:62797425-62797574	chr11:62797575-62797724	chr11:62797725-62797874	chr11:62797875-62798024	chr11:62798025-62798174	chr11:62798175-62798324	chr11:62798325-62798474	chr11:62798475-62798624	chr11:62798625-62798774	chr11:62798775-62798924	chr11:62798925-62799074	chr11:62799075-62799224	chr11:62799225-62799374	chr11:62799375-62799524	chr11:62799525-62799674	chr11:62799675-62799824	chr11:62799825-62799974	chr11:62799975-62800124	chr11:62800125-62800274	chr11:62800275-62800424	chr11:62800425-62800574	chr11:62800575-62800724	chr11:62800725-62800874	chr11:62800875-62801024	chr11:62801025-62801174	chr11:62801175-62801324	chr11:62801325-62801474	chr11:62801475-62801624	chr11:62801625-62801774	chr11:62801775-62801924	chr11:62801925-62802074	chr11:62802075-62802224	chr11:62802225-62802374	chr11:62802375-62802524	chr11:62802525-62802674	chr11:62802675-62802824	chr11:62802825-62802877	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.359433	0.324307	0.822789	0.741989	0.627363	0.54687	0.1494	0.262171	0.511657	0.319077	0.485653	0.385366	0.457267	0.269889	0.317486	0.0738063	0.16637	0.146463	0.135713	0.195154	0.251841	0.323243	0.215518	0.195962	0.163989	0.428704	0.283886	0.354708	0.472999	0.368142	0.158426	0.126726	0.317216	0.528437	0.841197	1.02889	0.641969	0.358695	0.424995	0.362765	0.696808	0.593276	0.664634	0.641511	0.461011	0.510093	0.303401
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.91c7adb9-9182-4f05-b5fa-c053c0a1b0ec.fc.signal	1.7147	2.28554	1.24702	0.871863	1.18312	1.06772	0.882948	0.78828	0.794479	0.425124	0.251603	0.255189	0.153545	0.306762	0.392606	0.75086	0.416753	0	0.104224	0.508699	0.452912	0.149276	0.213897	0.445716	0.314852	0.402365	0.250831	0.518133	0.941346	0.565712	0.200738	0.447099	0.811938	1.70633	0.831941	0.653791	0.211161	0.180247	0.160225	0.440857	0.780265	1.29853	0.764618	0.687061	1.08791	2.04341	0.261264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.235142	0.148106	0.36401	0.383838	0.157045	0.0652759	0.175698	0.298775	0.312319	0.0923029	0.0762289	0.285722	0.357512	0.118655	0	0	0.214468	0.268473	0.272418	0.314289	0.342398	0.117278	0.111142	0.309715	0.0486589	0.205927	0.369448	0.13687	0.209976	0.436503	0.240245	0.366035	0.280423	0.248141	0.463522	0.296627	0.279525	0.543268	0.342317	0.465007	0.703933	1.16505	0.8133	0.303768	0.55069	0.696552	0.422263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.3635c35b-bff5-4878-adcc-965cd885b7d1.fc.signal	0.59269	0.33522	0.411105	0.210273	0.132931	0.623527	0.985996	0.589603	0.457912	0.384285	0.611402	0.596905	0.316618	0	0	0	0.254756	0.519164	0.63862	0.531756	0.261706	1.25318	1.44747	1.26839	1.97658	0.657341	0.723453	0.673458	0.622314	0.946503	0.482604	0.286311	0.519169	1.32329	2.49725	1.10394	0.726755	0.296758	0.680234	1.06647	1.08693	1.31439	1.36733	0.897467	1.22871	3.01004	0.52436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.d84c3371-0f00-45de-b4ba-d5df55fdd3fa.fc.signal	2.2031	0.648455	0.732662	0.327861	0	0	0.0534641	1.62886	2.15903	0.202653	0	0.255492	0.138382	0	0	0.0339477	0.416601	1.18493	0.750738	0.429203	0	1.18317	0.821466	0.997241	1.54894	2.48722	0.485434	0.186099	1.12521	0.383684	0.780658	1.27018	1.67218	1.06907	2.48669	2.53234	2.79887	2.50468	1.73603	2.23834	1.89921	0.314769	0.277899	0.392237	0.331979	0.648591	0.648921
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.20656	0.333116	0.756954	0.289617	0.149352	0.609601	0.212924	0.313838	0.304756	0.690289	1.07485	0.417081	0.224162	0.347365	0.0474293	0.107977	0.11013	0.108649	0.326274	0.0916137	0.228885	0.119088	0.185491	0.0932433	0.379708	0.545826	0.436995	0.805499	0.602508	0.729682	0.183662	0.240715	0.235845	0.510519	1.00324	0.570215	0.661068	0.607575	0.517676	0.16778	0.293663	1.01476	1.06254	0.946445	1.09167	0.950392	0.39681
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0.0832759	0.523922	0.076884	0.75012	0.354964	0	0	0	0	0.268742	0.358149	0	0	0	0	0.15429	0.485595	0.0266924	0.545429	0.366723	0.0884443	0.188893	0.269486	0.283674	0.950996	0.155984	0	0.311929	0.687549	0.504711	0.092485	0.0332402	0.504113	0	0	0.430687	0.49229	0.659263	0.950033	0.521267	0.216311	0.57189	0.400421	0.426851	0.197099	0.608446	0.5895
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.540611	0.463048	0.547668	0.390633	0.0796741	0.0237255	0.38837	0.648669	0.3579	0.291195	0.452966	0.757672	0.951345	0.680704	0.212207	0.475022	0.647415	0.71087	0.551533	0.38546	0.315749	0.388535	0.380869	0.495688	0.506428	0.872337	0.828525	0.513338	0.377547	0.298336	0.82061	0.857701	0.677741	0.554643	0.637763	0.584283	0.800044	0.626003	0.514673	0.755044	0.432616	0.399855	0.362631	0.545384	0.495149	0.690529	0.3765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.357858	0.264012	0.36885	0.165679	0.193688	0.355418	0.23598	0.253992	0.393781	0.138438	0.132711	0.17578	0	0.0047294	0.284302	0.0924541	0.465142	0.248124	0.440161	0.50029	0.517788	0.178895	0.194354	0.0865561	0.0151784	0.145951	0.0361453	0.40747	0.644328	0.495914	0.238243	0.162632	0.268265	0.465832	0.28181	0.253671	0.113293	0.0160557	0.186168	0.224168	0.233868	0.613488	1.10775	0.776732	0.478179	0.633139	0.432155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.5b94d008-4850-4235-a4df-01d74d02137b.fc.signal	0.222973	0.0602633	0.435849	0.723701	1.21355	0.333278	0.574321	1.069	0.60471	0.831725	0.867183	1.48745	1.16712	0.410683	0	0.139917	0.416187	0.188432	1.3265	1.24662	0.5279	0.808044	0.268958	0.94363	0.377639	0.527366	0.365273	0.305425	1.41075	0.941051	0.852094	0.636382	0.517372	0.336017	0.161127	0.552797	0.544959	0.871451	0.852706	0.434317	0.665203	1.51096	1.57548	0.645837	2.17476	1.26062	0.573171
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.867526	0.639178	0.817908	0.528324	0.989234	0.606669	0.108717	0.324663	0.918318	0.794159	0.94783	0.545065	0.392189	0.203135	0.250074	0.333709	0.703003	0.952679	0.991935	0.742013	0.629541	1.24926	1.08482	0.630237	0.893342	0.997529	1.01709	1.45719	2.15995	0.658349	0.520405	0.765731	1.25734	0.961556	1.27562	0.92182	1.06456	1.11087	0.710042	1.45978	1.78243	0.869418	1.11943	0.898272	0.220075	0.38742	0.356674
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.0306f18d-10d7-45c4-9e4b-9343e880bf9d.fc.signal	0.656824	1.30881	1.58035	1.01189	0.417663	0	0	0	0	0	0.212515	0.687305	0.600029	0.272781	0	0	0.852864	1.79858	1.57893	0.608538	0.456749	1.32915	1.65567	0.468504	1.13879	1.44922	0.576839	1.50962	1.58048	0.337325	0.373542	0.476377	0.676131	2.28569	1.69954	1.16188	1.18702	0.870415	0.545142	0.585183	1.43968	1.1988	0.426176	0.414187	0.253079	0.813838	0.489177
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	1.90999	1.10229	0.719332	0.908546	0.523164	0.663827	0.220712	0.359718	0.768767	0.882719	0.906739	1.27119	1.00744	0.344574	0.576043	0.580693	0.678675	0.377338	0.622583	1.2422	0.661962	0.866529	1.30449	0.874993	1.07224	1.62076	1.00623	0.956951	0.937295	0.360683	0.134769	0.269377	0.852615	0.878545	1.11912	2.20859	1.36274	1.35022	1.77115	1.07843	1.0829	1.22936	0.915456	1.28219	0.2949	0.457648	0.112412
