	chr1:204680370-204680519	chr1:204680520-204680669	chr1:204680670-204680819	chr1:204680820-204680969	chr1:204680970-204681119	chr1:204681120-204681269	chr1:204681270-204681419	chr1:204681420-204681479	chr1:204681480-204681569	chr1:204681570-204681719	chr1:204681720-204681809	chr1:204681810-204681869	chr1:204681870-204682019	chr1:204682020-204682169	chr1:204682170-204682319	chr1:204682320-204682469	chr1:204682470-204682619	chr1:204682620-204682769	chr1:204682770-204682919	chr1:204682920-204682989	chr1:204682990-204683069	chr1:204683070-204683219	chr1:204683220-204683369	chr1:204683370-204683519	chr1:204683520-204683669	chr1:204683670-204683819	chr1:204683820-204683969	chr1:204683970-204684119	chr1:204684120-204684269	chr1:204684270-204684419	chr1:204684420-204684569	chr1:204684570-204684719	chr1:204684720-204684869	chr1:204684870-204685019	chr1:204685020-204685169	chr1:204685170-204685319	chr1:204685320-204685469	chr1:204685470-204685497	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.bc6e7c42-efcb-4227-9b35-b730ed21b81f.fc.signal	0.883602	0.802423	1.09074	1.18723	0.377265	0.441313	0.356297	0.226138	0.527133	0.820393	0.718857	0.384503	0.373537	0.293163	0.310503	0.336701	0.654766	0.985496	0.71918	0.794382	0.716703	0.758438	0.984401	1.52496	1.1693	0.909108	1.34381	0.743372	0.562559	0.349028	0.282109	0.389976	0.256787	0.162409	0.269921	0.273906	0.262226	0.282485	0.425155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.61ce3aed-9b5d-4553-b99d-12b70cc1e329.fc.signal	0.456965	0.211626	0.0843591	0.214102	0.185734	0.141555	0.171075	0.604586	0.530508	0.210142	0.0690159	0.0834308	0.14788	0.312154	0.433001	0.51127	0.111861	0.148347	0.151183	0.206515	0.143613	0.164768	0.36614	0.515465	0.844444	1.19732	0.987658	0.887615	0.866013	0.651144	1.35744	1.34424	1.25176	1.41203	0.623692	0.276522	0.0660282	0.119936	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.262baf8f-18ec-4df6-b43b-235702f654d5.fc.signal	0.547272	1.47652	0.760039	0.835687	0.765021	0.722629	0.171552	0.315353	0.7536	0.42585	0.373399	0.744018	1.05086	1.55985	1.47565	0.502477	1.33734	1.3124	1.54978	1.97693	1.03372	1.22104	2.10348	2.4727	2.83405	3.97922	5.2046	2.42922	1.96136	0.770504	0.62072	0.447823	0.545694	0.347984	0.261662	0.388347	0.566144	0.602701	0.516408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5cfbaa8b-8208-4e04-b7a6-61e4e70766cd.fc.signal	0	0.643981	1.1309	0.820048	0.578566	1.06986	0.0702973	0	0.316669	0.324774	0.32235	0.670387	0.747076	0.282097	0.394419	0.605576	0.52079	0.418564	0	0.0326871	0.38135	0.552568	2.55445	0.579629	0.313101	1.19243	2.31733	3.00128	2.92526	4.11167	2.28498	2.53148	3.03777	1.03888	1.28438	0.070319	0	0	0.727536
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.eb7c4ac6-0e90-4c4c-9088-810681c2c896.fc.signal	0.384434	0.660199	0.29832	0.26688	0.263466	0.38341	0.53308	0.668913	0.562125	0.955131	1.28995	1.02259	1.301	1.38949	0.915464	0.775016	0.705737	0.483995	0.677979	0.781251	1.55995	1.72517	0.891407	1.19745	0.849614	0.424161	0.557928	1.03541	1.6587	2.13538	2.94514	2.29866	1.61384	1.23867	1.58284	1.30092	0.372131	0.76887	0.0890411
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.791a1a19-8cb6-4f2d-b5f0-f97ea2658756.fc.signal	0.271682	0.296832	0.207281	0.292931	0.268396	0.566186	0.590272	0.680722	0.710423	0.355349	0.631288	0.55889	0.983696	0.344895	0.170251	0.327651	0.283504	0.422102	0.377518	0.234326	0.284839	0.458757	0.458171	0.704272	0.794221	0.576228	1.4139	1.63209	2.43103	2.15602	1.51598	1.87573	1.60106	1.24091	0.353053	0.166215	0.249206	0.227486	0.53876
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	2.90706	2.4155	1.58063	1.50718	1.47181	1.49156	0.576312	0.797032	0.906498	1.37933	1.12325	0.665312	0.949678	0.587225	1.18679	0.458737	1.06335	1.18989	0.866414	1.6575	0.916439	1.68605	4.2517	3.33837	1.94017	1.99366	2.71457	1.9916	2.65064	2.19548	2.45649	2.20586	2.63178	2.71521	1.60474	1.53941	1.36899	2.2778	0.782908
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.77bd98ba-d8dd-4231-a3ba-bd69ef2d4205.fc.signal	1.75181	1.46098	1.58957	1.34689	0.897543	0.919532	0.290279	0.470939	0.637461	0.646715	0.668268	0.42251	0.549175	0.718425	1.22805	0.463954	0.330368	0.343283	0.880769	0.749759	0.864944	1.10237	2.19082	1.93053	1.63078	2.20901	2.03522	1.4419	1.01374	0.995702	0.916864	1.11243	0.61146	0.914313	0.935801	1.11931	1.64248	1.58641	0.697479
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.637004	1.12369	1.34304	0.376365	1.18158	1.05578	0.678192	1.05927	1.41046	0.972653	0.495424	0.550389	0.668826	1.34474	1.66938	2.94687	2.71117	0.847134	1.0684	1.57792	0.864059	1.40177	3.05997	4.14505	4.10607	3.76193	3.75637	3.65755	4.34091	2.26297	1.2295	0.836373	1.05578	0.484426	0	0	0.062356	0.471253	0.577551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.45100e0d-f7b5-4c54-a935-54545fef7dd3.fc.signal	0.591852	1.16356	0.808011	0.763432	0.418906	0.644685	0.777567	0.477439	0.607584	0.849423	0.611755	0.97596	0.785645	0.578725	0.810157	0.910593	0.812763	0.797591	1.04515	1.24688	1.34514	1.97041	1.97347	1.71278	1.5282	2.64721	2.65801	3.39321	3.78982	3.45284	3.90405	5.64476	5.77503	5.38371	7.21552	4.83503	2.11413	4.10177	0
